"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","18720","-6740","28710","9240","0.65"
"1306","540930","183780","560560","128050","0.96"
"1308","3200","-2600","106800","15500","0.03"
"1309","1671","56","-","-","-"
"1311","3260","-610","610","-580","5.34"
"1319","67000","1000","-","-","-"
"1320","29120","47","39461","4643","0.74"
"1321","192141","28250","228391","11649","0.84"
"1322","2820","120","-","-","-"
"1324","200","-","-","-","-"
"1325","190200","-7000","23200","300","8.2"
"1326","650","134","106","49","6.13"
"1328","28310","-1850","11450","-40","2.47"
"1329","3698","526","6614","225","0.56"
"1330","6050","-780","61020","6280","0.1"
"1343","85710","-32200","53300","22260","1.61"
"1345","24200","-1800","4500","100","5.38"
"1346","3715","246","10348","680","0.36"
"1348","11420","230","10520","1230","1.09"
"1349","-","-","-","-","-"
"1356","1377280","85420","188910","1380","7.29"
"1357","158162934","1383528","6833867","-869131","23.14"
"1358","15282","-2271","18566","1286","0.82"
"1360","15951240","-44840","564660","130","28.25"
"1364","201","-7","47","-","4.28"
"1365","27683","19","14802","122","1.87"
"1366","1164223","-167044","261779","-1026","4.45"
"1367","2707","119","3282","146","0.82"
"1368","119437","-1886","656","390","182.07"
"1369","255","-13","762","100","0.33"
"1385","169","-52","-","-","-"
"1386","247","-164","-","-","-"
"1387","4","-2","-","-","-"
"1388","1","-","-","-","-"
"1389","98","20","-","-","-"
"1390","346","71","-","-","-"
"1391","132","17","-","-","-"
"1392","162","125","-","-","-"
"1393","142","-1","-","-","-"
"1394","4","-","-","-","-"
"1397","6","-2","17","17","0.35"
"1398","1290","50","-","-","-"
"1399","-","-","-","-","-"
"1456","10467","388","14","1","747.64"
"1457","3869","-50","41","-4","94.37"
"1458","96121","6989","126681","-4947","0.76"
"1459","7784044","274629","84298","-9881","92.34"
"1464","685","-3","221","-9","3.1"
"1465","53","-","-","-","-"
"1466","5917","4304","45","36","131.49"
"1467","1410","-","-","-","-"
"1468","210","-10","-","-","-"
"1469","11230","-580","530","40","21.19"
"1472","3376","-15","1","-","3376"
"1473","-","-","-","-","-"
"1474","-","-","-","-","-"
"1475","9231","-3099","11755","5658","0.79"
"1476","7804","-8071","490","-101","15.93"
"1477","188","181","215","205","0.87"
"1478","2400","-214","955","674","2.51"
"1479","291","-","-","-","-"
"1480","2","2","-","-","-"
"1481","41","-6","64","2","0.64"
"1482","62136","-600","1645","-866","37.77"
"1483","203","-50","1","-","203"
"1484","-","-","-","-","-"
"1485","-","-","-","-120","-"
"1486","3002","63","-","-","-"
"1487","3399","-195","11","-49","309"
"1488","12890","-2230","2300","430","5.6"
"1489","20564","-2744","1244","-212","16.53"
"1490","-","-","-","-","-"
"1492","48","-7","37","5","1.3"
"1493","5","1","5","-1","1"
"1494","222","12","3","2","74"
"1495","280","-140","130","130","2.15"
"1496","8211","-89","88","-","93.31"
"1497","106326","-2800","1404","-78","75.73"
"1498","-","-","-","-","-"
"1499","73","15","1","-6","73"
"1540","228665","-7589","28484","194","8.03"
"1541","94433","-12990","9791","1591","9.64"
"1542","44252","-308","8250","-215","5.36"
"1543","2926","-165","-","-","-"
"1545","103166","17203","68323","11594","1.51"
"1546","4920","-381","12629","473","0.39"
"1547","143760","-3920","80330","8010","1.79"
"1550","35770","690","1620","-300","22.08"
"1551","780","-180","100","-50","7.8"
"1552","8638286","-629112","2700","2700","3199.37"
"1554","11980","110","1940","-600","6.18"
"1555","10860","-30","690","-40","15.74"
"1557","1440","4","-","-","-"
"1559","7834","105","34","-1","230.41"
"1560","2986","32","23","-","129.83"
"1563","73943","1543","17291","-4060","4.28"
"1566","1337","-143","187","-31","7.15"
"1568","36090","1680","74080","10260","0.49"
"1569","20810","100","60","-","346.83"
"1570","3081121","-374887","3665218","-484569","0.84"
"1571","3383639","46350","3719","-6092","909.82"
"1572","87300","7720","-","-","-"
"1573","7440","-190","310","40","24"
"1577","2381","-118","59","32","40.36"
"1578","2056","-59","1426","-338","1.44"
"1579","185280","-17350","324660","-310","0.57"
"1580","166000","20600","460","180","360.87"
"1585","120","-","290","-","0.41"
"1586","215","-98","1930","1757","0.11"
"1591","240","-203","50","-","4.8"
"1592","168","-30","11","-91","15.27"
"1593","114","-5","542","-373","0.21"
"1595","2870","-","940","20","3.05"
"1596","-","-","-","-","-"
"1597","2780","-1340","180","20","15.44"
"1599","-","-","-","-2","-"
