"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","39400","12720","24180","-3310","1.63"
"1306","630230","159810","541350","27230","1.16"
"1308","148900","84800","119700","-25600","1.24"
"1309","1687","-71","-","-","-"
"1311","14630","7340","1400","-1250","10.45"
"1319","89000","-3000","-","-","-"
"1320","30238","8190","26018","-3473","1.16"
"1321","279089","-17267","318447","5608","0.88"
"1322","3180","70","-","-","-"
"1324","200","-","-","-","-"
"1325","210000","35200","11800","400","17.8"
"1326","1360","470","121","-","11.24"
"1328","20140","1700","8320","-950","2.42"
"1329","12409","2941","8307","-133","1.49"
"1330","22090","6540","39590","-7710","0.56"
"1343","103240","-19900","38700","6740","2.67"
"1345","30100","8000","5700","2200","5.28"
"1346","7242","740","8532","-218","0.85"
"1348","19800","4140","9480","1300","2.09"
"1349","-","-","-","-","-"
"1356","1115200","1860","186140","12760","5.99"
"1357","166709721","-14587795","10086994","373864","16.53"
"1358","14311","-1499","16871","-2644","0.85"
"1360","18802100","-2538440","1076120","294350","17.47"
"1364","475","270","92","-","5.16"
"1365","31245","6071","10878","-777","2.87"
"1366","1367301","-8308","30158","2553","45.34"
"1367","3561","-32","4799","-440","0.74"
"1368","134222","8761","964","-2681","139.23"
"1369","534","213","2748","428","0.19"
"1385","240","-786","-","-","-"
"1386","230","-1","-","-","-"
"1387","6","-","-","-","-"
"1388","-","-7","-","-","-"
"1389","88","-29","-","-","-"
"1390","107","-403","-","-","-"
"1391","79","-10","-","-","-"
"1392","307","-","-","-","-"
"1393","57","-4","-","-","-"
"1394","17","-10","-","-","-"
"1397","5","5","10","-","0.5"
"1398","2090","-200","-","-","-"
"1399","-","-","-","-","-"
"1456","124358","370","122","113","1019.33"
"1457","2352","-2636","175","168","13.44"
"1458","128841","46895","85778","-9162","1.5"
"1459","8907031","-737262","522531","135827","17.05"
"1464","740","-93","64","-2","11.56"
"1465","33","-11","-","-","-"
"1466","2875","457","-","-","-"
"1469","23530","-1860","600","470","39.22"
"1472","3554","-58","19","-91","187.05"
"1473","50","50","10","-","5"
"1474","135","65","-","-","-"
"1475","320012","281933","17259","4487","18.54"
"1476","5294","-2501","1366","27","3.88"
"1477","9","3","-","-","-"
"1478","10302","5698","2207","1574","4.67"
"1479","61","-60","-","-","-"
"1480","1","-","-","-","-"
"1481","47","5","40","-5","1.18"
"1482","113890","28719","742","643","153.49"
"1483","6","-","1","-","6"
"1484","40","-10","100","-","0.4"
"1485","-","-","-","-30","-"
"1486","2587","613","-","-","-"
"1487","6052","1097","10","7","605.2"
"1488","11520","-1050","2820","-100","4.09"
"1489","20604","-4018","2194","221","9.39"
"1490","-","-","-","-","-"
"1492","111","-73","174","96","0.64"
"1493","141","59","261","36","0.54"
"1494","297","147","-","-","-"
"1495","700","520","30","-70","23.33"
"1496","29052","13225","111","111","261.73"
"1497","140096","25530","722","-210","194.04"
"1498","-","-","10","-","-"
"1499","1","-","-","-","-"
"1540","247557","4056","25108","543","9.86"
"1541","105367","7327","1880","-1345","56.05"
"1542","37752","-3071","3046","-521","12.39"
"1543","2932","162","-","-","-"
"1545","104183","284","49472","8929","2.11"
"1546","5655","123","16162","376","0.35"
"1547","75720","-9000","70870","7800","1.07"
"1550","38260","670","2270","200","16.85"
"1551","800","10","60","-50","13.33"
"1552","6899427","-368715","13020","13020","529.91"
"1554","11310","660","5880","580","1.92"
"1555","4990","1160","20","-270","249.5"
"1557","2054","-61","-","-","-"
"1559","4116","-25","16","-3","257.25"
"1560","983","38","-","-","-"
"1563","207947","20214","38923","-16500","5.34"
"1566","901","7","210","47","4.29"
"1568","46840","8790","45960","-15900","1.02"
"1569","199880","5780","100","70","1998.8"
"1570","3126080","219928","2806025","-238399","1.11"
"1571","2992629","-204535","32006","16284","93.5"
"1572","60360","1830","-","-","-"
"1573","5050","790","460","-30","10.98"
"1577","4966","1400","128","43","38.8"
"1578","2757","-48","1760","-3","1.57"
"1579","232930","63690","187060","-16550","1.25"
"1580","403020","38980","4990","910","80.77"
"1585","-","-","290","-","-"
"1586","255","-82","168","-","1.52"
"1591","3414","160","370","50","9.23"
"1592","1145","744","522","50","2.19"
"1593","431","351","1046","-10","0.41"
"1595","2850","-140","-","-","-"
"1596","-","-","-","-","-"
"1597","13510","-4970","210","-","64.33"
"1599","-","-","-","-","-"
"1615","2117700","1034200","241500","82300","8.77"
"1617","53","2","42","-","1.26"
"1618","691","318","90","-49","7.68"
"1619","279","-6","341","-","0.82"
"1620","199","36","47","-34","4.23"
"1621","457","218","39","-7","11.72"
"1622","336","59","133","-5","2.53"
"1623","453","18","51","-61","8.88"
"1624","150","1","62","2","2.42"
"1625","314","-31","52","2","6.04"
"1626","73","12","25","-5","2.92"
"1627","2671","-495","660","5","4.05"
"1628","1104","-81","234","-26","4.72"
"1629","1870","-581","120","-22","15.58"
"1630","51","11","30","-","1.7"
"1631","2800","69","312","-87","8.97"
"1632","708","292","58","2","12.21"
"1633","183","8","113","-40","1.62"
"1651","8540","600","880","510","9.7"
"1652","-","-10","-","-","-"
"1653","50","-","-","-","-"
"1654","10","10","10","10","1"
"1655","2064630","-149880","516910","-15100","3.99"
"1656","41190","-5320","1410","610","29.21"
"1657","733","-201","-","-6","-"
"1658","10030","-570","504","-19","19.9"
"1659","20072","-3931","8498","-375","2.36"
"1660","1136","-47","21","1","54.1"
"1671","265393","-152270","245902","152554","1.08"
"1672","300","300","-","-","-"
"1673","90","-","-","-","-"
"1674","-","-","-","-","-"
"1675","1","-20","-","-","-"
"1676","-","-","-","-","-"
"1677","360","10","-","-","-"
"1678","7780000","1857100","592500","-5100","13.13"
"1679","300","10","640","20","0.47"
"1680","5980","-5460","2630","410","2.27"
"1681","7150","-1860","720","10","9.93"
"1682","48100","1300","700","700","68.71"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","-","-","-","-","-"
"1688","670","50","-","-","-"
"1689","36962700","1170500","-","-","-"
"1690","650","180","-","-","-"
