"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","30050","-4360","30780","-760","0.98"
"1306","439000","-56100","545960","-55740","0.8"
"1308","17300","6800","150300","4400","0.12"
"1309","1941","129","-","-","-"
"1311","11510","2700","490","50","23.49"
"1319","74000","4000","-","-","-"
"1320","33083","355","37874","-1842","0.87"
"1321","285669","39765","334187","43022","0.85"
"1322","2910","40","-","-","-"
"1324","200","-","-","-","-"
"1325","175100","-10000","4400","-14100","39.8"
"1326","1846","979","219","62","8.43"
"1328","25210","40","11430","-400","2.21"
"1329","6313","593","10184","-517","0.62"
"1330","13000","720","57230","-1720","0.23"
"1343","97170","-70","40020","2760","2.43"
"1345","23400","-6300","7600","2300","3.08"
"1346","5921","2068","8678","-1961","0.68"
"1348","12340","70","7630","840","1.62"
"1349","-","-","-","-","-"
"1356","1197680","-65080","161620","-1430","7.41"
"1357","197311244","7279894","9894596","2644464","19.94"
"1358","17104","1705","22628","723","0.76"
"1360","21685890","568430","597290","253050","36.31"
"1364","156","56","92","-20","1.7"
"1365","25702","3528","14772","-111","1.74"
"1366","1388677","44087","25920","4847","53.58"
"1367","1357","-283","4502","117","0.3"
"1368","131679","4519","548","-64","240.29"
"1369","378","124","2688","-239","0.14"
"1385","1006","139","-","-","-"
"1386","233","-14","-","-","-"
"1387","1","-","-","-","-"
"1388","11","-","-","-","-"
"1389","68","7","-","-","-"
"1390","273","8","-","-","-"
"1391","98","27","-","-","-"
"1392","214","-","-","-","-"
"1393","93","-67","-","-","-"
"1394","10","-10","-","-","-"
"1397","32","32","10","-","3.2"
"1398","2040","300","-","-","-"
"1399","200","-","-","-","-"
"1456","126296","-592","23","-1996","5491.13"
"1457","2160","-1229","10","6","216"
"1458","53420","15608","114498","-9139","0.47"
"1459","10328263","-1059799","222965","31025","46.32"
"1464","893","94","67","-","13.33"
"1465","66","1","-","-","-"
"1466","6204","51","57","-66","108.84"
"1469","20950","2390","40","-90","523.75"
"1472","2735","-1012","42","41","65.12"
"1473","50","50","10","-1060","5"
"1474","10","9","-","-","-"
"1475","13298","-4062","14695","1919","0.9"
"1476","5310","-1409","2363","1225","2.25"
"1477","6","-","10","-","0.6"
"1478","3853","468","592","-23","6.51"
"1479","161","-40","-","-","-"
"1480","1","-","-","-","-"
"1481","751","696","39","1","19.26"
"1482","81082","3323","24","-675","3378.42"
"1483","2","-7","-","-","-"
"1484","-","-","100","-90","-"
"1485","-","-","-","-","-"
"1486","3654","715","-","-","-"
"1487","3697","-140","13","1","284.38"
"1488","11660","-490","2430","1100","4.8"
"1489","16920","-4412","1831","-113","9.24"
"1490","-","-","-","-","-"
"1492","153","83","62","-","2.47"
"1493","50","-","35","-","1.43"
"1494","176","26","3","-1","58.67"
"1495","210","-50","10","10","21"
"1496","15923","2572","-","-6","-"
"1497","105815","-2247","1335","12","79.26"
"1498","-","-","10","-","-"
"1499","52","-","-","-","-"
"1540","241532","-2647","29001","5442","8.33"
"1541","73511","163","5528","-2751","13.3"
"1542","40574","1691","4432","544","9.15"
"1543","2798","134","-","-","-"
"1545","97400","-2072","43874","6958","2.22"
"1546","4051","-4141","15534","-85","0.26"
"1547","78800","1310","74850","1860","1.05"
"1550","35760","2220","3170","1110","11.28"
"1551","960","-110","300","10","3.2"
"1552","7849503","-547106","500","-11500","15699.01"
"1554","9710","80","2300","-320","4.22"
"1555","7220","340","-","-160","-"
"1557","1866","-216","-","-","-"
"1559","4368","-261","314","298","13.91"
"1560","1052","-601","23","-","45.74"
"1563","99443","15369","21092","6514","4.71"
"1566","1017","-4","153","-1","6.65"
"1568","39910","-380","83300","-3690","0.48"
"1569","141830","39470","80","-480","1772.88"
"1570","2899436","507846","3720792","-425707","0.78"
"1571","3274826","167353","10816","752","302.78"
"1572","63290","-5250","-","-","-"
"1573","4540","-1070","290","-10","15.66"
"1577","1779","113","116","27","15.34"
"1578","3232","-1239","2315","-534","1.4"
"1579","191140","52880","254090","-22310","0.75"
"1580","297550","2530","6430","2590","46.28"
"1585","120","-","290","-","0.41"
"1586","335","-73","423","99","0.79"
"1591","3064","298","350","114","8.75"
"1592","130","-18","113","60","1.15"
"1593","317","-303","1046","-","0.3"
"1595","2230","-290","840","-10","2.65"
"1596","-","-","-","-","-"
"1597","8640","730","670","-","12.9"
"1599","-","-","-","-","-"
"1615","2869300","21900","484100","-11000","5.93"
"1617","50","10","51","-","0.98"
"1618","391","-202","212","-22","1.84"
"1619","40","-1","336","-5","0.12"
"1620","44","1","81","45","0.54"
"1621","113","17","66","20","1.71"
"1622","62","5","76","-19","0.82"
"1623","465","-102","92","50","5.05"
"1624","57","24","60","-25","0.95"
"1625","200","50","55","-88","3.64"
"1626","87","6","42","13","2.07"
"1627","3499","1038","543","-31","6.44"
"1628","1034","-4","249","7","4.15"
"1629","413","62","114","26","3.62"
"1630","465","106","45","-32","10.33"
"1631","1623","-169","320","-100","5.07"
"1632","260","-72","75","-14","3.47"
"1633","66","-28","134","26","0.49"
"1651","6710","2400","380","-100","17.66"
"1652","110","100","-","-","-"
"1653","360","-","-","-","-"
"1654","-","-","-","-","-"
"1655","1706830","-31900","634000","-1400","2.69"
"1656","42790","5740","3360","2530","12.74"
"1657","487","156","140","-","3.48"
"1658","12635","-16","313","298","40.37"
"1659","27096","-751","9740","-1169","2.78"
"1660","1167","17","22","-1","53.05"
"1671","440977","-117510","61457","9159","7.18"
"1672","30","-","-","-","-"
"1673","90","-","-","-","-"
"1674","-","-","-","-","-"
"1675","36","-","-","-","-"
"1676","-","-","-","-","-"
"1677","600","-","-","-","-"
"1678","3628000","260000","674100","211400","5.38"
"1679","300","-30","580","-30","0.52"
"1680","11210","-1150","1030","120","10.88"
"1681","9730","-19020","710","-520","13.7"
"1682","38000","-400","1400","600","27.14"
"1684","90","-10","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","-","-","-","-","-"
"1688","200","-","-","-","-"
"1689","49799700","-4438400","-","-","-"
"1690","1190","-","-","-","-"
"1691","10","-4","-","-","-"
"1692","1100","-","-","-","-"
"1693","1330","300","-","-","-"
"1694","1000","-","-","-","-"
"1695","371400","117400","-","-","-"
"1696","31000","-","-","-","-"
"1697","-","-","-","-","-"
"1698","6700","4620","480","-100","13.96"
