"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","31950","1120","8090","170","3.95"
"1306","542240","19440","358500","-8400","1.51"
"1308","84382","6749","41881","8275","2.01"
"1309","1598","-431","-","-","-"
"1311","60790","21660","3470","550","17.52"
"1319","74000","-4000","-","-","-"
"1320","21095","-51","22218","-7248","0.95"
"1321","165782","11491","182855","6963","0.91"
"1322","4360","-100","-","-","-"
"1324","200","-","-","-","-"
"1325","239000","39700","12400","500","19.27"
"1326","710","-17","11","-","64.55"
"1328","25870","2920","3890","-660","6.65"
"1329","9553","2797","4174","-338","2.29"
"1330","11336","31","35020","134","0.32"
"133A","1140","1139","-","-","-"
"1343","464890","158430","57690","-63360","8.06"
"1345","94700","5000","2300","-100","41.17"
"1346","4658","2126","4559","492","1.02"
"1348","8030","770","7990","-660","1.01"
"1349","-","-","-","-","-"
"1356","1917630","135040","243010","8560","7.89"
"1357","138860982","3226412","6560619","799879","21.17"
"1358","12348","2005","14087","-569","0.88"
"1360","19562470","-318660","2247160","1077210","8.71"
"1364","248","-77","11","-","22.55"
"1365","7376","-984","10976","-103","0.67"
"1366","1535527","441855","33596","26454","45.71"
"1367","3601","-13","1624","-400","2.22"
"1368","128072","16744","7430","70","17.24"
"1369","662","257","889","180","0.74"
"1397","71","21","36","-2","1.97"
"1398","2090","-3570","3150","3000","0.66"
"1399","1010","-","270","240","3.74"
"1456","26565","-4657","85","73","312.53"
"1457","8609","-549","2","-1","4304.5"
"1458","49272","4003","69972","-8818","0.7"
"1459","9770658","-631571","340831","85512","28.67"
"1464","767","27","36","9","21.31"
"1465","-","-","-","-","-"
"1466","2147","415","-","-13","-"
"1469","22440","3720","1240","-250","18.1"
"1472","7129","5002","151","-10","47.21"
"1473","40","-","30","10","1.33"
"1474","-","-","-","-","-"
"1475","38799","5966","9204","180","4.22"
"1476","56171","17424","966","-293","58.15"
"1477","989","682","-","-270","-"
"1478","11331","-15724","16","-261","708.19"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","102","10","32","23","3.19"
"1482","254534","25920","3973","3493","64.07"
"1483","40","-76","6","6","6.67"
"1484","-","-","-","-","-"
"1485","2","2","-","-","-"
"1486","3677","429","-","-","-"
"1487","14877","245","14","-3","1062.64"
"1488","50570","17520","430","-580","117.6"
"1489","1250705","-140487","5215","-2036","239.83"
"1490","-","-","-","-","-"
"1492","59","32","3","-","19.67"
"1493","9","-3","7","-3","1.29"
"1494","840","-101","12","-","70"
"1495","340","-30","-","-","-"
"1496","18025","-2834","350","-56","51.5"
"1497","127743","1663","589","-420","216.88"
"1498","-","-","-","-","-"
"1499","99","-495","-","-","-"
"1540","236666","-26509","6504","-2140","36.39"
"1541","106158","-5888","12622","26","8.41"
"1542","48283","1747","941","413","51.31"
"1543","5213","-412","-","-","-"
"1545","107222","1835","38934","-4434","2.75"
"1546","6639","145","-","-","-"
"1547","120140","-8780","57040","-3860","2.11"
"1550","52180","2080","610","-10","85.54"
"1551","3650","2990","80","-20","45.63"
"1554","13970","1030","240","-10","58.21"
"1555","3370","1320","1520","-390","2.22"
"1557","2106","-14","-","-","-"
"1559","2813","-242","179","150","15.72"
"1560","3439","2631","-","-2","-"
"1563","306903","97416","18799","-1997","16.33"
"1566","959","3","45","3","21.31"
"1568","31290","-1600","36140","8020","0.87"
"1569","290420","-31390","320","70","907.56"
"1570","1819810","349897","2003035","-111882","0.91"
"1571","6565115","1710895","54509","22931","120.44"
"1572","174860","-51070","-","-","-"
"1573","25890","600","740","130","34.99"
"1577","8183","1217","760","-11","10.77"
"1578","5874","271","5513","643","1.07"
"1579","121960","3830","153770","-20370","0.79"
"1580","320990","-47810","9250","220","34.7"
"1585","410","-400","-","-","-"
"1586","54","-68","2","-","27"
"1591","627","-2488","1232","32","0.51"
"1592","418","80","142","-1","2.94"
"1593","312","-287","689","-","0.45"
"1595","378860","88440","2730","50","138.78"
"1596","20","-","-","-","-"
"1597","77650","16760","680","310","114.19"
"1599","-","-20","-","-","-"
"1615","2173100","12300","230900","53500","9.41"
"1617","163","36","10","-16","16.3"
"1618","1278","-73","96","-8","13.31"
"1619","469","-134","37","-6","12.68"
"1620","182","-201","54","22","3.37"
"1621","151","12","88","-56","1.72"
"1622","344","39","105","-57","3.28"
"1623","964","18","191","-16","5.05"
"1624","50","-38","28","-10","1.79"
"1625","210","-276","165","17","1.27"
"1626","83","-25","4","-5","20.75"
"1627","4966","99","138","-110","35.99"
"1628","1179","45","58","-15","20.33"
"1629","429","-198","331","25","1.3"
"1630","233","-28","15","-2","15.53"
"1631","2331","-54","435","-316","5.36"
"1632","879","148","156","-93","5.63"
"1633","289","-38","69","-29","4.19"
"1651","13550","2950","-","-","-"
"1652","20","-10","10","-","2"
"1653","-","-","-","-","-"
"1654","100","100","-","-","-"
"1655","3281450","-20140","376030","-33310","8.73"
"1656","56840","1020","630","-500","90.22"
"1657","348","-135","90","-50","3.87"
"1658","10336","-187","230","146","44.94"
"1659","24066","-248","2955","67","8.14"
"1660","3173","1264","37","30","85.76"
"1671","359711","-109564","163192","74131","2.2"
"1672","1184","58","-","-","-"
"1673","-","-","-","-","-"
"1674","-","-","-","-","-"
"1675","1","-20","-","-","-"
"1676","-","-","-","-","-"
"1677","450","-60","20","20","22.5"
"1678","9329020","-701720","443520","30350","21.03"
"1679","240","10","560","-40","0.43"
"1680","8410","-720","590","-20","14.25"
"1681","21100","12260","100","-30","211"
"1682","59500","-2600","12900","-1300","4.61"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","100","-490","-","-","-"
"1688","4150","310","-","-","-"
"1689","5581","221","-","-","-"
"1690","1100","-50","-","-","-"
"1691","40","-","-","-","-"
"1692","500","-500","-","-","-"
"1693","30","30","-","-","-"
"1694","1700","-","-","-","-"
"1695","1370","210","-","-","-"
"1696","-","-","-","-","-"
"1697","100","-","-","-","-"
"1698","15380","460","1550","-580","9.92"
"1699","6115850","-145060","697030","132030","8.77"
"2011","109990","-29340","4680","-1000","23.5"
"2012","5420","-","-","-","-"
"2013","34930","12640","-","-","-"
"2014","223780","52350","-","-","-"
"2015","-","-1","-","-","-"
"2016","-","-","-","-","-"
"2017","236570","-136965","29364","-2918","8.06"
"2018","610","496","-","-","-"
"2019","81","-3102","-","-","-"
"2031","55178","-1666","-","-","-"
"2032","5274","105","-","-","-"
"2033","5","-38","-","-","-"
"2034","9281","-18","-","-","-"
"2036","6218","206","-","-","-"
"2037","1983","-","-","-","-"
"2038","1594380","-253223","100","100","15943.8"
"2039","573727","60279","-","-","-"
"2040","8534","-97","-","-","-"
"2041","141089","-1454","-","-","-"
"2042","17994","133","-","-","-"
"2043","53","18","-","-","-"
"2044","4400","-87","-","-","-"
"2045","-","-4","-","-","-"
"2046","22751","-1675","-","-","-"
"2047","2951","66","-","-","-"
"2048","123","80","-","-","-"
"2050","5","-","-","-","-"
"2065","12","-18","-","-","-"
"2066","-","-","-","-","-"
"2067","48","42","-","-","-"
"2068","-","-","-","-","-"
"2069","2","-","-","-","-"
"2070","-","-","-","-","-"
"2071","-","-","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2080","1234134","-164081","51545","5543","23.94"
"2081","10336","2350","1","-4","10336"
"2082","19928","4651","-","-1","-"
"2083","29825","10743","152","-2","196.22"
"2084","155904","-74644","2738","-505","56.94"
"2085","320330","-158410","4600","-200","69.64"
"2086","10","-","-","-","-"
"2087","70","-10","-","-","-"
"2088","-","-","-","-","-"
"2089","-","-","-","-","-"
