"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","22910","4190","27700","-1010","0.83"
"1306","297250","-243680","637530","76970","0.47"
"1308","3500","300","121400","14600","0.03"
"1309","1564","-107","-","-","-"
"1311","2060","-1200","880","270","2.34"
"1319","67000","-","-","-","-"
"1320","22756","-6364","46241","6780","0.49"
"1321","219701","27560","266544","38153","0.82"
"1322","2820","-","-","-","-"
"1324","200","-","-","-","-"
"1325","185300","-4900","27500","4300","6.74"
"1326","1231","581","132","26","9.33"
"1328","32830","4520","12750","1300","2.57"
"1329","3471","-227","7879","1265","0.44"
"1330","7550","1500","59860","-1160","0.13"
"1343","119180","33470","52230","-1070","2.28"
"1345","26600","2400","4400","-100","6.05"
"1346","2846","-869","12389","2041","0.23"
"1348","10510","-910","13050","2530","0.81"
"1349","-","-","-","-","-"
"1356","1433520","56240","175100","-13810","8.19"
"1357","183081075","24918141","7549234","715367","24.25"
"1358","15590","308","20071","1505","0.78"
"1360","18838080","2886840","457560","-107100","41.17"
"1364","99","-102","232","185","0.43"
"1365","26790","-893","16204","1402","1.65"
"1366","1447546","283323","273748","11969","5.29"
"1367","2483","-224","3861","579","0.64"
"1368","108937","-10500","696","40","156.52"
"1369","173","-82","957","195","0.18"
"1385","994","825","-","-","-"
"1386","268","21","-","-","-"
"1387","4","-","-","-","-"
"1388","1","-","-","-","-"
"1389","99","1","-","-","-"
"1390","375","29","-","-","-"
"1391","109","-23","-","-","-"
"1392","167","5","-","-","-"
"1393","204","62","-","-","-"
"1394","5","1","-","-","-"
"1397","6","-","37","20","0.16"
"1398","1430","140","-","-","-"
"1399","-","-","-","-","-"
"1456","37647","27180","3","-11","12549"
"1457","4010","141","37","-4","108.38"
"1458","89276","-6845","134818","8137","0.66"
"1459","9411313","1627269","66607","-17691","141.3"
"1464","685","-","37","-184","18.51"
"1465","68","15","-","-","-"
"1466","6100","183","57","12","107.02"
"1467","1350","-60","-","-","-"
"1468","180","-30","-","-","-"
"1469","15640","4410","470","-60","33.28"
"1472","3081","-295","29","28","106.24"
"1473","-","-","-","-","-"
"1474","5","5","-","-","-"
"1475","9533","302","9753","-2002","0.98"
"1476","11483","3679","333","-157","34.48"
"1477","255","67","-","-215","-"
"1478","2975","575","1007","52","2.95"
"1479","261","-30","-","-","-"
"1480","1","-1","-","-","-"
"1481","47","6","67","3","0.7"
"1482","51073","-11063","611","-1034","83.59"
"1483","203","-","-","-1","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","1942","-1060","-","-","-"
"1487","3509","110","30","19","116.97"
"1488","13150","260","6040","3740","2.18"
"1489","19366","-1198","1615","371","11.99"
"1490","-","-","-","-","-"
"1492","51","3","40","3","1.27"
"1493","1","-4","5","-","0.2"
"1494","248","26","4","1","62"
"1495","260","-20","-","-130","-"
"1496","10692","2481","-","-88","-"
"1497","100413","-5913","1444","40","69.54"
"1498","-","-","10","10","-"
"1499","57","-16","-","-1","-"
"1540","243847","15182","40995","12511","5.95"
"1541","75873","-18560","12187","2396","6.23"
"1542","43050","-1202","6179","-2071","6.97"
"1543","2769","-157","-","-","-"
"1545","97265","-5901","55567","-12756","1.75"
"1546","7273","2353","13444","815","0.54"
"1547","86840","-56920","77400","-2930","1.12"
"1550","34470","-1300","3080","1460","11.19"
"1551","780","-","100","-","7.8"
"1552","9618589","980303","5100","2400","1886"
"1554","13200","1220","1570","-370","8.41"
"1555","9940","-920","630","-60","15.78"
"1557","1640","200","-","-","-"
"1559","6754","-1080","187","153","36.12"
"1560","2995","9","23","-","130.22"
"1563","79754","5811","16587","-704","4.81"
"1566","1275","-62","154","-33","8.28"
"1568","37310","1220","82120","8040","0.45"
"1569","24360","3550","20","-40","1218"
"1570","3346990","265869","4239555","574337","0.79"
"1571","3856396","472757","2187","-1532","1763.33"
"1572","82770","-4530","-","-","-"
"1573","6050","-1390","280","-30","21.61"
"1577","2418","37","117","58","20.67"
"1578","1766","-290","1050","-376","1.68"
"1579","158750","-26530","326480","1820","0.49"
"1580","235590","69590","2020","1560","116.63"
"1585","120","-","290","-","0.41"
"1586","1406","1191","802","-1128","1.75"
"1591","263","23","113","63","2.33"
