"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","18170","840","8480","270","2.14"
"1306","384040","-34210","283250","-39160","1.36"
"1308","79855","-19392","24454","-2402","3.27"
"1309","1925","-70","-","-","-"
"1311","8180","-350","120","-190","68.17"
"1319","73000","-1000","-","-","-"
"1320","16974","-3955","20348","-2242","0.83"
"1321","189670","15388","91600","-8096","2.07"
"1322","3520","180","-","-","-"
"1324","200","-","-","-","-"
"1325","235200","23700","11000","-1400","21.38"
"1326","1293","31","54","3","23.94"
"1328","24160","960","4780","-180","5.05"
"1329","5689","-1619","2707","-287","2.1"
"1330","19909","-2250","12542","244","1.59"
"1343","155970","37000","27290","630","5.72"
"1345","71300","14700","1600","-800","44.56"
"1346","5655","-2396","3235","-3289","1.75"
"1348","16680","2140","3370","590","4.95"
"1349","-","-1","-","-","-"
"1356","1368770","130550","241300","9110","5.67"
"1357","81537202","4755316","7453861","-2588870","10.94"
"1358","10416","-2054","6237","-515","1.67"
"1360","13053780","-771230","1573800","-50390","8.29"
"1364","148","-2","23","-","6.43"
"1365","15831","-7923","5644","404","2.8"
"1366","771985","19002","25081","-3769","30.78"
"1367","6028","-99","918","-264","6.57"
"1368","77497","-12012","6267","-2102","12.37"
"1369","322","-74","540","-","0.6"
"1397","-","-","-","-","-"
"1398","1970","90","-","-","-"
"1399","3300","-40","50","40","66"
"1456","17885","-2693","83","20","215.48"
"1457","8502","-881","-","-8","-"
"1458","91621","3421","29854","-12908","3.07"
"1459","4687316","-549816","376199","-150958","12.46"
"1464","774","4","3","1","258"
"1465","-","-","-","-","-"
"1466","991","20","249","91","3.98"
"1469","7650","-370","2250","180","3.4"
"1472","2428","-1400","1166","-35","2.08"
"1473","-","-","-","-100","-"
"1474","-","-","-","-","-"
"1475","54278","24845","21895","3989","2.48"
"1476","12021","3101","1445","1321","8.32"
"1477","34","1","-","-","-"
"1478","10846","-1121","75","15","144.61"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","43","-5","40","-1","1.07"
"1482","247635","-13588","2520","405","98.27"
"1483","153","-1","-","-","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","3886","-466","-","-","-"
"1487","17550","-5","1","-","17550"
"1488","39120","3270","790","430","49.52"
"1489","65200","-1003","1065","315","61.22"
"1490","-","-","-","-","-"
"1492","38","-37","18","-","2.11"
"1493","2","-","205","-","0.01"
"1494","530","47","-","-","-"
"1495","790","-10","80","-10","9.88"
"1496","40472","-7032","70","50","578.17"
"1497","112992","-11522","669","-50","168.9"
"1498","1","-1","-","-","-"
"1499","342","-3","-","-","-"
"1540","349851","22317","9107","-3002","38.42"
"1541","128158","6493","9524","3786","13.46"
"1542","53036","1141","1022","-199","51.89"
"1543","4105","-276","-","-","-"
"1545","113712","1141","37446","1627","3.04"
"1546","3251","134","842","-60","3.86"
"1547","119370","3210","70010","11900","1.71"
"1550","41600","-60","1430","-200","29.09"
"1551","690","-60","260","-","2.65"
"1552","6805655","-484619","-","-49000","-"
"1554","11510","-1640","250","-290","46.04"
"1555","2010","190","2550","-1060","0.79"
"1557","2214","26","-","-","-"
"1559","2631","-42","44","10","59.8"
"1560","1275","-48","2","-2","637.5"
"1563","250633","-9595","22876","-7974","10.96"
"1566","1034","-1024","32","-35","32.31"
"1568","60580","1810","32350","4120","1.87"
"1569","221260","930","430","-660","514.56"
"1570","2339510","-167853","855435","-36204","2.73"
"1571","2111700","-87492","17592","15846","120.04"
"1572","125910","3600","-","-","-"
"1573","13420","-810","380","-340","35.32"
"1577","9937","-380","310","-145","32.05"
"1578","5895","1210","4183","191","1.41"
"1579","167650","-19670","80930","-10120","2.07"
"1580","259690","-45270","8840","780","29.38"
"1585","1970","280","-","-","-"
"1586","4","-","2","-","2"
"1591","3849","-44","33","11","116.64"
"1592","3286","-2302","3","-","1095.33"
"1593","1453","-148","20","10","72.65"
"1595","3510","10","-","-10","-"
"1596","-","-","-","-","-"
"1597","18920","3940","10","-","1892"
"1599","21","1","-","-10","-"
"1615","2774000","-112300","194100","19800","14.29"
"1617","133","-46","-","-6","-"
"1618","363","-183","57","-12","6.37"
"1619","149","-","10","5","14.9"
"1620","127","-11","5","-","25.4"
"1621","575","329","84","-57","6.85"
"1622","566","-111","224","79","2.53"
"1623","942","38","222","-2","4.24"
"1624","115","12","1","-21","115"
"1625","231","12","143","44","1.62"
"1626","199","6","6","-","33.17"
"1627","5132","1015","50","-118","102.64"
"1628","649","-455","74","56","8.77"
"1629","540","-64","84","-6","6.43"
"1630","155","67","3","2","51.67"
"1631","3901","241","508","-90","7.68"
"1632","431","-65","97","-91","4.44"
"1633","153","8","75","-7","2.04"
"1651","9970","1080","10","-","997"
"1652","-","-","-","-","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","3400620","45840","565760","125690","6.01"
"1656","82410","2470","730","130","112.89"
"1657","1002","164","28","4","35.79"
"1658","15931","-1888","144","133","110.63"
"1659","21342","-566","2647","-101","8.06"
"1660","3511","911","9","-","390.11"
"1671","752641","-48112","76959","29486","9.78"
"1672","1076","3","-","-","-"
"1673","-","-","-","-","-"
