"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","29440","12860","11190","-3900","2.63"
"1306","396220","-37990","361700","-22420","1.1"
"1308","83220","2459","29168","-3291","2.85"
"1309","1822","-74","-","-","-"
"1311","18030","8020","1560","260","11.56"
"1319","89000","-9000","-","-","-"
"1320","22531","4694","31479","-3033","0.72"
"1321","181882","-18660","153107","-2274","1.19"
"1322","3810","170","-","-","-"
"1324","200","-","-","-","-"
"1325","250900","13900","11500","-5300","21.82"
"1326","691","-53","31","-23","22.29"
"1328","25640","-2740","4600","940","5.57"
"1329","7261","1678","7147","-158","1.02"
"1330","15430","3404","36479","2160","0.42"
"1343","207740","81530","32410","-9100","6.41"
"1345","160800","54300","2000","1000","80.4"
"1346","4268","501","3842","-5653","1.11"
"1348","8110","4480","8630","-92900","0.94"
"1349","24","24","-","-","-"
"1356","1865430","34390","232690","13760","8.02"
"1357","129418817","-6799857","6371410","-585503","20.31"
"1358","14760","4576","14331","-852","1.03"
"1360","24032550","-549060","915690","-295500","26.25"
"1364","210","-18","152","-","1.38"
"1365","9032","-912","11288","-610","0.8"
"1366","1060401","-40686","9289","-2861","114.16"
"1367","4701","1058","2477","75","1.9"
"1368","126230","703","7418","-13","17.02"
"1369","655","-146","625","-325","1.05"
"1397","50","18","165","150","0.3"
"1398","5470","-10","50","50","109.4"
"1399","470","-80","70","-10","6.71"
"1456","21357","-30786","2","-10","10678.5"
"1457","8587","385","1","1","8587"
"1458","45720","-3653","73525","-4264","0.62"
"1459","9581737","-328425","504400","285360","19"
"1464","780","-5","227","208","3.44"
"1465","-","-","-","-","-"
"1466","3005","-1131","50","50","60.1"
"1469","20760","2430","1150","-310","18.05"
"1472","3642","-807","164","-","22.21"
"1473","150","-50","-","-","-"
"1474","34","-","-","-","-"
"1475","45082","-5290","16857","-4660","2.67"
"1476","7057","-21","851","836","8.29"
"1477","7","-","-","-","-"
"1478","23002","8044","229","223","100.45"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","115","80","21","-5","5.48"
"1482","200832","-57072","4115","3515","48.8"
"1483","109","-68","-","-","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","3539","-187","-","-","-"
"1487","16048","599","41","40","391.41"
"1488","7900","740","920","270","8.59"
"1489","1456805","1407085","8569","8213","170.01"
"1490","-","-","-","-","-"
"1492","19","-65","8","-2","2.38"
"1493","3","-","10","-","0.3"
"1494","931","36","610","5","1.53"
"1495","940","200","-","-","-"
"1496","36871","262","1140","700","32.34"
"1497","127762","1891","1609","1000","79.4"
"1498","1","1","-","-","-"
"1499","354","20","-","-","-"
"1540","305222","-12073","8380","880","36.42"
"1541","111783","24306","1099","-3040","101.71"
"1542","53454","-2746","1657","-1011","32.26"
"1543","5329","465","-","-","-"
"1545","107636","5288","38315","3456","2.81"
"1546","5593","2832","-","-8","-"
"1547","108580","-23320","58450","-15610","1.86"
"1550","47280","670","580","-180","81.52"
"1551","590","30","520","60","1.13"
"1552","3776261","-1400582","-","-","-"
"1554","16040","4680","240","-30","66.83"
"1555","1680","-30","620","-","2.71"
"1557","2108","-188","-","-","-"
"1559","2980","117","39","3","76.41"
"1560","918","-263","7","7","131.14"
"1563","247086","32860","19937","-9123","12.39"
"1566","750","4","23","-25","32.61"
"1568","27700","7580","53690","-4500","0.52"
"1569","253940","17430","3230","2820","78.62"
"1570","2175517","655604","2190618","-151386","0.99"
"1571","4683722","41592","19907","19467","235.28"
"1572","152500","23300","-","-","-"
"1573","14380","1880","660","250","21.79"
"1577","5703","-2628","822","76","6.94"
"1578","8429","919","4240","69","1.99"
"1579","104960","5740","144770","-16910","0.73"
"1580","358480","-12310","6530","-2040","54.9"
"1585","980","-370","-","-","-"
"1586","19","-62","2","-","9.5"
"1591","4049","157","845","50","4.79"
"1592","717","-113","93","53","7.71"
"1593","1494","150","714","-5036","2.09"
"1595","54600","51350","210","110","260"
"1596","50","-","-","-","-"
"1597","31180","6430","10","-10","3118"
