"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","30730","1290","12140","950","2.53"
"1306","398380","2160","333140","-28560","1.2"
"1308","82308","-912","26745","-2423","3.08"
"1309","1832","10","-","-","-"
"1311","16880","-1150","1290","-270","13.09"
"1319","82000","-7000","-","-","-"
"1320","24446","1915","24066","-7413","1.02"
"1321","175678","-6204","147751","-5356","1.19"
"1322","3730","-80","-","-","-"
"1324","200","-","-","-","-"
"1325","211500","-39400","10700","-800","19.77"
"1326","685","-6","31","-","22.1"
"1328","24590","-1050","4630","30","5.31"
"1329","10785","3524","4577","-2570","2.36"
"1330","22991","7561","29996","-6483","0.77"
"1343","278380","70640","30010","-2400","9.28"
"1345","56200","-104600","1000","-1000","56.2"
"1346","5870","1602","3328","-514","1.76"
"1348","10980","2870","8310","-320","1.32"
"1349","24","-","-","-","-"
"1356","1768740","-96690","233530","840","7.57"
"1357","117432169","-11986648","6055654","-315756","19.39"
"1358","11107","-3653","13512","-819","0.82"
"1360","21367870","-2664680","1262080","346390","16.93"
"1364","279","69","71","-81","3.93"
"1365","11769","2737","10568","-720","1.11"
"1366","964372","-96029","36453","27164","26.46"
"1367","4946","245","2058","-419","2.4"
"1368","107810","-18420","6285","-1133","17.15"
"1369","658","3","619","-6","1.06"
"1397","71","21","35","-130","2.03"
"1398","1970","-3500","50","-","39.4"
"1399","1220","750","-","-70","-"
"1456","22768","1411","12","10","1897.33"
"1457","8482","-105","1","-","8482"
"1458","76358","30638","56756","-16769","1.35"
"1459","8782224","-799513","709231","204831","12.38"
"1464","814","34","26","-201","31.31"
"1465","-","-","-","-","-"
"1466","1731","-1274","-","-50","-"
"1469","20270","-490","1300","150","15.59"
"1472","3632","-10","164","-","22.15"
"1473","150","-","-","-","-"
"1474","-","-34","-","-","-"
"1475","36705","-8377","9383","-7474","3.91"
"1476","27579","20522","607","-244","45.43"
"1477","16","9","-","-","-"
"1478","21918","-1084","63","-166","347.9"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","93","-22","17","-4","5.47"
"1482","209267","8435","3515","-600","59.54"
"1483","107","-2","-","-","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","3415","-124","-","-","-"
"1487","17725","1677","2","-39","8862.5"
"1488","8190","290","640","-280","12.8"
"1489","1361227","-95578","8441","-128","161.26"
"1490","-","-","-","-","-"
"1492","15","-4","4","-4","3.75"
"1493","4","1","11","1","0.36"
"1494","950","19","607","-3","1.57"
"1495","850","-90","-","-","-"
"1496","37337","466","40","-1100","933.42"
"1497","126050","-1712","609","-1000","206.98"
"1498","-","-1","-","-","-"
"1499","585","231","-","-","-"
"1540","288673","-16549","8287","-93","34.83"
"1541","104560","-7223","1031","-68","101.42"
"1542","54136","682","636","-1021","85.12"
"1543","5624","295","-","-","-"
"1545","107226","-410","36819","-1496","2.91"
"1546","6032","439","-","-","-"
"1547","123110","14530","59250","800","2.08"
"1550","47870","590","590","10","81.14"
"1551","800","210","480","-40","1.67"
"1552","3209330","-566931","-","-","-"
"1554","13570","-2470","250","10","54.28"
"1555","1780","100","600","-20","2.97"
"1557","2221","113","-","-","-"
"1559","2999","19","130","91","23.07"
