"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","34410","6040","31540","-740","1.09"
"1306","495100","37960","601700","-58930","0.82"
"1308","10500","7200","145900","17700","0.07"
"1309","1812","-18","-","-","-"
"1311","8810","180","440","-340","20.02"
"1319","70000","2000","-","-","-"
"1320","32728","4937","39716","516","0.82"
"1321","245904","-24474","291165","-14635","0.84"
"1322","2870","-30","-","-","-"
"1324","200","-","-","-","-"
"1325","185100","-1500","18500","-3200","10.01"
"1326","867","-938","157","36","5.52"
"1328","25170","-1230","11830","-570","2.13"
"1329","5720","1936","10701","136","0.53"
"1330","12280","2950","58950","-2610","0.21"
"1343","97240","-22910","37260","850","2.61"
"1345","29700","-2600","5300","300","5.6"
"1346","3853","194","10639","-2222","0.36"
"1348","12270","700","6790","220","1.81"
"1349","-","-","-","-","-"
"1356","1262760","-310500","163050","-3900","7.74"
"1357","190031350","-1787478","7250132","-178792","26.21"
"1358","15399","-399","21905","163","0.7"
"1360","21117460","642210","344240","-8910","61.35"
"1364","100","-3","112","-48","0.89"
"1365","22174","1354","14883","-774","1.49"
"1366","1344590","-151859","21073","2560","63.81"
"1367","1640","37","4385","777","0.37"
"1368","127160","-15623","612","155","207.78"
"1369","254","-83","2927","224","0.09"
"1385","867","63","-","-","-"
"1386","247","-21","-","-","-"
"1387","1","-","-","-","-"
"1388","11","-1","-","-","-"
"1389","61","2","-","-","-"
"1390","265","-38","-","-","-"
"1391","71","10","-","-","-"
"1392","214","71","-","-","-"
"1393","160","79","-","-","-"
"1394","20","9","-","-","-"
"1397","-","-","10","-","-"
"1398","1740","-410","-","-10","-"
"1399","200","-","-","-","-"
"1456","126888","2269","2019","2008","62.85"
"1457","3389","-688","4","-24","847.25"
"1458","37812","-47260","123637","-9744","0.31"
"1459","11388062","-57804","191940","59197","59.33"
"1464","799","100","67","-5","11.93"
"1465","65","-1","-","-","-"
"1466","6153","631","123","17","50.02"
"1467","-","-70","-","-","-"
"1468","20","-120","-","-","-"
"1469","18560","-290","130","-100","142.77"
"1472","3747","-310","1","-","3747"
"1473","-","-950","1070","1060","-"
"1474","1","-5","-","-","-"
"1475","17360","4936","12776","990","1.36"
"1476","6719","-2803","1138","51","5.9"
"1477","6","-170","10","10","0.6"
"1478","3385","-967","615","-506","5.5"
"1479","201","10","-","-","-"
"1480","1","-","-","-","-"
"1481","55","-1","38","1","1.45"
"1482","77759","1183","699","-398","111.24"
"1483","9","-","-","-","-"
"1484","-","-","190","190","-"
"1485","-","-","-","-","-"
"1486","2939","-995","-","-","-"
"1487","3837","-184","12","-","319.75"
"1488","12150","-1720","1330","-","9.14"
"1489","21332","-1666","1944","248","10.97"
"1490","-","-","-","-","-"
"1492","70","31","62","-46","1.13"
"1493","50","-3","35","4","1.43"
"1494","150","-14","4","-","37.5"
"1495","260","-","-","-","-"
"1496","13351","-4076","6","-53","2225.17"
"1497","108062","-676","1323","-2174","81.68"
"1498","-","-","10","-","-"
"1499","52","-","-","-","-"
"1540","244179","14608","23559","-2541","10.36"
"1541","73348","1173","8279","-1872","8.86"
"1542","38883","-361","3888","-822","10"
"1543","2664","66","-","-","-"
"1545","99472","3045","36916","-15525","2.69"
"1546","8192","-218","15619","-729","0.52"
"1547","77490","-760","72990","4200","1.06"
"1550","33540","-630","2060","240","16.28"
"1551","1070","-20","290","30","3.69"
"1552","8396609","328165","12000","4360","699.72"
"1554","9630","-170","2620","680","3.68"
"1555","6880","-5510","160","-460","43"
"1557","2082","359","-","-","-"
"1559","4629","-151","16","1","289.31"
"1560","1653","19","23","-","71.87"
"1563","84074","13234","14578","-4351","5.77"
"1566","1021","-1059","154","-","6.63"
"1568","40290","1890","86990","-50","0.46"
"1569","102360","71420","560","540","182.79"
"1570","2391590","-1124813","4146499","-191392","0.58"
"1571","3107473","-147941","10064","4417","308.77"
"1572","68540","-14690","-","-","-"
"1573","5610","520","300","10","18.7"
"1577","1666","154","89","-111","18.72"
"1578","4471","943","2849","-482","1.57"
"1579","138260","15770","276400","6920","0.5"
"1580","295020","22550","3840","-1240","76.83"
"1585","120","-","290","-100","0.41"
"1586","408","-3","324","-52","1.26"
"1591","2766","-41","236","-231","11.72"
"1592","148","-120","53","-","2.79"
"1593","620","-15","1046","-13","0.59"
"1595","2520","-210","850","-","2.96"
"1596","-","-","-","-","-"
"1597","7910","5210","670","-210","11.81"
"1599","-","-","-","-","-"
"1615","2847400","13600","495100","-236600","5.75"
"1617","40","-3","51","-100","0.78"
"1618","593","-9","234","-25","2.53"
"1619","41","-11","341","-47","0.12"
"1620","43","5","36","-26","1.19"
"1621","96","11","46","-15","2.09"
"1622","57","-10","95","-12","0.6"
"1623","567","-65","42","-49","13.5"
"1624","33","8","85","-","0.39"
"1625","150","42","143","-19","1.05"
"1626","81","-12","29","-1","2.79"
"1627","2461","-299","574","67","4.29"
"1628","1038","62","242","-9","4.29"
"1629","351","-79","88","19","3.99"
"1630","359","-","77","9","4.66"
"1631","1792","-19","420","-67","4.27"
"1632","332","51","89","1","3.73"
"1633","94","6","108","-8","0.87"
"1651","4310","-300","480","400","8.98"
"1652","10","-","-","-","-"
"1653","360","-","-","-","-"
"1654","-","-","-","-","-"
"1655","1738730","184190","635400","6820","2.74"
"1656","37050","1730","830","-","44.64"
"1657","331","-231","140","-46","2.36"
"1658","12651","153","15","-348","843.4"
"1659","27847","-525","10909","113","2.55"
"1660","1150","-30","23","-","50"
"1671","558487","179813","52298","-53773","10.68"
"1672","30","-","-","-","-"
"1673","90","-90","-","-","-"
"1674","-","-","-","-","-"
"1675","36","-2","-","-","-"
"1676","-","-","-","-","-"
"1677","600","-50","-","-","-"
"1678","3368000","57900","462700","71300","7.28"
"1679","330","-160","610","-100","0.54"
"1680","12360","-930","910","420","13.58"
"1681","28750","-22850","1230","510","23.37"
"1682","38400","-3800","800","-2500","48"
"1684","100","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","-","-","-","-","-"
"1688","200","-","-","-","-"
"1689","54238100","12033500","-","-","-"
"1690","1190","-","-","-","-"
"1691","14","3","-","-","-"
"1692","1100","-","-","-","-"
"1693","1030","100","-","-","-"
"1694","1000","-","-","-","-"
"1695","254000","-48800","-","-","-"
"1696","31000","-","-","-","-"
"1697","-","-","-","-","-"
"1698","2080","600","580","100","3.59"
"1699","10968000","1513360","617830","-14010","17.75"
"2031","15697","-719","-","-","-"
"2032","2533","112","-","-","-"
"2033","62","38","-","-","-"
"2034","17121","-4","-","-","-"
"2036","7198","-794","-","-","-"
"2037","5671","354","-","-","-"
"2038","3335111","587993","-","-","-"
"2039","390507","-19694","-","-","-"
"2040","21919","253","-","-","-"
"2041","107641","-6250","-","-","-"
"2042","6188","-339","-","-","-"
"2043","106","-1","-","-","-"
"2044","8058","137","-","-","-"
"2045","1","-","-","-","-"
"2046","10449","-225","-","-","-"
"2047","2281","-","-","-","-"
"2048","50","-","-","-","-"
"2050","-","-","-","-","-"
"2065","-","-","-","-","-"
"2066","-","-","-","-","-"
"2067","6","-94","-","-","-"
"2068","-","-","-","-","-"
"2069","-","-","-","-","-"
"2070","-","-","-","-","-"
"2071","-","-75","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2235","460","-50","-","-","-"
"2236","48438","-8801","-","-","-"
"2237","1039","-8","-","-","-"
"2238","10553","32","-","-","-"
"2239","1630","150","-","-","-"
"2240","450","-20","-","-","-"
"2241","13710","13250","840","-960","16.32"
"2242","1250","270","1000","-","1.25"
"2243","137070","105654","2495","1651","54.94"
"2244","166754","1944","1376","376","121.19"
"2245","-","-","-","-","-"
"2246","-","-","-","-","-"
"2247","12","-","-","-","-"
"2248","8","-","-","-","-"
"2249","336","-42","-","-","-"
"2510","8570","-90","7240","-310","1.18"
"2511","61220","37580","-","-20","-"
"2512","10470","-1340","10","10","1047"
"2513","29600","6270","1660","410","17.83"
"2514","7320","-470","460","40","15.91"
"2515","13180","-12840","2790","-1600","4.72"
"2516","2486540","-118530","923860","-26410","2.69"
"2517","1220","-","-","-","-"
"2518","421","-34","401","-","1.05"
"2519","5880","10","110","-","53.45"
"2520","24880","950","160","-450","155.5"
"2521","125930","-22610","20950","-68930","6.01"
"2522","2740","318","1688","-108","1.62"
"2523","60","-","-","-","-"
"2524","-","-","100","-","-"
"2525","-","-","-","-","-"
"2526","-","-","-","-","-"
"2527","-","-","-","-","-"
"2528","1310","-2000","100","-","13.1"
"2529","1876","1142","3","-1","625.33"
"2530","25","1","-","-","-"
"2552","200","-331","-","-","-"
"2553","150","-","-","-","-"
"2554","8830","100","-","-","-"
"2555","1060","-270","500","-","2.12"
"2556","13600","5610","110","-10","123.64"
"2557","2490","2040","-","-","-"
"2558","47172","5451","16417","-8132","2.87"
"2559","25861","-1729","1591","33","16.25"
"2560","-","-","-","-","-"
"2561","21271","-1199","17715","114","1.2"
"2562","40770","-14700","16470","-7560","2.48"
"2563","1128790","-152110","330870","-48940","3.41"
"2564","134339","4762","10","10","13433.9"
"2565","2039","-101","4","3","509.75"
"2566","2320","-","-","-","-"
"2567","2550","-170","190","-","13.42"
"2568","56420","1750","31770","-6240","1.78"
"2569","101670","-3700","-","-","-"
"2620","50530","4040","-","-","-"
