"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","25460","-650","19470","3780","1.31"
"1306","357150","49620","432510","71400","0.83"
"1308","5800","-2500","91300","11400","0.06"
"1309","1615","-96","-","-","-"
"1311","3870","-1010","1190","380","3.25"
"1319","66000","-","-","-","-"
"1320","29073","5055","34818","3320","0.83"
"1321","163891","2012","216742","18253","0.76"
"1322","2700","160","-","-","-"
"1324","200","-","-","-","-"
"1325","197200","-9300","22900","100","8.61"
"1326","516","56","57","-2","9.05"
"1328","30160","2270","11490","1640","2.62"
"1329","3172","91","6389","1772","0.5"
"1330","6830","-1450","54740","11310","0.12"
"1343","117910","900","31040","-5620","3.8"
"1345","26000","-5700","4400","-3600","5.91"
"1346","3469","-1751","9668","3015","0.36"
"1348","11190","-1380","9290","6720","1.2"
"1349","-","-","-","-","-"
"1356","1291860","370490","187530","-1410","6.89"
"1357","156779406","14807373","7702998","687844","20.35"
"1358","17553","8443","17280","4335","1.02"
"1360","15996080","1474010","564530","-13760","28.34"
"1364","208","100","47","15","4.43"
"1365","27664","-2687","14680","1661","1.88"
"1366","1331267","115450","262805","-278","5.07"
"1367","2588","-465","3136","378","0.83"
"1368","121323","25071","266","-523","456.1"
"1369","268","34","662","285","0.4"
"1385","221","30","-","-","-"
"1386","411","-4","-","-","-"
"1387","6","4","-","-","-"
"1388","1","-","-","-","-"
"1389","78","25","-","-","-"
"1390","275","-","-","-","-"
"1391","115","18","-","-","-"
"1392","37","29","-","-","-"
"1393","143","-4","-","-","-"
"1394","4","-","-","-","-"
"1397","8","-4","-","-","-"
"1398","1240","-420","-","-","-"
"1399","-","-","-","-","-"
"1456","10079","3289","13","-34","775.31"
"1457","3919","615","45","1","87.09"
"1458","89132","15108","131628","3196","0.68"
"1459","7509415","1102568","94179","25102","79.74"
"1464","688","1","230","32","2.99"
"1465","53","50","-","-","-"
"1466","1613","331","9","-10","179.22"
"1467","1410","10","-","-","-"
"1468","220","-","-","-","-"
"1469","11810","1010","490","-110","24.1"
"1472","3391","499","1","-","3391"
"1473","-","-","-","-","-"
"1474","-","-","-","-","-"
"1475","12330","1884","6097","1204","2.02"
"1476","15875","9247","591","113","26.86"
"1477","7","7","10","-","0.7"
"1478","2614","123","281","73","9.3"
"1479","291","-","-","-","-"
"1480","-","-","-","-","-"
"1481","47","-12","62","1","0.76"
"1482","62736","9509","2511","-2951","24.98"
"1483","253","-148","1","-","253"
"1484","-","-","-","-","-"
"1485","-","-","120","-","-"
"1486","2939","1008","-","-","-"
"1487","3594","160","60","-","59.9"
"1488","15120","-2090","1870","400","8.09"
"1489","23308","-6368","1456","190","16.01"
"1490","-","-","-","-","-"
"1492","55","7","32","-1","1.72"
"1493","4","-","6","1","0.67"
"1494","210","34","1","1","210"
"1495","420","110","-","-90","-"
"1496","8300","-772","88","-","94.32"
"1497","109126","10561","1482","-134","73.63"
"1498","-","-","-","-","-"
"1499","58","-61","7","7","8.29"
"1540","236254","-48194","28290","1332","8.35"
"1541","107423","-6815","8200","2963","13.1"
"1542","44560","4230","8465","1112","5.26"
"1543","3091","-108","-","-","-"
"1545","85963","-5710","56729","1048","1.52"
"1546","5301","-4602","12156","3190","0.44"
"1547","147680","-5250","72320","11460","2.04"
"1550","35080","-130","1920","610","18.27"
"1551","960","50","150","-","6.4"
"1552","9267398","925622","-","-","-"
"1554","11870","-540","2540","-160","4.67"
"1555","10890","-1390","730","50","14.92"
"1557","1436","-319","-","-","-"
"1559","7729","-62","35","-2","220.83"
"1560","2954","-40","23","-","128.43"
"1563","72400","-2038","21351","5964","3.39"
"1566","1480","-1067","218","-","6.79"
"1568","34410","-19830","63820","8750","0.54"
