"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","22780","-8440","10820","-650","2.11"
"1306","466060","-26890","284180","29780","1.64"
"1308","168060","6729","35815","2757","4.69"
"1309","1543","24","-","-","-"
"1311","5830","-860","130","-240","44.85"
"1319","82000","-5000","-","-","-"
"1320","19399","-7748","20395","6789","0.95"
"1321","178873","-29437","108002","9404","1.66"
"1322","2720","-10","-","-","-"
"1324","200","-","-","-","-"
"1325","205600","-16300","17000","9600","12.09"
"1326","667","88","136","-15","4.9"
"1328","16080","-5590","6310","-1520","2.55"
"1329","8504","-1551","4012","-288","2.12"
"1330","16794","-11426","13224","1789","1.27"
"1343","151110","55430","24860","-4950","6.08"
"1345","50400","10600","3300","-1600","15.27"
"1346","9109","-964","4206","245","2.17"
"1348","19050","170","3740","-140","5.09"
"1349","1","-","-","-","-"
"1356","1341970","161820","231140","-7320","5.81"
"1357","82326264","18153716","12631120","-151118","6.52"
"1358","13031","-5347","5763","375","2.26"
"1360","13130900","2637540","1477130","-485290","8.89"
"1364","121","-11","13","-","9.31"
"1365","36291","-4649","5622","2519","6.46"
"1366","794245","132611","14858","-32997","53.46"
"1367","7619","-1308","1662","130","4.58"
"1368","84725","-13856","4667","-137","18.15"
"1369","487","-266","210","141","2.32"
"1397","8","-7","33","-","0.24"
"1398","2090","50","-","-110","-"
"1399","3240","-","-","-","-"
"1456","17662","4169","-","-","-"
"1457","6633","-945","-","-","-"
"1458","110997","-41800","37161","8014","2.99"
"1459","4993006","1254855","240285","-332386","20.78"
"1464","827","-100","37","-2","22.35"
"1465","-","-","-","-","-"
"1466","720","37","90","-1","8"
"1469","11280","-110","4440","-740","2.54"
"1472","3191","540","260","79","12.27"
"1473","540","480","-","-1000","-"
"1474","100","-","-","-","-"
"1475","42396","-2515","10445","5918","4.06"
"1476","42076","33190","988","861","42.59"
"1477","25","8","-","-3","-"
"1478","14388","-65","21","-345","685.14"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","53","-","48","-1","1.1"
"1482","168711","-41493","2683","1150","62.88"
"1483","1","-","-","-","-"
"1484","40","-10","-","-","-"
"1485","-","-","-","-","-"
"1486","3695","-310","-","-","-"
"1487","12745","1426","305","10","41.79"
"1488","11100","1430","2690","420","4.13"
"1489","68560","11749","1531","94","44.78"
"1490","-","-","-","-","-"
"1492","104","-","58","-12","1.79"
"1493","45","-18","61","5","0.74"
"1494","519","-4","-","-10","-"
"1495","990","-110","210","-100","4.71"
"1496","54950","-3915","600","-480","91.58"
"1497","134675","-1043","1189","550","113.27"
"1498","-","-","-","-","-"
"1499","331","7","-","-","-"
"1540","234102","-39242","21151","-507","11.07"
"1541","101945","-31196","2139","-1686","47.66"
"1542","39612","-2476","1015","-163","39.03"
"1543","3493","211","-","-","-"
"1545","101325","-10464","42232","10110","2.4"
"1546","7224","-726","3852","-130","1.88"
"1547","99170","-2220","59360","17210","1.67"
"1550","42580","-270","1080","-120","39.43"
"1551","590","-","30","-10","19.67"
"1552","4734415","775559","-","-43400","-"
"1554","12770","-2790","1100","820","11.61"
"1555","3810","-6220","910","210","4.19"
"1557","1720","-574","-","-","-"
"1559","2712","36","34","4","79.76"
"1560","801","-264","-","-1","-"
"1563","311523","-12932","47522","13651","6.56"
"1566","1225","466","67","25","18.28"
"1568","64600","-12580","32950","8050","1.96"
"1569","136290","11500","300","-120","454.3"
"1570","2713066","-1090665","1081196","223303","2.51"
"1571","1350811","48762","20954","-385","64.47"
"1572","81920","-7340","-","-","-"
"1573","12720","-40","960","140","13.25"
"1577","10483","135","404","140","25.95"
"1578","7487","-449","1691","122","4.43"
"1579","199810","-83030","87100","12930","2.29"
"1580","315770","43040","8060","490","39.18"
"1585","2210","-10","-","-","-"
"1586","35","21","1","-","35"
"1591","3746","-19","66","-5","56.76"
"1592","1827","-95","2","-","913.5"
"1593","1500","249","249","-197","6.02"
"1595","4430","910","-","-20","-"
"1596","10","-","-","-","-"
"1597","15930","710","10","-10","1593"
"1599","20","-","-","-","-"
"1615","3021900","207400","250500","12200","12.06"
"1617","132","-12","32","17","4.13"
"1618","1114","124","80","-18","13.93"
"1619","180","-2","6","-1","30"
"1620","128","-17","-","-","-"
"1621","176","10","101","7","1.74"
"1622","597","-350","57","-32","10.47"
"1623","1252","-67","217","161","5.77"
"1624","92","-5","9","-12","10.22"
"1625","163","40","4","-9","40.75"
"1626","83","5","2","1","41.5"
"1627","3646","-514","160","71","22.79"
"1628","1333","-355","95","95","14.03"
"1629","607","-10","80","15","7.59"
"1630","48","-","3","3","16"
"1631","3660","-101","1010","-75","3.62"
"1632","542","-277","282","12","1.92"
"1633","118","1","71","-","1.66"
"1651","12680","1380","200","-20","63.4"
"1652","-","-120","-","-10","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","3779930","-1074230","464700","218290","8.13"
"1656","64780","830","5440","4310","11.91"
"1657","1076","-261","20","20","53.8"
"1658","12727","-1135","1333","7","9.55"
"1659","22738","16","3266","223","6.96"
"1660","2533","101","10","-","253.3"
"1671","535217","95741","147253","-8278","3.63"
"1672","710","-197","-","-","-"
"1673","60","-20","-","-","-"
"1674","30","28","-","-","-"
"1675","123","92","-","-","-"
"1676","-","-","-","-","-"
"1677","520","30","110","110","4.73"
"1678","7277810","-184400","579840","29420","12.55"
"1679","80","-130","450","30","0.18"
"1680","10230","310","770","620","13.29"
"1681","7920","10","120","-250","66"
"1682","82100","-6600","1200","-1600","68.42"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","110","-","-","-","-"
"1688","7300","-1000","-","-","-"
"1689","36718000","-998400","-","-","-"
"1690","1050","-300","-","-","-"
"1691","40","-","-","-","-"
"1692","900","-700","-","-","-"
"1693","190","-","-","-","-"
"1694","1020","20","-","-","-"
"1695","386600","-27900","-","-","-"
"1696","10600","-","-","-","-"
"1697","200","-","-","-","-"
"1698","16980","20","1420","-20","11.96"
"1699","6672150","109610","1034070","-180810","6.45"
"2031","12928","-702","-","-","-"
"2032","2562","-189","-","-","-"
"2033","38","-","-","-","-"
"2034","9155","-467","-","-","-"
"2036","5403","-500","-","-","-"
"2037","2939","289","-","-","-"
"2038","2272017","366475","2000","1900","1136.01"
"2039","862850","7726","-","-","-"
"2040","17780","-3400","-","-","-"
"2041","85187","17464","-","-","-"
"2042","27095","1347","-","-42","-"
"2043","136","-19","-","-","-"
"2044","5549","-71","-","-","-"
"2045","131","31","-","-","-"
"2046","20702","993","-","-","-"
"2047","1960","-145","-","-","-"
"2048","65","4","-","-","-"
"2050","-","-","-","-","-"
"2065","20","-","-","-","-"
"2066","-","-","-","-","-"
"2067","40","-24","-","-","-"
"2068","-","-","-","-","-"
"2069","-","-","-","-","-"
"2070","-","-","-","-","-"
"2071","1","-","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2080","2594527","-42130","24364","-6699","106.49"
"2081","32421","610","-","-302","-"
"2082","39542","-589","10","-34","3954.2"
"2083","54133","6448","90","-69","601.48"
"2084","257985","-1786","6982","2551","36.95"
"2085","679370","80970","4740","-7020","143.33"
"2086","-","-","-","-","-"
"2087","-","-","-","-","-"
"2088","-","-","-","-","-"
"2089","-","-","-","-","-"
"2090","-","-70","-","-","-"
"2091","-","-50","-","-","-"
"2092","-","-50","-","-","-"
"2093","210","30","-","-","-"
"2094","1033","-92","-","-","-"
"2095","701","499","-","-","-"
"2096","35","30","-","-","-"
"2097","5","4","-","-","-"
"2098","10","9","-","-","-"
"2235","150","-10","-","-","-"
"2236","80816","5124","-","-","-"
"2237","3816","977","-","-","-"
"2238","3028","-587","-","-","-"
"2239","3670","-70","-","-","-"
"2240","320","20","-","-","-"
"2241","4330","-3280","-","-","-"
"2242","7120","860","-","-","-"
"2243","104863","-48731","15149","1560","6.92"
"2244","160190","6991","125","75","1281.52"
