"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","26110","-1500","15690","-270","1.66"
"1306","307530","-80220","361110","-26030","0.85"
"1308","8300","-3500","79900","1700","0.1"
"1309","1711","-43","-","-","-"
"1311","4880","-650","810","490","6.02"
"1319","66000","-","-","-","-"
"1320","24018","-8541","31498","7546","0.76"
"1321","161879","37123","198489","40297","0.82"
"1322","2540","10","-","-","-"
"1324","200","-","-","-","-"
"1325","206500","-29200","22800","-3800","9.06"
"1326","460","-61","59","8","7.8"
"1328","27890","4870","9850","1980","2.83"
"1329","3081","-629","4617","870","0.67"
"1330","8280","-7920","43430","10410","0.19"
"1343","117010","4330","36660","-10900","3.19"
"1345","31700","-2200","8000","-500","3.96"
"1346","5220","-1579","6653","2798","0.78"
"1348","12570","-3280","2570","-1710","4.89"
"1349","-","-","-","-","-"
"1356","921370","166440","188940","-46600","4.88"
"1357","141972033","44802916","7015154","564094","20.24"
"1358","9110","-14742","12945","4301","0.7"
"1360","14522070","3250190","578290","-129060","25.11"
"1364","108","-","32","19","3.38"
"1365","30351","-7968","13019","4541","2.33"
"1366","1215817","329632","263083","-11700","4.62"
"1367","3053","-133","2758","139","1.11"
"1368","96252","5148","789","142","121.99"
"1369","234","-87","377","95","0.62"
"1385","191","32","-","-","-"
"1386","415","-19","-","-","-"
"1387","2","-11","-","-","-"
"1388","1","-","-","-","-"
"1389","53","-29","-","-","-"
"1390","275","-55","-","-","-"
"1391","97","-104","-","-","-"
"1392","8","-77","-","-","-"
"1393","147","32","-","-","-"
"1394","4","-5","-","-","-"
"1397","12","12","-","-","-"
"1398","1660","-200","-","-","-"
"1399","-","-","-","-","-"
"1456","6790","753","47","-4","144.47"
"1457","3304","139","44","-","75.09"
"1458","74024","-66965","128432","30926","0.58"
"1459","6406847","1620884","69077","-56400","92.75"
"1464","687","-12","198","1","3.47"
"1465","3","-","-","-","-"
"1466","1282","513","19","-29","67.47"
"1467","1400","30","-","-","-"
"1468","220","-20","-","-","-"
"1469","10800","2180","600","-60","18"
"1472","2892","21","1","-1","2892"
"1473","-","-","-","-","-"
"1474","-","-","-","-","-"
"1475","10446","-1969","4893","1888","2.13"
"1476","6628","-532","478","49","13.87"
"1477","-","-4","10","10","-"
"1478","2491","-1084","208","-","11.98"
"1479","291","-","-","-","-"
"1480","-","-3","-","-","-"
"1481","59","-","61","3","0.97"
"1482","53227","-1123","5462","124","9.74"
"1483","401","10","1","-","401"
"1484","-","-40","-","-","-"
"1485","-","-","120","120","-"
"1486","1931","-2739","-","-","-"
"1487","3434","191","60","-","57.23"
"1488","17210","1770","1470","510","11.71"
"1489","29676","-300","1266","-464","23.44"
"1490","-","-","-","-","-"
"1492","48","-9","33","5","1.45"
"1493","4","-8","5","-1","0.8"
"1494","176","89","-","-","-"
"1495","310","70","90","-10","3.44"
"1496","9072","931","88","-50","103.09"
"1497","98565","3166","1616","-323","60.99"
"1498","-","-","-","-","-"
"1499","119","-","-","-","-"
"1540","284448","24281","26958","1831","10.55"
"1541","114238","14949","5237","2927","21.81"
"1542","40330","1848","7353","1750","5.48"
"1543","3199","-10","-","-","-"
"1545","91673","-1948","55681","-4910","1.65"
"1546","9903","-2439","8966","-655","1.1"
"1547","152930","-13540","60860","1870","2.51"
"1550","35210","80","1310","790","26.88"
"1551","910","-50","150","-","6.07"
"1552","8341776","593553","-","-","-"
"1554","12410","-2840","2700","530","4.6"
"1555","12280","-740","680","70","18.06"
"1557","1755","-65","-","-","-"
"1559","7791","51","37","-","210.57"
"1560","2994","-33","23","-1","130.17"
"1563","74438","-5189","15387","-1262","4.84"
"1566","2547","833","218","-23","11.68"
"1568","54240","-31800","55070","25250","0.98"
"1569","21270","-7720","10","10","2127"
"1570","2729513","-880849","3524367","1265126","0.77"
"1571","2920208","370143","6860","1146","425.69"
"1572","80370","-1340","-","-","-"
"1573","7750","-1270","260","-30","29.81"
"1577","2728","-236","18","-91","151.56"
"1578","1349","-413","778","233","1.73"
"1579","150220","-43390","273500","56790","0.55"
"1580","115900","5710","190","-280","610"
"1585","120","-","290","-","0.41"
"1586","313","-110","177","-211","1.77"
"1591","247","-242","50","-42","4.94"
"1592","148","-102","-","-","-"
"1593","29","-24","551","208","0.05"
"1595","3490","610","920","-10","3.79"
"1596","-","-","-","-","-"
"1597","4320","-180","60","-","72"
"1599","-","-","-","-","-"
"1615","2744600","241500","863000","91200","3.18"
"1617","59","25","5","-11","11.8"
"1618","601","-239","147","-95","4.09"
"1619","67","1","264","-20","0.25"
"1620","48","-","23","1","2.09"
"1621","317","-36","12","-20","26.42"
"1622","97","-38","106","-89","0.92"
"1623","685","85","84","-7","8.15"
"1624","70","18","50","-10","1.4"
"1625","89","-29","47","-7","1.89"
"1626","53","-1","30","6","1.77"
"1627","1762","9","300","100","5.87"
