"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","31720","-2840","21140","240","1.5"
"1306","422400","-118300","514330","-36790","0.82"
"1308","113630","-19210","72544","-12714","1.57"
"1309","1730","13","-","-","-"
"1311","7650","-2760","1970","100","3.88"
"1319","84000","2000","-","-","-"
"1320","22901","-6856","25573","1949","0.9"
"1321","165465","-28275","244966","23767","0.68"
"1322","3310","260","-","-","-"
"1324","200","-","-","-","-"
"1325","221200","-1200","1800","-1700","122.89"
"1326","1165","-118","258","100","4.52"
"1328","18480","1910","13580","6290","1.36"
"1329","8065","-5505","8894","2181","0.91"
"1330","28003","-7079","32627","1753","0.86"
"1343","151110","-36970","49070","17100","3.08"
"1345","19800","-6000","6500","1200","3.05"
"1346","6977","-2913","7176","1685","0.97"
"1348","11700","-4940","7750","-1390","1.51"
"1349","10","1","-","-","-"
"1356","870250","14900","182770","-8740","4.76"
"1357","134421017","17607786","10857171","-1477072","12.38"
"1358","11077","-6246","13316","2480","0.83"
"1360","16001580","1593270","1852900","-401880","8.64"
"1364","111","-18","103","-","1.08"
"1365","33824","-9294","10741","1907","3.15"
"1366","1099467","94301","160565","93102","6.85"
"1367","3221","-1374","3479","466","0.93"
"1368","102252","259","946","-530","108.09"
"1369","1189","-120","2101","1","0.57"
"1397","-","-","10","-1","-"
"1398","2280","-150","-","-","-"
"1399","50","-730","-","-","-"
"1456","123844","1082","-","-118","-"
"1457","3096","-413","15","4","206.4"
"1458","84244","-55979","75384","19334","1.12"
"1459","7896893","1137527","407405","-353027","19.38"
"1464","796","-23","68","-","11.71"
"1465","2","1","-","-","-"
"1466","2500","-1","-","-","-"
"1469","24490","3620","1190","-270","20.58"
"1472","2476","446","-","-1","-"
"1473","100","-40","10","-","10"
"1474","135","-","-","-","-"
"1475","29244","-2276","9541","-103","3.07"
"1476","16121","87","1090","482","14.79"
"1477","18","10","-","-","-"
"1478","8505","-2177","595","-12","14.29"
"1479","1","-","-","-","-"
"1480","15","-","-","-","-"
"1481","59","-","48","5","1.23"
"1482","113300","-820","234","-20","484.19"
"1483","2","-9","-","-","-"
"1484","-","-40","-","-","-"
"1485","10","10","-","-","-"
"1486","2681","-81","-","-","-"
"1487","11019","217","122","29","90.32"
"1488","11080","1000","2580","300","4.29"
"1489","28700","-352","1609","272","17.84"
"1490","-","-","-","-","-"
"1492","97","-5","153","-78","0.63"
"1493","124","-83","37","9","3.35"
"1494","321","93","1","-432","321"
"1495","850","30","160","140","5.31"
"1496","38485","-599","350","-","109.96"
"1497","139158","-14245","309","-608","450.35"
"1498","-","-","10","-","-"
"1499","41","-27","-","-","-"
"1540","227248","17935","19789","-533","11.48"
"1541","92900","-1304","7172","5855","12.95"
"1542","43477","1003","4163","940","10.44"
"1543","2677","-84","-","-","-"
"1545","125057","-1748","52160","6637","2.4"
"1546","9006","1127","9299","-159","0.97"
"1547","82300","-3040","62640","-18040","1.31"
"1550","41070","170","1210","-870","33.94"
"1551","890","100","-","-130","-"
"1552","6657455","1125681","8390","3090","793.5"
"1554","12990","-840","1050","-150","12.37"
"1555","4130","-130","210","210","19.67"
"1557","1798","-559","-","-","-"
"1559","3459","114","21","1","164.71"
"1560","1442","162","4","2","360.5"
"1563","201811","-22197","17202","-17687","11.73"
"1566","742","-1111","171","-23","4.34"
"1568","29860","-4550","78130","29110","0.38"
"1569","246590","43150","130","10","1896.85"
"1570","2638271","-1210629","2602932","512300","1.01"
"1571","2669525","207928","14527","-6510","183.76"
"1572","63590","-4450","-","-","-"
"1573","17830","2340","620","180","28.76"
"1577","4287","-2799","179","-7","23.95"
"1578","3312","-2810","1863","37","1.78"
"1579","202320","-83000","177300","29550","1.14"
"1580","364370","25370","2350","300","155.05"
"1585","60","60","-","-","-"
"1586","151","11","27","25","5.59"
"1591","3366","-11","325","75","10.36"
"1592","415","-134","601","-","0.69"
"1593","30","-755","1052","-","0.03"
"1595","3340","-1070","-","-","-"
"1596","10","-","-","-","-"
"1597","13830","-400","610","-","22.67"
"1599","-","-","-","-","-"
"1615","1851700","-433300","297600","106400","6.22"
"1617","28","-2","53","-46","0.53"
"1618","332","-62","133","33","2.5"
"1619","292","175","378","-4","0.77"
"1620","167","-207","31","-36","5.39"
"1621","192","-10","115","-111","1.67"
"1622","984","158","142","-141","6.93"
"1623","322","-187","90","-28","3.58"
"1624","48","-17","27","-55","1.78"
"1625","335","-15","5","-72","67"
"1626","85","-3","44","-19","1.93"
"1627","3060","1218","532","-72","5.75"
"1628","1390","-212","132","-6","10.53"
"1629","1663","-185","134","-71","12.41"
"1630","25","-7","1","-30","25"
"1631","1045","-1153","328","88","3.19"
"1632","544","-152","55","-2","9.89"
"1633","83","-91","79","-66","1.05"
"1651","2540","-1150","20","-10","127"
"1652","-","-30","-","-","-"
"1653","-","-","-","-","-"
"1654","10","-500","-","-","-"
"1655","2709590","-250680","493430","28470","5.49"
"1656","64760","-520","6300","-1060","10.28"
"1657","406","-255","-","-14","-"
"1658","11125","778","717","7","15.52"
"1659","21509","-453","5521","-306","3.9"
"1660","1594","18","1","-","1594"
"1671","311164","-40832","272292","607","1.14"
"1672","520","-","-","-","-"
"1673","80","-","-","-","-"
"1674","3","3","-","-","-"
"1675","1","-","-","-","-"
"1676","-","-","-","-","-"
"1677","400","-100","-","-","-"
"1678","8256800","142400","546100","-20000","15.12"
"1679","230","-20","800","-50","0.29"
"1680","6420","-3730","770","60","8.34"
"1681","12530","-3560","560","-80","22.38"
"1682","51600","2700","4100","400","12.59"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","100","-","-","-","-"
"1688","12860","1520","-","-","-"
"1689","45808800","525700","-","-","-"
"1690","950","250","-","-","-"
"1691","10","-","-","-","-"
"1692","900","100","-","-","-"
"1693","-","-","-","-","-"
"1694","1000","-","-","-","-"
"1695","509800","115600","-","-","-"
"1696","8000","-3000","-","-","-"
"1697","500","-200","-","-","-"
"1698","4080","-640","630","120","6.48"
"1699","6222560","4669720","1492320","-34700","4.17"
"2031","12864","803","-","-","-"
"2032","4892","739","-","-","-"
"2033","6","-","-","-","-"
"2034","10975","-83","-","-","-"
"2036","2671","-1168","-","-","-"
"2037","3945","211","-","-","-"
"2038","1020167","33916","-","-","-"
"2039","992496","-82545","-","-","-"
"2040","11354","-1573","-","-12","-"
"2041","81225","-22621","-","-","-"
"2042","16517","-2628","-","-","-"
"2043","274","21","-","-","-"
"2044","5692","27","-","-","-"
"2045","-","-","-","-","-"
"2046","15627","696","-","-","-"
"2047","2250","-","-","-","-"
"2048","20","20","-","-","-"
"2050","-","-","-","-","-"
"2065","-","-","-","-","-"
"2066","-","-","-","-","-"
"2067","40","-4","-","-","-"
"2068","-","-","-","-","-"
"2069","-","-","-","-","-"
"2070","9","-","-","-","-"
"2071","4","-5","-","-","-"
"2072","9","-","-","-","-"
"2073","-","-","-","-","-"
"2235","250","40","-","-","-"
"2236","68836","6010","-","-","-"
"2237","1977","469","-","-","-"
"2238","8146","-44","-","-","-"
"2239","1300","320","-","-","-"
"2240","240","60","-","-","-"
"2241","5720","-6680","1020","-","5.61"
"2242","1310","40","1500","-","0.87"
"2243","102771","-49620","6635","292","15.49"
"2244","152036","24165","5850","1135","25.99"
"2245","-","-","-","-","-"
"2246","-","-","-","-","-"
"2247","539","524","-","-","-"
"2248","8","-","-","-","-"
"2249","1347","-69","-","-","-"
"2250","250","-10","-","-","-"
"2251","43540","-11180","-","-","-"
"2252","8006","-76","-","-","-"
"2253","10222","111","9","-39","1135.78"
"2254","1016","-49","203","-","5"
"2510","9810","2630","5030","-1110","1.95"
"2511","31110","160","30","-80","1037"
"2512","22140","200","-","-","-"
