"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","33900","270","24330","440","1.39"
"1306","545300","73710","556020","12270","0.98"
"1308","150538","31218","38257","-8803","3.93"
"1309","1443","-68","-","-","-"
"1311","13270","1190","300","-990","44.23"
"1319","85000","2000","-","-","-"
"1320","27327","2811","20836","-687","1.31"
"1321","221247","44738","202053","-13159","1.09"
"1322","2690","-660","-","-","-"
"1324","200","-","-","-","-"
"1325","236300","23900","2300","900","102.74"
"1326","1032","-196","152","-58","6.79"
"1328","16900","3350","7420","-4990","2.28"
"1329","12015","3232","7586","1379","1.58"
"1330","27840","2273","23497","-3946","1.18"
"1343","155100","-1080","79000","21080","1.96"
"1345","46800","600","4300","-","10.88"
"1346","9154","1569","4474","-547","2.05"
"1348","15870","90","8330","-","1.91"
"1349","1","-9","-","-","-"
"1356","961220","48640","225180","15570","4.27"
"1357","94160627","-13636739","12011974","1564706","7.84"
"1358","14507","3016","8105","-1751","1.79"
"1360","11898610","-2089780","2071580","365260","5.74"
"1364","140","-90","73","-","1.92"
"1365","37612","7554","5287","-1815","7.11"
"1366","920844","-42618","114357","-68447","8.05"
"1367","6389","2297","3718","-50","1.72"
"1368","80861","-11102","8539","4228","9.47"
"1369","886","56","1922","131","0.46"
"1397","-","-2","33","-","-"
"1398","2230","-50","-","-","-"
"1399","3300","40","-","-","-"
"1456","101633","-1737","-","-","-"
"1457","4506","-257","16","-6","281.62"
"1458","143383","43716","49829","-7266","2.88"
"1459","5937274","-1264871","718561","180175","8.26"
"1464","796","1","49","-21","16.24"
"1465","-","-2","-","-","-"
"1466","2528","38","20","20","126.4"
"1469","23540","-1280","2060","750","11.43"
"1472","2185","127","-","-","-"
"1473","50","10","10","-500","5"
"1474","-","-","-","-","-"
"1475","24197","-2452","13707","2430","1.77"
"1476","16837","-389","790","-1","21.31"
"1477","46","28","-","-","-"
"1478","14448","-5871","1707","199","8.46"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","86","20","62","-1","1.39"
"1482","131584","-5241","817","116","161.06"
"1483","2","-","-","-","-"
"1484","50","-","-","-","-"
"1485","-","-3","-","-","-"
"1486","3948","-207","-","-","-"
"1487","11743","986","10","2","1174.3"
"1488","13720","-920","2190","-280","6.26"
"1489","51800","348","4333","1431","11.95"
"1490","-","-","-","-","-"
"1492","106","5","92","1","1.15"
"1493","70","2","64","-45","1.09"
"1494","633","-24","35","4","18.09"
"1495","1090","340","310","260","3.52"
"1496","44803","-4734","350","-31","128.01"
"1497","149128","-13393","690","-41","216.13"
"1498","-","-","-","-","-"
"1499","901","67","-","-","-"
"1540","206592","-16559","17295","2961","11.95"
"1541","99677","925","1959","-713","50.88"
"1542","40611","753","1471","-186","27.61"
"1543","2313","-12","-","-","-"
"1545","120889","-17267","54349","5733","2.22"
"1546","8358","1025","6439","-740","1.3"
"1547","99890","6350","72450","13620","1.38"
"1550","41200","-910","1440","-690","28.61"
"1551","710","-40","-","-","-"
"1552","4957767","-505009","27550","14050","179.96"
"1554","16270","990","710","-450","22.92"
"1555","4480","-2670","-","-","-"
"1557","1965","-6","-","-","-"
"1559","2938","-48","26","1","113"
"1560","956","-477","11","3","86.91"
"1563","210778","-6476","12295","-921","17.14"
"1566","794","-12","56","-67","14.18"
"1568","88240","19680","30420","-4700","2.9"
"1569","183760","-15400","520","-70","353.38"
"1570","3539733","670406","1508359","-436109","2.35"
"1571","2356005","-163743","9561","-14725","246.42"
"1572","77410","6040","-","-","-"
"1573","18620","780","900","10","20.69"
"1577","10676","994","132","-","80.88"
