"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","16560","-1610","8410","-70","1.97"
"1306","342850","-41190","247060","-36190","1.39"
"1308","81718","1863","6999","-17455","11.68"
"1309","1899","-26","-","-","-"
"1311","7700","-480","160","40","48.13"
"1319","75000","2000","-","-","-"
"1320","22396","5422","20138","-210","1.11"
"1321","191563","1893","85672","-5928","2.24"
"1322","3260","-260","-","-","-"
"1324","200","-","-","-","-"
"1325","246300","11100","12900","1900","19.09"
"1326","946","-347","54","-","17.52"
"1328","27550","3390","3760","-1020","7.33"
"1329","5512","-177","2763","56","1.99"
"1330","16635","-3274","12856","314","1.29"
"1343","115720","-40250","34850","7560","3.32"
"1345","63300","-8000","54300","52700","1.17"
"1346","5437","-218","3347","112","1.62"
"1348","11140","-5540","5250","1880","2.12"
"1349","-","-","-","-","-"
"1356","1380580","11810","237730","-3570","5.81"
"1357","79556887","-1980315","7284049","-169812","10.92"
"1358","10155","-261","5915","-322","1.72"
"1360","12883880","-169900","1429550","-144250","9.01"
"1364","198","50","32","9","6.19"
"1365","15724","-107","5676","32","2.77"
"1366","756091","-15894","14478","-10603","52.22"
"1367","5443","-585","989","71","5.5"
"1368","82216","4719","6647","380","12.37"
"1369","378","56","2815","2275","0.13"
"1397","-","-","-","-","-"
"1398","1970","-","-","-","-"
"1399","3250","-50","80","30","40.63"
"1456","17534","-351","-","-83","-"
"1457","7971","-531","-","-","-"
"1458","77845","-13776","32194","2340","2.42"
"1459","4328396","-358920","455320","79121","9.51"
"1464","785","11","3","-","261.67"
"1465","-","-","-","-","-"
"1466","1029","38","269","20","3.83"
"1469","7640","-10","1970","-280","3.88"
"1472","2428","-","173","-993","14.03"
"1473","120","120","1700","1700","0.07"
"1474","-","-","10","10","-"
"1475","50429","-3849","15179","-6716","3.32"
"1476","8870","-3151","61","-1384","145.41"
"1477","39","5","-","-","-"
"1478","8584","-2262","1","-74","8584"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","39","-4","37","-3","1.05"
"1482","248799","1164","2061","-459","120.72"
"1483","152","-1","-","-","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","4235","349","-","-","-"
"1487","15698","-1852","101","100","155.43"
"1488","8620","-30500","650","-140","13.26"
"1489","63948","-1252","627","-438","101.99"
"1490","-","-","-","-","-"
"1492","36","-2","12","-6","3"
"1493","2","-","189","-16","0.01"
"1494","435","-95","1","1","435"
"1495","770","-20","50","-30","15.4"
"1496","37750","-2722","40","-30","943.75"
"1497","113972","980","609","-60","187.15"
"1498","1","-","-","-","-"
"1499","339","-3","-","-","-"
"1540","341841","-8010","6065","-3042","56.36"
"1541","118890","-9268","4223","-5301","28.15"
"1542","54469","1433","2100","1078","25.94"
"1543","4010","-95","2","2","2005"
"1545","95652","-18060","36526","-920","2.62"
"1546","3316","65","656","-186","5.05"
"1547","110910","-8460","58260","-11750","1.9"
"1550","41530","-70","1030","-400","40.32"
"1551","740","50","260","-","2.85"
"1552","6689232","-116423","90","90","74324.8"
"1554","11030","-480","250","-","44.12"
"1555","2110","100","5100","2550","0.41"
"1557","2608","394","-","-","-"
"1559","2584","-47","40","-4","64.6"
"1560","1203","-72","-","-2","-"
"1563","247267","-3366","22547","-329","10.97"
"1566","785","-249","122","90","6.43"
"1568","35880","-24700","22300","-10050","1.61"
"1569","223040","1780","370","-60","602.81"
"1570","1941208","-398302","883391","27956","2.2"
"1571","2144656","32956","38067","20475","56.34"
"1572","124700","-1210","-","-","-"
"1573","14400","980","390","10","36.92"
"1577","9889","-48","341","31","29"
"1578","5989","94","4217","34","1.42"
"1579","153380","-14270","81990","1060","1.87"
"1580","275480","15790","8360","-480","32.95"
"1585","2360","390","-","-","-"
"1586","79","75","2","-","39.5"
"1591","3895","46","326","293","11.95"
"1592","7454","4168","1264","1261","5.9"
"1593","552","-901","120","100","4.6"
"1595","3410","-100","100","100","34.1"
"1596","-","-","-","-","-"
"1597","20130","1210","20","10","1006.5"
"1599","20","-1","-","-","-"
"1615","2346700","-427300","138300","-55800","16.97"
"1617","143","10","-","-","-"
"1618","295","-68","56","-1","5.27"
"1619","147","-2","8","-2","18.38"
"1620","194","67","5","-","38.8"
"1621","356","-219","88","4","4.05"
"1622","460","-106","189","-35","2.43"
"1623","869","-73","173","-49","5.02"
"1624","106","-9","4","3","26.5"
"1625","185","-46","143","-","1.29"
"1626","307","108","14","8","21.93"
"1627","5502","370","54","4","101.89"
"1628","591","-58","78","4","7.58"
"1629","554","14","116","32","4.78"
"1630","203","48","3","-","67.67"
"1631","3797","-104","571","63","6.65"
"1632","4120","3689","97","-","42.47"
"1633","95","-58","75","-","1.27"
"1651","10160","190","20","10","508"
"1652","-","-","-","-","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","3428960","28340","491550","-74210","6.98"
"1656","54350","-28060","730","-","74.45"
"1657","561","-441","40","12","14.03"
"1658","16621","690","1005","861","16.54"
"1659","25108","3766","2583","-64","9.72"
"1660","2418","-1093","109","100","22.18"
"1671","659570","-93071","62528","-14431","10.55"
"1672","1126","50","-","-","-"
"1673","-","-","-","-","-"
"1674","-","-10","-","-","-"
"1675","1","-30","-","-","-"
"1676","-","-","-","-","-"
"1677","290","-90","10","10","29"
"1678","7346140","99230","429880","800","17.09"
"1679","180","70","350","-","0.51"
"1680","10490","180","850","-720","12.34"
"1681","10700","-27890","980","390","10.92"
"1682","98100","-5400","11700","1400","8.38"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","100","-","-","-","-"
"1688","3840","-","-","-","-"
"1689","3750","50","-","-","-"
"1690","1150","-100","-","-","-"
"1691","40","-","-","-","-"
"1692","500","-","-","-","-"
"1693","-","-50","-","-","-"
"1694","1610","10","-","-","-"
"1695","160","20","-","-","-"
"1696","-","-","-","-","-"
"1697","120","-100","-","-","-"
"1698","16730","880","4100","2700","4.08"
"1699","6799970","-242320","599020","-26500","11.35"
"2011","136790","-57130","8030","2000","17.03"
"2031","30552","-963","-","-","-"
"2032","3543","582","-","-","-"
"2033","52","-","-","-","-"
"2034","9048","-4","-","-","-"
"2036","8583","-153","-","-","-"
"2037","2283","-29","-","-","-"
"2038","2825235","-34468","100","100","28252.35"
"2039","520162","-20748","-","-","-"
"2040","11504","-261","-","-","-"
"2041","177373","3151","-","-","-"
"2042","20414","-6149","-","-","-"
"2043","30","-121","-","-","-"
"2044","4767","-178","-","-","-"
"2045","25","-","-","-","-"
"2046","18389","-1052","-","-","-"
