"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","38130","-1270","23440","-740","1.63"
"1306","563710","-66520","549030","7680","1.03"
"1308","116598","-32302","85940","-33760","1.36"
"1309","1819","132","-","-","-"
"1311","21600","6970","1390","-10","15.54"
"1319","83000","-6000","-","-","-"
"1320","27295","-2943","25590","-428","1.07"
"1321","245430","-33659","261724","-56723","0.94"
"1322","3630","450","-","-","-"
"1324","200","-","-","-","-"
"1325","210100","100","5500","-6300","38.2"
"1326","984","-376","132","11","7.45"
"1328","17490","-2650","8400","80","2.08"
"1329","11613","-796","7824","-483","1.48"
"1330","24420","2330","37794","-1796","0.65"
"1343","100310","-2930","37090","-1610","2.7"
"1345","26100","-4000","2700","-3000","9.67"
"1346","8916","1674","7898","-634","1.13"
"1348","19140","-660","7050","-2430","2.71"
"1349","4","4","-","-","-"
"1356","1034270","-80930","184270","-1870","5.61"
"1357","156081085","-10628636","10011412","-75582","15.59"
"1358","13052","-1259","15651","-1220","0.83"
"1360","17301480","-1500620","1349700","273580","12.82"
"1364","378","-97","84","-8","4.5"
"1365","30829","-416","9914","-964","3.11"
"1366","1362004","-5297","33510","3352","40.64"
"1367","4206","645","4409","-390","0.95"
"1368","123627","-10595","1054","90","117.29"
"1369","747","213","2235","-513","0.33"
"1385","238","-2","-","-","-"
"1386","55","-175","-","-","-"
"1387","5","-1","-","-","-"
"1388","-","-","-","-","-"
"1389","51","-37","-","-","-"
"1390","1","-106","-","-","-"
"1391","79","-","-","-","-"
"1392","206","-101","-","-","-"
"1393","41","-16","-","-","-"
"1394","17","-","-","-","-"
"1397","-","-5","10","-","-"
"1398","2190","100","-","-","-"
"1399","10","10","-","-","-"
"1456","124849","491","250","128","499.4"
"1457","2730","378","216","41","12.64"
"1458","118888","-9953","81727","-4051","1.45"
"1459","8893504","-13527","476680","-45851","18.66"
"1464","755","15","64","-","11.8"
"1465","1","-32","-","-","-"
"1466","4566","1691","-","-","-"
"1469","22500","-1030","640","40","35.16"
"1472","3556","2","28","9","127"
"1473","50","-","20","10","2.5"
"1474","135","-","-","-","-"
"1475","318521","-1491","8330","-8929","38.24"
"1476","6069","775","1229","-137","4.94"
"1477","7","-2","-","-","-"
"1478","11978","1676","709","-1498","16.89"
"1479","61","-","-","-","-"
"1480","-","-1","-","-","-"
"1481","46","-1","38","-2","1.21"
"1482","140478","26588","15","-727","9365.2"
"1483","11","5","1","-","11"
