"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","18000","-170","10130","820","1.78"
"1306","563870","33120","345490","46500","1.63"
"1308","124595","1669","43920","-4184","2.84"
"1309","1767","170","-","-","-"
"1311","8700","-450","380","10","22.89"
"1319","74000","-3000","-","-","-"
"1320","23397","2992","24105","-821","0.97"
"1321","184767","3813","110912","-6105","1.67"
"1322","2770","-","-","-","-"
"1324","200","-","-","-","-"
"1325","210400","-9600","21900","-1300","9.61"
"1326","707","-35","75","-3","9.43"
"1328","16080","-860","5370","190","2.99"
"1329","7088","1176","3715","-473","1.91"
"1330","18061","1197","17398","-2014","1.04"
"1343","123300","19420","29590","20","4.17"
"1345","51500","7000","2400","-","21.46"
"1346","8032","2047","5004","-84","1.61"
"1348","13270","210","4460","-2170","2.98"
"1349","21","20","-","-","-"
"1356","1167390","-29350","229810","300","5.08"
"1357","101919128","-867188","10096076","-110957","10.09"
"1358","10384","2105","8146","-983","1.27"
"1360","16778970","-182790","1161840","104940","14.44"
"1364","142","-","12","-","11.83"
"1365","23722","4349","7441","-314","3.19"
"1366","1065690","68755","14052","4888","75.84"
"1367","6062","-34","1400","-471","4.33"
"1368","83617","-1824","4771","-235","17.53"
"1369","547","-4","700","187","0.78"
"1397","-","-38","-","-","-"
"1398","1900","-300","-","-","-"
"1399","3270","-","-","-","-"
"1456","22436","-814","314","-","71.45"
"1457","7860","-44","6","6","1310"
"1458","78775","17735","49274","-4742","1.6"
"1459","6283597","140661","378742","89332","16.59"
"1464","790","-1","6","-","131.67"
"1465","-","-","-","-","-"
"1466","1148","-59","10","-190","114.8"
"1469","12640","-1460","1670","170","7.57"
"1472","3111","27","184","9","16.91"
"1473","-","-40","100","100","-"
"1474","-","-","-","-","-"
"1475","29405","3090","17271","1444","1.7"
"1476","16931","7777","1608","660","10.53"
"1477","5","-24","-","-1","-"
"1478","11017","-1963","38","1","289.92"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","49","-","46","-2","1.07"
"1482","252757","25687","71","31","3559.96"
"1483","154","9","4","4","38.5"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","4071","-12","-","-","-"
"1487","14785","381","91","-89","162.47"
"1488","14720","1500","1960","-220","7.51"
"1489","60307","3369","1062","-148","56.79"
"1490","-","-","-","-","-"
"1492","91","-8","21","2","4.33"
"1493","2","-","35","-20","0.06"
"1494","499","-19","-","-","-"
"1495","960","90","110","-70","8.73"
"1496","44218","-68","-","-600","-"
"1497","114522","-3722","5035","-","22.75"
"1498","2","1","-","-","-"
"1499","352","29","-","-","-"
"1540","270435","23730","15322","-458","17.65"
"1541","119677","11372","7096","52","16.87"
"1542","50074","6700","3943","2249","12.7"
"1543","4153","62","-","-","-"
"1545","114342","9789","46782","3749","2.44"
"1546","4478","-745","2164","-1542","2.07"
"1547","127850","8390","68970","-780","1.85"
"1550","40600","-2790","1490","450","27.25"
"1551","860","260","210","190","4.1"
"1552","7110097","950090","21760","21760","326.75"
"1554","14220","1780","550","-350","25.85"
"1555","3160","160","1610","90","1.96"
"1557","1910","-19","-","-","-"
"1559","2620","-83","34","-2","77.06"
"1560","1114","5","7","3","159.14"
"1563","273293","-58047","28013","-9460","9.76"
"1566","714","-1203","68","-9","10.5"
"1568","40940","9330","32520","-13230","1.26"
"1569","217820","11460","790","80","275.72"
"1570","2055815","162037","1396538","-157408","1.47"
"1571","2338611","270486","37439","2947","62.46"
"1572","100340","22590","-","-","-"
"1573","13740","-160","840","30","16.36"
"1577","10064","191","489","-20","20.58"
"1578","2517","-121","1265","-130","1.99"
"1579","166110","23680","107130","-17980","1.55"
"1580","338260","-460","6870","-1410","49.24"
"1585","1810","-400","-","-","-"
"1586","12","4","1","-4","12"
"1591","3824","20","65","-31","58.83"
"1592","1775","-192","7","3","253.57"
"1593","708","258","35","-368","20.23"
"1595","4440","20","20","-","222"
"1596","10","-","-","-","-"
"1597","15520","1040","140","-10","110.86"
"1599","20","-","10","10","2"
"1615","2413400","-422600","219600","-46700","10.99"
"1617","174","-2","26","14","6.69"
"1618","953","119","62","8","15.37"
"1619","183","1","5","2","36.6"
"1620","148","-","23","22","6.43"
"1621","409","-34","147","20","2.78"
"1622","633","-54","247","104","2.56"
"1623","970","-77","158","9","6.14"
"1624","43","3","19","10","2.26"
"1625","220","66","96","-1","2.29"
"1626","146","68","3","1","48.67"
"1627","4152","496","106","-83","39.17"
"1628","1241","114","16","6","77.56"
"1629","697","-22","87","-10","8.01"
"1630","21","-1","22","17","0.95"
"1631","3117","-51","838","-13","3.72"
"1632","607","89","356","43","1.71"
"1633","149","-7","93","5","1.6"
"1651","11290","-2280","340","60","33.21"
"1652","-","-","-","-","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","4046360","368150","519650","30090","7.79"
"1656","46400","-18500","500","-300","92.8"
"1657","531","-636","20","-1","26.55"
"1658","15757","1868","2132","9","7.39"
"1659","23466","-414","2508","8","9.36"
"1660","2485","81","10","-1","248.5"
"1671","639954","38255","105486","-9594","6.07"
"1672","840","-50","-","-","-"
"1673","60","-","-","-","-"
"1674","10","-","-","-","-"
"1675","63","-","-","-","-"
"1676","-","-","-","-","-"
"1677","400","-100","10","-","40"
"1678","6614570","-294240","490630","-54370","13.48"
"1679","70","-10","740","120","0.09"
"1680","8230","870","940","20","8.76"
"1681","21310","8320","1010","400","21.1"
"1682","95300","2900","7100","-300","13.42"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","110","-","-","-","-"
"1688","3840","1000","-","-","-"
"1689","-","-22167800","-","-","-"
"1690","1150","-","-","-","-"
"1691","40","-","-","-","-"
"1692","800","-100","-","-","-"
"1693","20","-20","-","-","-"
"1694","1650","550","-","-","-"
"1695","-","-135200","-","-","-"
"1696","-","-6800","-","-","-"
"1697","210","-","-","-","-"
"1698","18490","1470","1410","-","13.11"
"1699","6502080","-131340","1021640","9830","6.36"
"2011","9460","9460","-","-","-"
"2031","22105","5538","-","-","-"
"2032","2265","-699","-","-","-"
"2033","46","5","-","-","-"
"2034","8785","79","-","-","-"
"2036","6075","168","-","-","-"
"2037","2735","-59","-","-","-"
"2038","2489693","198257","100","-","24896.93"
"2039","763073","-9657","-","-","-"
"2040","12224","-2016","-","-","-"
"2041","104285","11542","-","-","-"
"2042","25937","2144","-","-","-"
"2043","136","-","-","-","-"
"2044","4876","-8","-","-","-"
"2045","25","-100","-","-","-"
"2046","19775","-620","-","-","-"
"2047","1922","-51","-","-","-"
"2048","65","-","-","-","-"
"2050","-","-","-","-","-"
"2065","20","-","-","-","-"
"2066","-","-","-","-","-"
"2067","41","21","-","-","-"
"2068","-","-","-","-","-"
"2069","-","-","-","-","-"
"2070","-","-","-","-","-"
"2071","1","-","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2080","2186540","-86640","51395","-30070","42.54"
"2081","28442","3","-","-","-"
"2082","38995","-230","-","-","-"
"2083","47056","-659","109","-150","431.71"
"2084","252399","-4859","4881","150","51.71"
"2085","497820","-49030","3970","-770","125.4"
