"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","41760","21310","20370","-2930","2.05"
"1306","414960","58220","388790","53700","1.07"
"1308","1500","-3700","106300","-8900","0.01"
"1309","1649","-30","-","-","-"
"1311","4910","-40","2220","10","2.21"
"1312","1","-12","20","-20","0.05"
"1319","66000","-","-","-","-"
"1320","33824","4699","35962","7570","0.94"
"1321","130580","6968","164856","35189","0.79"
"1322","2390","80","-","-","-"
"1324","200","-","-","-","-"
"1325","221300","300","21100","7500","10.49"
"1326","560","-65","14","-37","40"
"1328","9820","-2480","4110","1010","2.39"
"1329","2048","-219","4168","789","0.49"
"1330","15490","-9150","31610","7700","0.49"
"1343","200010","19260","22250","-12710","8.99"
"1345","41900","4300","3100","-3500","13.52"
"1346","3437","-869","6722","1651","0.51"
"1348","2980","-2310","2370","-620","1.26"
"1349","-","-","-","-","-"
"1356","925700","94260","171530","-1810","5.4"
"1357","113712770","29438623","8310933","-527775","13.68"
"1358","10281","-2699","11307","3463","0.91"
"1360","11621770","2565970","809670","-80620","14.35"
"1364","112","8","42","-1","2.67"
"1365","40072","-7222","13883","3469","2.89"
"1366","954346","105803","292999","-240","3.26"
"1367","2188","-260","3696","535","0.59"
"1368","62704","-1835","578","-943","108.48"
"1369","227","-209","4710","4255","0.05"
"1385","54","7","-","-","-"
"1386","405","81","-","-","-"
"1387","3","-1","-","-","-"
"1388","-","-","-","-","-"
"1389","71","5","-","-","-"
"1390","208","-31","-","-","-"
"1391","116","19","-","-","-"
"1392","38","20","-","-","-"
"1393","106","-10","-","-","-"
"1394","7","-","-","-","-"
"1397","-","-","-","-","-"
"1398","1660","90","790","790","2.1"
"1399","-","-","-","-","-"
"1456","5746","79","51","-107","112.67"
"1457","2657","393","81","-","32.8"
"1458","113937","-60057","134181","14376","0.85"
"1459","5034496","985460","233308","-108801","21.58"
"1464","10","-","254","1","0.04"
"1465","5","-","-","-","-"
"1466","1347","-138","-","-","-"
"1467","1320","30","-","-","-"
"1468","230","-","-","-","-"
"1469","9260","1300","590","-130","15.69"
"1472","2936","252","1","-17","2936"
"1473","170","50","510","-","0.33"
"1474","-","-","-","-","-"
"1475","9726","-1256","4838","-318","2.01"
"1476","6238","1042","2354","97","2.65"
"1477","-","-1","-","-","-"
"1478","9601","-947","428","17","22.43"
"1479","291","-","-","-","-"
"1480","-","-","-","-","-"
"1481","228","200","27","1","8.44"
"1482","61019","-13063","1770","1269","34.47"
"1483","411","-49","-","-3","-"
"1484","-","-","-","-","-"
"1485","-","-2","-","-","-"
"1486","2710","-1287","-","-","-"
"1487","7965","-892","20","-","398.25"
"1488","17140","3090","2750","1020","6.23"
"1489","14664","-5187","5893","3756","2.49"
"1490","-","-","-","-","-"
"1492","49","-19","28","7","1.75"
"1493","4","-1","5","-","0.8"
"1494","40","11","1","-","40"
"1495","260","-10","20","20","13"
"1496","20827","5933","375","87","55.54"
"1497","65243","13394","2130","-2071","30.63"
"1498","-","-","-","-","-"
"1499","60","37","-","-","-"
"1540","207085","-8956","17723","3349","11.68"
"1541","105579","6138","2964","49","35.62"
"1542","37543","-1359","3000","403","12.51"
"1543","3089","227","-","-","-"
"1545","104733","-1870","59255","-13821","1.77"
"1546","8770","127","12280","-775","0.71"
"1547","180840","1060","50240","5340","3.6"
"1550","31790","-2290","460","170","69.11"
"1551","820","20","230","-","3.57"
"1552","7313217","159929","6780","6779","1078.65"
"1554","16090","-850","2020","-260","7.97"
"1555","8760","470","610","-20","14.36"
"1557","1881","14","-","-","-"
"1559","7506","127","50","-41","150.12"
"1560","3313","222","59","-","56.15"
"1563","73731","1037","33348","-6467","2.21"
"1566","1806","28","92","26","19.63"
"1568","43450","-6250","72400","3400","0.6"
"1569","27530","-11880","-","-10","-"
"1570","4480218","-1165054","2899054","635911","1.55"
"1571","2744632","170587","2086","-8184","1315.74"
"1572","74650","-6720","-","-","-"
"1573","11180","810","320","10","34.94"
"1577","1061","77","112","-185","9.47"
"1578","1439","-4","361","-610","3.99"
"1579","243700","-50860","267890","37700","0.91"
"1580","78010","-10260","760","-730","102.64"
"1585","-","-","-","-","-"
"1586","417","113","2","1","208.5"
"1591","73","-100","141","-2","0.52"
"1592","439","-98","21","-","20.9"
"1593","58","48","732","352","0.08"
"1595","2880","10","60","-70","48"
"1596","-","-","-","-","-"
"1597","4080","1590","140","-","29.14"
"1599","-","-","-","-","-"
"1615","1423600","-174700","880200","5100","1.62"
"1617","88","8","2","-5","44"
"1618","540","-219","112","-7","4.82"
"1619","85","12","66","6","1.29"
"1620","59","11","41","7","1.44"
"1621","491","-2","17","-3","28.88"
"1622","102","-34","107","1","0.95"
"1623","452","-65","222","27","2.04"
"1624","50","5","81","-89","0.62"
"1625","308","4","253","-73","1.22"
"1626","82","-1","44","-31","1.86"
