"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","16900","-1100","11090","960","1.52"
"1306","457520","-106350","322380","-23110","1.42"
"1308","125841","1246","37283","-6637","3.38"
"1309","2071","304","-","-","-"
"1311","8340","-360","50","-330","166.8"
"1319","74000","-","-","-","-"
"1320","26437","3040","19478","-4627","1.36"
"1321","227959","43192","83287","-27625","2.74"
"1322","3240","470","-","-","-"
"1324","200","-","-","-","-"
"1325","211500","1100","12000","-9900","17.63"
"1326","1426","719","79","4","18.05"
"1328","22070","5990","5620","250","3.93"
"1329","7709","621","3077","-638","2.51"
"1330","28809","10748","9248","-8150","3.12"
"1343","126400","3100","27290","-2300","4.63"
"1345","50400","-1100","3900","1500","12.92"
"1346","8023","-9","3951","-1053","2.03"
"1348","13050","-220","5100","640","2.56"
"1349","1","-20","-","-","-"
"1356","1286480","119090","259310","29500","4.96"
"1357","71119234","-30799894","12444894","2348818","5.71"
"1358","16083","5699","5580","-2566","2.88"
"1360","12095470","-4683500","2159070","997230","5.6"
"1364","142","-","24","12","5.92"
"1365","29822","6100","4420","-3021","6.75"
"1366","872903","-192787","49895","35843","17.49"
"1367","6319","257","1326","-74","4.77"
"1368","89775","6158","5213","442","17.22"
"1369","636","89","577","-123","1.1"
"1397","-","-","-","-","-"
"1398","1860","-40","-","-","-"
"1399","3270","-","-","-","-"
"1456","20931","-1505","-","-314","-"
"1457","7742","-118","10","4","774.2"
"1458","128883","50108","31656","-17618","4.07"
"1459","4464844","-1818753","716072","337330","6.24"
"1464","790","-","1","-5","790"
"1465","-","-","-","-","-"
"1466","1004","-144","121","111","8.3"
"1469","9690","-2950","2080","410","4.66"
"1472","2662","-449","184","-","14.47"
"1473","-","-","100","-","-"
"1474","-","-","-","-","-"
"1475","30119","714","15490","-1781","1.94"
"1476","7985","-8946","213","-1395","37.49"
"1477","10","5","-","-","-"
"1478","11524","507","17","-21","677.88"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","48","-1","42","-4","1.14"
"1482","265684","12927","50","-21","5313.68"
"1483","154","-","-","-4","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","4300","229","-","-","-"
"1487","16045","1260","45","-46","356.56"
"1488","34250","19530","510","-1450","67.16"
"1489","61230","923","663","-399","92.35"
"1490","-","-","-","-","-"
"1492","82","-9","18","-3","4.56"
"1493","2","-","215","180","0.01"
"1494","452","-47","-","-","-"
"1495","810","-150","100","-10","8.1"
"1496","48162","3944","-","-","-"
"1497","128221","13699","789","-4246","162.51"
"1498","2","-","-","-","-"
"1499","323","-29","-","-","-"
"1540","309608","39173","13370","-1952","23.16"
"1541","118779","-898","3147","-3949","37.74"
"1542","49224","-850","2827","-1116","17.41"
"1543","4193","40","-","-","-"
"1545","116471","2129","35651","-11131","3.27"
"1546","3969","-509","1556","-608","2.55"
"1547","143370","15520","64320","-4650","2.23"
"1550","41290","690","1850","360","22.32"
"1551","790","-70","260","50","3.04"
"1552","7632022","521925","-","-21760","-"
"1554","15580","1360","280","-270","55.64"
"1555","2770","-390","1490","-120","1.86"
"1557","2304","394","-","-","-"
"1559","2624","4","29","-5","90.48"
"1560","1202","88","2","-5","601"
"1563","274119","826","116356","88343","2.36"
"1566","1936","1222","22","-46","88"
"1568","69210","28270","19220","-13300","3.6"
"1569","209150","-8670","520","-270","402.21"
"1570","3514503","1458688","859613","-536925","4.09"
"1571","2440649","102038","17113","-20326","142.62"
"1572","118100","17760","-","-","-"
"1573","11230","-2510","770","-70","14.58"
"1577","9750","-314","440","-49","22.16"
"1578","2948","431","1123","-142","2.63"
"1579","256310","90200","77730","-29400","3.3"
"1580","303530","-34730","8680","1810","34.97"
"1585","1690","-120","-","-","-"
"1586","10","-2","1","-","10"
"1591","3913","89","20","-45","195.65"
"1592","3561","1786","3","-4","1187"
"1593","1255","547","10","-25","125.5"
"1595","3510","-930","20","-","175.5"
"1596","10","-","-","-","-"
"1597","15060","-460","10","-130","1506"
"1599","20","-","10","-","2"
"1615","2671900","258500","320000","100400","8.35"
"1617","152","-22","6","-20","25.33"
"1618","777","-176","59","-3","13.17"
"1619","215","32","5","-","43"
