id,sec-code,filer-name,description
S100EV63,81680,株式会社ケーヨー,四半期報告書－第81期第3四半期(2018/09/01－2018/11/30)
S100EUTT,27780,パレモ・ホールディングス株式会社,四半期報告書－第34期第3四半期(2018/08/21－2018/11/20)
S100EVAO,74450,株式会社ライトオン,四半期報告書－第40期第1四半期(2018/08/21－2018/11/20)
S100EVDF,62640,株式会社マルマエ,訂正有価証券報告書－第31期(平成29年9月1日－平成30年8月31日)
S100EU9N,30500,ＤＣＭホールディングス株式会社,四半期報告書－第13期第3四半期(2018/09/01－2018/11/30)
S100EVM6,97460,株式会社　ＴＫＣ,訂正有価証券報告書－第52期(平成29年10月1日－平成30年9月30日)
S100EVMY,14460,株式会社キャンディル,訂正有価証券報告書－第5期(平成29年10月1日－平成30年9月30日)
S100EVW6,63120,フロイント産業株式会社,四半期報告書－第55期第3四半期(2018/09/01－2018/11/30)
S100EVZR,26680,タビオ株式会社,四半期報告書－第42期第3四半期(2018/09/01－2018/11/30)
S100EVYV,,株式会社パルコ,四半期報告書－第80期第3四半期(2018/09/01－2018/11/30)
S100EW6T,34610,株式会社パルマ,訂正有価証券報告書－第51期(平成29年10月1日－平成30年9月30日)
S100EW8C,26670,株式会社イメージワン,訂正有価証券報告書－第35期(平成29年10月1日－平成30年9月30日)
S100EW5G,31410,ウエルシアホールディングス株式会社,四半期報告書－第11期第3四半期(2018/09/01－2018/11/30)
S100EW4T,60930,株式会社エスクロー・エージェント・ジャパン,四半期報告書－第12期第3四半期(2018/09/01－2018/11/30)
S100EVYM,95190,株式会社レノバ,四半期報告書－第20期第2四半期(2018/09/01－2018/11/30)
S100EWB4,35500,株式会社スタジオアタオ,四半期報告書－第15期第3四半期(2018/09/01－2018/11/30)
S100EWBZ,26700,株式会社エービーシー・マート,四半期報告書－第34期第3四半期(2018/09/01－2018/11/30)
S100EVVR,79750,株式会社リヒトラブ,四半期報告書－第71期第3四半期(2018/09/01－2018/11/30)
S100EQRG,26860,株式会社ジーフット,四半期報告書－第48期第3四半期(2018/09/01－2018/11/30)
S100EW25,74530,株式会社　良品計画,四半期報告書－第40期第3四半期(2018/09/01－2018/11/30)
S100EVFC,81980,マックスバリュ東海株式会社,四半期報告書－第57期第3四半期(2018/09/01－2018/11/30)
S100EVTQ,99930,株式会社ヤマザワ,四半期報告書－第57期第3四半期(2018/09/10－2018/11/30)
S100ET30,65520,株式会社ＧａｍｅＷｉｔｈ,四半期報告書－第6期第2四半期(2018/09/01－2018/11/30)
S100EVVU,96510,日本プロセス株式会社,四半期報告書－第52期第2四半期(2018/09/01－2018/11/30)
S100EWGI,74500,株式会社サンデー,四半期報告書－第45期第3四半期(2018/09/01－2018/11/30)
S100EW4B,,イオン東北株式会社,四半期報告書－第47期第3四半期(2018/09/01－2018/11/30)
S100EWHW,61590,ミクロン精密株式会社,四半期報告書－第60期第1四半期(2018/09/01－2018/11/30)
S100EWC3,14300,ファーストコーポレーション株式会社,四半期報告書－第8期第2四半期(2018/09/01－2018/11/30)
S100EWFN,98760,株式会社コックス,四半期報告書－第46期第3四半期(2018/09/01－2018/11/30)
S100EW2E,36700,協立情報通信株式会社,四半期報告書－第54期第3四半期(2018/09/01－2018/11/30)
S100EWL0,,エルアンドイーホールディングス株式会社,訂正有価証券報告書－第2期(平成29年4月1日－平成30年3月31日)
S100EVDU,,株式会社薬王堂,四半期報告書－第38期第3四半期(2018/09/01－2018/11/30)
S100EW05,61830,株式会社ベルシステム２４ホールディングス,四半期報告書－第5期第3四半期(2018/09/01－2018/11/30)
S100EW79,37600,株式会社ケイブ,四半期報告書－第25期第2四半期(2018/09/01－2018/11/30)
S100EWDR,39220,株式会社ＰＲ　ＴＩＭＥＳ,四半期報告書－第14期第3四半期(2018/09/01－2018/11/30)
S100EWCO,99480,株式会社アークス,四半期報告書－第58期第3四半期(2018/09/01－2018/11/30)
S100EW82,35430,株式会社コメダホールディングス,四半期報告書－第5期第3四半期(2018/09/01－2018/11/30)
S100EW6Y,79210,株式会社ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,四半期報告書－第82期第2四半期(2018/09/01－2018/11/30)
S100EWEA,59320,三協立山株式会社,四半期報告書－第74期第2四半期(2018/09/01－2018/11/30)
S100EWNT,39670,株式会社エルテス,四半期報告書－第8期第3四半期(2018/09/01－2018/11/30)
S100EVI1,97650,株式会社オオバ,四半期報告書－第85期第2四半期(2018/09/01－2018/11/30)
S100EWTR,17120,株式会社ダイセキ環境ソリューション,四半期報告書－第23期第3四半期(2018/09/01－2018/11/30)
S100EWH1,81250,株式会社ワキタ,四半期報告書－第59期第3四半期(2018/09/01－2018/11/30)
S100EWNB,,マックスバリュ北海道株式会社,四半期報告書－第58期第3四半期(2018/09/01－2018/11/30)
S100EW5F,,マックスバリュ中部株式会社,四半期報告書－第46期第3四半期(2018/09/01－2018/11/30)
S100EWJN,27910,大黒天物産株式会社,四半期報告書－第33期第2四半期(2018/09/01－2018/11/30)
S100EVZE,30650,株式会社ライフフーズ,四半期報告書－第33期第3四半期(2018/09/01－2018/11/30)
S100EW9E,62640,株式会社マルマエ,四半期報告書－第32期第1四半期(2018/09/01－2018/11/30)
S100EWKQ,78470,株式会社グラファイトデザイン,四半期報告書－第30期第3四半期(2018/09/01－2018/11/30)
S100EWFS,97780,株式会社昴,四半期報告書－第61期第3四半期(2018/09/01－2018/11/30)
S100EWKY,27920,株式会社ハニーズホールディングス,四半期報告書－第41期第2四半期(2018/09/01－2018/11/30)
S100EWBC,27260,株式会社パルグループホールディングス,四半期報告書－第47期第3四半期(2018/09/01－2018/11/30)
S100EW6R,75120,イオン北海道株式会社,四半期報告書－第41期第3四半期(2018/09/01－2018/11/30)
S100EW7G,78880,三光合成株式会社,四半期報告書－第86期第2四半期(2018/09/01－2018/11/30)
S100EWVD,99820,タキヒヨー株式会社,四半期報告書－第108期第3四半期(2018/09/01－2018/11/30)
S100EUMI,88870,リベレステ株式会社,四半期報告書－第41期第2四半期(2018/09/01－2018/11/30)
S100EWHN,99460,ミニストップ株式会社,四半期報告書－第40期第3四半期(2018/09/01－2018/11/30)
S100EVXX,76240,株式会社ＮａＩＴＯ,四半期報告書－第68期第3四半期(2018/09/01－2018/11/30)
S100EWVA,76300,株式会社壱番屋,四半期報告書－第37期第3四半期(2018/09/01－2018/11/30)
S100EWH9,89050,イオンモール株式会社,四半期報告書－第108期第3四半期(2018/09/01－2018/11/30)
S100EWVG,29270,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,四半期報告書－第39期第1四半期(2018/09/01－2018/11/30)
S100EWRV,24590,アウンコンサルティング株式会社,四半期報告書－第21期第2四半期(2018/09/01－2018/11/30)
S100EWQI,64960,株式会社中北製作所,四半期報告書－第93期第2四半期(2018/09/01－2018/11/30)
S100EWE7,23050,株式会社スタジオアリス,四半期報告書－第45期第3四半期(2018/09/01－2018/11/30)
S100EWVZ,46680,株式会社明光ネットワークジャパン,四半期報告書－第35期第1四半期(2018/09/01－2018/11/30)
S100EWVK,75130,株式会社コジマ,四半期報告書－第57期第1四半期(2018/09/01－2018/11/30)
S100EWJ1,19970,暁飯島工業株式会社,四半期報告書－第66期第1四半期(2018/09/01－2018/11/30)
S100EWKL,,マックスバリュ九州株式会社,四半期報告書－第17期第3四半期(2018/09/01－2018/11/30)
S100EVZS,97930,株式会社ダイセキ,四半期報告書－第61期第3四半期(2018/09/01－2018/11/30)
S100EWWI,38240,メディアファイブ株式会社,四半期報告書－第23期第2四半期(2018/09/01－2018/11/30)
S100EWV6,76070,株式会社進和,四半期報告書－第69期第1四半期(2018/09/01－2018/11/30)
S100EWT7,89180,株式会社ランド,四半期報告書－第23期第3四半期(2018/09/01－2018/11/30)
S100EW9G,23030,株式会社ドーン,四半期報告書－第28期第2四半期(2018/09/01－2018/11/30)
S100EWV8,38920,株式会社岡山製紙,四半期報告書－第178期第2四半期(2018/09/01－2018/11/30)
S100EWQ4,,株式会社キリン堂ホールディングス,四半期報告書－第5期第3四半期(2018/09/01－2018/11/30)
S100EWQ5,76490,スギホールディングス株式会社,四半期報告書－第37期第3四半期(2018/09/01－2018/11/30)
S100EWWP,23410,株式会社アルバイトタイムス,四半期報告書－第46期第3四半期(2018/09/01－2018/11/30)
S100EWPC,76010,株式会社ポプラ,四半期報告書－第44期第3四半期(2018/09/01－2018/11/30)
S100EWFZ,94140,日本ＢＳ放送株式会社,四半期報告書－第21期第1四半期(2018/09/01－2018/11/30)
S100EWWW,62550,株式会社エヌ・ピー・シー,四半期報告書－第27期第1四半期(2018/09/01－2018/11/30)
S100EWW7,98610,株式会社吉野家ホールディングス,四半期報告書－第62期第3四半期(2018/09/01－2018/11/30)
S100EWH4,,株式会社シベール,四半期報告書－第49期第1四半期(2018/09/01－2018/11/30)
S100EWED,81550,三益半導体工業株式会社,四半期報告書－第50期第2四半期(2018/09/01－2018/11/30)
S100EWWB,33210,ミタチ産業株式会社,四半期報告書－第43期第2四半期(2018/09/01－2018/11/30)
