"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230810","32473.65","269.32","0.84","32204.33","32015.96","32504.85","32015.96","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230810","2303.51","20.94","0.92","2282.57","2277.94","2304.79","2273.45","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230810","3795","25","0.66","3770","3770","3795","3755","3780.33","18400","0.17","69558","41473","3070","4470","20230203","3930","3.44","20230320","3370","12.61"
"1332","ニッスイ","東証PR","水産・農林","20230810","770.7","18.3","2.43","752.4","766.8","772.9","760.6","768.77","2528100","0.81","1943524","240790","602.4","902.4","20230808","776","0.68","20230113","517","49.07"
"1333","マルハニチロ","東証PR","水産・農林","20230810","2471.5","23.5","0.96","2448","2463.5","2477.5","2447","2466.23","177500","0.35","437756","125006","1948","2948","20230516","2635","6.2","20230320","2333","5.94"
"1375","雪国まいたけ","東証PR","水産・農林","20230810","922","0","0","922","923","924","917","921.14","48500","0.12","44675","36798","772","1072","20230307","1057","12.77","20230807","907","1.65"
"1376","カネコ種苗","東証ST","水産・農林","20230810","1418","-5","-0.35","1423","1423","1425","1410","1419.53","14900","0.13","21151","16694","1123","1723","20230404","1709","17.03","20230711","1391","1.94"
"1377","サカタのタネ","東証PR","水産・農林","20230810","4035","5","0.12","4030","4030","4040","4000","4027.54","46200","0.1","186073","191302","3330","4730","20230104","4330","6.81","20230411","3765","7.17"
"1379","ホクト","東証PR","水産・農林","20230810","1875","12","0.64","1863","1863","1875","1855","1867.69","70400","0.21","131485","62548","1463","2263","20230131","1902","1.42","20230413","1805","3.88"
"1380","秋川牧園","東証ST","水産・農林","20230810","1054","3","0.29","1051","1054","1054","1049","1053.19","2100","0.05","2212","4405","751","1351","20230116","1071","1.59","20230619","1034","1.93"
"1381","アクシーズ","東証ST","水産・農林","20230810","2990","-45","-1.48","3035","3030","3050","2990","3023.18","1100","0.02","3326","16796","2335","3735","20230627","3270","8.56","20230217","2828","5.73"
"1382","ホーブ","東証ST","水産・農林","20230810","1790","-36","-1.97","1826","1801","1827","1790","1807.3","2300","0.3","4157","1364","1426","2226","20230314","2095","14.56","20230111","1664","7.57"
"1383","ベルグアース","東証ST","水産・農林","20230810","3210","5","0.16","3205","3205","3220","3205","3210.91","1100","0.07","3532","5170","2505","3905","20230403","3475","7.63","20230104","2886","11.23"
"1384","ホクリヨウ","東証ST","水産・農林","20230810","914","12","1.33","902","912","927","901","913.45","128700","1.52","117561","7732","752","1052","20230213","972","5.97","20230104","702","30.2"
"1400","ルーデン・ホールディングス","東証GR","建設","20230810","122","2","1.67","120","120","122","119","121.06","92400","0.71","11186","1587","70","170","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20230810","497","-6","-1.19","503","499","500","494","497.86","2200","0.03","1095","3843","403","603","20230721","574","13.41","20230113","466","6.65"
"1407","ウエストホールディングス","東証ST","建設","20230810","2583","-29","-1.11","2612","2597","2622","2558","2582.86","250400","0.54","646748","118889","2112","3115","20230113","4730","45.39","20230630","2391","8.03"
"1414","ショーボンドホールディングス","東証PR","建設","20230810","5900","68","1.17","5832","5844","5900","5802","5873.5","99900","0.18","586762","334797","4832","6832","20230510","5920","0.34","20230217","5170","14.12"
"1417","ミライト・ワン","東証PR","建設","20230810","1854","27.5","1.51","1826.5","1828.5","1854","1814","1840.7","315200","0.31","580188","191565","1426.5","2226.5","20230703","1856","0.11","20230213","1468","26.29"
"1418","インターライフホールディングス","東証ST","建設","20230810","201","0","0","201","201","202","201","201.38","20800","0.1","4189","4022","121","281","20230417","318","36.79","20230316","159","26.42"
"1419","タマホーム","東証PR","建設","20230810","3545","10","0.28","3535","3525","3545","3515","3531.74","137100","0.47","484202","104421","2835","4235","20230529","4125","14.06","20230110","2422","46.37"
"1420","サンヨーホームズ","東証ST","建設","20230810","716","-1","-0.14","717","717","718","714","716.31","3200","0.03","2292","9036","567","867","20230127","790","9.37","20230412","701","2.14"
"1429","日本アクア","東証PR","建設","20230810","900","-42","-4.46","942","932","932","883","897.47","253200","0.73","227238","31284","792","1092","20230210","993","9.37","20230117","774","16.28"
"1430","ファーストコーポレーション","東証PR","建設","20230810","736","0","0","736","737","737","733","735.53","19100","0.14","14049","9836","586","886","20230509","963","23.57","20230718","690","6.67"
"1431","Lib_Work","東証GR","建設","20230810","791","0","0","791","794","797","791","793.98","17700","0.08","14054","18424","641","941","20230417","839","5.72","20230106","748","5.75"
"1433","ベステラ","東証PR","建設","20230810","1073","21","2","1052","1050","1073","1044","1060.69","47700","0.53","50595","9646","752","1352","20230613","1341","19.99","20230314","851","26.09"
"1434","JESCOホールディングス","東証ST","建設","20230810","705","-3","-0.42","708","705","711","694","703.52","86700","1.27","60996","4824","558","858","20230804","742","4.99","20230104","439","60.59"
"1435","Robot_Home","東証PR","建設","20230810","203","7","3.57","196","198","203","198","201.33","345500","0.38","69558","18499","146","246","20230414","258","21.32","20230106","158","28.48"
"1436","フィット","東証GR","建設","20230810","862","-8","-0.92","870","870","870","855","861.15","2600","0.06","2239","3693","720","1020","20230411","1286","32.97","20230104","656","31.4"
"1438","岐阜造園","東証ST","建設","20230810","1498","111","8","1387","1399","1510","1399","1452.64","6400","0.2","9297","4800","1087","1687","20230810","1510","0.79","20230112","994","50.7"
"1439","安江工務店","東証ST","建設","20230810","1201","-84","-6.54","1285","1286","1286","1150","1224.81","14000","1.04","17147","1622","985","1585","20230203","1796","33.13","20230314","942","27.49"
"1443","技研ホールディングス","東証ST","建設","20230810","222","4","1.83","218","218","222","218","219.75","22400","0.14","4922","3605","138","298","20230130","313","29.07","20230105","203","9.36"
"1444","ニッソウ","東証GR","建設","20230810","2326","20","0.87","2306","2330","2353","2306","2328.81","2100","0.19","4891","2532","1806","2806","20230712","2780","16.33","20230130","1954","19.04"
"1446","キャンディル","東証ST","建設","20230810","613","5","0.82","608","608","614","603","607.98","30000","0.28","18240","6580","508","708","20230810","614","0.16","20230130","492","24.59"
"1447","ITbookホールディングス","東証GR","建設","20230810","368","-2","-0.54","370","370","373","368","369.94","26700","0.11","9878","8888","290","450","20230221","436","15.6","20230106","358","2.79"
"1450","田中建設工業","東証ST","建設","20230810","2215","4","0.18","2211","2220","2220","2210","2216.56","2500","0.06","5541","9635","1711","2711","20230329","2780","20.32","20230515","2150","3.02"
"1451","KHC","東証ST","建設","20230810","682","-6","-0.87","688","685","685","679","682.73","1100","0.03","751","2732","588","788","20230808","694","1.73","20230106","603","13.1"
"1491","中外鉱業","東証ST","非鉄金属","20230810","30","1","3.45","29","29","31","29","29.97","1125300","0.39","33728","8692","1","59","20230512","36","16.67","20230104","28","7.14"
"1514","住石ホールディングス","東証ST","鉱業","20230810","352","13","3.83","339","338","352","338","347.22","739900","1.26","256905","20730","259","419","20230124","464","24.14","20230403","303","16.17"
"1515","日鉄鉱業","東証PR","鉱業","20230810","4690","105","2.29","4585","4520","4700","4510","4619.52","38900","0.23","179700","78345","3885","5290","20230801","5110","8.22","20230105","3130","49.84"
"1518","三井松島ホールディングス","東証PR","鉱業","20230810","2822","123","4.56","2699","2714","2822","2686","2771.39","792000","6.06","2194945","36868","2199","3200","20230221","4105","31.25","20230619","2475","14.02"
"1605","INPEX","東証PR","鉱業","20230810","2116","301.5","16.62","1814.5","2050","2140","2031.5","2097.15","41718300","3.01","87489344","2934188","1414.5","2214.5","20230810","2140","1.12","20230105","1301","62.64"
"1662","石油資源開発","東証PR","鉱業","20230810","4905","185","3.92","4720","4825","4915","4740","4851.04","919400","1.69","4460048","266342","4020","5420","20230307","5230","6.21","20230105","3590","36.63"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20230810","2569","88","3.55","2481","2468","2584","2468","2548.78","110300","0.39","281131","72795","1981","2981","20230808","2589","0.77","20230106","1887","36.14"
"1711","SDSホールディングス","東証ST","建設","20230810","269","1","0.37","268","265","269","264","266.44","18900","0.22","5036","2349","188","348","20230125","376","28.46","20230516","242","11.16"
