"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231023","30999.55","-259.81","-0.83","31259.36","31151.98","31177.41","30974.26","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231023","2238.81","-16.84","-0.75","2255.65","2246.06","2253.32","2238.81","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231023","3705","-45","-1.2","3750","3750","3755","3705","3718.82","17300","0.16","64336","40489","3050","4450","20230920","4090","9.41","20230320","3370","9.94"
"1332","ニッスイ","東証PR","水産・農林","20231023","704.8","11.8","1.7","693","697.6","709.3","697","705.01","1579200","0.51","1113356","220201","593","793","20230817","789","10.67","20230113","517","36.32"
"1333","マルハニチロ","東証PR","水産・農林","20231023","2458","3.5","0.14","2454.5","2457","2482","2455","2464.98","129800","0.26","319954","124323","1954.5","2954.5","20230926","2688","8.56","20230320","2333","5.36"
"1375","雪国まいたけ","東証PR","水産・農林","20231023","876","-8","-0.9","884","883","883","874","877.76","61000","0.15","53543","34962","734","1034","20230307","1057","17.12","20230821","867","1.04"
"1376","カネコ種苗","東証ST","水産・農林","20231023","1395","1","0.07","1394","1400","1405","1391","1396.82","14100","0.12","19695","16423","1094","1694","20230404","1709","18.37","20230818","1370","1.82"
"1377","サカタのタネ","東証PR","水産・農林","20231023","4070","-25","-0.61","4095","4095","4110","4070","4083.33","46500","0.1","189875","192962","3395","4795","20230926","4495","9.45","20230411","3765","8.1"
"1379","ホクト","東証PR","水産・農林","20231023","1793","4","0.22","1789","1788","1797","1786","1792.27","69400","0.21","124384","59813","1389","2189","20230131","1902","5.73","20231018","1769","1.36"
"1380","秋川牧園","東証ST","水産・農林","20231023","1041","1","0.1","1040","1043","1043","1041","1042","200","0","208","4350","740","1340","20230928","1094","4.84","20230619","1034","0.68"
"1381","アクシーズ","東証ST","水産・農林","20231023","2932","0","0","2932","2932","2932","2931","2931.89","900","0.02","2639","16471","2432","3435","20230627","3270","10.34","20230217","2828","3.68"
"1382","ホーブ","東証ST","水産・農林","20231023","1855","-29","-1.54","1884","1922","1972","1830","1877.76","21900","2.87","41123","1414","1484","2284","20230912","4635","59.98","20230111","1664","11.48"
"1383","ベルグアース","東証ST","水産・農林","20231023","3170","5","0.16","3165","3155","3170","3150","3156.82","1100","0.07","3473","5105","2465","3865","20230403","3475","8.78","20230104","2886","9.84"
"1384","ホクリヨウ","東証ST","水産・農林","20231023","1034","-10","-0.96","1044","1044","1069","1020","1035.68","47700","0.56","49402","8747","744","1344","20230925","1205","14.19","20230104","702","47.29"
"1400","ルーデン・ホールディングス","東証GR","建設","20231023","120","-1","-0.83","121","121","121","119","119.04","7900","0.06","940","1561","71","171","20230221","187","35.83","20230206","98","22.45"
"1401","エムビーエス","東証GR","建設","20231023","530","20","3.92","510","545","545","520","532.45","49000","0.63","26090","4098","410","610","20230721","574","7.67","20230113","466","13.73"
"1407","ウエストホールディングス","東証ST","建設","20231023","3060","-190","-5.85","3250","3230","3245","3020","3098.09","366800","0.8","1136380","140844","2550","3950","20230113","4730","35.31","20230818","2324","31.67"
"1414","ショーボンドホールディングス","東証PR","建設","20231023","5592","-91","-1.6","5683","5700","5731","5580","5633.1","104000","0.18","585843","317319","4683","6683","20230814","6050","7.57","20230217","5170","8.16"
"1417","ミライト・ワン","東証PR","建設","20231023","1935","-2","-0.1","1937","1931.5","1952.5","1925","1942.36","132500","0.13","257363","199935","1537","2337","20230919","2058","5.98","20230213","1468","31.81"
"1418","インターライフホールディングス","東証ST","建設","20231023","209","1","0.48","208","204","210","204","207.67","78600","0.39","16323","4182","128","288","20230417","318","34.28","20230316","159","31.45"
"1419","タマホーム","東証PR","建設","20231023","3275","30","0.92","3245","3265","3305","3245","3278.37","299100","1.02","980562","96468","2545","3945","20230529","4125","20.61","20230110","2422","35.22"
"1420","サンヨーホームズ","東証ST","建設","20231023","717","0","0","717","719","720","717","718.32","4100","0.03","2945","9049","567","867","20230127","790","9.24","20230412","701","2.28"
"1429","日本アクア","東証PR","建設","20231023","917","-16","-1.71","933","928","932","909","919.13","164000","0.47","150738","31875","783","1083","20230914","1125","18.49","20230117","774","18.48"
"1430","ファーストコーポレーション","東証ST","建設","20231023","735","-15","-2","750","749","749","735","740.09","43700","0.33","32342","9822","600","900","20230509","963","23.68","20230718","690","6.52"
"1431","Lib_Work","東証GR","建設","20231023","791","-5","-0.63","796","786","793","786","789.7","13900","0.06","10977","18424","646","946","20230417","839","5.72","20230106","748","5.75"
"1433","ベステラ","東証PR","建設","20231023","1000","-4","-0.4","1004","1004","1020","986","998.6","42600","0.47","42540","8990","704","1304","20230613","1341","25.43","20230314","851","17.51"
"1434","JESCOホールディングス","東証ST","建設","20231023","746","-26","-3.37","772","760","760","727","744.39","209700","3.06","156098","5115","622","922","20230828","800","6.75","20230104","439","69.93"
"1435","Robot_Home","東証ST","不動産","20231023","182","-6","-3.19","188","188","188","182","183.83","197300","0.22","36270","16585","138","238","20230414","258","29.46","20230106","158","15.19"
"1436","フィット","東証GR","建設","20231023","797","-1","-0.13","798","792","802","792","796.07","1400","0.03","1115","3415","648","948","20230411","1286","38.02","20230104","656","21.49"
"1438","岐阜造園","東証ST","建設","20231023","1586","16","1.02","1570","1547","1600","1547","1582.09","2300","0.07","3639","5082","1170","1970","20230921","1870","15.19","20230112","994","59.56"
"1439","安江工務店","東証ST","建設","20231023","1352","24","1.81","1328","1358","1358","1334","1344.35","2000","0.15","2689","1826","1028","1628","20230203","1796","24.72","20230314","942","43.52"
"1443","技研ホールディングス","東証ST","建設","20231023","209","-3","-1.42","212","213","213","208","209.81","24300","0.15","5098","3394","132","292","20230130","313","33.23","20230105","203","2.96"
"1444","ニッソウ","東証GR","建設","20231023","2277","-28","-1.21","2305","2271","2282","2271","2279.56","900","0.08","2052","2479","1805","2805","20230712","2780","18.09","20230130","1954","16.53"
"1446","キャンディル","東証ST","建設","20231023","546","-8","-1.44","554","553","554","544","549.19","26100","0.24","14334","5861","454","654","20230904","649","15.87","20230130","492","10.98"
"1447","ITbookホールディングス","東証GR","建設","20231023","302","-6","-1.95","308","303","307","301","303.11","48800","0.2","14792","7294","228","388","20230221","436","30.73","20231016","301","0.33"
"1450","田中建設工業","東証ST","建設","20231023","2160","-5","-0.23","2165","2165","2165","2160","2162.5","400","0.01","865","9396","1665","2665","20230329","2780","22.3","20231017","2146","0.65"
"1451","KHC","東証ST","建設","20231023","704","-5","-0.71","709","709","709","704","707","2100","0.05","1485","2820","559","859","20230926","769","8.45","20230106","603","16.75"
"1491","中外鉱業","東証ST","非鉄金属","20231023","31","1","3.33","30","31","31","30","30.78","100500","0.03","3093","8982","1","60","20230512","36","13.89","20230104","28","10.71"
"1514","住石ホールディングス","東証ST","鉱業","20231023","483","-20","-3.98","503","502","503","481","488.28","811800","1.38","396383","28445","403","603","20230929","616","21.59","20230403","303","59.41"
"1515","日鉄鉱業","東証PR","鉱業","20231023","4500","-175","-3.74","4675","4640","4645","4500","4541.28","33900","0.2","153950","75171","3975","5380","20230919","5600","19.64","20230105","3130","43.77"
"1518","三井松島ホールディングス","東証PR","鉱業","20231023","2553","-48","-1.85","2601","2600","2604","2553","2576.59","150300","1.15","387262","33353","2101","3105","20230221","4105","37.81","20230619","2475","3.15"
"1605","INPEX","東証PR","鉱業","20231023","2175.5","-54.5","-2.44","2230","2208","2215.5","2172","2188.37","9302500","0.67","20357295","3016694","1730","2730","20230928","2368","8.13","20230105","1301","67.22"
"1662","石油資源開発","東証PR","鉱業","20231023","5220","-140","-2.61","5360","5290","5290","5210","5242.63","234600","0.43","1229921","283446","4360","6360","20230928","6000","13","20230105","3590","45.4"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20231023","2378","-49","-2.02","2427","2444","2450","2370","2396.08","103500","0.37","247994","67383","1927","2927","20230929","2737","13.12","20230106","1887","26.02"
"1711","SDSホールディングス","東証ST","建設","20231023","223","-2","-0.89","225","224","224","220","221.53","20600","0.24","4564","1947","145","305","20230125","376","40.69","20231016","215","3.72"
"1712","ダイセキ環境ソリューション","東証ST","建設","20231023","960","12","1.27","948","956","969","943","960.2","194500","1.16","186758","16154","798","1098","20230714","1445","33.56","20230407","793","21.06"
"1716","第一カッター興業","東証ST","建設","20231023","1203","-18","-1.47","1221","1213","1227","1203","1211.05","27400","0.23","33183","14436","921","1521","20230725","1458","17.49","20230116","1000","20.3"
"1717","明豊ファシリティワークス","東証ST","サービス","20231023","786","-4","-0.51","790","785","789","767","777.4","56700","0.44","44078","10042","640","940","20230308","830","5.3","20230116","690","13.91"
"1718","美樹工業","東証ST","建設","20231023","4465","-45","-1","4510","4505","4505","4410","4461.25","800","0.07","3569","5149","3810","5210","20230731","4795","6.88","20230117","3800","17.5"
"1719","安藤・間","東証PR","建設","20231023","1139","2","0.18","1137","1145","1149","1138","1142.31","307400","0.17","351145","206183","837","1437","20230920","1279","10.95","20230106","819","39.07"
"1720","東急建設","東証PR","建設","20231023","728","-8","-1.09","736","737","742","728","732.5","284200","0.27","208176","77722","586","886","20230920","850","14.35","20230105","624","16.67"
"1721","コムシスホールディングス","東証PR","建設","20231023","3045","12","0.4","3033","3033","3053","3025","3044.18","243800","0.18","742170","404985","2333","3733","20230915","3294","7.56","20230104","2277","33.73"
"1723","日本電技","東証ST","建設","20231023","4200","10","0.24","4190","4200","4230","4200","4207.27","2200","0.03","9256","34430","3490","4890","20230727","4845","13.31","20230104","3090","35.92"
"1724","シンクレイヤ","東証ST","建設","20231023","672","-8","-1.18","680","682","682","671","680.71","6900","0.14","4697","3322","580","780","20230125","740","9.19","20230106","578","16.26"
"1726","ビーアールホールディングス","東証PR","建設","20231023","360","-4","-1.1","364","364","364","360","361.7","58100","0.13","21015","16486","284","444","20230621","404","10.89","20230118","324","11.11"
"1730","麻生フオームクリート","東証ST","建設","20231023","434","1","0.23","433","439","446","434","439.69","1300","0.04","572","1484","353","513","20231020","498","12.85","20230330","391","11"
"1736","オーテック","東証ST","建設","20231023","2836","-48","-1.66","2884","2880","2880","2836","2857.07","2700","0.05","7714","16165","2384","3385","20230907","3400","16.59","20230208","2052","38.21"
"1739","メルディアDC","東証GR","建設","20231023","766","-24","-3.04","790","790","790","766","776.63","9000","0.14","6990","4944","640","940","20230309","946","19.03","20230816","663","15.54"
"1743","コーアツ工業","東証ST","建設","20231023","1179","10","0.86","1169","1171","1179","1170","1172.86","700","0.03","821","2688","869","1469","20230403","1538","23.34","20230106","1003","17.55"
"1757","創建エース","東証ST","建設","20231023","29","-1","-3.33","30","29","30","28","29","459700","0.17","13332","7762","1","60","20230525","59","50.85","20231005","27","7.41"
"1758","太洋基礎工業","東証ST","建設","20231023","1995","-15","-0.75","2010","2005","2022","1995","2006.19","1600","0.07","3210","4905","1510","2510","20230501","3110","35.85","20230206","1720","15.99"
"1762","高松コンストラクショングループ","東証PR","建設","20231023","2767","-7","-0.25","2774","2760","2815","2760","2787.42","45800","0.13","127664","96343","2274","3275","20231013","2839","2.54","20230106","1895","46.02"
