"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231109","32646.46","479.98","1.49","32166.48","32316.39","32723.71","32193.2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231109","2335.12","29.17","1.26","2305.95","2312","2340.27","2300.6","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231109","3720","50","1.36","3670","3700","3735","3670","3706.62","14200","0.13","52634","40653","2970","4370","20230920","4090","9.05","20230320","3370","10.39"
"1332","ニッスイ","東証PR","水産・農林","20231109","692.3","-0.4","-0.06","692.7","693","699.8","686.1","691.87","2032600","0.65","1406296","216295","592.7","792.7","20230817","789","12.26","20230113","517","33.91"
"1333","マルハニチロ","東証PR","水産・農林","20231109","2749","67","2.5","2682","2695","2758.5","2688.5","2728.82","367000","0.73","1001476","139041","2182","3182","20231109","2758.5","0.34","20230320","2333","17.83"
"1375","雪国まいたけ","東証PR","水産・農林","20231109","902","6","0.67","896","904","904","895","899.06","73300","0.18","65901","35999","746","1046","20230307","1057","14.66","20230821","867","4.04"
"1376","カネコ種苗","東証ST","水産・農林","20231109","1410","5","0.36","1405","1413","1413","1399","1404.91","9200","0.08","12925","16599","1105","1705","20230404","1709","17.5","20230818","1370","2.92"
"1377","サカタのタネ","東証PR","水産・農林","20231109","3975","-15","-0.38","3990","3980","3990","3965","3979.17","78500","0.17","312365","188458","3290","4690","20230926","4495","11.57","20230411","3765","5.58"
"1379","ホクト","東証PR","水産・農林","20231109","1810","15","0.84","1795","1798","1814","1796","1805.73","62900","0.19","113581","60380","1395","2195","20230131","1902","4.84","20231018","1769","2.32"
"1380","秋川牧園","東証ST","水産・農林","20231109","1041","1","0.1","1040","1046","1052","1041","1046.38","1300","0.03","1360","4350","740","1340","20230928","1094","4.84","20230619","1034","0.68"
"1381","アクシーズ","東証ST","水産・農林","20231109","2869","0","0","2869","2900","2900","2869","2882.72","1800","0.03","5189","16117","2369","3370","20230627","3270","12.26","20230217","2828","1.45"
"1382","ホーブ","東証ST","水産・農林","20231109","1781","-91","-4.86","1872","1801","1833","1741","1789.29","29100","3.82","52068","1357","1472","2272","20230912","4635","61.57","20230111","1664","7.03"
"1383","ベルグアース","東証ST","水産・農林","20231109","3230","20","0.62","3210","3215","3230","3210","3220.36","1400","0.09","4509","5202","2510","3910","20230403","3475","7.05","20230104","2886","11.92"
"1384","ホクリヨウ","東証ST","水産・農林","20231109","1028","10","0.98","1018","1014","1032","998","1019.14","28700","0.34","29249","8696","718","1318","20230925","1205","14.69","20230104","702","46.44"
"1400","ルーデン・ホールディングス","東証GR","建設","20231109","84","-1","-1.18","85","85","85","81","83.18","59700","0.46","4966","1093","55","115","20230221","187","55.08","20231031","70","20"
"1401","エムビーエス","東証GR","建設","20231109","545","1","0.18","544","548","548","544","544.89","1900","0.02","1035","4214","444","644","20230721","574","5.05","20230113","466","16.95"
"1407","ウエストホールディングス","東証ST","建設","20231109","3385","55","1.65","3330","3330","3410","3270","3354.53","184600","0.4","619246","155803","2630","4030","20230113","4730","28.44","20230818","2324","45.65"
"1414","ショーボンドホールディングス","東証PR","建設","20231109","5936","76","1.3","5860","5852","5944","5826","5899.01","76100","0.13","448915","336839","4860","6860","20230814","6050","1.88","20230217","5170","14.82"
"1417","ミライト・ワン","東証PR","建設","20231109","1934.5","25","1.31","1909.5","1932","1944.5","1908","1929.2","229300","0.22","442366","199883","1509.5","2309.5","20230919","2058","6","20230213","1468","31.78"
