"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230607","31913.74","-593.04","-1.82","32506.78","32618.78","32708.53","31913.74","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230607","2206.3","-29.98","-1.34","2236.28","2245.48","2250.2","2204.51","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230607","3625","-10","-0.28","3635","3645","3670","3620","3639.47","30900","0.28","112460","39615","2935","4335","20230203","3930","7.76","20230320","3370","7.57"
"1332","ニッスイ","東証PR","水産・農林","20230607","636.6","-9.1","-1.41","645.7","649","649","636.6","642.09","1509500","0.48","969238","198893","545.7","745.7","20230523","649","1.91","20230113","517","23.13"
"1333","マルハニチロ","東証PR","水産・農林","20230607","2456","-38.5","-1.54","2494.5","2494.5","2494.5","2451","2469.15","189000","0.37","466669","124222","1994.5","2994.5","20230516","2635","6.79","20230320","2333","5.27"
"1375","雪国まいたけ","東証PR","水産・農林","20230607","956","-10","-1.04","966","968","970","953","959.99","125100","0.31","120095","38155","816","1116","20230307","1057","9.56","20230531","950","0.63"
"1376","カネコ種苗","東証ST","水産・農林","20230607","1460","-11","-0.75","1471","1480","1493","1460","1471.62","19200","0.16","28255","17188","1171","1771","20230404","1709","14.57","20230105","1400","4.29"
"1377","サカタのタネ","東証PR","水産・農林","20230607","4040","25","0.62","4015","4035","4075","4010","4043.43","221800","0.47","896834","191539","3315","4715","20230104","4330","6.7","20230411","3765","7.3"
"1379","ホクト","東証PR","水産・農林","20230607","1861","6","0.32","1855","1860","1868","1857","1862.58","96600","0.29","179925","62081","1455","2255","20230131","1902","2.16","20230413","1805","3.1"
"1380","秋川牧園","東証ST","水産・農林","20230607","1040","-3","-0.29","1043","1044","1044","1038","1039.68","3100","0.07","3223","4346","743","1343","20230116","1071","2.89","20230607","1038","0.19"
"1381","アクシーズ","東証ST","水産・農林","20230607","3130","15","0.48","3115","3115","3130","3110","3118.18","1100","0.02","3430","17583","2415","3815","20230515","3160","0.95","20230217","2828","10.68"
"1382","ホーブ","東証ST","水産・農林","20230607","1795","-1","-0.06","1796","1812","1812","1795","1800.71","700","0.09","1261","1368","1396","2196","20230314","2095","14.32","20230111","1664","7.87"
"1383","ベルグアース","東証ST","水産・農林","20230607","3110","10","0.32","3100","3130","3140","3100","3117.31","1300","0.08","4053","4853","2400","3800","20230403","3475","10.5","20230104","2886","7.76"
"1384","ホクリヨウ","東証ST","水産・農林","20230607","906","-18","-1.95","924","923","923","900","910.43","43000","0.51","39149","7664","774","1074","20230213","972","6.79","20230104","702","29.06"
"1400","ルーデン・ホールディングス","東証GR","建設","20230607","120","0","0","120","122","122","119","120.09","60900","0.47","7313","1561","70","170","20230221","187","35.83","20230206","98","22.45"
"1401","エムビーエス","東証GR","建設","20230607","474","-8","-1.66","482","479","482","471","476.76","8700","0.11","4148","3665","402","562","20230216","509","6.88","20230113","466","1.72"
"1407","ウエストホールディングス","東証ST","建設","20230607","2768","-27","-0.97","2795","2795","2823","2746","2777.24","327700","0.71","910101","127404","2295","3295","20230113","4730","41.48","20230413","2662","3.98"
"1414","ショーボンドホールディングス","東証PR","建設","20230607","5776","34","0.59","5742","5777","5819","5718","5776.27","152500","0.27","880882","327760","4742","6742","20230510","5920","2.43","20230217","5170","11.72"
"1417","ミライト・ワン","東証PR","建設","20230607","1769.5","7.5","0.43","1762","1784","1793.5","1764","1779.04","297800","0.29","529797","182834","1362","2162","20230523","1825","3.04","20230213","1468","20.54"
"1418","インターライフホールディングス","東証ST","建設","20230607","213","0","0","213","214","215","212","213.19","24900","0.12","5308","4262","133","293","20230417","318","33.02","20230316","159","33.96"
"1419","タマホーム","東証PR","建設","20230607","3535","80","2.32","3455","3485","3560","3445","3512","880000","2.99","3090561","104126","2755","4155","20230529","4125","14.3","20230110","2422","45.95"
"1420","サンヨーホームズ","東証ST","建設","20230607","713","-1","-0.14","714","717","717","710","712.23","5600","0.04","3989","8998","564","864","20230127","790","9.75","20230412","701","1.71"
"1429","日本アクア","東証PR","建設","20230607","895","-8","-0.89","903","903","931","891","909.68","122800","0.35","111708","31110","753","1053","20230210","993","9.87","20230117","774","15.63"
"1430","ファーストコーポレーション","東証PR","建設","20230607","791","-16","-1.98","807","804","809","791","797.01","77100","0.58","61450","10571","657","957","20230509","963","17.86","20230113","698","13.32"
"1431","Lib_Work","東証GR","建設","20230607","811","4","0.5","807","813","815","810","813","17600","0.08","14309","18890","657","957","20230417","839","3.34","20230106","748","8.42"
"1433","ベステラ","東証PR","建設","20230607","950","-2","-0.21","952","952","955","940","950.14","52800","0.59","50168","8541","802","1102","20230127","1002","5.19","20230314","851","11.63"
"1434","JESCOホールディングス","東証ST","建設","20230607","500","-2","-0.4","502","502","503","499","500.92","15500","0.23","7764","3417","402","602","20230414","510","1.96","20230104","439","13.9"
"1435","Robot_Home","東証PR","建設","20230607","191","3","1.6","188","189","193","188","190.67","409000","0.45","77984","17405","138","238","20230414","258","25.97","20230106","158","20.89"
"1436","フィット","東証GR","建設","20230607","872","5","0.58","867","878","878","854","866.27","8400","0.2","7277","3736","717","1017","20230411","1286","32.19","20230104","656","32.93"
"1438","岐阜造園","東証ST","建設","20230607","1150","0","0","1150","1152","1152","1150","1150.71","700","0.02","806","3685","850","1450","20230511","1445","20.42","20230112","994","15.69"
"1439","安江工務店","東証ST","建設","20230607","997","2","0.2","995","995","1000","995","996.63","800","0.06","797","1347","845","1145","20230203","1796","44.49","20230314","942","5.84"
"1443","技研ホールディングス","東証ST","建設","20230607","225","-4","-1.75","229","230","230","219","223.59","144500","0.89","32309","3654","149","309","20230130","313","28.12","20230105","203","10.84"
"1444","ニッソウ","東証GR","建設","20230607","2490","38","1.55","2452","2451","2493","2440","2477.42","3300","0.3","8176","2711","1952","2952","20230524","2698","7.71","20230130","1954","27.43"
"1446","キャンディル","東証ST","建設","20230607","569","-4","-0.7","573","575","575","565","570.27","6300","0.06","3593","6108","473","673","20230508","585","2.74","20230130","492","15.65"
"1447","ITbookホールディングス","東証GR","建設","20230607","388","-4","-1.02","392","393","393","385","387.93","65000","0.27","25216","9371","312","472","20230221","436","11.01","20230106","358","8.38"
"1450","田中建設工業","東証ST","建設","20230607","2331","0","0","2331","2340","2340","2331","2333.17","600","0.01","1400","10139","1831","2831","20230329","2780","16.15","20230515","2150","8.42"
