"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230912","32776.37","308.61","0.95","32467.76","32629.16","32799.69","32486.48","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230912","2379.91","19.43","0.82","2360.48","2371.14","2380.68","2360.7","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230912","4060","65","1.63","3995","4000","4060","4000","4029.22","23100","0.21","93075","44369","3295","4695","20230912","4060","0","20230320","3370","20.47"
"1332","ニッスイ","東証PR","水産・農林","20230912","755.9","5.4","0.72","750.5","751.4","758","751.4","755.73","862700","0.28","651969","236166","600.5","900.5","20230817","789","4.2","20230113","517","46.21"
"1333","マルハニチロ","東証PR","水産・農林","20230912","2650.5","30","1.14","2620.5","2632.5","2663.5","2632","2648.42","183600","0.36","486250","134059","2120.5","3121","20230912","2663.5","0.49","20230320","2333","13.61"
"1375","雪国まいたけ","東証PR","水産・農林","20230912","918","6","0.66","912","912","920","912","917.23","44600","0.11","40909","36638","762","1062","20230307","1057","13.15","20230821","867","5.88"
"1376","カネコ種苗","東証ST","水産・農林","20230912","1407","2","0.14","1405","1413","1416","1405","1408.72","18600","0.16","26202","16564","1105","1705","20230404","1709","17.67","20230818","1370","2.7"
"1377","サカタのタネ","東証PR","水産・農林","20230912","4325","80","1.88","4245","4250","4325","4250","4293.73","93800","0.2","402752","205051","3545","4945","20230104","4330","0.12","20230411","3765","14.87"
"1379","ホクト","東証PR","水産・農林","20230912","1866","13","0.7","1853","1850","1869","1849","1860.61","70900","0.21","131918","62248","1453","2253","20230131","1902","1.89","20230822","1802","3.55"
"1380","秋川牧園","東証ST","水産・農林","20230912","1041","-2","-0.19","1043","1041","1042","1041","1041.07","1400","0.03","1458","4350","743","1343","20230116","1071","2.8","20230619","1034","0.68"
"1381","アクシーズ","東証ST","水産・農林","20230912","2970","-1","-0.03","2971","3000","3000","2970","2982.15","1300","0.02","3877","16684","2471","3475","20230627","3270","9.17","20230217","2828","5.02"
"1382","ホーブ","東証ST","水産・農林","20230912","4635","700","17.79","3935","4635","4635","4635","4635","42500","5.58","196988","3532","3235","4635","20230912","4635","0","20230111","1664","178.55"
"1383","ベルグアース","東証ST","水産・農林","20230912","3160","20","0.64","3140","3140","3160","3135","3143.54","2400","0.15","7545","5089","2440","3840","20230403","3475","9.06","20230104","2886","9.49"
"1384","ホクリヨウ","東証ST","水産・農林","20230912","1154","60","5.48","1094","1088","1155","1072","1117.31","111000","1.31","124021","9762","794","1394","20230912","1155","0.09","20230104","702","64.39"
"1400","ルーデン・ホールディングス","東証GR","建設","20230912","126","2","1.61","124","124","126","123","124.44","27100","0.21","3372","1639","74","174","20230221","187","32.62","20230206","98","28.57"
"1401","エムビーエス","東証GR","建設","20230912","530","11","2.12","519","518","534","514","524.95","10500","0.14","5512","4098","419","619","20230721","574","7.67","20230113","466","13.73"
"1407","ウエストホールディングス","東証ST","建設","20230912","3080","150","5.12","2930","2953","3110","2950","3065.69","477200","1.04","1462947","141765","2430","3430","20230113","4730","34.88","20230818","2324","32.53"
"1414","ショーボンドホールディングス","東証PR","建設","20230912","5992","63","1.06","5929","5953","5994","5939","5971.29","83800","0.15","500394","340017","4929","6929","20230814","6050","0.96","20230217","5170","15.9"
"1417","ミライト・ワン","東証PR","建設","20230912","1986.5","9.5","0.48","1977","1981.5","1988.5","1969.5","1982.11","108600","0.11","215257","205256","1577","2377","20230907","1990","0.18","20230213","1468","35.32"
"1418","インターライフホールディングス","東証ST","建設","20230912","201","-1","-0.5","202","202","203","200","201.34","14300","0.07","2879","4022","122","282","20230417","318","36.79","20230316","159","26.42"
"1419","タマホーム","東証PR","建設","20230912","3520","-75","-2.09","3595","3590","3595","3510","3540.59","288500","0.98","1021461","103684","2895","4295","20230529","4125","14.67","20230110","2422","45.33"
"1420","サンヨーホームズ","東証ST","建設","20230912","724","0","0","724","724","727","724","724.97","2900","0.02","2102","9137","574","874","20230127","790","8.35","20230412","701","3.28"
"1429","日本アクア","東証PR","建設","20230912","1011","12","1.2","999","1002","1019","1001","1006.97","127200","0.37","128086","35142","849","1149","20230816","1115","9.33","20230117","774","30.62"
"1430","ファーストコーポレーション","東証PR","建設","20230912","777","1","0.13","776","772","779","772","775.5","11500","0.09","8918","10383","626","926","20230509","963","19.31","20230718","690","12.61"
"1431","Lib_Work","東証GR","建設","20230912","795","-1","-0.13","796","800","800","795","796.31","11800","0.05","9397","18517","646","946","20230417","839","5.24","20230106","748","6.28"
"1433","ベステラ","東証PR","建設","20230912","890","-30","-3.26","920","918","919","890","899.04","344700","3.83","309898","8001","770","1070","20230613","1341","33.63","20230314","851","4.58"
"1434","JESCOホールディングス","東証ST","建設","20230912","633","-11","-1.71","644","643","646","631","636.32","68300","1","43461","4338","544","744","20230828","800","20.88","20230104","439","44.19"
"1435","Robot_Home","東証PR","建設","20230912","205","2","0.99","203","205","208","205","205.8","84600","0.09","17411","18681","123","283","20230414","258","20.54","20230106","158","29.75"
"1436","フィット","東証GR","建設","20230912","819","-150","-15.48","969","834","848","819","830.17","103200","2.41","85674","3509","819","1119","20230411","1286","36.31","20230104","656","24.85"
