"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230608","31641.27","-272.47","-0.85","31913.74","31877.79","32035.95","31420.45","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230608","2191.5","-14.8","-0.67","2206.3","2207.14","2215.11","2179.81","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230608","3635","10","0.28","3625","3620","3645","3615","3632.23","17700","0.16","64291","39724","2925","4325","20230203","3930","7.51","20230320","3370","7.86"
"1332","ニッスイ","東証PR","水産・農林","20230608","637.9","1.3","0.2","636.6","639.6","644.5","635.6","639.28","1137000","0.36","726865","199299","536.6","736.6","20230523","649","1.71","20230113","517","23.38"
"1333","マルハニチロ","東証PR","水産・農林","20230608","2462","6","0.24","2456","2464","2478","2454.5","2462.5","162200","0.32","399417","124525","1956","2956","20230516","2635","6.57","20230320","2333","5.53"
"1375","雪国まいたけ","東証PR","水産・農林","20230608","963","7","0.73","956","964","968","956","963.62","89600","0.22","86340","38434","806","1106","20230307","1057","8.89","20230531","950","1.37"
"1376","カネコ種苗","東証ST","水産・農林","20230608","1453","-7","-0.48","1460","1490","1490","1452","1459.59","12800","0.11","18683","17106","1160","1760","20230404","1709","14.98","20230105","1400","3.79"
"1377","サカタのタネ","東証PR","水産・農林","20230608","4045","5","0.12","4040","4040","4070","4015","4044.04","108100","0.23","437161","191776","3340","4740","20230104","4330","6.58","20230411","3765","7.44"
"1379","ホクト","東証PR","水産・農林","20230608","1873","12","0.64","1861","1868","1879","1865","1872.25","90200","0.27","168877","62481","1461","2261","20230131","1902","1.52","20230413","1805","3.77"
"1380","秋川牧園","東証ST","水産・農林","20230608","1041","1","0.1","1040","1040","1041","1040","1040.08","1200","0.03","1248","4350","740","1340","20230116","1071","2.8","20230607","1038","0.29"
"1381","アクシーズ","東証ST","水産・農林","20230608","3110","-20","-0.64","3130","3110","3130","3105","3116.55","2900","0.05","9038","17470","2430","3830","20230515","3160","1.58","20230217","2828","9.97"
"1382","ホーブ","東証ST","水産・農林","20230608","1788","-7","-0.39","1795","1802","1802","1786","1791.56","900","0.12","1612","1362","1395","2195","20230314","2095","14.65","20230111","1664","7.45"
"1383","ベルグアース","東証ST","水産・農林","20230608","3110","0","0","3110","3115","3130","3110","3118.33","300","0.02","936","4853","2410","3810","20230403","3475","10.5","20230104","2886","7.76"
"1384","ホクリヨウ","東証ST","水産・農林","20230608","898","-8","-0.88","906","906","914","892","901.54","37400","0.44","33718","7596","756","1056","20230213","972","7.61","20230104","702","27.92"
"1400","ルーデン・ホールディングス","東証GR","建設","20230608","122","2","1.67","120","121","123","121","121.8","24800","0.19","3021","1587","70","170","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20230608","472","-2","-0.42","474","473","477","470","472.67","7200","0.09","3403","3650","394","554","20230216","509","7.27","20230113","466","1.29"
"1407","ウエストホールディングス","東証ST","建設","20230608","2525","-243","-8.78","2768","2748","2758","2518","2593.96","928200","2.02","2407711","116219","2268","3270","20230113","4730","46.62","20230608","2518","0.28"
"1414","ショーボンドホールディングス","東証PR","建設","20230608","5720","-56","-0.97","5776","5770","5811","5703","5740.88","103000","0.18","591310","324582","4776","6776","20230510","5920","3.38","20230217","5170","10.64"
"1417","ミライト・ワン","東証PR","建設","20230608","1754.5","-15","-0.85","1769.5","1779.5","1785","1747.5","1761.54","306700","0.3","540265","181284","1369.5","2169.5","20230523","1825","3.86","20230213","1468","19.52"
"1418","インターライフホールディングス","東証ST","建設","20230608","210","-3","-1.41","213","213","214","208","210.65","55200","0.28","11628","4202","133","293","20230417","318","33.96","20230316","159","32.08"
"1419","タマホーム","東証PR","建設","20230608","3455","-80","-2.26","3535","3525","3535","3430","3472.04","506700","1.72","1759282","101770","2835","4235","20230529","4125","16.24","20230110","2422","42.65"
"1420","サンヨーホームズ","東証ST","建設","20230608","710","-3","-0.42","713","710","711","709","709.92","5100","0.04","3621","8960","563","863","20230127","790","10.13","20230412","701","1.28"
"1429","日本アクア","東証PR","建設","20230608","892","-3","-0.34","895","895","902","884","890.79","54900","0.16","48904","31006","745","1045","20230210","993","10.17","20230117","774","15.25"
"1430","ファーストコーポレーション","東証PR","建設","20230608","783","-8","-1.01","791","791","793","779","786.3","72100","0.54","56693","10464","641","941","20230509","963","18.69","20230113","698","12.18"
"1431","Lib_Work","東証GR","建設","20230608","817","6","0.74","811","815","817","811","815.09","13000","0.06","10596","19030","661","961","20230417","839","2.62","20230106","748","9.22"
"1433","ベステラ","東証PR","建設","20230608","963","13","1.37","950","950","975","950","962.24","53100","0.59","51095","8658","800","1100","20230127","1002","3.89","20230314","851","13.16"
"1434","JESCOホールディングス","東証ST","建設","20230608","504","4","0.8","500","503","510","500","506.72","25900","0.38","13124","3444","400","600","20230414","510","1.18","20230104","439","14.81"
"1435","Robot_Home","東証PR","建設","20230608","184","-7","-3.66","191","190","192","183","185.66","329200","0.36","61119","16767","141","241","20230414","258","28.68","20230106","158","16.46"
