"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231026","30601.78","-668.14","-2.14","31269.92","30902.92","30943.33","30567.61","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231026","2224.25","-30.15","-1.34","2254.4","2237.03","2244.99","2217.5","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231026","3750","20","0.54","3730","3730","3760","3730","3744.6","10000","0.09","37446","40981","3030","4430","20230920","4090","8.31","20230320","3370","11.28"
"1332","ニッスイ","東証PR","水産・農林","20231026","706.5","1.5","0.21","705","703","710.7","700.2","706.46","957900","0.31","676720","220732","555","855","20230817","789","10.46","20230113","517","36.65"
"1333","マルハニチロ","東証PR","水産・農林","20231026","2481","6","0.24","2475","2495","2502","2470","2484.89","88900","0.18","220907","125486","1975","2975","20230926","2688","7.7","20230320","2333","6.34"
"1375","雪国まいたけ","東証PR","水産・農林","20231026","885","0","0","885","886","890","883","886.84","42200","0.11","37425","35321","735","1035","20230307","1057","16.27","20230821","867","2.08"
"1376","カネコ種苗","東証ST","水産・農林","20231026","1398","5","0.36","1393","1393","1406","1392","1399.73","10300","0.09","14417","16458","1093","1693","20230404","1709","18.2","20230818","1370","2.04"
"1377","サカタのタネ","東証PR","水産・農林","20231026","3970","-35","-0.87","4005","4005","4025","3970","3993.56","103400","0.22","412934","188221","3305","4705","20230926","4495","11.68","20230411","3765","5.44"
"1379","ホクト","東証PR","水産・農林","20231026","1810","14","0.78","1796","1800","1811","1797","1805.31","78000","0.23","140814","60380","1396","2196","20230131","1902","4.84","20231018","1769","2.32"
"1380","秋川牧園","東証ST","水産・農林","20231026","-","0","0","1045","-","-","-","-","-","0","-","4367","745","1345","20230928","1094","100","20230619","1034","-100"
