"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20230907","32991.08","-249.94","-0.75","33241.02","33118.55","33322.45","32986.35","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20230907","2383.38","-9.15","-0.38","2392.53","2386.79","2397.33","2381.8","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20230907","3990","75","1.92","3915","3900","4020","3900","3980.56","41800","0.38","166388","43604","3215","4615","20230907","4020","0.75","20230320","3370","18.4"
"1332","ニッスイ","東証PR","水産・農林","20230907","768","3.9","0.51","764.1","765.7","771.2","764.2","768.02","1495800","0.48","1148808","239946","614.1","914.1","20230817","789","2.66","20230113","517","48.55"
"1333","マルハニチロ","東証PR","水産・農林","20230907","2640.5","15","0.57","2625.5","2620.5","2647.5","2615","2638.44","152900","0.3","403417","133553","2125.5","3126","20230907","2647.5","0.26","20230320","2333","13.18"
"1375","雪国まいたけ","東証PR","水産・農林","20230907","922","6","0.66","916","916","923","914","919.99","102700","0.26","94483","36798","766","1066","20230307","1057","12.77","20230821","867","6.34"
"1376","カネコ種苗","東証ST","水産・農林","20230907","1416","-4","-0.28","1420","1420","1426","1414","1419.44","19300","0.16","27395","16670","1120","1720","20230404","1709","17.14","20230818","1370","3.36"
"1377","サカタのタネ","東証PR","水産・農林","20230907","4260","-10","-0.23","4270","4255","4275","4240","4258.16","74200","0.16","315956","201970","3570","4970","20230104","4330","1.62","20230411","3765","13.15"
"1379","ホクト","東証PR","水産・農林","20230907","1856","9","0.49","1847","1844","1859","1843","1853.48","76200","0.23","141235","61914","1447","2247","20230131","1902","2.42","20230822","1802","3"
"1380","秋川牧園","東証ST","水産・農林","20230907","-","0","0","1045","-","-","-","-","-","0","-","4367","745","1345","20230116","1071","100","20230619","1034","-100"
"1381","アクシーズ","東証ST","水産・農林","20230907","3005","24","0.81","2981","2981","3005","2980","2991.83","1200","0.02","3590","16881","2481","3485","20230627","3270","8.1","20230217","2828","6.26"
"1382","ホーブ","東証ST","水産・農林","20230907","2732","500","22.4","2232","2732","2732","2650","2708.9","132900","17.44","360013","2082","1732","2732","20230907","2732","0","20230111","1664","64.18"
"1383","ベルグアース","東証ST","水産・農林","20230907","3145","-10","-0.32","3155","3160","3160","3140","3147.92","1200","0.07","3778","5065","2455","3855","20230403","3475","9.5","20230104","2886","8.97"
"1384","ホクリヨウ","東証ST","水産・農林","20230907","965","-14","-1.43","979","975","985","965","971.74","34700","0.41","33720","8163","829","1129","20230824","1079","10.57","20230104","702","37.46"
"1400","ルーデン・ホールディングス","東証GR","建設","20230907","125","1","0.81","124","126","126","124","124.7","23700","0.18","2956","1626","74","174","20230221","187","33.16","20230206","98","27.55"
"1401","エムビーエス","東証GR","建設","20230907","527","3","0.57","524","533","533","519","525.81","10800","0.14","5679","4075","424","624","20230721","574","8.19","20230113","466","13.09"
"1407","ウエストホールディングス","東証ST","建設","20230907","2957","-68","-2.25","3025","2970","3015","2954","2978.58","267600","0.58","797069","136103","2325","3725","20230113","4730","37.48","20230818","2324","27.24"
"1414","ショーボンドホールディングス","東証PR","建設","20230907","6013","7","0.12","6006","6005","6041","5983","6020.4","168100","0.3","1012029","341209","5006","7006","20230814","6050","0.61","20230217","5170","16.31"
"1417","ミライト・ワン","東証PR","建設","20230907","1981.5","25","1.28","1956.5","1957","1990.5","1954.5","1979.16","202500","0.2","400779","204739","1556.5","2356.5","20230907","1990.5","0.45","20230213","1468","34.98"
"1418","インターライフホールディングス","東証ST","建設","20230907","203","-1","-0.49","204","204","204","203","203.22","5800","0.03","1179","4062","124","284","20230417","318","36.16","20230316","159","27.67"
"1419","タマホーム","東証PR","建設","20230907","3605","-20","-0.55","3625","3620","3645","3605","3622.13","158300","0.54","573384","106188","2925","4325","20230529","4125","12.61","20230110","2422","48.84"
"1420","サンヨーホームズ","東証ST","建設","20230907","726","-1","-0.14","727","726","727","721","723.66","18100","0.14","13098","9162","577","877","20230127","790","8.1","20230412","701","3.57"
"1429","日本アクア","東証PR","建設","20230907","1015","-7","-0.68","1022","1020","1025","1005","1016.1","87700","0.25","89112","35281","722","1322","20230816","1115","8.97","20230117","774","31.14"
"1430","ファーストコーポレーション","東証PR","建設","20230907","782","4","0.51","778","782","782","777","780.23","15000","0.11","11703","10450","628","928","20230509","963","18.8","20230718","690","13.33"
"1431","Lib_Work","東証GR","建設","20230907","804","4","0.5","800","800","810","795","802.11","18400","0.08","14759","18727","650","950","20230417","839","4.17","20230106","748","7.49"
"1433","ベステラ","東証PR","建設","20230907","1108","-10","-0.89","1118","1118","1120","1096","1106.16","50600","0.56","55972","9961","818","1418","20230613","1341","17.38","20230314","851","30.2"
"1434","JESCOホールディングス","東証ST","建設","20230907","644","1","0.16","643","643","650","639","643.65","50200","0.73","32311","4413","543","743","20230828","800","19.5","20230104","439","46.7"
"1435","Robot_Home","東証PR","建設","20230907","210","-5","-2.33","215","215","215","210","211.05","204600","0.22","43181","19137","135","295","20230414","258","18.6","20230106","158","32.91"
"1436","フィット","東証GR","建設","20230907","885","-15","-1.67","900","899","899","882","890.02","5300","0.12","4717","3792","750","1050","20230411","1286","31.18","20230104","656","34.91"
"1438","岐阜造園","東証ST","建設","20230907","1699","150","9.68","1549","1548","1700","1548","1619.46","6300","0.2","10203","5445","1149","1949","20230907","1700","0.06","20230112","994","70.93"
"1439","安江工務店","東証ST","建設","20230907","1256","-10","-0.79","1266","1243","1262","1243","1251.8","500","0.04","626","1697","966","1566","20230203","1796","30.07","20230314","942","33.33"
"1443","技研ホールディングス","東証ST","建設","20230907","219","-3","-1.35","222","222","222","218","220.15","42800","0.26","9423","3556","142","302","20230130","313","30.03","20230105","203","7.88"
"1444","ニッソウ","東証GR","建設","20230907","2319","-24","-1.02","2343","2335","2350","2316","2329.82","2200","0.2","5126","2525","1843","2843","20230712","2780","16.58","20230130","1954","18.68"
"1446","キャンディル","東証ST","建設","20230907","626","-7","-1.11","633","632","632","620","626.84","57000","0.53","35730","6720","533","733","20230904","649","3.54","20230130","492","27.24"
"1447","ITbookホールディングス","東証GR","建設","20230907","361","-10","-2.7","371","375","375","357","363.19","174900","0.72","63522","8719","291","451","20230221","436","17.2","20230821","305","18.36"
