"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20240226","39233.71","135.03","0.35","39098.68","39320.64","39388.08","39181.03","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20240226","2673.62","12.91","0.49","2660.71","2674.19","2686.27","2666.12","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20240226","3485","-65","-1.83","3550","3535","3545","3485","3502.08","739900","6.77","2591186","38085","2850","4250","20240207","4120","15.41","20230320","3370","3.41"
"130A","Veritas_In_Silico","東証GR","医薬品","20240226","2541","13","0.51","2528","2543","2715","2528","2585.79","472600","7.5","1222045","16012","2028","3030","20240215","3475","26.88","20240208","2001","26.99"
"1332","ニッスイ","東証PR","水産・農林","20240226","930.1","-7.1","-0.76","937.2","945.7","949.4","929.2","934.3","1196100","0.38","1117519","290591","787.2","1087.5","20240220","951","2.2","20230113","517","79.9"
"1333","マルハニチロ","東証PR","水産・農林","20240226","2901","-9","-0.31","2910","2939","2940","2892","2910.82","141300","0.28","411299","146729","2410","3410","20240207","3042","4.64","20230320","2333","24.35"
"135A","VRAIN_Solution","東証GR","情報通信","20240226","6810","1000","17.21","5810","6450","6810","6030","6514.84","5406700","53.48","35223810","68849","4810","6810","20240226","6810","0","20240222","4970","37.02"
"1375","雪国まいたけ","東証PR","水産・農林","20240226","997","43","4.51","954","983","1002","979","989.56","441100","1.11","436493","39791","804","1104","20230307","1057","5.68","20230821","867","14.99"
"1376","カネコ種苗","東証ST","水産・農林","20240226","1425","-17","-1.18","1442","1441","1442","1422","1428.17","6300","0.05","8998","16776","1142","1742","20230404","1709","16.62","20240112","1366","4.32"
"1377","サカタのタネ","東証PR","水産・農林","20240226","3670","5","0.14","3665","3680","3690","3660","3672.48","114600","0.24","420866","173997","2965","4365","20230926","4495","18.35","20240208","3470","5.76"
"1379","ホクト","東証PR","水産・農林","20240226","1831","-14","-0.76","1845","1838","1838","1830","1833.8","38900","0.12","71335","61080","1445","2245","20230131","1902","3.73","20231213","1708","7.2"
"1380","秋川牧園","東証ST","水産・農林","20240226","1050","0","0","1050","1054","1054","1050","1052.5","800","0.02","842","4388","750","1350","20230928","1094","4.02","20231220","1024","2.54"
"1381","アクシーズ","東証ST","水産・農林","20240226","2990","-10","-0.33","3000","3000","3020","2990","3000.43","2300","0.04","6901","16796","2300","3700","20230627","3270","8.56","20230217","2828","5.73"
"1382","ホーブ","東証ST","水産・農林","20240226","2210","57","2.65","2153","2140","2215","2140","2186.16","4500","0.59","9838","1684","1653","2653","20230912","4635","52.32","20230111","1664","32.81"
"1383","ベルグアース","東証ST","水産・農林","20240226","3350","-10","-0.3","3360","3370","3375","3350","3359.44","1800","0.11","6047","5395","2660","4060","20230403","3475","3.6","20230104","2886","16.08"
"1384","ホクリヨウ","東証ST","水産・農林","20240226","1036","8","0.78","1028","1040","1045","1035","1039.36","24400","0.29","25360","8764","728","1328","20230925","1205","14.02","20230104","702","47.58"
"1401","エムビーエス","東証GR","建設","20240226","745","10","1.36","735","735","745","726","731.85","12700","0.16","9295","5760","585","885","20240208","835","10.78","20230113","466","59.87"
"1407","ウエストホールディングス","東証ST","建設","20240226","2980","27","0.91","2953","2982","3010","2960","2992.63","174700","0.38","522813","137162","2453","3455","20230113","4730","37","20230818","2324","28.23"
"1414","ショーボンドホールディングス","東証PR","建設","20240226","6318","64","1.02","6254","6280","6336","6261","6313.99","77900","0.14","491860","358516","5254","7254","20240117","6929","8.82","20230217","5170","22.21"
"1417","ミライト・ワン","東証PR","建設","20240226","1775.5","8","0.45","1767.5","1779.5","1784","1766.5","1776.75","207500","0.2","368675","183454","1367.5","2167.5","20230919","2058","13.73","20230213","1468","20.95"
"1418","インターライフホールディングス","東証ST","建設","20240226","217","-3","-1.36","220","220","220","215","218.24","75900","0.38","16565","4342","140","300","20230417","318","31.76","20230316","159","36.48"
