"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20240129","36026.94","275.87","0.77","35751.07","35814.29","36186.87","35813.77","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20240129","2529.48","31.83","1.27","2497.65","2510.92","2536.2","2510.92","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20240129","3945","50","1.28","3895","3895","3945","3895","3930.2","12800","0.12","50307","43112","3195","4595","20230920","4090","3.55","20230320","3370","17.06"
"1332","ニッスイ","東証PR","水産・農林","20240129","799.4","13.5","1.72","785.9","791.3","801.8","791.3","798.65","1188900","0.38","949518","249757","635.9","935.9","20231212","821","2.63","20230113","517","54.62"
"1333","マルハニチロ","東証PR","水産・農林","20240129","2932.5","36.5","1.26","2896","2900.5","2938.5","2900.5","2927.29","104400","0.21","305609","148322","2396","3396","20240126","2975","1.43","20230320","2333","25.7"
"1375","雪国まいたけ","東証PR","水産・農林","20240129","964","10","1.05","954","959","965","957","961.23","50700","0.13","48735","38474","804","1104","20230307","1057","8.8","20230821","867","11.19"
"1376","カネコ種苗","東証ST","水産・農林","20240129","1446","12","0.84","1434","1435","1458","1430","1448.15","20100","0.17","29108","17023","1134","1734","20230404","1709","15.39","20240112","1366","5.86"
"1377","サカタのタネ","東証PR","水産・農林","20240129","3695","30","0.82","3665","3680","3705","3665","3685.17","104000","0.22","383258","175183","2965","4365","20230926","4495","17.8","20240126","3650","1.23"
"1379","ホクト","東証PR","水産・農林","20240129","1782","7","0.39","1775","1773","1784","1773","1779.75","36900","0.11","65673","59446","1375","2175","20230131","1902","6.31","20231213","1708","4.33"
"1380","秋川牧園","東証ST","水産・農林","20240129","1050","5","0.48","1045","1047","1050","1047","1048.86","700","0.02","734","4388","745","1345","20230928","1094","4.02","20231220","1024","2.54"
"1381","アクシーズ","東証ST","水産・農林","20240129","2989","-11","-0.37","3000","3010","3020","2975","3001.41","14000","0.25","42020","16791","2300","3700","20230627","3270","8.59","20230217","2828","5.69"
"1382","ホーブ","東証ST","水産・農林","20240129","2310","-40","-1.7","2350","2344","2344","2310","2319.1","3100","0.41","7189","1760","1850","2850","20230912","4635","50.16","20230111","1664","38.82"
"1383","ベルグアース","東証ST","水産・農林","20240129","3455","45","1.32","3410","3425","3455","3425","3438.23","4800","0.3","16504","5564","2710","4110","20230403","3475","0.58","20230104","2886","19.72"
"1384","ホクリヨウ","東証ST","水産・農林","20240129","1060","12","1.15","1048","1060","1062","1049","1057.26","24700","0.29","26114","8967","748","1348","20230925","1205","12.03","20230104","702","51"
"1401","エムビーエス","東証GR","建設","20240129","727","53","7.86","674","690","727","685","709.52","47600","0.62","33773","5621","574","774","20240129","727","0","20230113","466","56.01"
"1407","ウエストホールディングス","東証ST","建設","20240129","3340","30","0.91","3310","3310","3390","3310","3352.76","209600","0.46","702738","153732","2610","4010","20230113","4730","29.39","20230818","2324","43.72"
"1414","ショーボンドホールディングス","東証PR","建設","20240129","6570","39","0.6","6531","6539","6570","6510","6545.31","77400","0.14","506607","372816","5531","7531","20240117","6929","5.18","20230217","5170","27.08"
"1417","ミライト・ワン","東証PR","建設","20240129","1941","29.5","1.54","1911.5","1917","1943","1917","1935.16","180500","0.17","349296","200554","1511.5","2311.5","20230919","2058","5.69","20230213","1468","32.22"
"1418","インターライフホールディングス","東証ST","建設","20240129","224","2","0.9","222","223","224","221","222.46","36800","0.18","8186","4482","142","302","20230417","318","29.56","20230316","159","40.88"
"1419","タマホーム","東証PR","建設","20240129","4055","25","0.62","4030","4030","4080","4030","4058.61","221900","0.75","900605","119443","3330","4730","20240111","4325","6.24","20230110","2422","67.42"
"1420","サンヨーホームズ","東証ST","建設","20240129","766","6","0.79","760","760","766","753","760.61","20800","0.16","15821","9667","610","910","20230127","790","3.04","20230412","701","9.27"
"1429","日本アクア","東証PR","建設","20240129","996","33","3.43","963","963","1000","963","987.82","172800","0.5","170696","34621","813","1113","20230914","1125","11.47","20230117","774","28.68"
"1430","ファーストコーポレーション","東証ST","建設","20240129","790","18","2.33","772","777","790","776","785.55","70000","0.52","54989","10557","622","922","20230509","963","17.96","20230718","690","14.49"
"1431","Lib_Work","東証GR","建設","20240129","775","8","1.04","767","768","775","768","771.34","44900","0.19","34633","18051","617","917","20230417","839","7.63","20230106","748","3.61"
"1433","ベステラ","東証PR","建設","20240129","1040","-29","-2.71","1069","1073","1074","1040","1055.77","346700","3.86","366035","9350","769","1369","20230613","1341","22.45","20230314","851","22.21"
"1434","JESCOホールディングス","東証ST","建設","20240129","884","-5","-0.56","889","886","896","880","887.04","17000","0.25","15080","6130","739","1039","20240119","963","8.2","20230104","439","101.37"
"1435","Robot_Home","東証ST","不動産","20240129","172","0","0","172","173","174","171","172.34","70600","0.08","12167","15674","122","222","20230414","258","33.33","20230106","158","8.86"
"1436","フィット","東証GR","建設","20240129","867","12","1.4","855","870","870","855","865.9","7100","0.17","6148","3714","705","1005","20230411","1286","32.58","20230104","656","32.16"
"1438","岐阜造園","東証ST","建設","20240129","1557","18","1.17","1539","1559","1567","1557","1560.2","1000","0.03","1560","4990","1139","1939","20230921","1870","16.74","20230112","994","56.64"
"1439","安江工務店","東証ST","建設","20240129","1364","-32","-2.29","1396","1396","1396","1352","1371.44","6200","0.46","8503","1844","1096","1696","20230203","1796","24.05","20230314","942","44.8"
"1443","技研ホールディングス","東証ST","建設","20240129","220","0","0","220","222","222","219","220.14","66900","0.41","14727","3572","140","300","20230130","313","29.71","20230105","203","8.37"
"1444","ニッソウ","東証GR","建設","20240129","3000","191","6.8","2809","2859","3000","2809","2852.03","21100","1.94","60178","3266","2309","3310","20240129","3000","0","20230130","1954","53.53"
"1446","キャンディル","東証ST","建設","20240129","588","3","0.51","585","585","589","585","587.11","5600","0.05","3288","6312","485","685","20230904","649","9.4","20230130","492","19.51"
"1447","ITbookホールディングス","東証GR","建設","20240129","312","-8","-2.5","320","315","327","309","315.38","617600","2.56","194778","7536","240","400","20230221","436","28.44","20231228","233","33.91"
"1450","田中建設工業","東証ST","建設","20240129","2246","-11","-0.49","2257","2257","2257","2246","2250.86","1400","0.03","3151","9770","1757","2757","20230329","2780","19.21","20231225","1905","17.9"
"1451","KHC","東証ST","建設","20240129","750","-2","-0.27","752","752","752","750","751.55","8200","0.2","6163","3004","602","902","20240111","780","3.85","20230106","603","24.38"
"1491","中外鉱業","東証ST","非鉄金属","20240129","30","0","0","30","30","30","29","29.99","428300","0.15","12843","8692","1","60","20230512","36","16.67","20230104","28","7.14"
"1514","住石ホールディングス","東証ST","鉱業","20240129","1693","-87","-4.89","1780","1776","1797","1686","1727.87","1481900","2.52","2560531","99706","1380","2180","20240116","1977","14.37","20230403","303","458.75"
"1515","日鉄鉱業","東証PR","鉱業","20240129","5280","110","2.13","5170","5260","5310","5230","5274.12","28900","0.17","152422","88200","4170","6170","20231129","5730","7.85","20230105","3130","68.69"
"1518","三井松島ホールディングス","東証PR","鉱業","20240129","2858","21","0.74","2837","2851","2905","2849","2875.62","196000","1.5","563622","37338","2337","3340","20230221","4105","30.38","20230619","2475","15.47"
"1605","INPEX","東証PR","鉱業","20240129","2066","81.5","4.11","1984.5","2034","2074.5","2032","2059.81","11397300","0.82","23476278","2864854","1584.5","2384.5","20230928","2368","12.75","20230105","1301","58.8"
"1662","石油資源開発","東証PR","鉱業","20240129","6240","220","3.65","6020","6180","6300","6160","6252.61","419100","0.77","2620468","338832","5020","7020","20240129","6300","0.95","20230105","3590","73.82"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20240129","2296","21","0.92","2275","2285","2296","2272","2285.99","62700","0.22","143331","65060","1775","2775","20230929","2737","16.11","20230106","1887","21.67"
"1711","SDSホールディングス","東証ST","建設","20240129","436","13","3.07","423","415","437","412","423.74","274200","3.14","116191","3807","343","503","20240129","437","0.23","20231016","215","102.79"
"1712","ダイセキ環境ソリューション","東証ST","建設","20240129","1091","-1","-0.09","1092","1097","1115","1084","1098.35","170600","1.01","187378","18358","792","1392","20230714","1445","24.5","20230407","793","37.58"
"1716","第一カッター興業","東証ST","建設","20240129","1418","-3","-0.21","1421","1430","1432","1418","1423.75","19000","0.16","27051","17016","1121","1721","20230725","1458","2.74","20230116","1000","41.8"
"1717","明豊ファシリティワークス","東証ST","サービス","20240129","887","10","1.14","877","879","887","877","882.68","29900","0.23","26392","11332","727","1027","20240129","887","0","20230116","690","28.55"
"1718","美樹工業","東証ST","建設","20240129","4950","95","1.96","4855","4860","4950","4860","4913.25","2000","0.17","9827","5709","4155","5560","20240129","4950","0","20230117","3800","30.26"
"1719","安藤・間","東証PR","建設","20240129","1177","20","1.73","1157","1163","1179","1162","1171.44","1024100","0.57","1199675","213062","857","1457","20230920","1279","7.97","20230106","819","43.71"
"1720","東急建設","東証PR","建設","20240129","824","5","0.61","819","822","827","822","824.39","300800","0.28","247976","87971","669","969","20230920","850","3.06","20230105","624","32.05"
"1721","コムシスホールディングス","東証PR","建設","20240129","3201","-4","-0.12","3205","3190","3216","3186","3198.28","468100","0.35","1497115","425733","2505","3905","20240112","3393","5.66","20230104","2277","40.58"
"1723","日本電技","東証ST","建設","20240129","5050","145","2.96","4905","4910","5060","4905","5006.01","18300","0.22","91610","41397","4205","5610","20240129","5060","0.2","20230104","3090","63.43"
"1724","シンクレイヤ","東証ST","建設","20240129","673","2","0.3","671","671","673","667","669.35","4300","0.09","2878","3327","571","771","20230125","740","9.05","20230106","578","16.44"
"1726","ビーアールホールディングス","東証PR","建設","20240129","373","4","1.08","369","369","374","369","371.98","62400","0.14","23212","17082","289","449","20230621","404","7.67","20230118","324","15.12"
"1730","麻生フオームクリート","東証ST","建設","20240129","689","-21","-2.96","710","700","703","673","688.01","111700","3.27","76851","2356","560","860","20231214","1039","33.69","20230330","391","76.21"
"1736","オーテック","東証ST","建設","20240129","3340","40","1.21","3300","3300","3345","3275","3320.38","1300","0.02","4317","19038","2600","4000","20230907","3400","1.76","20230208","2052","62.77"
"1739","メルディアDC","東証GR","建設","20240129","1093","0","0","1093","1094","1094","1093","1093.79","73400","1.14","80284","7055","793","1393","20231226","1094","0.09","20230816","663","64.86"
"1743","コーアツ工業","東証ST","建設","20240129","1273","-4","-0.31","1277","1271","1282","1271","1274.14","700","0.03","892","2902","977","1577","20230403","1538","17.23","20230106","1003","26.92"
"1757","創建エース","東証ST","建設","20240129","32","-1","-3.03","33","33","33","32","32.31","186300","0.07","6019","8565","3","63","20230525","59","45.76","20231005","27","18.52"
"1758","太洋基礎工業","東証ST","建設","20240129","2037","17","0.84","2020","2046","2048","2030","2043.73","2200","0.09","4496","5009","1520","2520","20230501","3110","34.5","20230206","1720","18.43"
"1762","高松コンストラクショングループ","東証PR","建設","20240129","2938","58","2.01","2880","2902","2953","2901","2934.09","35600","0.1","104454","102297","2380","3380","20240129","2953","0.51","20230106","1895","55.04"
"1764","工藤建設","東証ST","建設","20240129","2516","-55","-2.14","2571","2550","2550","2516","2533","200","0.02","507","3349","2071","3075","20230628","2720","7.5","20230823","2300","9.39"
"1766","東建コーポレーション","東証PR","建設","20240129","9420","70","0.75","9350","9340","9430","9270","9376.4","29200","0.22","273791","126906","7850","10850","20240123","9600","1.88","20230620","7140","31.93"
"1768","ソネック","東証ST","建設","20240129","953","8","0.85","945","949","953","946","950.96","4600","0.06","4374","7148","795","1095","20230914","1025","7.02","20230130","928","2.69"
"1770","藤田エンジニアリング","東証ST","建設","20240129","1284","-6","-0.47","1290","1290","1304","1275","1290.78","4500","0.04","5809","15023","990","1590","20240105","1368","6.14","20230216","864","48.61"
"1773","ワイ・ティー・エル・コーポレーション・バーハッド（外国株）","東証PR","建設","20240129","75","0","0","75","77","77","73","75.17","54000","-","4059","-","45","105","20231226","85","11.76","20230119","16","368.75"
"1775","富士古河E＆C","東証ST","建設","20240129","5430","160","3.04","5270","5360","5480","5270","5390.49","8100","0.09","43663","49014","4270","6270","20240129","5480","0.91","20230104","3380","60.65"
"1776","三井住建道路","東証ST","建設","20240129","1142","-1","-0.09","1143","1147","1149","1130","1141.71","14600","0.16","16669","10595","843","1443","20240129","1149","0.61","20230104","813","40.47"
"1780","ヤマウラ","東証PR","建設","20240129","1641","-19","-1.14","1660","1661","1685","1640","1656.03","45300","0.21","75018","34631","1260","2060","20240122","1718","4.48","20230105","993","65.26"
"1783","fantasista","東証ST","建設","20240129","47","0","0","47","47","48","46","47","621400","0.37","29208","7992","17","77","20230215","75","37.33","20231201","43","9.3"
"1786","オリエンタル白石","東証PR","建設","20240129","366","3","0.83","363","363","367","363","365.59","222800","0.16","81454","50804","283","443","20240125","370","1.08","20230104","279","31.18"
"1787","ナカボーテック","東証ST","建設","20240129","5010","-40","-0.79","5050","5050","5050","5010","5030","200","0.01","1006","13039","4050","6050","20230713","5840","14.21","20230120","4330","15.7"
"1788","三東工業社","東証ST","建設","20240129","3355","0","0","3355","3355","3355","3355","3355","100","0.01","336","2302","2655","4055","20230627","4460","24.78","20230105","2640","27.08"
"1789","ETSホールディングス","東証ST","建設","20240129","535","1","0.19","534","535","537","535","535.87","3800","0.06","2036","3411","434","634","20231024","725","26.21","20231218","515","3.88"
"1793","大本組","東証ST","建設","20240129","2460","0","0","2460","2460","2460","2410","2441.27","1100","0.01","2685","37877","1960","2960","20231229","2613","5.86","20230203","2077","18.44"
"1795","マサル","東証ST","建設","20240129","3450","-10","-0.29","3460","3475","3475","3450","3470.45","1100","0.12","3818","3109","2760","4160","20230809","3890","11.31","20230118","3110","10.93"
"1798","守谷商会","東証ST","建設","20240129","3630","345","10.5","3285","3320","3630","3320","3512.5","3600","0.16","12645","8204","2585","3985","20240129","3630","0","20230104","2173","67.05"
"1799","第一建設工業","東証ST","建設","20240129","1806","9","0.5","1797","1798","1806","1797","1800.04","2800","0.01","5040","37670","1397","2197","20240122","1814","0.44","20230120","1333","35.48"
"1801","大成建設","東証PR","建設","20240129","5336","42","0.79","5294","5294","5343","5292","5325.65","568200","0.3","3026035","1007285","4294","6294","20231114","5645","5.47","20230320","3965","34.58"
"1802","大林組","東証PR","建設","20240129","1363.5","22","1.64","1341.5","1348","1375.5","1348","1364.98","2704800","0.37","3692005","983778","1041.5","1641.5","20230915","1430","4.65","20230116","935","45.83"
"1803","清水建設","東証PR","建設","20240129","997","9.2","0.93","987.8","990","1006.5","988.8","998.11","1737800","0.23","1734512","741445","837.8","1138","20231107","1122","11.14","20230116","661","50.83"
"1805","飛島建設","東証PR","建設","20240129","1489","28","1.92","1461","1465","1490","1465","1484.28","83500","0.43","123937","28753","1161","1761","20240117","1510","1.39","20230105","997","49.35"
"1807","佐藤渡辺","東証ST","建設","20240129","3375","-5","-0.15","3380","3370","3395","3370","3376.11","900","0.03","3039","10785","2680","4080","20240109","3470","2.74","20230209","2153","56.76"
"1808","長谷工コーポレーション","東証PR","建設","20240129","1901","21","1.12","1880","1890","1907","1887","1897.86","1106300","0.37","2099600","571810","1480","2280","20240117","2018","5.8","20230116","1427","33.22"
"1810","松井建設","東証ST","建設","20240129","839","33","4.09","806","814","839","814","830.27","29800","0.1","24742","25657","656","956","20240111","884","5.09","20230110","544","54.23"
"1811","錢高組","東証ST","建設","20240129","4495","60","1.35","4435","4475","4515","4420","4484.67","6100","0.08","27357","33052","3735","5140","20240111","4580","1.86","20230116","2610","72.22"
"1812","鹿島建設","東証PR","建設","20240129","2604","12.5","0.48","2591.5","2570.5","2608.5","2564","2592.4","1549900","0.29","4017955","1376620","2091.5","3092","20240123","2718","4.19","20230116","1451","79.46"
"1813","不動テトラ","東証PR","建設","20240129","2380","31","1.32","2349","2350","2382","2350","2370.49","41300","0.25","97901","39245","1849","2849","20240104","2761","13.8","20230106","1454","63.69"
"1814","大末建設","東証PR","建設","20240129","1415","9","0.64","1406","1413","1423","1405","1413.05","85600","0.81","120957","15019","1106","1706","20230920","1563","9.47","20230206","1125","25.78"
"1815","鉄建建設","東証PR","建設","20240129","2114","34","1.63","2080","2080","2115","2080","2101.69","50600","0.32","106345","33124","1580","2580","20230919","2247","5.92","20230106","1740","21.49"
"1820","西松建設","東証PR","建設","20240129","4032","40","1","3992","4002","4032","4002","4019","224200","0.4","901061","224145","3292","4692","20240117","4137","2.54","20230511","3265","23.49"
"1821","三井住友建設","東証PR","建設","20240129","407","4","0.99","403","405","409","404","406.82","465400","0.29","189334","66208","323","483","20230309","443","8.13","20230601","347","17.29"
"1822","大豊建設","東証ST","建設","20240129","3900","140","3.72","3760","3825","3900","3820","3867.61","57900","0.32","223935","70524","3060","4460","20230920","4205","7.25","20230118","3370","15.73"
"1826","佐田建設","東証ST","建設","20240129","675","2","0.3","673","673","681","670","674.65","29700","0.19","20037","10477","573","773","20240125","743","9.15","20230104","424","59.2"
"1827","ナカノフドー建設","東証ST","建設","20240129","510","12","2.41","498","497","512","497","506.91","88500","0.26","44862","17594","418","578","20240117","534","4.49","20230104","311","63.99"
"1828","田辺工業","東証ST","建設","20240129","1456","6","0.41","1450","1454","1459","1442","1453.61","4400","0.04","6396","15620","1150","1750","20230928","1641","11.27","20230105","905","60.88"
"1833","奥村組","東証PR","建設","20240129","5050","70","1.41","4980","5000","5060","5000","5039.23","76300","0.2","384493","195259","4280","5680","20240123","5090","0.79","20230113","2932","72.24"
"1835","東鉄工業","東証PR","建設","20240129","3065","71","2.37","2994","2995","3075","2995","3055.38","31500","0.09","96245","110647","2494","3495","20240104","3225","4.96","20230601","2519","21.68"
"1840","土屋ホールディングス","東証ST","建設","20240129","230","1","0.44","229","230","230","228","229.45","18500","0.07","4245","5928","149","309","20230725","270","14.81","20230201","180","27.78"
"1841","サンユー建設","東証ST","建設","20240129","958","12","1.27","946","958","958","958","958","300","0.01","287","3832","796","1096","20230519","1110","13.69","20230111","836","14.59"
"1844","大盛工業","東証ST","建設","20240129","195","1","0.52","194","194","197","194","195.18","65900","0.37","12862","3495","144","244","20230724","222","12.16","20230104","173","12.72"
"1847","イチケン","東証ST","建設","20240129","2320","15","0.65","2305","2310","2320","2309","2313.28","7900","0.11","18275","16900","1805","2805","20240111","2358","1.61","20230110","1764","31.52"
"1848","富士ピー・エス","東証ST","建設","20240129","458","4","0.88","454","454","458","454","456.6","7700","0.04","3516","8520","374","534","20230919","484","5.37","20230104","430","6.51"
"1850","南海辰村建設","東証ST","建設","20240129","330","-2","-0.6","332","333","333","330","332.42","15100","0.05","5020","9516","252","412","20230418","370","10.81","20230104","303","8.91"
"1852","淺沼組","東証PR","建設","20240129","4350","85","1.99","4265","4290","4355","4290","4334.81","114900","0.71","498070","70284","3565","4965","20240129","4355","0.11","20230105","2956","47.16"
"1853","森組","東証ST","建設","20240129","340","-2","-0.58","342","344","344","339","341.24","61400","0.19","20952","11152","262","422","20230925","350","2.86","20230214","279","21.86"
"1860","戸田建設","東証PR","建設","20240129","934","8.1","0.87","925.9","925","941.7","924.6","935.65","840400","0.26","786321","301361","775.9","1076","20240111","955","2.2","20230406","668","39.82"
"1861","熊谷組","東証PR","建設","20240129","3725","30","0.81","3695","3710","3760","3710","3737.28","82000","0.19","306457","161239","2995","4395","20240123","3800","1.97","20230106","2536","46.88"
"1866","北野建設","東証ST","建設","20240129","3135","45","1.46","3090","3105","3150","3100","3121.2","7100","0.1","22161","21434","2390","3790","20230403","3390","7.52","20230116","2370","32.28"
"1867","植木組","東証ST","建設","20240129","1616","35","2.21","1581","1586","1624","1586","1608.07","26900","0.39","43257","11108","1181","1981","20240104","1774","8.91","20230531","1262","28.05"
"1870","矢作建設工業","東証PR","建設","20240129","1446","19","1.33","1427","1427","1450","1427","1442","25800","0.06","37204","64502","1127","1727","20240123","1483","2.49","20230105","739","95.67"
"1871","ピーエス三菱","東証PR","建設","20240129","942","11","1.18","931","932","946","932","940.97","62900","0.13","59187","44732","781","1081","20231206","960","1.88","20230105","595","58.32"
"1873","日本ハウスホールディングス","東証PR","建設","20240129","304","0","0","304","305","307","300","303.68","175000","0.44","53145","12160","224","384","20230302","410","25.85","20231226","275","10.55"
"1878","大東建託","東証PR","不動産","20240129","16115","-35","-0.22","16150","16150","16225","16025","16107.88","225300","0.33","3629105","1110629","12150","20150","20230905","16785","3.99","20230210","12150","32.63"
"1879","新日本建設","東証PR","建設","20240129","1221","24","2.01","1197","1201","1225","1201","1213.06","107600","0.18","130525","74921","897","1497","20230629","1304","6.37","20230104","734","66.35"
"1882","東亜道路工業","東証PR","建設","20240129","7030","90","1.3","6940","6940","7050","6940","7015.22","31600","0.3","221681","73394","5940","7940","20240109","7190","2.23","20230105","2805","150.62"
"1884","日本道路","東証PR","建設","20240129","2139","18","0.85","2121","2125","2154","2125","2136.3","69000","0.16","147405","94001","1621","2621","20240104","2410","11.24","20230110","1144","86.98"
"1885","東亜建設工業","東証PR","建設","20240129","3845","70","1.85","3775","3810","3865","3810","3838.79","54500","0.24","209214","86492","3075","4475","20240112","3935","2.29","20230112","2296","67.47"
"1887","日本国土開発","東証PR","建設","20240129","547","1","0.18","546","549","549","546","547.5","160900","0.17","88093","51010","446","646","20230929","686","20.26","20240119","528","3.6"
"1888","若築建設","東証PR","建設","20240129","3065","45","1.49","3020","3040","3065","3030","3051.1","10500","0.08","32037","39738","2320","3720","20230509","4585","33.15","20230106","2651","15.62"
