"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231031","30858.85","161.89","0.53","30696.96","30694.96","30973.66","30552.65","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231031","2253.72","22.48","1.01","2231.24","2241.72","2260.65","2231.61","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231031","3840","80","2.13","3760","3770","3840","3740","3800.05","18300","0.17","69541","41965","3060","4460","20230920","4090","6.11","20230320","3370","13.95"
"1332","ニッスイ","東証PR","水産・農林","20231031","731.2","19.1","2.68","712.1","719.1","732.5","715.7","726.94","1337900","0.43","972569","228449","562.1","862.1","20230817","789","7.33","20230113","517","41.43"
"1333","マルハニチロ","東証PR","水産・農林","20231031","2581","72.5","2.89","2508.5","2519.5","2582","2511.5","2555.02","169900","0.34","434097","130544","2008.5","3009","20230926","2688","3.98","20230320","2333","10.63"
"1375","雪国まいたけ","東証PR","水産・農林","20231031","896","14","1.59","882","889","896","884","890.63","74800","0.19","66619","35760","732","1032","20230307","1057","15.23","20230821","867","3.34"
"1376","カネコ種苗","東証ST","水産・農林","20231031","1420","16","1.14","1404","1405","1420","1401","1412.73","14000","0.12","19778","16717","1104","1704","20230404","1709","16.91","20230818","1370","3.65"
"1377","サカタのタネ","東証PR","水産・農林","20231031","4045","115","2.93","3930","3945","4045","3945","4013.05","137900","0.29","553400","191776","3230","4630","20230926","4495","10.01","20230411","3765","7.44"
"1379","ホクト","東証PR","水産・農林","20231031","1815","32","1.79","1783","1785","1815","1785","1804.23","104600","0.31","188722","60547","1383","2183","20230131","1902","4.57","20231018","1769","2.6"
"1380","秋川牧園","東証ST","水産・農林","20231031","1041","1","0.1","1040","1042","1043","1040","1041.63","1600","0.04","1667","4350","740","1340","20230928","1094","4.84","20230619","1034","0.68"
"1381","アクシーズ","東証ST","水産・農林","20231031","2874","4","0.14","2870","2870","2959","2870","2881.36","3600","0.06","10373","16145","2370","3370","20230627","3270","12.11","20230217","2828","1.63"
"1382","ホーブ","東証ST","水産・農林","20231031","1932","22","1.15","1910","1905","1932","1856","1905.7","11200","1.47","21344","1472","1510","2310","20230912","4635","58.32","20230111","1664","16.11"
"1383","ベルグアース","東証ST","水産・農林","20231031","3190","5","0.16","3185","3200","3200","3190","3196.25","400","0.02","1279","5137","2485","3885","20230403","3475","8.2","20230104","2886","10.53"
"1384","ホクリヨウ","東証ST","水産・農林","20231031","1034","-1","-0.1","1035","1027","1043","1018","1031.32","19800","0.23","20420","8747","735","1335","20230925","1205","14.19","20230104","702","47.29"
"1400","ルーデン・ホールディングス","東証GR","建設","20231031","78","-42","-35","120","114","115","70","88.32","1339300","10.3","118293","1015","70","170","20230221","187","58.29","20231031","70","11.43"
"1401","エムビーエス","東証GR","建設","20231031","540","6","1.12","534","542","542","532","536.59","3700","0.05","1985","4175","434","634","20230721","574","5.92","20230113","466","15.88"
"1407","ウエストホールディングス","東証ST","建設","20231031","3310","45","1.38","3265","3255","3325","3245","3293","213800","0.46","704044","152351","2565","3965","20230113","4730","30.02","20230818","2324","42.43"
"1414","ショーボンドホールディングス","東証PR","建設","20231031","5920","155","2.69","5765","5819","5923","5810","5883.96","159300","0.28","937314","335931","4765","6765","20230814","6050","2.15","20230217","5170","14.51"
"1417","ミライト・ワン","東証PR","建設","20231031","1994","36.5","1.86","1957.5","1975","1996","1971","1985.4","179400","0.17","356180","206031","1557.5","2357.5","20230919","2058","3.11","20230213","1468","35.83"
"1418","インターライフホールディングス","東証ST","建設","20231031","204","-2","-0.97","206","206","207","203","204.4","16100","0.08","3291","4082","126","286","20230417","318","35.85","20230316","159","28.3"
"1419","タマホーム","東証PR","建設","20231031","3400","5","0.15","3395","3405","3410","3340","3380.59","291400","0.99","985104","100150","2695","4095","20230529","4125","17.58","20230110","2422","40.38"
"1420","サンヨーホームズ","東証ST","建設","20231031","710","6","0.85","704","705","710","705","707.9","8200","0.06","5805","8960","554","854","20230127","790","10.13","20230412","701","1.28"
"1429","日本アクア","東証PR","建設","20231031","938","17","1.85","921","923","942","917","928.91","72300","0.21","67160","32605","771","1071","20230914","1125","16.62","20230117","774","21.19"
"1430","ファーストコーポレーション","東証ST","建設","20231031","746","11","1.5","735","737","749","736","742.53","35400","0.26","26286","9969","585","885","20230509","963","22.53","20230718","690","8.12"
"1431","Lib_Work","東証GR","建設","20231031","785","0","0","785","785","788","780","784.62","10500","0.05","8239","18284","635","935","20230417","839","6.44","20230106","748","4.95"
"1433","ベステラ","東証PR","建設","20231031","981","18","1.87","963","964","981","953","968.8","50100","0.56","48537","8819","813","1113","20230613","1341","26.85","20230314","851","15.28"
"1434","JESCOホールディングス","東証ST","建設","20231031","748","19","2.61","729","732","789","728","747.23","96800","1.41","72332","5138","579","879","20230828","800","6.5","20230104","439","70.39"
"1435","Robot_Home","東証ST","不動産","20231031","186","0","0","186","186","187","181","184.15","180600","0.2","33257","16950","136","236","20230414","258","27.91","20230106","158","17.72"
"1436","フィット","東証GR","建設","20231031","801","11","1.39","790","790","801","790","795","300","0.01","239","3432","640","940","20230411","1286","37.71","20230104","656","22.1"
"1438","岐阜造園","東証ST","建設","20231031","1499","-10","-0.66","1509","1509","1509","1499","1501","600","0.02","901","4804","1109","1909","20230921","1870","19.84","20230112","994","50.8"
"1439","安江工務店","東証ST","建設","20231031","1410","10","0.71","1400","1400","1411","1370","1394.28","1800","0.13","2510","1905","1100","1700","20230203","1796","21.49","20230314","942","49.68"
"1443","技研ホールディングス","東証ST","建設","20231031","212","2","0.95","210","210","212","209","210.47","23500","0.14","4946","3442","130","290","20230130","313","32.27","20230105","203","4.43"
"1444","ニッソウ","東証GR","建設","20231031","2364","45","1.94","2319","2323","2364","2323","2337.31","1600","0.15","3740","2574","1819","2819","20230712","2780","14.96","20230130","1954","20.98"
"1446","キャンディル","東証ST","建設","20231031","557","11","2.01","546","550","557","550","553.41","13500","0.13","7471","5979","446","646","20230904","649","14.18","20230130","492","13.21"
"1447","ITbookホールディングス","東証GR","建設","20231031","307","2","0.66","305","305","308","302","305.55","19300","0.08","5897","7415","225","385","20230221","436","29.59","20231024","295","4.07"
