"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231116","33424.41","-95.29","-0.28","33519.7","33399.59","33614.13","33233.84","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231116","2368.62","-4.6","-0.19","2373.22","2367.75","2383.9","2359.25","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231116","3700","-20","-0.54","3720","3730","3730","3700","3711.36","11400","0.1","42310","40435","3020","4420","20230920","4090","9.54","20230320","3370","9.79"
"1332","ニッスイ","東証PR","水産・農林","20231116","696.8","-5.1","-0.73","701.9","701","709.5","696.8","701.28","1682700","0.54","1180046","217701","551.9","851.9","20230817","789","11.69","20230113","517","34.78"
"1333","マルハニチロ","東証PR","水産・農林","20231116","2736","-46","-1.65","2782","2767","2782","2733","2752.88","195000","0.39","536811","138384","2282","3282","20231114","2892","5.39","20230320","2333","17.27"
"1375","雪国まいたけ","東証PR","水産・農林","20231116","935","-11","-1.16","946","945","946","935","939.12","64300","0.16","60386","37317","796","1096","20230307","1057","11.54","20230821","867","7.84"
"1376","カネコ種苗","東証ST","水産・農林","20231116","1400","-12","-0.85","1412","1414","1416","1397","1402.31","18000","0.15","25242","16482","1112","1712","20230404","1709","18.08","20230818","1370","2.19"
"1377","サカタのタネ","東証PR","水産・農林","20231116","4035","-55","-1.34","4090","4070","4080","4035","4051.96","50800","0.11","205840","191302","3390","4790","20230926","4495","10.23","20230411","3765","7.17"
"1379","ホクト","東証PR","水産・農林","20231116","1735","-22","-1.25","1757","1763","1765","1735","1745.69","122000","0.37","212975","57878","1357","2157","20230131","1902","8.78","20231116","1735","0"
"1380","秋川牧園","東証ST","水産・農林","20231116","1045","0","0","1045","1049","1049","1043","1047.43","1400","0.03","1466","4367","745","1345","20230928","1094","4.48","20230619","1034","1.06"
"1381","アクシーズ","東証ST","水産・農林","20231116","2844","-19","-0.66","2863","2863","2874","2828","2845.4","6800","0.12","19349","15976","2363","3365","20230627","3270","13.03","20230217","2828","0.57"
