"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20240116","35619.18","-282.61","-0.79","35901.79","35909.2","35955.68","35587.53","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20240116","2503.98","-20.62","-0.82","2524.6","2523.8","2525.79","2501.97","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20240116","3900","-10","-0.26","3910","3910","3920","3890","3901.49","14400","0.13","56182","42620","3210","4610","20230920","4090","4.65","20230320","3370","15.73"
"1332","ニッスイ","東証PR","水産・農林","20240116","785.9","-12.4","-1.55","798.3","797.2","798.1","783.1","787.41","1298600","0.42","1022535","245539","648.3","948.3","20231212","821","4.28","20230113","517","52.01"
"1333","マルハニチロ","東証PR","水産・農林","20240116","2807.5","-31.5","-1.11","2839","2855","2860","2806","2820.56","138200","0.27","389801","142000","2339","3339","20231212","2962","5.22","20230320","2333","20.34"
"1375","雪国まいたけ","東証PR","水産・農林","20240116","949","-1","-0.11","950","952","962","946","954.09","84200","0.21","80335","37875","800","1100","20230307","1057","10.22","20230821","867","9.46"
"1376","カネコ種苗","東証ST","水産・農林","20240116","1380","-16","-1.15","1396","1397","1399","1376","1383.42","16700","0.14","23103","16246","1096","1696","20230404","1709","19.25","20240112","1366","1.02"
"1377","サカタのタネ","東証PR","水産・農林","20240116","3780","-165","-4.18","3945","3905","3910","3780","3823.8","519000","1.09","1984551","179213","3245","4645","20230926","4495","15.91","20230411","3765","0.4"
"1379","ホクト","東証PR","水産・農林","20240116","1763","-6","-0.34","1769","1767","1775","1763","1769","42800","0.13","75713","58812","1369","2169","20230131","1902","7.31","20231213","1708","3.22"
"1380","秋川牧園","東証ST","水産・農林","20240116","1038","3","0.29","1035","1035","1038","1034","1035.79","2400","0.06","2486","4338","735","1335","20230928","1094","5.12","20231220","1024","1.37"
"1381","アクシーズ","東証ST","水産・農林","20240116","2923","9","0.31","2914","2920","2923","2912","2916.81","1600","0.03","4667","16420","2414","3415","20230627","3270","10.61","20230217","2828","3.36"
"1382","ホーブ","東証ST","水産・農林","20240116","2225","49","2.25","2176","2196","2288","2169","2225.93","13200","1.73","29382","1695","1676","2676","20230912","4635","52","20230111","1664","33.71"
"1383","ベルグアース","東証ST","水産・農林","20240116","3415","15","0.44","3400","3410","3420","3405","3411.82","2200","0.14","7506","5500","2700","4100","20230403","3475","1.73","20230104","2886","18.33"
"1384","ホクリヨウ","東証ST","水産・農林","20240116","1072","6","0.56","1066","1070","1078","1055","1068.73","28200","0.33","30138","9068","766","1366","20230925","1205","11.04","20230104","702","52.71"
"1401","エムビーエス","東証GR","建設","20240116","624","-3","-0.48","627","651","655","620","636.2","94600","1.22","60185","4825","527","727","20240116","655","4.73","20230113","466","33.91"
"1407","ウエストホールディングス","東証ST","建設","20240116","3100","-20","-0.64","3120","3135","3215","3100","3148.09","373900","0.81","1177069","142685","2420","3820","20230113","4730","34.46","20230818","2324","33.39"
"1414","ショーボンドホールディングス","東証PR","建設","20240116","6878","58","0.85","6820","6825","6919","6825","6881.68","181100","0.32","1246272","390293","5820","7820","20240116","6919","0.59","20230217","5170","33.04"
"1417","ミライト・ワン","東証PR","建設","20240116","1914.5","-43.5","-2.22","1958","1961.5","1965","1913.5","1926.56","254100","0.25","489538","197816","1558","2358","20230919","2058","6.97","20230213","1468","30.42"
