"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"0001","日経平均株価（日経225）","東証","株価指数","20231017","32040.29","381.26","1.2","31659.03","32063.79","32260.77","31901.39","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20231017","2292.08","18.54","0.82","2273.54","2298.09","2310.05","2281.85","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20231017","3750","-30","-0.79","3780","3785","3805","3750","3774.18","19400","0.18","73219","40981","3080","4480","20230920","4090","8.31","20230320","3370","11.28"
"1332","ニッスイ","東証PR","水産・農林","20231017","690.1","2.8","0.41","687.3","697.4","698.8","685.1","690.85","988200","0.32","682695","215608","587.3","787.3","20230817","789","12.53","20230113","517","33.48"
"1333","マルハニチロ","東証PR","水産・農林","20231017","2440.5","-13.5","-0.55","2454","2467.5","2475.5","2433.5","2445.52","136400","0.27","333568","123438","1954","2954","20230926","2688","9.21","20230320","2333","4.61"
"1375","雪国まいたけ","東証PR","水産・農林","20231017","873","3","0.34","870","872","880","872","875.32","63800","0.16","55845","34842","720","1020","20230307","1057","17.41","20230821","867","0.69"
"1376","カネコ種苗","東証ST","水産・農林","20231017","1392","8","0.58","1384","1418","1418","1391","1399.86","17700","0.15","24778","16387","1084","1684","20230404","1709","18.55","20230818","1370","1.61"
"1377","サカタのタネ","東証PR","水産・農林","20231017","4115","15","0.37","4100","4135","4145","4100","4121.08","50600","0.11","208527","195095","3400","4800","20230926","4495","8.45","20230411","3765","9.3"
"1379","ホクト","東証PR","水産・農林","20231017","1780","3","0.17","1777","1781","1784","1774","1779.1","69300","0.21","123292","59379","1377","2177","20230131","1902","6.41","20231017","1774","0.34"
"1380","秋川牧園","東証ST","水産・農林","20231017","1045","3","0.29","1042","1042","1045","1041","1042.25","400","0.01","417","4367","742","1342","20230928","1094","4.48","20230619","1034","1.06"
"1381","アクシーズ","東証ST","水産・農林","20231017","-","0","0","2982","-","-","-","-","-","0","-","16751","2482","3485","20230627","3270","100","20230217","2828","-100"
"1382","ホーブ","東証ST","水産・農林","20231017","1933","-78","-3.88","2011","2011","2042","1902","1957.5","36400","4.78","71253","1473","1511","2511","20230912","4635","58.3","20230111","1664","16.17"
"1383","ベルグアース","東証ST","水産・農林","20231017","3200","-10","-0.31","3210","3205","3220","3195","3203.75","800","0.05","2563","5154","2510","3910","20230403","3475","7.91","20230104","2886","10.88"
"1384","ホクリヨウ","東証ST","水産・農林","20231017","1065","-48","-4.31","1113","1115","1120","1061","1080.88","47700","0.56","51558","9009","813","1413","20230925","1205","11.62","20230104","702","51.71"
"1400","ルーデン・ホールディングス","東証GR","建設","20231017","122","1","0.83","121","121","122","121","121.89","9500","0.07","1158","1587","71","171","20230221","187","34.76","20230206","98","24.49"
"1401","エムビーエス","東証GR","建設","20231017","529","-7","-1.31","536","528","532","520","526.33","20900","0.27","11000","4090","436","636","20230721","574","7.84","20230113","466","13.52"
"1407","ウエストホールディングス","東証ST","建設","20231017","3535","40","1.14","3495","3560","3685","3505","3587.66","357900","0.78","1284025","162707","2795","4195","20230113","4730","25.26","20230818","2324","52.11"
"1414","ショーボンドホールディングス","東証PR","建設","20231017","5637","11","0.2","5626","5670","5678","5618","5641.68","50900","0.09","287162","319873","4626","6626","20230814","6050","6.83","20230217","5170","9.03"
