"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"1305","20230628","2425","2455","2423","2455","2436.6186","258180","629086195","2425","2435.5","2423","2434.5","2443","2455","2442.5","2455"
"1306","20230628","2399","2429","2396","2428.5","2415.0493","1689910","4081216020","2399","2409.5","2396","2409.5","2417","2429","2416.5","2428.5"
"1308","20230628","2371.5","2400","2369","2400","2388.5516","730400","1744598100","2371.5","2380","2369","2380","2387.5","2400","2387.5","2400"
"1309","20230628","38870","38870","38370","38820","38531.2632","95","3660470","38870","38870","38510","38860","38870","38870","38370","38820"
"1311","20230628","1152","1172.5","1148","1155.5","1156.2373","4510","5214630","1152","1155.5","1148","1153","1157.5","1172.5","1155.5","1155.5"
"1319","20230628","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1320","20230628","34180","34560","34020","34540","34336.4234","70391","2416975180","34180","34270","34020","34180","34350","34560","34350","34540"
"1321","20230628","34280","34670","34120","34650","34350.035","408184","14021134670","34280","34360","34120","34280","34460","34670","34460","34650"
"1322","20230628","7677","7680","7590","7590","7651.3333","90","688620","7677","7680","7590","7590","-","-","-","-"
"1324","20230628","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1325","20230628","236","236","233.1","235.8","235.5578","40300","9492980","236","236","233.1","234.9","235","236","234.7","235.8"
"1326","20230628","25600","25620","25565","25620","25596.1713","2890","73972935","25600","25605","25565","25605","25600","25620","25595","25620"
"1328","20230628","6825","6839","6822","6839","6829.4283","5160","35239850","6825","6834","6822","6829","6830","6839","6829","6839"
"1329","20230628","34140","34540","34000","34520","34335.723","29715","1020286010","34140","34250","34000","34160","34330","34540","34330","34520"
"1330","20230628","34290","34690","34140","34690","34379.6862","135740","4666698600","34290","34380","34140","34300","34470","34690","34470","34690"
"1343","20230628","1997","2015.5","1997","2010.5","2009.9519","592250","1190393995","1997","2015.5","1997","2012.5","2014","2014","2006","2010.5"
"1345","20230628","1885","1900.5","1885","1897.5","1896.0919","57700","109404500","1885","1900.5","1885","1898","1899.5","1900","1893.5","1897.5"
