"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20231117","2","32200","-1100","2800","200","11.5","13600","500","2700","200","18600","-1600","100","-"
"1332","20231117","2","1585900","7900","183500","-36900","8.64","757100","15400","143100","-36900","828800","-7500","40400","-"
"1333","20231117","2","621400","-106400","88700","12300","7.01","198700","-80000","37300","11200","422700","-26400","51400","1100"
"1375","20231117","1","189600","-21000","3200","-100","59.25","79200","-17100","-","-","110400","-3900","3200","-100"
"1376","20231117","1","36400","-1300","-","-","-","22800","-700","-","-","13600","-600","-","-"
"1377","20231117","2","46100","-","29800","-15400","1.55","33300","500","6200","-17800","12800","-500","23600","2400"
"1379","20231117","2","58700","17400","19000","800","3.09","47800","13700","6600","300","10900","3700","12400","500"
"1380","20231117","1","5200","1500","1300","1300","4","2100","1500","-","-","3100","-","1300","1300"
"1381","20231117","1","6100","700","-","-","-","4400","1000","-","-","1700","-300","-","-"
"1382","20231117","1","58800","-3600","-","-","-","43700","-3900","-","-","15100","300","-","-"
"1383","20231117","1","15200","3600","-","-","-","13300","3600","-","-","1900","-","-","-"
"1384","20231117","1","170200","-14700","-","-","-","59300","-2600","-","-","110900","-12100","-","-"
"1400","20231117","1","706900","31700","-","-","-","255100","15300","-","-","451800","16400","-","-"
"1401","20231117","1","112500","22000","-","-","-","28300","900","-","-","84200","21100","-","-"
"1407","20231117","2","226200","-4700","95000","-2200","2.38","118400","-3800","94600","-2400","107800","-900","400","200"
"1414","20231117","2","42000","-7500","25900","-700","1.62","33900","-3600","10300","-400","8100","-3900","15600","-300"
"1417","20231117","2","135800","51500","22500","3500","6.04","104000","39700","13200","4000","31800","11800","9300","-500"
"1418","20231117","2","349100","-3700","43700","1600","7.99","209400","-2800","43700","1600","139700","-900","-","-"
"1419","20231117","2","267500","-18100","512400","69800","0.52","181600","-10800","266100","23100","85900","-7300","246300","46700"
"1420","20231117","2","35100","1400","3900","500","9","21200","-100","3900","500","13900","1500","-","-"
"1429","20231117","2","591600","-65600","15800","1000","37.44","280400","-34900","15700","900","311200","-30700","100","100"
"1430","20231117","2","117800","-14900","95700","14600","1.23","86300","-13600","95500","14400","31500","-1300","200","200"
"1431","20231117","2","42800","-28000","17500","-82600","2.45","26200","-27300","17500","-82600","16600","-700","-","-"
"1433","20231117","2","206100","-13200","112700","-800","1.83","115600","-10200","110700","-800","90500","-3000","2000","-"
"1434","20231117","2","263000","-26400","26400","-4300","9.96","140300","-21500","26400","-4300","122700","-4900","-","-"
"1435","20231117","1","2027000","4700","1000","-1000","2027","654800","-28300","-","-","1372200","33000","1000","-1000"
"1436","20231117","1","94800","100","-","-","-","32900","1100","-","-","61900","-1000","-","-"
"1438","20231117","1","44600","-200","-","-","-","1700","-100","-","-","42900","-100","-","-"
"1439","20231117","1","55500","-2500","-","-","-","15200","-1800","-","-","40300","-700","-","-"
"1443","20231117","1","768600","-14500","-","-","-","486000","-6500","-","-","282600","-8000","-","-"
"1444","20231117","1","32900","400","-","-","-","16100","600","-","-","16800","-200","-","-"
"1446","20231117","2","47300","3900","41400","500","1.14","21200","2300","41400","500","26100","1600","-","-"
"1447","20231117","1","2049400","23200","-","-","-","491600","15200","-","-","1557800","8000","-","-"
"1450","20231117","1","21100","-200","-","-","-","8600","400","-","-","12500","-600","-","-"
"1451","20231117","1","54100","3000","-","-","-","32900","900","-","-","21200","2100","-","-"
"1491","20231117","1","1351000","21500","-","-","-","1178500","21500","-","-","172500","-","-","-"
"1514","20231117","2","3568800","-524900","37100","27600","96.19","1770500","292300","-","-","1798300","-817200","37100","27600"
"1515","20231117","2","77000","-6300","5800","-1000","13.28","26800","-2600","3700","-1300","50200","-3700","2100","300"
"1518","20231117","2","1174800","-46100","723300","-32300","1.62","881200","-37500","709900","-32300","293600","-8600","13400","-"
"1605","20231117","2","8430700","-229700","1183100","81600","7.13","5344400","-191800","975100","76800","3086300","-37900","208000","4800"
"1662","20231117","2","483100","-126200","61700","21600","7.83","414100","-79300","49400","20100","69000","-46900","12300","1500"
"1663","20231117","2","464000","83600","8900","4300","52.13","261200","63000","8400","4300","202800","20600","500","-"
"1711","20231117","1","592800","-8400","-","-800","-","382600","-6100","-","-","210200","-2300","-","-800"
"1712","20231117","2","568900","-8200","5000","500","113.78","432000","-10400","5000","500","136900","2200","-","-"
"1716","20231117","2","100500","14000","2000","-400","50.25","48300","13500","2000","-400","52200","500","-","-"
"1717","20231117","1","186900","1200","-","-","-","59100","-5200","-","-","127800","6400","-","-"
"1718","20231117","1","71600","-100","-","-","-","4400","-","-","-","67200","-100","-","-"
"1719","20231117","2","453800","-75500","92900","14800","4.88","346700","-17000","78400","15200","107100","-58500","14500","-400"
"1720","20231117","2","416700","-15000","106900","55900","3.9","253500","-12100","50600","32500","163200","-2900","56300","23400"
"1721","20231117","2","26200","-40400","82100","-33100","0.32","16000","-38300","22000","-31800","10200","-2100","60100","-1300"
"1723","20231117","1","16200","-400","-","-","-","5800","-200","-","-","10400","-200","-","-"
"1724","20231117","1","197400","5000","-","-","-","75900","700","-","-","121500","4300","-","-"
"1726","20231117","1","242600","107400","11100","9900","21.86","117900","70000","-","-","124700","37400","11100","9900"
"1730","20231117","1","99700","3500","-","-","-","9700","200","-","-","90000","3300","-","-"
"1736","20231117","1","8100","-1000","-","-","-","5100","-800","-","-","3000","-200","-","-"
"1739","20231117","1","310100","-56200","-","-","-","202000","15500","-","-","108100","-71700","-","-"
"1743","20231117","1","32800","1300","-","-","-","4100","400","-","-","28700","900","-","-"
"1757","20231117","1","5329400","184200","-","-","-","5187000","184200","-","-","142400","-","-","-"
"1758","20231117","1","94600","500","-","-","-","59000","-500","-","-","35600","1000","-","-"
"1762","20231117","2","13700","-1500","1000","-300","13.7","10800","-900","400","-300","2900","-600","600","-"
"1764","20231117","1","8000","-1300","-","-","-","7600","-1300","-","-","400","-","-","-"
"1766","20231117","2","10300","-400","8500","1200","1.21","1900","-200","7200","1000","8400","-200","1300","200"
"1768","20231117","2","5700","-500","31100","300","0.18","3800","-200","31100","300","1900","-300","-","-"
"1770","20231117","1","68800","20400","-","-","-","18900","15500","-","-","49900","4900","-","-"
"1773","20231117","1","9000","6000","-","-","-","9000","6000","-","-","-","-","-","-"
"1775","20231117","1","42600","3200","-","-","-","7300","-600","-","-","35300","3800","-","-"
"1776","20231117","1","139800","-2500","-","-","-","12100","1100","-","-","127700","-3600","-","-"
"1780","20231117","2","27500","13200","14500","3900","1.9","20200","10400","12100","3300","7300","2800","2400","600"
"1783","20231117","1","3672700","-22900","-","-","-","3224100","-42900","-","-","448600","20000","-","-"
"1786","20231117","2","941100","-17700","29500","-12000","31.9","480700","-36200","29500","-11400","460400","18500","-","-600"
"1787","20231117","1","3500","100","-","-","-","2200","100","-","-","1300","-","-","-"
"1788","20231117","1","3800","100","-","-","-","3000","-","-","-","800","100","-","-"
"1789","20231117","2","123500","-14900","4900","-6100","25.2","74900","-9700","4900","-6100","48600","-5200","-","-"
"1793","20231117","1","4900","-","-","-","-","1700","-","-","-","3200","-","-","-"
"1795","20231117","1","2100","-1700","-","-","-","1500","-1800","-","-","600","100","-","-"
"1798","20231117","1","94200","-","-","-","-","700","-100","-","-","93500","100","-","-"
"1799","20231117","2","84500","700","500","100","169","8700","300","500","100","75800","400","-","-"
