"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230818","2","25400","-2500","3500","-100","7.26","11600","-1800","3400","-100","13800","-700","100","-"
"1332","20230818","2","820900","-140300","563300","124300","1.46","401900","-87900","518200","124500","419000","-52400","45100","-200"
"1333","20230818","2","662200","-22600","50300","600","13.17","210100","-5100","10300","100","452100","-17500","40000","500"
"1375","20230818","1","251900","20300","14400","1200","17.49","129800","15500","-","-","122100","4800","14400","1200"
"1376","20230818","1","37800","9400","400","400","94.5","24400","5000","-","-","13400","4400","400","400"
"1377","20230818","2","59500","-3400","25200","-3000","2.36","44000","-1100","5100","200","15500","-2300","20100","-3200"
"1379","20230818","2","48100","12200","35100","-3000","1.37","36700","7800","3000","-2800","11400","4400","32100","-200"
"1380","20230818","1","3500","-300","-","-","-","600","-","-","-","2900","-300","-","-"
"1381","20230818","1","4800","400","-","-","-","3600","-100","-","-","1200","500","-","-"
"1382","20230818","1","21400","-900","-","-","-","10300","-500","-","-","11100","-400","-","-"
"1383","20230818","1","9200","100","-","-","-","7700","-100","-","-","1500","200","-","-"
"1384","20230818","1","143500","-29700","-","-","-","55000","-700","-","-","88500","-29000","-","-"
"1400","20230818","1","572200","-23200","-","-","-","289200","-40900","-","-","283000","17700","-","-"
"1401","20230818","1","92500","-1500","-","-","-","32700","-2400","-","-","59800","900","-","-"
"1407","20230818","2","573300","11200","86400","12400","6.64","399900","15400","74500","10900","173400","-4200","11900","1500"
"1414","20230818","2","69200","-15500","20700","-2100","3.34","53000","-14300","5900","-1500","16200","-1200","14800","-600"
"1417","20230818","2","81500","-76100","23100","-7900","3.53","51000","-68400","12700","-7900","30500","-7700","10400","-"
"1418","20230818","2","740600","-40300","233800","-5200","3.17","596400","-29900","233800","-5200","144200","-10400","-","-"
