"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230331","2","43600","-12700","9200","-131900","4.74","32500","-9100","7800","1300","11100","-3600","1400","-133200"
"1332","20230331","2","1385400","-92000","140800","-1474100","9.84","334200","-39000","89400","-54500","1051200","-53000","51400","-1419600"
"1333","20230331","2","524500","-4600","42200","1100","12.43","117900","500","7500","1400","406600","-5100","34700","-300"
"1375","20230331","1","123900","-1500","15400","-25600","8.05","54400","-2900","-","-","69500","1400","15400","-25600"
"1376","20230331","1","6400","-100","-","-","-","4400","-100","-","-","2000","-","-","-"
"1377","20230331","2","101200","-1100","17600","700","5.75","84600","-1000","6500","700","16600","-100","11100","-"
"1379","20230331","2","37600","700","52100","-100500","0.72","30200","800","8100","-1700","7400","-100","44000","-98800"
"1380","20230331","1","4200","-","-","-","-","1700","-","-","-","2500","-","-","-"
"1381","20230331","1","7300","-300","100","-","73","5100","-200","-","-","2200","-100","100","-"
"1382","20230331","1","25400","-2200","-","-","-","12500","-2200","-","-","12900","-","-","-"
"1383","20230331","1","14700","-4900","-","-","-","11700","-5900","-","-","3000","1000","-","-"
"1384","20230331","1","189500","2600","2000","-36600","94.75","124700","6900","-","-","64800","-4300","2000","-36600"
"1400","20230331","1","301600","34400","-","-","-","278500","33000","-","-","23100","1400","-","-"
"1401","20230331","1","42400","300","-","-","-","12500","900","-","-","29900","-600","-","-"
"1407","20230331","2","468800","-12400","88500","24600","5.3","352400","-14300","85200","24600","116400","1900","3300","-"
"1414","20230331","2","161500","-7400","17500","300","9.23","129000","-6800","7100","300","32500","-600","10400","-"
"1417","20230331","2","91600","-6500","41100","-15200","2.23","66900","-1300","14600","-4700","24700","-5200","26500","-10500"
"1418","20230331","2","194700","24500","4000","3900","48.67","137300","21100","4000","3900","57400","3400","-","-"
"1419","20230331","2","179800","3800","989400","-42900","0.18","137100","9100","940200","-30300","42700","-5300","49200","-12600"
"1420","20230331","2","30000","-7700","28600","-35600","1.05","25000","-8600","27400","-4100","5000","900","1200","-31500"
"1429","20230331","2","315800","-17300","46900","-7500","6.73","192100","-9000","45900","-7500","123700","-8300","1000","-"
"1430","20230331","2","227700","10900","14500","6500","15.7","161100","9500","14500","6500","66600","1400","-","-"
"1431","20230331","2","45800","-8900","196700","-8600","0.23","15700","-9700","196700","-8600","30100","800","-","-"
"1433","20230331","2","166500","-19300","109500","1100","1.52","86800","-11100","107500","1100","79700","-8200","2000","-"
"1434","20230331","2","182400","-8100","5200","2000","35.08","53200","2400","5200","2000","129200","-10500","-","-"
"1435","20230331","1","2349800","141200","18100","1100","129.82","452000","125300","-","-","1897800","15900","18100","1100"
"1436","20230331","1","86700","-1800","-","-","-","26600","-2500","-","-","60100","700","-","-"
"1438","20230331","1","42600","-800","-","-","-","15200","700","-","-","27400","-1500","-","-"
"1439","20230331","1","71200","3200","-","-","-","28700","1900","-","-","42500","1300","-","-"
