"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20240216","2","867500","845200","1140000","1131500","0.76","828000","820900","1124200","1116700","39500","24300","15800","14800"
"130A","20240216","1","334200","-105500","900","-47300","371.33","258900","95400","-","-","75300","-200900","900","-47300"
"1332","20240216","2","918900","-44300","396000","17600","2.32","510600","-41200","340800","16400","408300","-3100","55200","1200"
"1333","20240216","2","491900","-7300","64100","-2800","7.67","144800","-4300","18700","-3200","347100","-3000","45400","400"
"1375","20240216","1","148000","-24800","3000","600","49.33","35500","-2200","-","-","112500","-22600","3000","600"
"1376","20240216","1","42100","-1600","-","-","-","30600","-500","-","-","11500","-1100","-","-"
"1377","20240216","2","230000","5900","20900","-4700","11","179900","2900","9900","-5300","50100","3000","11000","600"
"1379","20240216","2","44800","-3400","6400","-800","7","31600","-3300","3900","-800","13200","-100","2500","-"
"1380","20240216","1","5100","-700","-","-","-","1000","-300","-","-","4100","-400","-","-"
"1381","20240216","1","24200","1300","100","-","242","8200","-500","-","-","16000","1800","100","-"
"1382","20240216","1","72700","-3000","-","-","-","56100","-2800","-","-","16600","-200","-","-"
"1383","20240216","1","24600","700","-","-","-","22000","900","-","-","2600","-200","-","-"
"1384","20240216","1","207100","24700","-","-","-","62900","10200","-","-","144200","14500","-","-"
"1401","20240216","1","79600","-800","-","-","-","47200","-1800","-","-","32400","1000","-","-"
"1407","20240216","2","245500","-19300","60400","-7100","4.06","118200","-18000","60100","-6900","127300","-1300","300","-200"
"1414","20240216","2","71600","17800","36500","-300","1.96","58900","15500","10400","-300","12700","2300","26100","-"
"1417","20240216","2","157600","56300","18500","-4800","8.52","109500","45900","9000","-4800","48100","10400","9500","-"
"1418","20240216","2","624700","11000","17400","-11400","35.9","505900","8700","17400","-11400","118800","2300","-","-"
"1419","20240216","2","282300","29800","449800","-19100","0.63","185200","23700","262900","-19300","97100","6100","186900","200"
"1420","20240216","2","45200","-3200","1300","500","34.77","28100","-2900","1300","500","17100","-300","-","-"
"1429","20240216","2","899500","31200","18200","-5600","49.42","353800","-26500","18200","-5600","545700","57700","-","-"
