"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20240119","2","31800","500","4300","-600","7.4","12400","-1800","3700","-1000","19400","2300","600","400"
"1332","20240119","2","923700","-91500","264700","1800","3.49","532600","13400","220400","1200","391100","-104900","44300","600"
"1333","20240119","2","524600","-29300","79600","8800","6.59","192000","5700","28500","8700","332600","-35000","51100","100"
"1375","20240119","1","158100","11200","1700","300","93","35700","-2800","-","-","122400","14000","1700","300"
"1376","20240119","1","43700","10000","-","-","-","30600","10900","-","-","13100","-900","-","-"
"1377","20240119","2","120700","77600","15800","-2200","7.64","79600","50600","5900","-2100","41100","27000","9900","-100"
"1379","20240119","2","49900","-1200","6700","-300","7.45","38700","-800","4900","-200","11200","-400","1800","-100"
"1380","20240119","1","5200","-300","-","-","-","1500","-300","-","-","3700","-","-","-"
"1381","20240119","1","8800","-1400","-","-","-","6100","600","-","-","2700","-2000","-","-"
"1382","20240119","1","88700","2100","-","-","-","65200","400","-","-","23500","1700","-","-"
"1383","20240119","1","16600","900","-","-","-","14200","900","-","-","2400","-","-","-"
"1384","20240119","1","160400","-","-","-","-","43800","1800","-","-","116600","-1800","-","-"
"1401","20240119","1","104800","13000","-","-","-","48000","4900","-","-","56800","8100","-","-"
"1407","20240119","2","294400","57600","79900","-34500","3.68","174500","43200","79600","-34500","119900","14400","300","-"
"1414","20240119","2","41400","-3400","40700","2200","1.02","35100","-1400","18000","2500","6300","-2000","22700","-300"
"1417","20240119","2","86800","-3100","23000","400","3.77","48600","-2800","14000","400","38200","-300","9000","-"
"1418","20240119","2","660400","-11300","30200","-5400","21.87","513300","-6500","30200","-5400","147100","-4800","-","-"
"1419","20240119","2","252200","17500","468800","-6100","0.54","161100","5700","277400","-6400","91100","11800","191400","300"
"1420","20240119","2","42800","2900","300","-500","142.67","27900","2400","300","-500","14900","500","-","-"
"1429","20240119","2","751700","25400","10000","1200","75.17","287000","6700","10000","1200","464700","18700","-","-"
"1430","20240119","2","66400","-5900","2700","-500","24.59","34600","1200","2700","-500","31800","-7100","-","-"
"1431","20240119","2","80700","-2000","13700","-2400","5.89","42300","-900","13700","-2400","38400","-1100","-","-"
"1433","20240119","2","307200","27800","414900","59700","0.74","236200","27700","410700","61900","71000","100","4200","-2200"
"1434","20240119","2","245500","27700","50900","-7500","4.82","145900","35600","50900","-7500","99600","-7900","-","-"
"1435","20240119","1","2221500","36600","1000","-","2221.5","831400","21300","-","-","1390100","15300","1000","-"
"1436","20240119","1","97500","200","-","-","-","35500","800","-","-","62000","-600","-","-"
"1438","20240119","1","45400","300","-","-","-","2600","300","-","-","42800","-","-","-"
"1439","20240119","1","31800","-","-","-","-","4400","-400","-","-","27400","400","-","-"
"1443","20240119","1","853800","-400","-","-","-","567500","-10000","-","-","286300","9600","-","-"
"1444","20240119","1","18800","-7600","-","-","-","11300","-7100","-","-","7500","-500","-","-"
"1446","20240119","2","62600","10500","37600","-200","1.66","24700","6400","37600","-200","37900","4100","-","-"
"1447","20240119","1","3559600","318100","2100","900","1695.05","1563000","340900","-","-","1996600","-22800","2100","900"
"1450","20240119","1","21600","-300","-","-","-","8500","-","-","-","13100","-300","-","-"
"1451","20240119","1","65700","-1600","-","-","-","43600","-2100","-","-","22100","500","-","-"
"1491","20240119","1","1022800","-109700","-","-","-","836700","-117700","-","-","186100","8000","-","-"
"1514","20240119","2","3135600","-27000","5600","-6100","559.93","2078800","101600","-","-","1056800","-128600","5600","-6100"
"1515","20240119","2","32900","-9300","5300","-400","6.21","16400","-3800","3600","-400","16500","-5500","1700","-"
"1518","20240119","2","835000","-29400","572400","-200","1.46","498500","-19500","559300","-200","336500","-9900","13100","-"
"1605","20240119","2","7770300","79700","364700","-162000","21.31","4586100","116900","301900","-128300","3184200","-37200","62800","-33700"
"1662","20240119","2","415400","11100","41000","5200","10.13","317800","7400","32400","4700","97600","3700","8600","500"
"1663","20240119","2","408600","-29600","5700","-4600","71.68","223200","-12300","4900","-4700","185400","-17300","800","100"
"1711","20240119","1","1067500","79000","-","-200","-","694000","78700","-","-","373500","300","-","-200"
"1712","20240119","2","624700","100400","15200","3400","41.1","468700","92600","14600","2800","156000","7800","600","600"
"1716","20240119","2","185300","-8500","1200","-","154.42","134300","300","1200","-","51000","-8800","-","-"
"1717","20240119","1","215200","2800","-","-100","-","70900","2900","-","-","144300","-100","-","-100"
"1718","20240119","1","38300","-100","-","-","-","3100","-300","-","-","35200","200","-","-"
"1719","20240119","2","658900","49600","115000","7800","5.73","484500","42800","97700","8200","174400","6800","17300","-400"
"1720","20240119","2","336600","18000","15500","-1200","21.72","204100","6400","11700","-1100","132500","11600","3800","-100"
"1721","20240119","2","33100","-1000","27400","-2000","1.21","25500","1000","16700","-2000","7600","-2000","10700","-"
"1723","20240119","1","16100","800","-","-","-","5400","500","-","-","10700","300","-","-"
"1724","20240119","1","237300","-2700","-","-","-","96800","-3500","-","-","140500","800","-","-"
