"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20231013","2","27100","2800","3500","-3000","7.74","14100","800","3200","-3100","13000","2000","300","100"
"1332","20231013","2","821800","-29000","313500","-37800","2.62","417200","-20300","269800","-42100","404600","-8700","43700","4300"
"1333","20231013","2","628400","17000","60800","600","10.34","190600","9600","16500","-5000","437800","7400","44300","5600"
"1375","20231013","1","233100","2200","2100","-","111","109700","2100","-","-","123400","100","2100","-"
"1376","20231013","1","41000","8600","-","-","-","24400","4700","-","-","16600","3900","-","-"
"1377","20231013","2","49900","20200","28100","-1200","1.78","36500","16000","7700","-1200","13400","4200","20400","-"
"1379","20231013","2","37100","3600","17300","-1300","2.14","30500","3100","5000","500","6600","500","12300","-1800"
"1380","20231013","1","5100","700","-","-","-","1600","500","-","-","3500","200","-","-"
"1381","20231013","1","5900","-200","-","-","-","3300","-200","-","-","2600","-","-","-"
"1382","20231013","1","89400","-10600","-","-","-","68800","-14200","-","-","20600","3600","-","-"
"1383","20231013","1","10000","1000","-","-","-","8000","900","-","-","2000","100","-","-"
"1384","20231013","1","169600","28300","-","-","-","69600","10100","-","-","100000","18200","-","-"
"1400","20231013","1","561700","-33400","-","-","-","232300","-22000","-","-","329400","-11400","-","-"
"1401","20231013","1","77800","-3600","-","-","-","28300","-2300","-","-","49500","-1300","-","-"
"1407","20231013","2","270000","-25000","139000","37000","1.94","141200","-28800","136900","41800","128800","3800","2100","-4800"
"1414","20231013","2","62800","3400","22200","1100","2.83","48300","2700","7200","1000","14500","700","15000","100"
"1417","20231013","2","83800","9200","15900","-600","5.27","57800","9700","6200","-600","26000","-500","9700","-"
"1418","20231013","2","475500","-277300","22200","-201600","21.42","347800","-272500","22200","-201600","127700","-4800","-","-"
"1419","20231013","2","625100","210400","212000","46800","2.95","346600","133000","148500","6700","278500","77400","63500","40100"
"1420","20231013","2","30000","2200","3000","200","10","17300","4800","3000","200","12700","-2600","-","-"
"1429","20231013","2","537000","32100","18800","5500","28.56","222700","13000","18800","5500","314300","19100","-","-"
"1430","20231013","2","128800","-9300","53000","2300","2.43","94600","-10700","53000","2300","34200","1400","-","-"
