"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230616","2","31800","4000","4100","-","7.76","19000","2000","4000","-","12800","2000","100","-"
"1332","20230616","2","1832200","-26000","285100","-25300","6.43","720900","-20100","247000","-25900","1111300","-5900","38100","600"
"1333","20230616","2","710000","15500","46800","1400","15.17","153500","12000","8300","1400","556500","3500","38500","-"
"1375","20230616","1","127100","12400","14200","100","8.95","48500","8300","-","-","78600","4100","14200","100"
"1376","20230616","1","13300","-100","-","-","-","8300","1800","-","-","5000","-1900","-","-"
"1377","20230616","2","73400","-4000","22800","-1000","3.22","58800","-4700","8500","-300","14600","700","14300","-700"
"1379","20230616","2","31500","1700","42300","-1000","0.74","25300","1600","7200","-1100","6200","100","35100","100"
"1380","20230616","1","3100","-800","-","-","-","600","-700","-","-","2500","-100","-","-"
"1381","20230616","1","6400","-1300","-","-100","-","5200","-1100","-","-","1200","-200","-","-100"
"1382","20230616","1","21700","2000","-","-","-","8600","1100","-","-","13100","900","-","-"
"1383","20230616","1","8000","1300","-","-","-","6600","1300","-","-","1400","-","-","-"
"1384","20230616","1","170400","-19900","-","-","-","45800","-16800","-","-","124600","-3100","-","-"
"1400","20230616","1","563800","300","-","-","-","329400","3200","-","-","234400","-2900","-","-"
"1401","20230616","1","51400","-400","-","-","-","13400","-","-","-","38000","-400","-","-"
"1407","20230616","2","602800","-10100","95100","4900","6.34","427300","-25100","89500","2900","175500","15000","5600","2000"
"1414","20230616","2","69000","-5500","23400","-1800","2.95","49700","-5600","8900","-1500","19300","100","14500","-300"
"1417","20230616","2","68500","-5100","21900","-1800","3.13","42800","-3300","11400","-700","25700","-1800","10500","-1100"
"1418","20230616","2","914500","-9000","362300","-27200","2.52","734200","-8800","362300","-27200","180300","-200","-","-"
"1419","20230616","2","759200","96100","814400","-76100","0.93","599100","58700","783100","-74100","160100","37400","31300","-2000"
"1420","20230616","2","20100","-100","2500","-100","8.04","12300","-1500","2500","-100","7800","1400","-","-"
"1429","20230616","2","325300","46300","35700","-1700","9.11","202200","31300","35700","-1700","123100","15000","-","-"
"1430","20230616","2","210000","34800","64000","-1900","3.28","158900","26300","64000","-1900","51100","8500","-","-"
"1431","20230616","2","55800","-2400","137300","-6600","0.41","34400","300","137300","-6600","21400","-2700","-","-"
