"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20231006","2","24300","-2300","6500","2400","3.74","13300","-400","6300","2400","11000","-1900","200","-"
"1332","20231006","2","850800","-69500","351300","21400","2.42","437500","-93600","311900","23900","413300","24100","39400","-2500"
"1333","20231006","2","611400","8200","60200","2100","10.16","181000","7200","21500","1100","430400","1000","38700","1000"
"1375","20231006","1","230900","-3500","2100","-","109.95","107600","-700","-","-","123300","-2800","2100","-"
"1376","20231006","1","32400","6400","-","-","-","19700","3400","-","-","12700","3000","-","-"
"1377","20231006","2","29700","-400","29300","1600","1.01","20500","1600","8900","1800","9200","-2000","20400","-200"
"1379","20231006","2","33500","-2600","18600","-10100","1.8","27400","-2500","4500","-100","6100","-100","14100","-10000"
"1380","20231006","1","4400","300","-","-","-","1100","300","-","-","3300","-","-","-"
"1381","20231006","1","6100","-1100","-","-","-","3500","-1100","-","-","2600","-","-","-"
"1382","20231006","1","100000","-5400","-","-1500","-","83000","-6800","-","-","17000","1400","-","-1500"
"1383","20231006","1","9000","-900","-","-","-","7100","-700","-","-","1900","-200","-","-"
"1384","20231006","1","141300","1400","-","-","-","59500","-900","-","-","81800","2300","-","-"
"1400","20231006","1","595100","5200","-","-","-","254300","-2400","-","-","340800","7600","-","-"
"1401","20231006","1","81400","6700","-","-","-","30600","4800","-","-","50800","1900","-","-"
"1407","20231006","2","295000","-13500","102000","-200","2.89","170000","-9000","95100","-400","125000","-4500","6900","200"
"1414","20231006","2","59400","-300","21100","-400","2.82","45600","-100","6200","-400","13800","-200","14900","-"
"1417","20231006","2","74600","-18200","16500","-3900","4.52","48100","-6200","6800","-3800","26500","-12000","9700","-100"
"1418","20231006","2","752800","-15400","223800","-2800","3.36","620300","-10600","223800","-2800","132500","-4800","-","-"
"1419","20231006","2","414700","36900","165200","-39200","2.51","213600","25000","141800","-39400","201100","11900","23400","200"
"1420","20231006","2","27800","-3500","2800","-500","9.93","12500","100","2800","-500","15300","-3600","-","-"
"1429","20231006","2","504900","17100","13300","-3200","37.96","209700","14700","13300","-3200","295200","2400","-","-"
