"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230310","2","31300","5000","36200","15000","0.86","21400","3600","5600","1300","9900","1400","30600","13700"
"1332","20230310","2","1130600","-55000","637500","320100","1.77","441300","-29200","113400","37900","689300","-25800","524100","282200"
"1333","20230310","2","517600","4100","42700","1400","12.12","124000","5300","9200","800","393600","-1200","33500","600"
"1375","20230310","1","122000","-9500","29500","3100","4.14","56100","-7800","-","-","65900","-1700","29500","3100"
"1376","20230310","1","7000","-700","-","-","-","4900","-700","-","-","2100","-","-","-"
"1377","20230310","2","96800","10800","22800","3700","4.25","70200","8900","10700","3600","26600","1900","12100","100"
"1379","20230310","2","37100","-11200","74500","15700","0.5","30500","-11200","17900","3500","6600","-","56600","12200"
"1380","20230310","1","5100","600","-","-","-","2100","-","-","-","3000","600","-","-"
"1381","20230310","1","6400","-800","-","-","-","4600","-600","-","-","1800","-200","-","-"
"1382","20230310","1","34100","600","-","-","-","21100","700","-","-","13000","-100","-","-"
"1383","20230310","1","17400","3900","-","-","-","15500","3500","-","-","1900","400","-","-"
"1384","20230310","1","228000","26400","-","-","-","146100","32500","-","-","81900","-6100","-","-"
"1400","20230310","1","257200","12700","-","-","-","236300","13300","-","-","20900","-600","-","-"
"1401","20230310","1","41200","-900","-","-","-","10800","-900","-","-","30400","-","-","-"
"1407","20230310","2","488400","-28300","73800","7200","6.62","372600","-23800","70400","7100","115800","-4500","3400","100"
"1414","20230310","2","170400","-10700","23100","2000","7.38","135200","-10600","8300","500","35200","-100","14800","1500"
"1417","20230310","2","102000","-20300","60600","19300","1.68","60700","-14200","35600","17500","41300","-6100","25000","1800"
"1418","20230310","2","213400","-28800","6400","-3300","33.34","147500","-26000","6400","-3300","65900","-2800","-","-"
"1419","20230310","2","189400","51100","1162100","-42600","0.16","145700","44300","1095900","-42900","43700","6800","66200","300"
"1420","20230310","2","42900","-2100","11800","5500","3.64","37100","-2100","7900","2300","5800","-","3900","3200"
"1429","20230310","2","369300","2400","69000","-4300","5.35","216400","10300","68000","-4300","152900","-7900","1000","-"
"1430","20230310","2","152300","5400","6500","-300","23.43","88100","6500","6500","-300","64200","-1100","-","-"
"1431","20230310","2","58500","-3600","203800","200","0.29","22400","-2400","203800","200","36100","-1200","-","-"
"1433","20230310","2","197700","6500","117700","3300","1.68","105600","4500","115700","3300","92100","2000","2000","-"
"1434","20230310","2","172300","14000","100","-300","1723","54800","7900","100","-300","117500","6100","-","-"
"1435","20230310","1","2239800","-38100","8100","300","276.52","416400","20500","-","-","1823400","-58600","8100","300"
"1436","20230310","1","91200","-1600","-","-","-","29900","-1800","-","-","61300","200","-","-"
"1438","20230310","1","12600","300","-","-","-","2700","200","-","-","9900","100","-","-"
"1439","20230310","1","71900","4600","-","-200","-","36900","2800","-","-","35000","1800","-","-200"
"1443","20230310","1","945300","-27500","-","-","-","780100","-33400","-","-","165200","5900","-","-"
"1444","20230310","1","52600","-7400","-","-","-","18600","1300","-","-","34000","-8700","-","-"
"1446","20230310","2","61000","4000","37700","-4800","1.62","19200","1100","37700","-4800","41800","2900","-","-"
"1447","20230310","1","2280300","-2600","-","-","-","442900","-5000","-","-","1837400","2400","-","-"
"1450","20230310","1","23600","-1900","-","-100","-","7300","-1500","-","-","16300","-400","-","-100"
