"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20231208","2","30700","-2900","2700","-300","11.37","10300","-3100","2300","-500","20400","200","400","200"
"1332","20231208","2","1505800","-129200","276400","46400","5.45","560600","-79300","224700","41500","945200","-49900","51700","4900"
"1333","20231208","2","651000","12600","92700","10100","7.02","228200","18200","43400","10000","422800","-5600","49300","100"
"1375","20231208","1","175900","2500","3500","-","50.26","65600","-2400","-","-","110300","4900","3500","-"
"1376","20231208","1","33800","2500","-","-","-","22400","2500","-","-","11400","-","-","-"
"1377","20231208","2","52500","4100","35600","-2900","1.47","37400","2700","5400","-400","15100","1400","30200","-2500"
"1379","20231208","2","58500","3400","7600","-1200","7.7","45400","800","5500","-1400","13100","2600","2100","200"
"1380","20231208","1","7300","-100","-","-","-","3600","-200","-","-","3700","100","-","-"
"1381","20231208","1","5800","-","-","-","-","4500","-100","-","-","1300","100","-","-"
"1382","20231208","1","86500","-3200","-","-","-","66200","-2700","-","-","20300","-500","-","-"
"1383","20231208","1","19000","-1700","-","-","-","16800","-1600","-","-","2200","-100","-","-"
"1384","20231208","1","168600","-8700","-","-","-","54200","-3800","-","-","114400","-4900","-","-"
"1400","20231208","3","164000","-43200","-","-","-","145500","-13200","-","-","18500","-30000","-","-"
"1401","20231208","1","111100","-15000","-","-","-","52300","18500","-","-","58800","-33500","-","-"
"1407","20231208","2","250700","13000","74100","-11300","3.38","143300","8100","73900","-11300","107400","4900","200","-"
"1414","20231208","2","44900","700","27800","-2900","1.62","33600","-2300","8000","-700","11300","3000","19800","-2200"
"1417","20231208","2","142100","23700","25100","4200","5.66","110100","23000","15800","4300","32000","700","9300","-100"
"1418","20231208","2","728900","2200","101200","-67300","7.2","551600","6300","101200","-67300","177300","-4100","-","-"
"1419","20231208","2","199400","-5700","432800","-26800","0.46","119300","-3900","245100","-24500","80100","-1800","187700","-2300"
"1420","20231208","2","33700","-1900","3700","-","9.11","19500","-1800","3700","-","14200","-100","-","-"
"1429","20231208","2","641000","28500","6600","100","97.12","320700","27100","6600","100","320300","1400","-","-"
"1430","20231208","2","83100","-1400","64100","-19900","1.3","36900","-1300","63900","-19900","46200","-100","200","-"
"1431","20231208","2","53400","4600","19700","-600","2.71","27600","2800","19700","-600","25800","1800","-","-"
"1433","20231208","2","211100","3100","119500","3300","1.77","117300","1000","117500","3300","93800","2100","2000","-"
"1434","20231208","2","268500","-12700","26400","-6400","10.17","78900","-10300","26400","-6400","189600","-2400","-","-"
"1435","20231208","1","2183600","121500","1000","-","2183.6","779500","133200","-","-","1404100","-11700","1000","-"
"1436","20231208","1","95600","-2100","-","-","-","28700","-2400","-","-","66900","300","-","-"
"1438","20231208","1","45100","-600","-","-","-","1700","-600","-","-","43400","-","-","-"
"1439","20231208","1","44000","-1400","-","-","-","7500","-","-","-","36500","-1400","-","-"
"1443","20231208","1","770800","-2100","-","-","-","491400","2900","-","-","279400","-5000","-","-"
"1444","20231208","1","30400","3100","-","-","-","16000","1100","-","-","14400","2000","-","-"
"1446","20231208","2","45600","-100","38400","-1300","1.19","19200","-600","38400","-1300","26400","500","-","-"
"1447","20231208","1","2135200","111800","-","-","-","552900","85800","-","-","1582300","26000","-","-"
