"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230915","2","27800","-500","5200","100","5.35","12600","-600","4800","100","15200","100","400","-"
"1332","20230915","2","802200","-15500","388800","-12700","2.06","395100","-16000","341500","-6600","407100","500","47300","-6100"
"1333","20230915","2","604100","-11300","63900","-8700","9.45","176000","-6600","23700","-11100","428100","-4700","40200","2400"
"1375","20230915","1","230500","-11700","3100","-","74.35","116300","-11200","-","-","114200","-500","3100","-"
"1376","20230915","1","34000","-300","-","-","-","23000","-100","-","-","11000","-200","-","-"
"1377","20230915","2","55600","-3700","30100","-700","1.85","39600","-3500","8500","-300","16000","-200","21600","-400"
"1379","20230915","2","34300","-700","29900","3800","1.15","26900","-800","5800","3800","7400","100","24100","-"
"1380","20230915","1","4300","100","-","-","-","1100","200","-","-","3200","-100","-","-"
"1381","20230915","1","6500","-400","-","-","-","4500","-300","-","-","2000","-100","-","-"
"1382","20230915","1","128400","84800","1500","-4900","85.6","113800","79200","-","-","14600","5600","1500","-4900"
"1383","20230915","1","10600","1200","-","-","-","8800","800","-","-","1800","400","-","-"
"1384","20230915","1","147200","24800","-","-","-","60200","21000","-","-","87000","3800","-","-"
"1400","20230915","1","591200","21000","-","-","-","283000","3700","-","-","308200","17300","-","-"
"1401","20230915","1","83700","-10000","-","-","-","30200","-7400","-","-","53500","-2600","-","-"
"1407","20230915","2","322500","-38600","113900","-20300","2.83","194100","-30100","106800","-19800","128400","-8500","7100","-500"
"1414","20230915","2","60900","1400","23800","900","2.56","47300","1400","9300","1100","13600","-","14500","-200"
"1417","20230915","2","80600","-4700","25100","700","3.21","53000","-1200","15300","1400","27600","-3500","9800","-700"
"1418","20230915","2","763500","12400","229800","-","3.32","622000","11200","229800","-","141500","1200","-","-"
"1419","20230915","2","282100","-12500","213500","700","1.32","187300","-16300","187700","900","94800","3800","25800","-200"
"1420","20230915","2","26100","1700","3100","-100","8.42","13900","-5800","3100","-100","12200","7500","-","-"
"1429","20230915","2","516900","27200","21300","300","24.27","220200","28600","21300","300","296700","-1400","-","-"
"1430","20230915","2","145800","-5900","51200","-100","2.85","111200","-2400","51200","-100","34600","-3500","-","-"
"1431","20230915","2","56700","-6800","123500","4700","0.46","39700","-6500","123500","4700","17000","-300","-","-"
"1433","20230915","2","309000","-25600","145900","5100","2.12","201400","-26600","143900","5100","107600","1000","2000","-"
"1434","20230915","2","299600","22200","71700","-6100","4.18","212700","35800","71700","-6100","86900","-13600","-","-"
"1435","20230915","1","2165600","-26200","1100","-","1968.73","816700","-42300","-","-","1348900","16100","1100","-"
"1436","20230915","1","106300","9800","-","-","-","43700","7800","-","-","62600","2000","-","-"
"1438","20230915","1","46400","1900","-","-","-","21300","2300","-","-","25100","-400","-","-"
"1439","20230915","1","55200","1800","-","-","-","12500","3500","-","-","42700","-1700","-","-"
"1443","20230915","1","780500","13400","-","-","-","492700","9400","-","-","287800","4000","-","-"
"1444","20230915","1","38300","1300","-","-","-","17700","1400","-","-","20600","-100","-","-"
"1446","20230915","2","85500","-16100","138200","34600","0.62","58500","-12500","138200","34600","27000","-3600","-","-"
"1447","20230915","1","2152100","13700","-","-","-","595800","7400","-","-","1556300","6300","-","-"
"1450","20230915","1","22800","800","-","-","-","9600","400","-","-","13200","400","-","-"
"1451","20230915","1","46700","2000","-","-","-","33300","1500","-","-","13400","500","-","-"
"1491","20230915","1","2008100","424300","-","-","-","1827100","424300","-","-","181000","-","-","-"
"1514","20230915","2","11161900","220500","9500","-","1174.94","2749700","136200","-","-","8412200","84300","9500","-"
"1515","20230915","2","135600","-1900","26200","-3300","5.18","49200","-1100","23500","-2400","86400","-800","2700","-900"
"1518","20230915","2","1416300","-67600","729200","-22800","1.94","1108200","-56200","715700","-22800","308100","-11400","13500","-"
"1605","20230915","2","6705300","521900","1634800","-444700","4.1","4510400","260700","1405100","-499300","2194900","261200","229700","54600"
