"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230922","2","27000","-800","5100","-100","5.29","11800","-800","4900","100","15200","-","200","-200"
"1332","20230922","2","917400","115200","376500","-12300","2.44","509400","114300","329500","-12000","408000","900","47000","-300"
"1333","20230922","2","585900","-18200","62900","-1000","9.31","159300","-16700","22800","-900","426600","-1500","40100","-100"
"1375","20230922","1","233100","2600","3100","-","75.19","114500","-1800","-","-","118600","4400","3100","-"
"1376","20230922","1","26000","-8000","-","-","-","14900","-8100","-","-","11100","100","-","-"
"1377","20230922","2","48500","-7100","27900","-2200","1.74","34300","-5300","6900","-1600","14200","-1800","21000","-600"
"1379","20230922","2","40500","6200","27200","-2700","1.49","33100","6200","3100","-2700","7400","-","24100","-"
"1380","20230922","1","4000","-300","-","-","-","700","-400","-","-","3300","100","-","-"
"1381","20230922","1","7100","600","-","-","-","4600","100","-","-","2500","500","-","-"
"1382","20230922","1","112300","-16100","200","-1300","561.5","98400","-15400","-","-","13900","-700","200","-1300"
"1383","20230922","1","11600","1000","-","-","-","9500","700","-","-","2100","300","-","-"
"1384","20230922","1","135100","-12100","-","-","-","59300","-900","-","-","75800","-11200","-","-"
"1400","20230922","1","604800","13600","-","-","-","285400","2400","-","-","319400","11200","-","-"
"1401","20230922","1","79800","-3900","-","-","-","27100","-3100","-","-","52700","-800","-","-"
"1407","20230922","2","335400","12900","112000","-1900","2.99","191200","-2900","105300","-1500","144200","15800","6700","-400"
"1414","20230922","2","62200","1300","23600","-200","2.64","47900","600","8600","-700","14300","700","15000","500"
"1417","20230922","2","81200","600","19700","-5400","4.12","50800","-2200","9100","-6200","30400","2800","10600","800"
"1418","20230922","2","757700","-5800","228800","-1000","3.31","628500","6500","228800","-1000","129200","-12300","-","-"
"1419","20230922","2","277700","-4400","210400","-3100","1.32","184100","-3200","186500","-1200","93600","-1200","23900","-1900"
"1420","20230922","2","26100","-","3100","-","8.42","13100","-800","3100","-","13000","800","-","-"
"1429","20230922","2","523400","6500","18500","-2800","28.29","209600","-10600","18500","-2800","313800","17100","-","-"
"1430","20230922","2","145800","-","51400","200","2.84","108400","-2800","51400","200","37400","2800","-","-"
"1431","20230922","2","51400","-5300","127400","3900","0.4","34600","-5100","127400","3900","16800","-200","-","-"
"1433","20230922","2","295100","-13900","149100","3200","1.98","181400","-20000","147100","3200","113700","6100","2000","-"
"1434","20230922","2","284500","-15100","66300","-5400","4.29","191400","-21300","66300","-5400","93100","6200","-","-"
"1435","20230922","1","2163600","-2000","1100","-","1966.91","817600","900","-","-","1346000","-2900","1100","-"
"1436","20230922","1","106300","-","-","-","-","41500","-2200","-","-","64800","2200","-","-"
"1438","20230922","1","46400","-","-","-","-","21600","300","-","-","24800","-300","-","-"
"1439","20230922","1","55500","300","-","-","-","12700","200","-","-","42800","100","-","-"
"1443","20230922","1","797100","16600","-","-","-","511400","18700","-","-","285700","-2100","-","-"
"1444","20230922","1","37500","-800","-","-","-","17300","-400","-","-","20200","-400","-","-"
"1446","20230922","2","93200","7700","250800","112600","0.37","66400","7900","250800","112600","26800","-200","-","-"
"1447","20230922","1","2140600","-11500","-","-","-","591500","-4300","-","-","1549100","-7200","-","-"
"1450","20230922","1","22400","-400","-","-","-","9600","-","-","-","12800","-400","-","-"
"1451","20230922","1","48400","1700","-","-","-","34100","800","-","-","14300","900","-","-"
"1491","20230922","1","1849800","-158300","-","-","-","1668800","-158300","-","-","181000","-","-","-"
"1514","20230922","2","11197300","35400","9700","200","1154.36","2736000","-13700","-","-","8461300","49100","9700","200"
"1515","20230922","2","131900","-3700","22100","-4100","5.97","48600","-600","19200","-4300","83300","-3100","2900","200"
"1518","20230922","2","1383500","-32800","725300","-3900","1.91","1075000","-33200","711700","-4000","308500","400","13600","100"
"1605","20230922","2","8255700","1550400","1466700","-168100","5.63","5677700","1167300","1254200","-150900","2578000","383100","212500","-17200"
"1662","20230922","2","330700","6100","51100","-11700","6.47","258700","4400","42900","-11200","72000","1700","8200","-500"
"1663","20230922","2","299200","-13100","7900","-1900","37.87","141200","1900","7400","-1300","158000","-15000","500","-600"
"1711","20230922","1","549400","-13900","-","-","-","340100","-4000","-","-","209300","-9900","-","-"
"1712","20230922","2","378600","-27200","16400","-1500","23.09","304600","-24800","16400","-1500","74000","-2400","-","-"
"1716","20230922","2","72100","-1000","2800","-","25.75","19100","-1600","2800","-","53000","600","-","-"
"1717","20230922","1","177600","-9600","100","100","1776","53900","-1900","-","-","123700","-7700","100","100"
"1718","20230922","1","72100","1300","-","-","-","5800","900","-","-","66300","400","-","-"
"1719","20230922","2","389900","31500","139100","-6300","2.8","266000","31100","126100","-6300","123900","400","13000","-"
"1720","20230922","2","327200","5900","77800","16700","4.21","154300","-13500","44000","16900","172900","19400","33800","-200"
"1721","20230922","2","20700","-81400","91600","-1300","0.23","13300","-80700","36500","-11500","7400","-700","55100","10200"
"1723","20230922","1","16500","-","-","-","-","6900","600","-","-","9600","-600","-","-"
"1724","20230922","1","194700","800","-","-","-","92000","700","-","-","102700","100","-","-"
"1726","20230922","1","156700","9700","789200","250300","0.2","58700","4600","-","-","98000","5100","789200","250300"
"1730","20230922","1","98700","1500","-","-","-","25000","300","-","-","73700","1200","-","-"
"1736","20230922","1","12900","-4900","-","-","-","7300","-5000","-","-","5600","100","-","-"
"1739","20230922","1","478900","39100","-","-","-","193400","33700","-","-","285500","5400","-","-"
"1743","20230922","1","34300","-1100","-","-","-","6200","-1000","-","-","28100","-100","-","-"
"1757","20230922","1","7065300","-82100","-","-","-","6923700","-82000","-","-","141600","-100","-","-"
"1758","20230922","1","105400","-","-","-","-","44000","-700","-","-","61400","700","-","-"
"1762","20230922","2","14200","-1000","5500","-200","2.58","11000","200","4900","-200","3200","-1200","600","-"
"1764","20230922","1","6500","-","-","-","-","6000","-","-","-","500","-","-","-"
"1766","20230922","2","38900","-3900","9000","-1500","4.32","29700","-3700","7800","-1500","9200","-200","1200","-"
"1768","20230922","2","5300","-200","57400","7400","0.09","3600","-400","45700","7400","1700","200","11700","-"
"1770","20230922","1","49700","500","-","-","-","4000","-","-","-","45700","500","-","-"
"1773","20230922","1","20000","3000","-","-","-","20000","3000","-","-","-","-","-","-"
"1775","20230922","1","34400","-300","-","-","-","9700","-400","-","-","24700","100","-","-"
"1776","20230922","1","117800","-2100","-","-","-","11800","-700","-","-","106000","-1400","-","-"
"1780","20230922","2","11900","2200","18100","1700","0.66","6800","2200","16100","1400","5100","-","2000","300"
"1783","20230922","1","3617200","7000","-","-","-","3150000","-32000","-","-","467200","39000","-","-"
"1786","20230922","2","1334400","45900","17000","-3300","78.49","797000","36600","16800","-3300","537400","9300","200","-"
"1787","20230922","1","3300","600","-","-","-","1900","400","-","-","1400","200","-","-"
"1788","20230922","1","4000","100","-","-","-","3400","-","-","-","600","100","-","-"
"1789","20230922","2","90000","-2700","33900","7400","2.65","42300","-3800","33900","7400","47700","1100","-","-"
"1793","20230922","1","1000","-100","-","-","-","1000","-","-","-","-","-100","-","-"
"1795","20230922","1","4200","-1500","-","-","-","1600","-1300","-","-","2600","-200","-","-"
"1798","20230922","1","95100","300","-","-","-","1000","300","-","-","94100","-","-","-"
"1799","20230922","2","90500","-800","700","-100","129.29","11200","-1300","700","-100","79300","500","-","-"
"1801","20230922","2","162100","-2000","280400","-42700","0.58","102500","-3900","154000","-46100","59600","1900","126400","3400"
"1802","20230922","2","355700","60700","447600","-11900","0.79","256800","59000","325500","-24500","98900","1700","122100","12600"
"1803","20230922","2","1210800","54900","377900","-9100","3.2","1025500","58000","213600","-17300","185300","-3100","164300","8200"
"1805","20230922","2","379800","9100","11900","300","31.92","73200","2200","11800","300","306600","6900","100","-"
"1807","20230922","1","137100","3600","-","-","-","13400","2000","-","-","123700","1600","-","-"
"1808","20230922","2","358200","38800","348300","-100","1.03","250700","38100","156000","1300","107500","700","192300","-1400"
"1810","20230922","2","35400","11200","4500","-700","7.87","23400","10600","4400","-700","12000","600","100","-"
"1811","20230922","2","95700","-13300","2600","200","36.81","22400","-16300","2600","200","73300","3000","-","-"
"1812","20230922","2","681800","148300","349100","-30100","1.95","537900","144000","181300","-22100","143900","4300","167800","-8000"
"1813","20230922","2","204400","5900","11800","2300","17.32","53200","3500","8900","2100","151200","2400","2900","200"
"1814","20230922","2","212100","16400","16400","1800","12.93","91400","19000","16400","1800","120700","-2600","-","-"
"1815","20230922","2","163400","600","17600","-100","9.28","82800","900","12200","-100","80600","-300","5400","-"
"1820","20230922","2","190800","33400","40900","-600","4.67","107600","28700","16700","-800","83200","4700","24200","200"
"1821","20230922","2","1208400","12400","270100","-25600","4.47","828300","-11200","81000","-23300","380100","23600","189100","-2300"
"1822","20230922","2","8700","-4000","9400","-","0.93","3500","-700","2700","100","5200","-3300","6700","-100"
"1826","20230922","2","956800","2100","4400","300","217.45","17000","1800","4400","300","939800","300","-","-"
"1827","20230922","2","1151300","40300","3800","-2500","302.97","914000","44200","3800","-2500","237300","-3900","-","-"
