"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230324","2","56300","4100","141100","72700","0.4","41600","4100","6500","900","14700","-","134600","71800"
"1332","20230324","2","1477400","385400","1614900","623000","0.91","373200","-11100","143900","56800","1104200","396500","1471000","566200"
"1333","20230324","2","529100","9800","41100","1600","12.87","117400","-1500","6100","-500","411700","11300","35000","2100"
"1375","20230324","1","125400","-1500","41000","7000","3.06","57300","-1000","-","-","68100","-500","41000","7000"
"1376","20230324","1","6500","-1200","-","-","-","4500","-700","-","-","2000","-500","-","-"
"1377","20230324","2","102300","13700","16900","-1400","6.05","85600","13200","5800","-400","16700","500","11100","-1000"
"1379","20230324","2","36900","-800","152600","57400","0.24","29400","-1300","9800","-6700","7500","500","142800","64100"
"1380","20230324","1","4200","-400","-","-","-","1700","-400","-","-","2500","-","-","-"
"1381","20230324","1","7600","300","100","-","76","5300","200","-","-","2300","100","100","-"
"1382","20230324","1","27600","-1000","-","-","-","14700","-1300","-","-","12900","300","-","-"
"1383","20230324","1","19600","1000","-","-","-","17600","900","-","-","2000","100","-","-"
"1384","20230324","1","186900","-39800","38600","14000","4.84","117800","-26700","-","-","69100","-13100","38600","14000"
"1400","20230324","1","267200","6300","-","-","-","245500","5300","-","-","21700","1000","-","-"
"1401","20230324","1","42100","1300","-","-","-","11600","500","-","-","30500","800","-","-"
"1407","20230324","2","481200","8000","63900","-4400","7.53","366700","7000","60600","-4400","114500","1000","3300","-"
"1414","20230324","2","168900","7900","17200","-4400","9.82","135800","8000","6800","-500","33100","-100","10400","-3900"
"1417","20230324","2","98100","400","56300","10200","1.74","68200","5900","19300","3900","29900","-5500","37000","6300"
"1418","20230324","2","170200","-8800","100","-1400","1702","116200","3900","100","-1400","54000","-12700","-","-"
"1419","20230324","2","176000","11500","1032300","-22300","0.17","128000","8900","970500","-22200","48000","2600","61800","-100"
"1420","20230324","2","37700","-200","64200","41000","0.59","33600","-","31500","12200","4100","-200","32700","28800"
"1429","20230324","2","333100","1300","54400","2700","6.12","201100","3900","53400","2700","132000","-2600","1000","-"
"1430","20230324","2","216800","34000","8000","3200","27.1","151600","32300","8000","3200","65200","1700","-","-"
"1431","20230324","2","54700","-5500","205300","5000","0.27","25400","-4200","205300","5000","29300","-1300","-","-"
"1433","20230324","2","185800","-1800","108400","-1700","1.71","97900","-2100","106400","-1700","87900","300","2000","-"
"1434","20230324","2","190500","18700","3200","3100","59.53","50800","-3100","3200","3100","139700","21800","-","-"
