"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230721","2","27700","-1800","2000","-800","13.85","14800","-1300","1900","-800","12900","-500","100","-"
"1332","20230721","2","1571800","-24500","364100","12800","4.32","463000","-19900","322100","11800","1108800","-4600","42000","1000"
"1333","20230721","2","787100","-14300","50900","-300","15.46","218400","-15400","10400","-500","568700","1100","40500","200"
"1375","20230721","1","235100","-500","13200","-","17.81","118900","-4200","-","-","116200","3700","13200","-"
"1376","20230721","1","33600","-5200","-","-","-","22800","-4000","-","-","10800","-1200","-","-"
"1377","20230721","2","81700","7400","17400","-300","4.7","61600","2100","6800","-200","20100","5300","10600","-100"
"1379","20230721","2","36100","-1600","41200","1300","0.88","31500","-1600","6200","1300","4600","-","35000","-"
"1380","20230721","1","4300","-1500","-","-","-","600","-1300","-","-","3700","-200","-","-"
"1381","20230721","1","4400","200","-","-","-","4000","200","-","-","400","-","-","-"
"1382","20230721","1","18800","-200","-","-","-","7100","-200","-","-","11700","-","-","-"
"1383","20230721","1","6400","-700","-","-","-","4700","-200","-","-","1700","-500","-","-"
"1384","20230721","1","163300","10100","-","-","-","43000","-300","-","-","120300","10400","-","-"
"1400","20230721","1","650400","7600","-","-","-","336100","2800","-","-","314300","4800","-","-"
"1401","20230721","1","112500","38500","300","300","375","54000","37300","-","-","58500","1200","300","300"
"1407","20230721","2","564700","-34500","93400","-2100","6.05","392300","-37300","91000","-1000","172400","2800","2400","-1100"
"1414","20230721","2","84300","2800","28600","-2300","2.95","59600","1700","8000","-1100","24700","1100","20600","-1200"
"1417","20230721","2","88700","4800","28400","1900","3.12","55300","7700","17900","2200","33400","-2900","10500","-300"
"1418","20230721","2","822300","-34300","254000","-2400","3.24","671700","-34400","254000","-1800","150600","100","-","-600"
"1419","20230721","2","439300","-196500","392800","-134200","1.12","330000","-1600","366400","-133800","109300","-194900","26400","-400"
"1420","20230721","2","24700","-800","2600","100","9.5","19000","600","2600","100","5700","-1400","-","-"
"1429","20230721","2","323700","-1600","21300","-4400","15.2","174100","-5300","21300","-4400","149600","3700","-","-"
"1430","20230721","2","173300","-153200","55300","-4600","3.13","124500","-50800","55300","-4600","48800","-102400","-","-"
"1431","20230721","2","50100","-1600","119900","-6600","0.42","33900","-1600","119900","-6600","16200","-","-","-"
"1433","20230721","2","330600","-2700","169900","6700","1.95","173600","-2100","167900","6700","157000","-600","2000","-"
"1434","20230721","2","224600","42900","3700","2600","60.7","55600","-15400","3700","2600","169000","58300","-","-"
"1435","20230721","1","2153500","-44700","3000","-","717.83","854200","-51000","-","-","1299300","6300","3000","-"
"1436","20230721","1","112500","2100","-","-","-","45100","4100","-","-","67400","-2000","-","-"
"1438","20230721","1","46600","-1200","-","-","-","19500","-900","-","-","27100","-300","-","-"
"1439","20230721","1","71900","-3000","-","-100","-","26900","-1800","-","-","45000","-1200","-","-100"
"1443","20230721","1","909600","-9300","-","-","-","626200","-7800","-","-","283400","-1500","-","-"
"1444","20230721","1","24900","-1800","-","-","-","8600","-2300","-","-","16300","500","-","-"
"1446","20230721","2","105400","1200","42700","1100","2.47","54800","1500","42700","1100","50600","-300","-","-"
"1447","20230721","1","2275500","38100","-","-","-","509800","26500","-","-","1765700","11600","-","-"
"1450","20230721","1","25400","2300","-","-","-","13500","2100","-","-","11900","200","-","-"
"1451","20230721","1","39500","400","-","-","-","27900","600","-","-","11600","-200","-","-"
"1491","20230721","1","1715600","3000","-","-","-","1528500","4400","-","-","187100","-1400","-","-"
"1514","20230721","2","11803100","250300","9500","-","1242.43","4280300","10800","-","-","7522800","239500","9500","-"
