"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230519","2","28900","-9000","4300","-100","6.72","17900","-","4300","-100","11000","-9000","-","-"
"1332","20230519","2","1973200","-783700","323000","-31400","6.11","777700","-112800","273200","-29900","1195500","-670900","49800","-1500"
"1333","20230519","2","634000","-38400","65200","3100","9.72","98000","-4100","26600","2300","536000","-34300","38600","800"
"1375","20230519","1","94900","-3000","14100","-200","6.73","29800","2000","-","-","65100","-5000","14100","-200"
"1376","20230519","1","8500","500","-","-","-","4600","300","-","-","3900","200","-","-"
"1377","20230519","2","84200","600","364400","214900","0.23","70100","4500","19600","5400","14100","-3900","344800","209500"
"1379","20230519","2","35500","800","41400","-3900","0.86","29100","800","5700","-3700","6400","-","35700","-200"
"1380","20230519","1","4100","-200","-","-","-","1300","-100","-","-","2800","-100","-","-"
"1381","20230519","1","11700","1600","100","-","117","10100","1500","-","-","1600","100","100","-"
"1382","20230519","1","21100","-200","-","-","-","8600","-300","-","-","12500","100","-","-"
"1383","20230519","1","5600","100","-","-","-","4500","300","-","-","1100","-200","-","-"
"1384","20230519","1","199100","33200","-","-","-","70700","-26900","-","-","128400","60100","-","-"
"1400","20230519","1","351300","-4700","-","-","-","313000","-2900","-","-","38300","-1800","-","-"
"1401","20230519","1","47500","5300","-","-","-","10100","500","-","-","37400","4800","-","-"
"1407","20230519","2","485600","-2600","139100","18300","3.49","346300","-3000","129100","14500","139300","400","10000","3800"
"1414","20230519","2","87700","-12700","26800","1200","3.27","67000","-11500","11700","1500","20700","-1200","15100","-300"
"1417","20230519","2","67600","-46400","25500","-300","2.65","41700","-46500","13800","-600","25900","100","11700","300"
"1418","20230519","2","922900","-20500","467000","-56500","1.98","755000","-4400","467000","-56500","167900","-16100","-","-"
"1419","20230519","2","269200","-900","1638200","171300","0.16","219000","1400","1322400","-4000","50200","-2300","315800","175300"
"1420","20230519","2","24400","-800","2500","-100","9.76","18500","-1000","2500","-100","5900","200","-","-"
"1429","20230519","2","321100","-1600","49700","1300","6.46","198700","-4900","48700","1300","122400","3300","1000","-"
"1430","20230519","2","126800","7800","33900","6000","3.74","95300","3800","33900","6000","31500","4000","-","-"
"1431","20230519","2","68000","5200","131900","-6000","0.52","46100","4900","131900","-6000","21900","300","-","-"
"1433","20230519","2","131100","-19400","113100","1500","1.16","66300","-8700","111100","1500","64800","-10700","2000","-"
"1434","20230519","2","202600","24800","2100","-400","96.48","43100","7900","2100","-400","159500","16900","-","-"
"1435","20230519","1","2324500","-224400","3800","-12900","611.71","761000","53300","-","-","1563500","-277700","3800","-12900"
"1436","20230519","1","107400","-3300","-","-","-","45500","-3100","-","-","61900","-200","-","-"
"1438","20230519","1","53200","-500","-","-","-","23900","-1800","-","-","29300","1300","-","-"
"1439","20230519","1","61400","-5000","-","-","-","22500","-4600","-","-","38900","-400","-","-"
"1443","20230519","1","814700","4500","-","-","-","604400","-2000","-","-","210300","6500","-","-"
"1444","20230519","1","38000","-2100","-","-","-","19200","-300","-","-","18800","-1800","-","-"
"1446","20230519","2","81700","3600","37000","-100","2.21","31000","2000","37000","-100","50700","1600","-","-"
"1447","20230519","1","2125400","-168300","-","-","-","339700","-121900","-","-","1785700","-46400","-","-"
"1450","20230519","1","23600","3300","-","-","-","11000","3000","-","-","12600","300","-","-"
"1451","20230519","1","40800","400","-","-","-","27500","300","-","-","13300","100","-","-"
"1491","20230519","1","2108500","-63300","-","-","-","1911200","-58300","-","-","197300","-5000","-","-"
"1514","20230519","2","11175600","-1628800","9500","-","1176.38","4195800","-1220400","-","-","6979800","-408400","9500","-"
"1515","20230519","2","161100","-26700","31900","-1400","5.05","64200","-4800","17700","-1600","96900","-21900","14200","200"
"1518","20230519","2","1272300","103400","774900","27700","1.64","1047800","111000","751800","19600","224500","-7600","23100","8100"
"1605","20230519","2","6044600","-1014300","1036500","150800","5.83","3451100","-636800","801900","124600","2593500","-377500","234600","26200"
"1662","20230519","2","527000","12200","79400","-48000","6.64","427500","13200","41200","-56500","99500","-1000","38200","8500"
"1663","20230519","2","237300","28000","9600","-1300","24.72","119200","26800","9200","-1200","118100","1200","400","-100"
"1711","20230519","1","550300","7800","-","-","-","329400","20700","-","-","220900","-12900","-","-"
"1712","20230519","2","145400","-5700","19500","4000","7.46","72700","-7100","19300","4000","72700","1400","200","-"
"1716","20230519","2","39800","-6200","4000","2700","9.95","22400","-6700","4000","2700","17400","500","-","-"
"1717","20230519","1","253100","-1300","100","100","2531","87500","-300","-","-","165600","-1000","100","100"
"1718","20230519","1","43100","-200","-","-","-","12800","100","-","-","30300","-300","-","-"
