"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230929","2","26600","-400","4100","-1000","6.49","13700","1900","3900","-1000","12900","-2300","200","-"
"1332","20230929","2","920300","2900","329900","-46600","2.79","531100","21700","288000","-41500","389200","-18800","41900","-5100"
"1333","20230929","2","603200","17300","58100","-4800","10.38","173800","14500","20400","-2400","429400","2800","37700","-2400"
"1375","20230929","1","234400","1300","2100","-1000","111.62","108300","-6200","-","-","126100","7500","2100","-1000"
"1376","20230929","1","26000","-","-","-","-","16300","1400","-","-","9700","-1400","-","-"
"1377","20230929","2","30100","-18400","27700","-200","1.09","18900","-15400","7100","200","11200","-3000","20600","-400"
"1379","20230929","2","36100","-4400","28700","1500","1.26","29900","-3200","4600","1500","6200","-1200","24100","-"
"1380","20230929","1","4100","100","-","-","-","800","100","-","-","3300","-","-","-"
"1381","20230929","1","7200","100","-","-","-","4600","-","-","-","2600","100","-","-"
"1382","20230929","1","105400","-6900","1500","1300","70.27","89800","-8600","-","-","15600","1700","1500","1300"
"1383","20230929","1","9900","-1700","-","-","-","7800","-1700","-","-","2100","-","-","-"
"1384","20230929","1","139900","4800","-","-","-","60400","1100","-","-","79500","3700","-","-"
"1400","20230929","1","589900","-14900","-","-","-","256700","-28700","-","-","333200","13800","-","-"
"1401","20230929","1","74700","-5100","-","-","-","25800","-1300","-","-","48900","-3800","-","-"
"1407","20230929","2","308500","-26900","102200","-9800","3.02","179000","-12200","95500","-9800","129500","-14700","6700","-"
"1414","20230929","2","59700","-2500","21500","-2100","2.78","45700","-2200","6600","-2000","14000","-300","14900","-100"
"1417","20230929","2","92800","11600","20400","700","4.55","54300","3500","10600","1500","38500","8100","9800","-800"
"1418","20230929","2","768200","10500","226600","-2200","3.39","630900","2400","226600","-2200","137300","8100","-","-"
"1419","20230929","2","377800","100100","204400","-6000","1.85","188600","4500","181200","-5300","189200","95600","23200","-700"
"1420","20230929","2","31300","5200","3300","200","9.48","12400","-700","3300","200","18900","5900","-","-"
"1429","20230929","2","487800","-35600","16500","-2000","29.56","195000","-14600","16500","-2000","292800","-21000","-","-"
"1430","20230929","2","142200","-3600","51000","-400","2.79","109200","800","51000","-400","33000","-4400","-","-"
"1431","20230929","2","60800","9400","119100","-8300","0.51","40600","6000","119100","-8300","20200","3400","-","-"
"1433","20230929","2","275800","-19300","147600","-1500","1.87","163100","-18300","145600","-1500","112700","-1000","2000","-"
"1434","20230929","2","304900","20400","65000","-1300","4.69","210100","18700","65000","-1300","94800","1700","-","-"
