"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20231229","2","29200","2100","2000","-500","14.6","13500","2100","1900","-600","15700","-","100","100"
"1332","20231229","2","1271200","2000","234900","-15700","5.41","626700","4000","190500","-15400","644500","-2000","44400","-300"
"1333","20231229","2","574300","10900","67500","-4100","8.51","210900","-200","16600","-3900","363400","11100","50900","-200"
"1375","20231229","1","169300","-20700","1100","-500","153.91","47400","-9700","-","-","121900","-11000","1100","-500"
"1376","20231229","1","33600","700","-","-","-","21500","800","-","-","12100","-100","-","-"
"1377","20231229","2","47700","-6300","14800","-3300","3.22","31500","-3600","4900","-3200","16200","-2700","9900","-100"
"1379","20231229","2","57500","2400","4800","-2700","11.98","45700","2600","3900","-2700","11800","-200","900","-"
"1380","20231229","1","5100","-","-","-","-","1600","-","-","-","3500","-","-","-"
"1381","20231229","1","7700","900","100","100","77","5300","900","-","-","2400","-","100","100"
"1382","20231229","1","88600","-2400","-","-","-","65700","-4900","-","-","22900","2500","-","-"
"1383","20231229","1","14700","-2900","-","-","-","12600","-2800","-","-","2100","-100","-","-"
"1384","20231229","1","184900","-7300","-","-","-","58700","3000","-","-","126200","-10300","-","-"
"1401","20231229","1","105000","-6700","-","-","-","50700","1200","-","-","54300","-7900","-","-"
"1407","20231229","2","228400","-17700","75500","-8500","3.03","127100","-12000","75200","-8400","101300","-5700","300","-100"
"1414","20231229","2","42600","9300","31700","200","1.34","30700","9400","9300","300","11900","-100","22400","-100"
"1417","20231229","2","100800","-1600","27100","1100","3.72","72000","1700","17800","1100","28800","-3300","9300","-"
"1418","20231229","2","698100","-13000","34900","-4900","20","550400","-11500","34900","-4900","147700","-1500","-","-"
"1419","20231229","2","115000","6400","414000","19600","0.28","68500","8500","221300","15100","46500","-2100","192700","4500"
"1420","20231229","2","39400","4200","500","200","78.8","23900","4100","500","200","15500","100","-","-"
"1429","20231229","2","744400","41100","9000","700","82.71","328500","-11400","9000","700","415900","52500","-","-"
"1430","20231229","2","74500","1000","6700","3400","11.12","36400","-2400","6700","3400","38100","3400","-","-"
"1431","20231229","2","63400","1800","31200","-44600","2.03","43700","4400","31200","-44600","19700","-2600","-","-"
"1433","20231229","2","226600","19800","165800","51800","1.37","128200","20900","143000","31500","98400","-1100","22800","20300"
"1434","20231229","2","219300","-23700","53800","1600","4.08","103200","-25400","53800","1600","116100","1700","-","-"
"1435","20231229","1","2150900","-67400","1000","-","2150.9","780200","-2100","-","-","1370700","-65300","1000","-"
"1436","20231229","1","98000","6600","-","-","-","34100","6800","-","-","63900","-200","-","-"
"1438","20231229","1","45100","-900","-","-","-","2200","-800","-","-","42900","-100","-","-"
"1439","20231229","1","29100","-6000","-","-","-","2800","-1100","-","-","26300","-4900","-","-"
"1443","20231229","1","796500","25600","-","-","-","486300","15700","-","-","310200","9900","-","-"
"1444","20231229","1","31000","-1000","-","-","-","19900","3200","-","-","11100","-4200","-","-"
"1446","20231229","2","54900","7500","38400","200","1.43","21400","1200","38400","200","33500","6300","-","-"
"1447","20231229","1","2351300","174500","-","-100","-","674300","138400","-","-","1677000","36100","-","-100"
"1450","20231229","1","21700","-300","-","-","-","8900","-100","-","-","12800","-200","-","-"
"1451","20231229","1","63400","3400","-","-","-","44000","2700","-","-","19400","700","-","-"
"1491","20231229","1","1113400","47500","-","-","-","934800","37500","-","-","178600","10000","-","-"
"1514","20231229","2","3046300","22500","8000","1000","380.79","2030200","20800","-","-","1016100","1700","8000","1000"
"1515","20231229","2","47500","-12500","6000","-11700","7.92","23000","-5700","4400","-11700","24500","-6800","1600","-"
"1518","20231229","2","1051900","38400","572800","-14400","1.84","692600","-17600","560100","-14300","359300","56000","12700","-100"
"1605","20231229","2","8456700","-994700","479700","-299400","17.63","5302900","-716800","366700","-263500","3153800","-277900","113000","-35900"
"1662","20231229","2","413600","18100","24500","-20800","16.88","335200","6300","19700","-16000","78400","11800","4800","-4800"
"1663","20231229","2","457600","41000","5800","-1200","78.9","253000","32000","5300","-1400","204600","9000","500","200"
"1711","20231229","1","845500","35400","-","-","-","532800","34400","-","-","312700","1000","-","-"
"1712","20231229","2","456400","15600","9700","700","47.05","339000","19900","9700","700","117400","-4300","-","-"
"1716","20231229","2","184600","7300","2300","-","80.26","128400","5400","2300","-","56200","1900","-","-"
"1717","20231229","1","214600","3700","-","-100","-","67200","4000","-","-","147400","-300","-","-100"
"1718","20231229","1","34200","-200","-","-","-","2400","300","-","-","31800","-500","-","-"
"1719","20231229","2","515300","-21800","82100","-700","6.28","358700","-6800","65200","-700","156600","-15000","16900","-"
"1720","20231229","2","347600","-22800","12300","-5800","28.26","205300","-22200","8300","-5700","142300","-600","4000","-100"
"1721","20231229","2","32800","2800","17800","-","1.84","20600","-1300","7600","-","12200","4100","10200","-"
"1723","20231229","1","15400","-3100","-","-","-","3900","-2100","-","-","11500","-1000","-","-"
"1724","20231229","1","226000","5200","-","-","-","89900","5300","-","-","136100","-100","-","-"
"1726","20231229","1","343800","10200","400","100","859.5","102700","4400","-","-","241100","5800","400","100"
"1730","20231229","1","245000","21700","-","-","-","163000","8900","-","-","82000","12800","-","-"
"1736","20231229","1","6500","100","-","-","-","4400","-100","-","-","2100","200","-","-"
"1739","20231229","1","32800","-293800","-","-","-","20300","-182600","-","-","12500","-111200","-","-"
"1743","20231229","1","40600","7500","-","-","-","12300","6500","-","-","28300","1000","-","-"
"1757","20231229","1","4881500","-300200","-","-","-","4679300","-350200","-","-","202200","50000","-","-"
"1758","20231229","1","83300","100","-","-","-","52500","1400","-","-","30800","-1300","-","-"
"1762","20231229","2","15200","-2900","2900","900","5.24","11200","-2500","1200","300","4000","-400","1700","600"
"1764","20231229","1","8100","-500","-","-","-","7100","-600","-","-","1000","100","-","-"
"1766","20231229","2","6100","-1000","11200","1700","0.54","2800","-800","10000","2200","3300","-200","1200","-500"
"1768","20231229","2","9700","1200","1000","-","9.7","7800","1100","1000","-","1900","100","-","-"
"1770","20231229","1","55900","3500","-","-","-","11800","4000","-","-","44100","-500","-","-"
"1773","20231229","1","28000","19000","-","-","-","28000","19000","-","-","-","-","-","-"
"1775","20231229","1","41000","700","-","-","-","7500","200","-","-","33500","500","-","-"
"1776","20231229","1","111100","12100","-","-","-","22300","3000","-","-","88800","9100","-","-"
"1780","20231229","2","33000","-2300","59900","39400","0.55","22600","-1800","4300","-900","10400","-500","55600","40300"
"1783","20231229","1","3343600","-225100","-","-","-","2939100","-241900","-","-","404500","16800","-","-"
"1786","20231229","2","968600","87900","16600","2000","58.35","390500","88400","16500","1900","578100","-500","100","100"
"1787","20231229","1","3100","-300","-","-","-","1700","-300","-","-","1400","-","-","-"
"1788","20231229","1","3600","-400","-","-","-","1300","-900","-","-","2300","500","-","-"
"1789","20231229","2","156800","-2000","8400","-300","18.67","96800","-1500","8400","-300","60000","-500","-","-"
"1793","20231229","1","1300","-100","-","-","-","1300","-100","-","-","-","-","-","-"
"1795","20231229","1","2400","200","-","-","-","1900","300","-","-","500","-100","-","-"
"1798","20231229","1","96300","200","-","-","-","1100","-100","-","-","95200","300","-","-"
"1799","20231229","2","84300","-1200","300","-200","281","7200","-400","300","-200","77100","-800","-","-"
"1801","20231229","2","244700","1500","141200","-26000","1.73","168300","100","109300","-29200","76400","1400","31900","3200"
"1802","20231229","2","434100","-59700","182900","3100","2.37","300200","-29900","38900","-5600","133900","-29800","144000","8700"
"1803","20231229","2","1448400","-175600","346800","6900","4.18","1305600","-154700","174300","-3500","142800","-20900","172500","10400"
"1805","20231229","2","760100","-14400","4400","-3100","172.75","152000","-8400","4300","-3200","608100","-6000","100","100"
"1807","20231229","1","118500","800","-","-","-","12600","600","-","-","105900","200","-","-"
"1808","20231229","2","296400","-38800","198100","6300","1.5","185400","-23500","47500","10300","111000","-15300","150600","-4000"
"1810","20231229","2","90200","-2400","1100","200","82","10300","-600","1000","200","79900","-1800","100","-"
"1811","20231229","2","99000","6500","1500","600","66","14000","3100","1500","600","85000","3400","-","-"
"1812","20231229","2","652400","-56600","205300","-43100","3.18","543300","-38000","67800","-19400","109100","-18600","137500","-23700"
"1813","20231229","2","152800","-3600","8900","-800","17.17","40200","5200","5700","-800","112600","-8800","3200","-"
"1814","20231229","2","97800","-7200","10700","1400","9.14","44300","-7500","10700","1400","53500","300","-","-"
"1815","20231229","2","191400","7300","5000","-3900","38.28","118800","8300","4800","-3900","72600","-1000","200","-"
"1820","20231229","2","152400","1600","56000","400","2.72","75700","1900","30400","900","76700","-300","25600","-500"
"1821","20231229","2","1375500","-877400","202200","-2100","6.8","851300","-857400","45000","-4700","524200","-20000","157200","2600"
"1822","20231229","2","27000","-500","1500","-100","18","18800","-300","1100","-100","8200","-200","400","-"
"1826","20231229","2","959200","3400","39100","-5000","24.53","11100","-100","39100","-5000","948100","3500","-","-"
"1827","20231229","2","1374000","-55600","26300","1100","52.24","906500","-43800","26300","1100","467500","-11800","-","-"
"1828","20231229","1","127200","3100","-","-","-","82100","2300","-","-","45100","800","-","-"
"1833","20231229","2","157900","-30900","22800","10900","6.93","45700","-23500","18700","11000","112200","-7400","4100","-100"
"1835","20231229","2","9200","700","38900","-200","0.24","5400","800","2600","-200","3800","-100","36300","-"
"1840","20231229","2","456200","-38700","-","-","-","324000","-29900","-","-","132200","-8800","-","-"
"1841","20231229","1","17400","200","-","-","-","1000","-300","-","-","16400","500","-","-"
"1844","20231229","1","312400","-11900","-","-","-","179900","-8600","-","-","132500","-3300","-","-"
"1847","20231229","1","143400","8200","400","-","358.5","47600","-9400","-","-","95800","17600","400","-"
"1848","20231229","2","40100","-6000","4200","-300","9.55","12900","-4200","4200","-300","27200","-1800","-","-"
"1850","20231229","1","717900","27700","-","-","-","372200","3000","-","-","345700","24700","-","-"
"1852","20231229","2","130700","-9100","24500","11500","5.33","86500","-7000","17600","11500","44200","-2100","6900","-"
"1853","20231229","1","553600","15900","-","-","-","325300","15200","-","-","228300","700","-","-"
