"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1301","20230407","2","40800","-2800","4900","-4300","8.33","27900","-4600","4800","-3000","12900","1800","100","-1300"
"1332","20230407","2","1400800","15400","134500","-6300","10.41","303000","-31200","82900","-6500","1097800","46600","51600","200"
"1333","20230407","2","549800","25300","42700","500","12.88","115500","-2400","4700","-2800","434300","27700","38000","3300"
"1375","20230407","1","122500","-1400","14300","-1100","8.57","53000","-1400","-","-","69500","-","14300","-1100"
"1376","20230407","1","8900","2500","-","-","-","6200","1800","-","-","2700","700","-","-"
"1377","20230407","2","103800","2600","18700","1100","5.55","85400","800","6800","300","18400","1800","11900","800"
"1379","20230407","2","49100","11500","42200","-9900","1.16","41600","11400","4000","-4100","7500","100","38200","-5800"
"1380","20230407","1","4300","100","-","-","-","1600","-100","-","-","2700","200","-","-"
"1381","20230407","1","6900","-400","-","-100","-","5000","-100","-","-","1900","-300","-","-100"
"1382","20230407","1","25500","100","-","-","-","12800","300","-","-","12700","-200","-","-"
"1383","20230407","1","14300","-400","-","-","-","12300","600","-","-","2000","-1000","-","-"
"1384","20230407","1","195700","6200","1000","-1000","195.7","134200","9500","-","-","61500","-3300","1000","-1000"
"1400","20230407","1","368100","66500","-","-","-","302800","24300","-","-","65300","42200","-","-"
"1401","20230407","1","43500","1100","-","-","-","14100","1600","-","-","29400","-500","-","-"
"1407","20230407","2","525300","56500","87600","-900","6","396800","44400","83900","-1300","128500","12100","3700","400"
"1414","20230407","2","168000","6500","19200","1700","8.75","132800","3800","6700","-400","35200","2700","12500","2100"
"1417","20230407","2","91100","-500","43700","2600","2.08","66400","-500","17600","3000","24700","-","26100","-400"
"1418","20230407","2","180400","-14300","2200","-1800","82","116700","-20600","2200","-1800","63700","6300","-","-"
"1419","20230407","2","248400","68600","972900","-16500","0.26","197700","60600","922900","-17300","50700","8000","50000","800"
"1420","20230407","2","34000","4000","21600","-7000","1.57","28400","3400","20800","-6600","5600","600","800","-400"
"1429","20230407","2","324700","8900","48700","1800","6.67","210800","18700","47700","1800","113900","-9800","1000","-"
"1430","20230407","2","203200","-24500","22800","8300","8.91","139400","-21700","22800","8300","63800","-2800","-","-"
"1431","20230407","2","42000","-3800","176600","-20100","0.24","11100","-4600","176600","-20100","30900","800","-","-"
"1433","20230407","2","169700","3200","109100","-400","1.56","89400","2600","107100","-400","80300","600","2000","-"
"1434","20230407","2","190000","7600","6200","1000","30.65","50300","-2900","6200","1000","139700","10500","-","-"
"1435","20230407","1","2256900","-92900","18900","800","119.41","407800","-44200","-","-","1849100","-48700","18900","800"
"1436","20230407","1","110400","23700","-","-","-","50500","23900","-","-","59900","-200","-","-"
"1438","20230407","1","43600","1000","-","-","-","16400","1200","-","-","27200","-200","-","-"
"1439","20230407","1","67500","-3700","-","-","-","26500","-2200","-","-","41000","-1500","-","-"
"1443","20230407","1","895500","17100","-","-","-","716700","12300","-","-","178800","4800","-","-"
"1444","20230407","1","37000","-2100","-","-","-","20200","200","-","-","16800","-2300","-","-"
"1446","20230407","2","69900","3200","35700","-800","1.96","30100","3200","35700","-800","39800","-","-","-"
"1447","20230407","1","2398100","18100","-","-","-","553000","16200","-","-","1845100","1900","-","-"
"1450","20230407","1","20000","100","-","-","-","6900","200","-","-","13100","-100","-","-"
"1451","20230407","1","41500","-600","-","-","-","27800","-1600","-","-","13700","1000","-","-"
"1491","20230407","1","1909900","60300","-","-","-","1673100","60300","-","-","236800","-","-","-"
"1514","20230407","2","12662800","-492000","9700","-4100","1305.44","5050300","-228000","-","-","7612500","-264000","9700","-4100"
"1515","20230407","2","71100","3000","17400","-200","4.09","32100","2800","3600","200","39000","200","13800","-400"
"1518","20230407","2","1261700","102000","544700","183300","2.32","1018600","82200","530000","188200","243100","19800","14700","-4900"
"1605","20230407","2","8653800","-342600","754400","196300","11.47","5814300","-388200","569200","241600","2839500","45600","185200","-45300"
"1662","20230407","2","415800","12500","148800","-5400","2.79","326900","20400","117300","-5800","88900","-7900","31500","400"
"1663","20230407","2","254600","-7700","14200","-2100","17.93","124700","-6500","13800","-2100","129900","-1200","400","-"
"1711","20230407","1","506300","4000","-","-","-","254900","600","-","-","251400","3400","-","-"
"1712","20230407","2","298500","105300","18400","-12700","16.22","210000","95800","18000","-12700","88500","9500","400","-"
"1716","20230407","2","46900","-4400","1800","1700","26.06","27300","1200","1800","1700","19600","-5600","-","-"
"1717","20230407","1","245200","13700","-","-","-","80300","5100","-","-","164900","8600","-","-"
"1718","20230407","1","68700","100","-","-","-","13500","200","-","-","55200","-100","-","-"
"1719","20230407","2","197300","24400","210000","191700","0.94","168200","22000","5800","-2400","29100","2400","204200","194100"
"1720","20230407","2","634800","8800","51100","-200","12.42","250400","5100","9200","-200","384400","3700","41900","-"
"1721","20230407","2","158600","-400","61000","-23900","2.6","32200","400","6100","-","126400","-800","54900","-23900"
"1723","20230407","1","16300","-5300","-","-","-","7200","200","-","-","9100","-5500","-","-"
"1724","20230407","1","258600","-6000","-","-","-","151100","500","-","-","107500","-6500","-","-"
"1726","20230407","1","190300","400","500","-9200","380.6","40400","3300","-","-","149900","-2900","500","-9200"
"1730","20230407","1","62600","400","-","-","-","21700","-","-","-","40900","400","-","-"
"1736","20230407","1","9600","-","-","-","-","8200","-100","-","-","1400","100","-","-"
"1739","20230407","1","359500","4200","-","-","-","145900","4500","-","-","213600","-300","-","-"
"1743","20230407","1","54900","700","-","-","-","29200","-1000","-","-","25700","1700","-","-"
"1757","20230407","1","25110000","367000","-","-","-","24967300","367100","-","-","142700","-100","-","-"
"1758","20230407","1","37100","-1300","-","-","-","10900","1500","-","-","26200","-2800","-","-"
"1762","20230407","2","19100","3600","7900","-17900","2.42","11000","4000","4400","-4900","8100","-400","3500","-13000"
"1764","20230407","1","11100","-200","-","-","-","9400","-200","-","-","1700","-","-","-"
"1766","20230407","2","42000","-3600","173300","102600","0.24","31700","-2700","23300","20100","10300","-900","150000","82500"
"1768","20230407","2","3900","300","30500","200","0.13","2400","300","30500","200","1500","-","-","-"
"1770","20230407","1","385400","-","-","-","-","3300","-","-","-","382100","-","-","-"
"1773","20230407","1","16000","7000","-","-","-","16000","7000","-","-","-","-","-","-"
"1775","20230407","1","28900","-4200","-","-","-","11400","-100","-","-","17500","-4100","-","-"
"1776","20230407","1","192200","-2900","-","-","-","29500","-7700","-","-","162700","4800","-","-"
"1780","20230407","2","3800","-7600","79100","-31800","0.05","2900","-7700","65800","-20300","900","100","13300","-11500"
"1783","20230407","1","3693000","57100","-","-","-","3555300","53500","-","-","137700","3600","-","-"
"1786","20230407","2","1054900","46900","96600","9100","10.92","569500","22800","42800","6400","485400","24100","53800","2700"
"1787","20230407","1","2600","100","-","-","-","1300","100","-","-","1300","-","-","-"
"1788","20230407","1","5800","-100","-","-","-","3300","400","-","-","2500","-500","-","-"
"1789","20230407","2","136800","-4700","11700","-1500","11.69","95500","-5800","11700","-1500","41300","1100","-","-"
"1793","20230407","1","600","200","-","-","-","600","200","-","-","-","-","-","-"
"1795","20230407","1","800","500","-","-","-","300","200","-","-","500","300","-","-"
"1798","20230407","1","97500","200","-","-","-","700","200","-","-","96800","-","-","-"
"1799","20230407","2","20300","-","1600","-","12.69","3400","100","1600","-","16900","-100","-","-"
"1801","20230407","2","187200","56100","190500","58200","0.98","144200","44800","106800","19200","43000","11300","83700","39000"
"1802","20230407","2","974400","66800","277100","67900","3.52","610100","16300","99700","11900","364300","50500","177400","56000"
"1803","20230407","2","635500","-100100","803900","-69000","0.79","550400","-600","169800","57800","85100","-99500","634100","-126800"
"1805","20230407","2","280700","-12200","4900","-3200","57.29","55600","-2000","4900","-3200","225100","-10200","-","-"
"1807","20230407","1","110700","100","-","-","-","2100","100","-","-","108600","-","-","-"
"1808","20230407","2","317800","-26900","239200","7800","1.33","231500","-22100","34500","2300","86300","-4800","204700","5500"
"1810","20230407","2","33800","-300","2300","-2900","14.7","19100","-700","2200","-2900","14700","400","100","-"
"1811","20230407","2","81300","3700","1300","300","62.54","34800","1200","1300","300","46500","2500","-","-"
"1812","20230407","2","580800","-20300","86500","7000","6.71","440600","-15900","56500","6800","140200","-4400","30000","200"
"1813","20230407","2","168600","-300","3200","-600","52.69","39900","-8500","1300","-600","128700","8200","1900","-"
"1814","20230407","2","209200","11000","1100","-200","190.18","86900","300","900","-200","122300","10700","200","-"
"1815","20230407","2","134600","3600","9100","-1100","14.79","60500","2100","4100","-1100","74100","1500","5000","-"
"1820","20230407","2","379200","-13800","56700","2200","6.69","224600","-10400","16700","-2900","154600","-3400","40000","5100"
"1821","20230407","2","2421800","737300","14200","-42300","170.55","1532200","381200","11600","-2100","889600","356100","2600","-40200"
"1822","20230407","2","44200","300","8900","-2800","4.97","22100","200","7800","-2600","22100","100","1100","-200"
"1826","20230407","2","1409800","-800","2400","-2500","587.42","1278700","-5900","2400","-2500","131100","5100","-","-"
"1827","20230407","2","488200","-32300","2200","1500","221.91","323300","15300","2200","1500","164900","-47600","-","-"
"1828","20230407","1","120900","-1200","-","-","-","86600","-1700","-","-","34300","500","-","-"
"1833","20230407","2","267400","17200","20000","-9900","13.37","102200","13600","6600","-9800","165200","3600","13400","-100"
"1835","20230407","2","11800","-1800","8900","400","1.33","8500","-1900","5600","200","3300","100","3300","200"
"1840","20230407","2","665700","-53200","-","-","-","495600","-52300","-","-","170100","-900","-","-"
"1841","20230407","1","23600","-","-","-","-","-","-","-","-","23600","-","-","-"
"1844","20230407","1","273500","-3900","-","-","-","204800","-2500","-","-","68700","-1400","-","-"
"1847","20230407","1","142600","-32200","400","-","356.5","50600","-28500","-","-","92000","-3700","400","-"
"1848","20230407","2","35000","1800","46000","-600","0.76","18300","1800","46000","-600","16700","-","-","-"
"1850","20230407","1","803300","28000","-","-","-","553100","24900","-","-","250200","3100","-","-"
"1852","20230407","2","200700","18700","28100","-5800","7.14","134300","14600","18600","-5500","66400","4100","9500","-300"
"1853","20230407","1","252500","19100","-","-","-","140100","18300","-","-","112400","800","-","-"
"1860","20230407","2","425000","77800","274400","-30200","1.55","377800","60300","17100","2500","47200","17500","257300","-32700"
"1861","20230407","2","259000","7800","34000","100","7.62","95400","-9600","2900","100","163600","17400","31100","-"
"1866","20230407","2","73500","7400","7100","2200","10.35","12300","5700","7100","2200","61200","1700","-","-"
"1867","20230407","2","10300","2200","2400","1000","4.29","5600","1000","2200","1000","4700","1200","200","-"
"1870","20230407","2","135000","400","20400","1400","6.62","14100","-300","17400","1400","120900","700","3000","-"
"1871","20230407","2","277500","3700","70300","-5400","3.95","189800","7800","21200","-5400","87700","-4100","49100","-"
"1873","20230407","1","506700","-4500","251400","-","2.02","332700","-2600","-","-","174000","-1900","251400","-"
"1878","20230407","2","39100","-7000","24900","1800","1.57","21800","-6500","10600","2600","17300","-500","14300","-800"
"1879","20230407","2","387600","-29200","8900","-1800","43.55","139400","-2600","8300","-1800","248200","-26600","600","-"
"1882","20230407","2","79900","54900","16600","3900","4.81","76800","54600","15400","4000","3100","300","1200","-100"
"1884","20230407","2","9500","2700","4000","-600","2.38","8200","2800","4000","-600","1300","-100","-","-"
"1885","20230407","2","27700","5000","3800","-300","7.29","16500","8000","2700","-300","11200","-3000","1100","-"
"1887","20230407","2","172100","-1700","1900","800","90.58","111800","-3300","1500","400","60300","1600","400","400"
"1888","20230407","2","62000","1000","55500","2700","1.12","42800","1400","52800","2600","19200","-400","2700","100"
"1890","20230407","2","1433800","1214800","12400","2800","115.63","859200","690400","-","-","574600","524400","12400","2800"
"1893","20230407","2","1017100","138000","264900","10500","3.84","724500","114800","27400","1000","292600","23200","237500","9500"
"1897","20230407","1","2800","100","-","-","-","800","-","-","-","2000","100","-","-"
"1898","20230407","2","2096500","-116000","3700","500","566.62","2052000","-135900","2800","-200","44500","19900","900","700"
"1899","20230407","2","106200","400","500","-100","212.4","101000","-1000","200","-100","5200","1400","300","-"
"1904","20230407","2","3700","500","3000","-300","1.23","1200","300","3000","-300","2500","200","-","-"
"1905","20230407","1","172600","2000","-","-","-","17800","1000","-","-","154800","1000","-","-"
"1909","20230407","1","97700","6800","-","-","-","21300","3500","-","-","76400","3300","-","-"
"1911","20230407","2","504200","-15600","237700","7700","2.12","244700","-7400","203700","5600","259500","-8200","34000","2100"
"1914","20230407","2","39800","4000","6200","600","6.42","27100","-900","6200","600","12700","4900","-","-"
"1921","20230407","2","117600","1600","3400","-400","34.59","61800","-2200","1400","-100","55800","3800","2000","-300"
"1925","20230407","2","324000","-23300","44500","-19300","7.28","195400","-24800","21200","-7400","128600","1500","23300","-11900"
"1926","20230407","2","63400","1400","4700","-1200","13.49","43900","100","3200","-1200","19500","1300","1500","-"
"1928","20230407","2","243500","8200","353800","-19000","0.69","141200","7200","196900","-19500","102300","1000","156900","500"
"1929","20230407","2","100000","13000","35000","-900","2.86","50100","14300","10600","-1800","49900","-1300","24400","900"
"1930","20230407","2","102900","1400","7800","200","13.19","24700","-100","7800","200","78200","1500","-","-"
"1934","20230407","2","148800","-1200","6500","1200","22.89","49400","-6600","5400","1200","99400","5400","1100","-"
"1938","20230407","1","83700","-2800","1000","-","83.7","28900","-2200","-","-","54800","-600","1000","-"
"1939","20230407","2","29700","-2300","1100","-1700","27","10600","-300","1100","-1700","19100","-2000","-","-"
"1941","20230407","2","45400","18600","26700","-3400","1.7","14200","1100","1600","-3500","31200","17500","25100","100"
"1942","20230407","2","98800","-1200","71200","-2700","1.39","81100","2100","21000","-300","17700","-3300","50200","-2400"
"1944","20230407","2","23800","1700","88100","2500","0.27","13600","900","4600","2400","10200","800","83500","100"
"1945","20230407","2","102400","-3900","13800","-1000","7.42","67700","-4500","1300","-1000","34700","600","12500","-"
"1946","20230407","2","17200","-300","600","-2700","28.67","3600","-300","600","-2600","13600","-","-","-100"
"1948","20230407","1","15100","-","-","-","-","4700","100","-","-","10400","-100","-","-"
"1949","20230407","2","18300","1100","1300","-100","14.08","5000","200","500","-100","13300","900","800","-"
"1950","20230407","2","15900","-","9200","-2000","1.73","7900","-","800","-2100","8000","-","8400","100"
"1951","20230407","2","95000","200","41100","1000","2.31","24000","-","34600","2000","71000","200","6500","-1000"
"1952","20230407","2","11100","1400","26300","-500","0.42","8400","1400","3600","-500","2700","-","22700","-"
"1954","20230407","2","43500","1400","700","-100","62.14","16100","-1100","500","-100","27400","2500","200","-"
"1959","20230407","2","29800","6300","7600","200","3.92","14600","3000","3400","200","15200","3300","4200","-"
"1960","20230407","1","152700","2500","-","-","-","146200","2000","-","-","6500","500","-","-"
"1961","20230407","2","93000","14300","19100","-","4.87","38400","4400","700","100","54600","9900","18400","-100"
"1963","20230407","2","1141100","-96300","203300","19400","5.61","754500","-62300","62100","29100","386600","-34000","141200","-9700"
"1964","20230407","2","42400","2500","800","-200","53","29600","2500","700","-200","12800","-","100","-"
"1965","20230407","2","12300","1900","2400","-2700","5.13","7900","1800","2400","-2700","4400","100","-","-"
"1966","20230407","2","523800","-70200","76200","5900","6.87","390700","-45800","76200","5900","133100","-24400","-","-"
"1967","20230407","2","571500","1900","91100","500","6.27","507400","2000","17700","500","64100","-100","73400","-"
"1968","20230407","2","20000","4000","6500","-2400","3.08","16800","3100","5300","-2400","3200","900","1200","-"
"1969","20230407","2","23400","2000","16400","1600","1.43","19500","1600","15400","600","3900","400","1000","1000"
"1971","20230407","1","74500","-700","-","-","-","28200","-700","-","-","46300","-","-","-"
"1972","20230407","2","78800","4300","6700","700","11.76","31600","1300","6500","700","47200","3000","200","-"
"1973","20230407","2","102800","3600","39200","-900","2.62","78000","3200","7300","-900","24800","400","31900","-"
"1975","20230407","2","2400","-200","200","-","12","2300","100","200","-","100","-300","-","-"
"1976","20230407","2","152100","-10200","17300","-10000","8.79","72500","-6900","13400","4600","79600","-3300","3900","-14600"
"1979","20230407","2","6600","2200","33700","-6600","0.2","6400","2200","800","100","200","-","32900","-6700"
"1980","20230407","2","114100","-1300","2300","-1400","49.61","16100","-600","1300","-1400","98000","-700","1000","-"
"1981","20230407","1","200","-","-","-","-","200","-","-","-","-","-","-","-"
"1982","20230407","2","22400","700","15800","-300","1.42","1800","700","2000","100","20600","-","13800","-400"
"1992","20230407","1","11100","1600","-","-","-","8200","1300","-","-","2900","300","-","-"
"1994","20230407","1","176000","25500","-","-","-","12600","-500","-","-","163400","26000","-","-"
"1997","20230407","1","22900","400","-","-","-","2200","-","-","-","20700","400","-","-"
"2001","20230407","2","13300","6900","6800","-4000","1.96","9000","6300","5800","-2500","4300","600","1000","-1500"
"2002","20230407","2","125000","-39400","122200","-5700","1.02","84000","-7000","51100","-4500","41000","-32400","71100","-1200"
