id,sec-code,filer-name,description
S100KI4T,75140,株式会社　ヒマラヤ,四半期報告書－第46期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI5K,99930,株式会社ヤマザワ,四半期報告書－第59期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI56,74530,株式会社　良品計画,四半期報告書－第43期第1四半期(令和2年9月1日－令和2年11月30日)
S100KHQT,30830,株式会社シーズメン,四半期報告書－第32期第3四半期(令和2年9月7日－令和2年11月30日)
S100KI8G,99740,株式会社ベルク,四半期報告書－第62期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI4W,76790,株式会社薬王堂ホールディングス,四半期報告書－第2期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI8P,82330,株式会社髙島屋,四半期報告書－第155期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI53,27420,株式会社ハローズ,四半期報告書－第63期第3四半期(令和2年9月1日－令和2年11月30日)
S100KH42,59000,株式会社ダイケン,四半期報告書－第73期第3四半期(令和2年9月1日－令和2年11月30日)
S100KH4Y,13760,カネコ種苗株式会社,四半期報告書－第74期第2四半期(令和2年9月1日－令和2年11月30日)
S100KI55,27470,北雄ラッキー株式会社,四半期報告書－第51期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIB5,63800,オリエンタルチエン工業株式会社,訂正四半期報告書－第102期第2四半期(令和2年7月1日－令和2年9月30日)
S100KI9C,47160,日本オラクル株式会社,四半期報告書－第36期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIB3,39220,株式会社ＰＲ　ＴＩＭＥＳ,四半期報告書－第16期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI0F,23380,株式会社ビットワングループ,四半期報告書－第22期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI8J,31740,株式会社ハピネス・アンド・ディ,四半期報告書－第31期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIAT,39670,株式会社エルテス,四半期報告書－第10期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI4M,24620,ライク株式会社,四半期報告書－第28期第2四半期(令和2年9月1日－令和2年11月30日)
S100KI3E,31680,黒谷株式会社,四半期報告書－第36期第1四半期(令和2年9月1日－令和2年11月30日)
S100KHXP,32360,株式会社プロパスト,四半期報告書－第35期第2四半期(令和2年6月1日－令和2年11月30日)
S100KI8Y,27350,株式会社ワッツ,四半期報告書－第27期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI6C,78110,中本パックス株式会社,四半期報告書－第33期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI3B,79210,株式会社ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,四半期報告書－第84期第2四半期(令和2年9月1日－令和2年11月30日)
S100KHY5,76100,株式会社テイツー,四半期報告書－第31期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI92,32280,株式会社三栄建築設計,四半期報告書－第28期第1四半期(令和2年9月1日－令和2年11月30日)
S100KGHF,27640,株式会社ひらまつ,訂正有価証券報告書－第35期(2016/04/01－2017/03/31)
S100KGHJ,27640,株式会社ひらまつ,訂正四半期報告書－第36期第3四半期(2017/10/01－2017/12/31)
S100KGHG,27640,株式会社ひらまつ,訂正有価証券報告書－第36期(平成29年4月1日－平成30年3月31日)
S100KGHK,27640,株式会社ひらまつ,訂正四半期報告書－第37期第1四半期(2018/04/01－2018/06/30)
S100KGHL,27640,株式会社ひらまつ,訂正四半期報告書－第37期第2四半期(2018/07/01－2018/09/30)
S100KGHM,27640,株式会社ひらまつ,訂正四半期報告書－第37期第3四半期(2018/10/01－2018/12/31)
S100KIC6,36970,株式会社ＳＨＩＦＴ,四半期報告書－第16期第1四半期(令和2年9月1日－令和2年11月30日)
S100KGHH,27640,株式会社ひらまつ,訂正有価証券報告書－第37期(平成30年4月1日－平成31年3月31日)
S100KGHN,27640,株式会社ひらまつ,訂正四半期報告書－第38期第1四半期(2019/04/01－2019/06/30)
S100KGHO,27640,株式会社ひらまつ,訂正四半期報告書－第38期第2四半期(2019/07/01－2019/09/30)
S100KGHP,27640,株式会社ひらまつ,訂正四半期報告書－第38期第3四半期(令和1年10月1日－令和1年12月31日)
S100KGHI,27640,株式会社ひらまつ,訂正有価証券報告書－第38期(平成31年4月1日－令和2年3月31日)
S100KGHQ,27640,株式会社ひらまつ,訂正四半期報告書－第39期第1四半期(令和2年4月1日－令和2年6月30日)
S100KGHV,27640,株式会社ひらまつ,四半期報告書－第39期第2四半期(令和2年7月1日－令和2年9月30日)
S100KHX6,78880,三光合成株式会社,四半期報告書－第88期第2四半期(令和2年9月1日－令和2年11月30日)
S100KID9,23050,株式会社スタジオアリス,四半期報告書－第47期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI6D,79280,旭化学工業株式会社,四半期報告書－第55期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI7H,82780,株式会社フジ,四半期報告書－第54期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI1F,77130,シグマ光機株式会社,四半期報告書－第46期第2四半期(令和2年9月1日－令和2年11月30日)
S100KHZH,32220,ユナイテッド・スーパーマーケット・ホールディングス株式会社,四半期報告書－第6期第3四半期(令和2年9月1日－令和2年11月30日)
S100KII8,75130,株式会社コジマ,四半期報告書－第59期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI9L,64960,株式会社中北製作所,四半期報告書－第95期第2四半期(令和2年9月1日－令和2年11月30日)
S100KI97,74470,ナガイレーベン株式会社,四半期報告書－第72期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIBB,30800,株式会社ジェーソン,四半期報告書－第36期第3四半期(令和2年9月1日－令和2年11月30日)
S100KICJ,67340,株式会社ニューテック,四半期報告書－第39期第3四半期(令和2年9月1日－令和2年11月30日)
S100KHLJ,98350,株式会社ジュンテンドー,四半期報告書－第60期第3四半期(令和2年9月1日－令和2年11月30日)
S100KII4,30480,株式会社ビックカメラ,四半期報告書－第41期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIGR,74270,エコートレーディング株式会社,四半期報告書－第50期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIDB,61960,株式会社ストライク,四半期報告書－第25期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIEE,82600,株式会社井筒屋,四半期報告書－第126期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIDU,64320,株式会社竹内製作所,四半期報告書－第59期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI4B,64890,前澤工業株式会社,四半期報告書－第75期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIF7,30860,Ｊ．フロント　リテイリング株式会社,四半期報告書－第14期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIJS,76070,株式会社進和,四半期報告書－第71期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI0A,43970,株式会社チームスピリット,四半期報告書－第25期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIDL,80080,株式会社ヨンドシーホールディングス,四半期報告書－第71期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIGN,65050,東洋電機製造株式会社,四半期報告書－第160期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIKI,65060,株式会社安川電機,四半期報告書－第105期第3四半期(令和2年9月1日－令和2年11月30日)
S100KGXV,96610,株式会社歌舞伎座,四半期報告書－第97期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIIG,33210,ミタチ産業株式会社,四半期報告書－第45期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIL8,98460,株式会社天満屋ストア,四半期報告書－第52期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI7E,47630,株式会社クリーク・アンド・リバー社,四半期報告書－第31期第3四半期(令和2年9月1日－令和2年11月30日)
S100KHY4,76490,スギホールディングス株式会社,四半期報告書－第39期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIB7,81850,株式会社チヨダ,四半期報告書－第74期第3四半期(令和2年9月1日－令和2年11月30日)
S100KICW,38920,株式会社岡山製紙,四半期報告書－第180期第2四半期(令和2年9月1日－令和2年11月30日)
S100KILP,33760,株式会社オンリー,四半期報告書－第45期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI9J,23540,株式会社ＹＥ　ＤＩＧＩＴＡＬ,四半期報告書－第44期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIM6,97400,セントラル警備保障株式会社,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI6P,89080,株式会社毎日コムネット,四半期報告書－第43期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIMO,49200,株式会社日本色材工業研究所,四半期報告書－第64期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIMR,38240,メディアファイブ株式会社,四半期報告書－第25期第2四半期(令和2年9月1日－令和2年11月30日)
S100KILA,32970,株式会社東武住販,四半期報告書－第38期第2四半期(令和2年9月1日－令和2年11月30日)
S100KFFI,88870,リベレステ株式会社,四半期報告書－第43期第2四半期(令和2年9月1日－令和2年11月30日)
S100KINN,75160,コーナン商事株式会社,四半期報告書－第44期第3四半期(令和2年9月1日－令和2年11月30日)
S100KING,26680,タビオ株式会社,四半期報告書－第44期第3四半期(令和2年9月1日－令和2年11月30日)
S100KID2,33820,株式会社セブン＆アイ・ホールディングス,四半期報告書－第16期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIPA,80110,株式会社三陽商会,四半期報告書－第78期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI89,92750,株式会社ナルミヤ・インターナショナル,四半期報告書－第5期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIFQ,82890,株式会社Ｏｌｙｍｐｉｃグループ,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIHU,48250,株式会社ウェザーニューズ,四半期報告書－第35期第2四半期(令和2年9月1日－令和2年11月30日)
S100KGS1,64690,株式会社　放電精密加工研究所,四半期報告書－第60期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIAM,82730,株式会社イズミ,四半期報告書－第60期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIBG,36070,株式会社クラウディアホールディングス,四半期報告書－第45期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI45,70850,株式会社カーブスホールディングス,四半期報告書－第13期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIG4,66680,株式会社アドテックプラズマテクノロジー,四半期報告書－第37期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIN1,36080,株式会社ＴＳＩホールディングス,四半期報告書－第10期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI4E,24840,株式会社出前館,四半期報告書－第22期第1四半期(令和2年9月1日－令和2年11月30日)
S100KISF,44400,株式会社ヴィッツ,四半期報告書－第25期第1四半期(令和2年9月1日－令和2年11月30日)
S100KHFX,31920,株式会社白鳩,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIAU,59930,知多鋼業株式会社,四半期報告書－第65期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI9W,30930,株式会社トレジャー・ファクトリー,四半期報告書－第26期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIAH,21860,ソーバル株式会社,四半期報告書－第39期第3四半期(令和2年9月1日－令和2年11月30日)
S100KITA,34900,株式会社アズ企画設計,四半期報告書－第32期第3四半期(令和2年9月1日－令和2年11月30日)
S100KINY,35430,株式会社コメダホールディングス,四半期報告書－第7期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIKC,77250,株式会社インターアクション,四半期報告書－第29期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIQG,73520,株式会社Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,四半期報告書－第8期第1四半期(令和2年9月1日－令和2年11月30日)
S100KINS,33530,株式会社メディカル一光グループ,四半期報告書－第36期第3四半期(令和2年9月1日－令和2年11月30日)
S100KHHY,96020,東宝株式会社,四半期報告書－第132期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIHM,61420,富士精工株式会社,四半期報告書－第63期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIEX,14180,インターライフホールディングス株式会社,四半期報告書－第11期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIDN,14010,株式会社エムビーエス,四半期報告書－第24期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIUX,35500,株式会社スタジオアタオ,四半期報告書－第17期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIHF,82570,株式会社　山陽百貨店,四半期報告書－第92期第3四半期(令和2年9月1日－令和2年11月30日)
S100KII0,36700,協立情報通信株式会社,四半期報告書－第56期第3四半期(令和2年9月1日－令和2年11月30日)
S100KHYK,92650,ヤマシタヘルスケアホールディングス株式会社,四半期報告書－第4期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIB6,50180,株式会社ＭＯＲＥＳＣＯ,四半期報告書－第63期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIR1,65550,株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,四半期報告書－第9期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIFI,81940,株式会社ライフコーポレーション,四半期報告書－第66期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIZ6,34400,日創プロニティ株式会社,四半期報告書－第38期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIF0,76030,株式会社マックハウス,四半期報告書－第31期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI4Q,30650,株式会社ライフフーズ,四半期報告書－第35期第3四半期(令和2年9月1日－令和2年11月30日)
S100KISW,26700,株式会社エービーシー・マート,四半期報告書－第36期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIK0,75200,株式会社エコス,四半期報告書－第56期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIVW,99820,タキヒヨー株式会社,四半期報告書－第110期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIRT,29270,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,四半期報告書－第41期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIPU,63230,ローツェ株式会社,四半期報告書－第36期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIJ0,81250,株式会社ワキタ,四半期報告書－第61期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI8Z,74340,株式会社オータケ,四半期報告書－第69期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIXH,24590,アウンコンサルティング株式会社,四半期報告書－第23期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIPW,72190,株式会社エッチ・ケー・エス,四半期報告書－第48期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIZC,47280,株式会社トーセ,四半期報告書－第42期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIS7,89050,イオンモール株式会社,四半期報告書－第110期第3四半期(令和2年9月1日－令和2年11月30日)
S100KICI,44650,株式会社ニイタカ,四半期報告書－第59期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIZF,76300,株式会社壱番屋,四半期報告書－第39期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIIQ,28720,株式会社　セイヒョー,四半期報告書－第110期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIZ8,33960,株式会社フェリシモ,四半期報告書－第56期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIVU,77300,マニー株式会社,四半期報告書－第62期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIWV,48340,キャリアバンク株式会社,四半期報告書－第34期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIZO,43170,株式会社レイ,四半期報告書－第40期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIFK,97780,株式会社昴,四半期報告書－第63期第3四半期(令和2年9月1日－令和2年11月30日)
S100KINV,27890,株式会社カルラ,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI6W,81270,ヤマトインターナショナル株式会社,四半期報告書－第75期第1四半期(令和2年9月1日－令和2年11月30日)
S100KEUM,26860,株式会社ジーフット,四半期報告書－第50期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIWX,22920,エスフーズ株式会社,四半期報告書－第55期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI6R,29250,株式会社ピックルスコーポレーション,四半期報告書－第45期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIJZ,52710,株式会社トーヨーアサノ,四半期報告書－第78期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIZY,74450,株式会社ライトオン,四半期報告書－第42期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI6B,31480,株式会社クリエイトＳＤホールディングス,四半期報告書－第24期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIUP,78470,株式会社グラファイトデザイン,四半期報告書－第32期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ07,62640,株式会社マルマエ,四半期報告書－第34期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIZV,44390,株式会社東名,四半期報告書－第24期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI8T,99780,株式会社文教堂グループホールディングス,四半期報告書－第71期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIU9,62550,株式会社エヌ・ピー・シー,四半期報告書－第29期第1四半期(令和2年9月1日－令和2年11月30日)
S100KILW,81810,株式会社東天紅,四半期報告書－第65期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI5N,26690,カネ美食品株式会社,四半期報告書－第51期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIND,76010,株式会社ポプラ,四半期報告書－第46期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIVN,82870,マックスバリュ西日本株式会社,四半期報告書－第39期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIQW,78180,株式会社トランザクション,四半期報告書－第35期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIRC,98610,株式会社吉野家ホールディングス,四半期報告書－第64期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIL4,76730,ダイコー通産株式会社,四半期報告書－第46期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIW7,62890,株式会社技研製作所,四半期報告書－第40期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIRM,31890,株式会社ＡＮＡＰ,四半期報告書－第30期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIWQ,47450,株式会社東京個別指導学院,四半期報告書－第38期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ0Y,43430,株式会社イオンファンタジー,四半期報告書－第25期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIUC,27920,株式会社ハニーズホールディングス,四半期報告書－第43期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ0O,82470,株式会社大和,四半期報告書－第105期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIW2,26530,イオン九州株式会社,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIKL,98760,株式会社コックス,四半期報告書－第48期第3四半期(令和2年3月1日－令和2年11月30日)
S100KI8H,61590,ミクロン精密株式会社,四半期報告書－第62期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIOH,33840,株式会社アークコア,四半期報告書－第18期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIWI,81550,三益半導体工業株式会社,四半期報告書－第52期第2四半期(令和2年9月1日－令和2年11月30日)
S100KILN,21530,Ｅ・Ｊホールディングス株式会社,四半期報告書－第14期第2四半期(令和2年9月1日－令和2年11月30日)
S100KI3G,93810,株式会社エーアイテイー,四半期報告書－第34期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ02,89310,和田興産株式会社,四半期報告書－第55期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ0W,74500,株式会社サンデー,四半期報告書－第47期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ1G,88860,株式会社ウッドフレンズ,四半期報告書－第39期第2四半期(令和2年6月1日－令和2年11月30日)
S100KIO1,99030,株式会社カンセキ,四半期報告書－第47期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ2A,27220,株式会社アイケイ,四半期報告書－第40期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ2E,27260,株式会社パルグループホールディングス,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIOO,61730,株式会社アクアライン,四半期報告書－第26期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ2L,27360,フェスタリアホールディングス株式会社,四半期報告書－第58期第1四半期(令和2年9月1日－令和2年11月30日)
S100KJ2F,81980,マックスバリュ東海株式会社,四半期報告書－第59期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIUD,39770,フュージョン株式会社,四半期報告書－第30期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ3K,23790,ディップ株式会社,四半期報告書－第24期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIXX,97160,株式会社乃村工藝社,四半期報告書－第84期第3四半期(令和2年9月1日－令和2年11月30日)
S100KISA,74850,岡谷鋼機株式会社,四半期報告書－第85期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIHN,45300,久光製薬株式会社,四半期報告書－第119期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIN6,26850,株式会社アダストリア,四半期報告書－第71期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ3B,21570,株式会社コシダカホールディングス,四半期報告書－第52期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIRZ,65780,株式会社エヌリンクス,四半期報告書－第11期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIXA,47350,株式会社京進,四半期報告書－第41期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ56,46680,株式会社明光ネットワークジャパン,四半期報告書－第37期第1四半期(令和2年9月1日－令和2年11月30日)
S100KH0T,82670,イオン株式会社,四半期報告書－第96期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ5F,39350,株式会社エディア,四半期報告書－第22期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIH1,26510,株式会社ローソン,四半期報告書－第46期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIL6,30940,株式会社スーパーバリュー,四半期報告書－第25期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIO4,76110,株式会社ハイデイ日高,四半期報告書－第43期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIGJ,61990,株式会社セラク,四半期報告書－第34期第1四半期(令和2年9月1日－令和2年11月30日)
S100KI9A,75120,イオン北海道株式会社,四半期報告書－第43期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ6E,26830,株式会社魚喜,四半期報告書－第36期第3四半期(令和2年9月1日－令和2年11月30日)
S100KITU,59820,株式会社マルゼン,四半期報告書－第60期第3四半期(令和2年9月1日－令和2年11月30日)
S100KI9Q,35360,アクサスホールディングス株式会社,四半期報告書－第6期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIWN,31600,株式会社大光,四半期報告書－第71期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ7E,68970,ツインバード工業株式会社,四半期報告書－第59期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ84,98120,株式会社テーオーホールディングス,四半期報告書－第67期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ86,36450,株式会社メディカルネット,四半期報告書－第20期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIHY,35460,アレンザホールディングス株式会社,四半期報告書－第5期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ14,70860,株式会社きずなホールディングス,四半期報告書－第4期第2四半期(令和2年9月1日－令和2年11月30日)
S100KJ9B,85700,イオンフィナンシャルサービス株式会社,四半期報告書－第40期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJ99,40150,アララ株式会社,四半期報告書－第16期第1四半期(令和2年9月1日－令和2年11月30日)
S100KJ5J,70680,株式会社フィードフォース,四半期報告書－第16期第2四半期(令和2年9月1日－令和2年11月30日)
S100KIM7,44330,株式会社ヒト・コミュニケーションズ・ホールディングス,四半期報告書－第3期第1四半期(令和2年9月1日－令和2年11月30日)
S100KIIR,32600,株式会社エスポア,四半期報告書－第49期第3四半期(令和2年9月1日－令和2年11月30日)
S100KJAR,96010,松竹株式会社,四半期報告書－第155期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIY1,30300,株式会社ハブ,四半期報告書－第23期第3四半期(令和2年9月1日－令和2年11月30日)
S100KIQ9,13770,株式会社　サカタのタネ,四半期報告書－第80期第2四半期(令和2年9月1日－令和2年11月30日)
