"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"9474","ゼンリン","202203","20220428","59053","2670","3044","3658","79164","48500","6557","10131","61.3","7.98","4.86","57301365"
"9475","昭文社ホールディングス","202203","20220513","4619","-1407","-1288","-1578","15250","10461","10141","770","68.6","-13.29","-9.83","18178173"
"9476","中央経済社ホールディングス","202209","20221110","3169","146","169","172","5723","4203","383","289","73.4","4.15","3.13","4398464"
"9478","SEホールディングス・アンド・インキュベーションズ","202203","20220510","7090","1483","1422","907","11320","6434","1534","2523","56.8","15.17","8.46","21184226"
"9479","インプレスホールディングス","202203","20220512","14778","848","941","875","15732","9227","5341","612","58.7","9.84","5.85","37371500"
"9501","東京電力ホールディングス","202203","20220428","5309924","46230","44969","5640","12853505","3196825","1400975","5440243","24.9","0.18","0.05","1607017531"
"9502","中部電力","202203","20220428","2705162","-53830","-59319","-43022","6174734","2017129","430777","2785424","32.7","-2.13","-0.73","758000000"
"9503","関西電力","202203","20220427","2851894","99325","135955","85835","8656430","1659574","489320","4838325","19.2","5.13","1.03","938733028"
"9504","中国電力","202203","20220428","1136646","-60744","-61879","-39705","3566947","605778","197024","2502330","17","-6.29","-1.14","387154692"
"9505","北陸電力","202203","20220427","613756","-16390","-17616","-6805","1656664","324861","117641","1036667","19.6","-2.05","-0.42","210333694"
"9506","東北電力","202203","20220428","2104448","-28737","-49205","-108362","4725651","699659","251441","2652719","14.8","-14.2","-2.36","502882585"
"9507","四国電力","202203","20220427","641948","-13517","-12114","-6262","1500744","312893","145551","860290","20.8","-1.96","-0.43","207528202"
"9508","九州電力","202203","20220428","1743310","48624","32384","6873","5342350","645497","237304","3638082","12.1","1.06","0.13","474183951"
"9509","北海道電力","202203","20220428","663414","24970","13830","6864","1992879","272648","114291","1384570","13.7","2.5","0.34","215291912"
"9511","沖縄電力","202203","20220428","176232","2810","2717","1959","446519","159484","7586","205422","35.7","1.22","0.45","56927965"
"9513","電源開発","202203","20220511","1084621","86979","72846","69687","3066176","916030","180502","1786400","29.9","8.08","2.36","183051100"
"9514","エフオン","202206","20220812","13258","1299","1174","893","47241","17539","2292","26442","37.1","5.18","1.92","21635819"
"9517","イーレックス","202203","20220513","230502","12498","13761","9653","157159","55716","11242","53591","35.5","19.35","6.77","59382058"
"9519","レノバ","202203","20220510","29207","874","5015","1581","296223","31886","2340","197833","10.8","6.71","0.61","79102900"
"9522","リニューアブル・ジャパン","202212","20230213","17718","1289","-1360","-1526","166729","9294","4627","137764","5.6","-15.32","-1.07","29200050"
"9531","東京瓦斯","202203","20220427","2145197","117777","126732","88745","3216942","1227198","141844","1172701","38.1","7.45","2.98","434875059"
"9532","大阪瓦斯","202203","20220426","1586879","94905","110464","128256","2569819","1259660","132166","783838","49","10.95","5.25","416680000"
"9533","東邦瓦斯","202203","20220427","515313","17858","21912","15459","655593","382751","33072","136991","58.4","4.17","2.46","105256285"
"9534","北海道瓦斯","202203","20220428","126957","7053","7303","5237","160433","57066","7515","68000","35.6","9.59","3.36","17737806"
"9535","広島ガス","202203","20220511","76802","3207","4616","3662","123802","61868","5225","44383","50","6.17","3.06","68373036"
"9536","西部ガスホールディングス","202203","20220427","215273","451","571","495","395664","74335","20629","271282","18.8","0.64","0.13","37187567"
"9537","北陸瓦斯","202203","20220513","52356","1081","1335","953","63634","47506","2400","661","74.7","2.01","1.52","4800000"
"9539","京葉瓦斯","202212","20230214","118757","39","726","219","147464","86876","2754","30154","58.9","0.26","0.16","10935000"
"9543","静岡ガス","202212","20230209","207325","8629","9491","5975","159497","92849","6279","32175","58.2","6.67","4.22","76192950"
"9551","メタウォーター","202203","20220427","135557","8146","8751","6245","133065","59246","11946","12406","44.5","11.1","4.73","47758500"
"9552","M＆A総研ホールディングス","202209","20221028","3911","2103","2082","1326","4228","2929","617","131","69.3","71.56","47.52","19188400"
"9553","マイクロアド","202209","20221114","12227","626","592","496","5925","2323","916","880","39.2","30.5","9.77","8989600"
"9554","AViC","202209","20221114","1245","316","305","226","1455","709","169","40","48.7","43.09","21.52","5772950"
"9556","INTLOOP","202207","20220914","13120","793","772","517","5982","3066","1016","763","51.3","28.14","11.51","4624400"
"9557","エアークローゼット","202206","20220812","3390","-51","-67","-378","2186","323","1116","1447","14.8","-233.33","-20.97","8195400"
"9558","ジャパニアス","202211","20230110","8324","611","615","442","3941","2447","20","-","62.1","20.08","12.45","4000000"
"9560","プログリット","202208","20221014","2252","326","320","187","1509","408","118","248","27","66.08","14.72","3838927"
"9561","グラッドキューブ","202212","20230214","1480","461","455","297","2908","1316","369","611","45.3","33.62","12.19","8136000"
"9562","ビジネスコーチ","202209","20221110","1148","246","244","172","750","424","78","106","56.5","47.51","23.24","1104000"
"9563","Atlas_Technologies","202212","20230214","2806","627","614","405","2853","2399","674","-","84.1","26.4","20.27","7100000"
"9564","FCE_Holdings","202209","20221114","3753","454","454","299","2238","801","127","358","35.8","34.89","12.35","3067200"
"9565","ウェルプレイド・ライゼスト","202210","20221215","2050","211","227","144","1051","274","38","377","26.1","71.46","15.39","2712499"
"9600","アイネット","202203","20220506","31169","2367","2542","1694","33503","17304","3203","8923","51.6","10.11","5.17","16242424"
"9601","松竹","202202","20220414","71835","-4005","-2801","-1762","188781","80035","33018","70597","42.4","-2.2","-0.93","13937857"
"9602","東宝","202202","20220412","228367","39948","42790","29568","502532","395723","10355","60","78.7","7.66","6.06","186490633"
"9603","エイチ・アイ・エス","202210","20221215","142794","-47934","-49001","-9547","414984","47422","100","262474","11.4","-21.69","-2.31","79860936"
"9605","東映","202203","20220516","117539","17810","23303","8977","348561","200764","11707","17920","57.6","4.59","2.67","14768909"
"9610","ウィルソン・ラーニングワールドワイド","202203","20220516","1788","-535","-491","-308","1808","991","722","199","54.8","-29.5","-15.88","5154580"
"9612","ラックランド","202212","20230214","41106","-287","143","-149","30645","9943","3943","7161","32.4","-1.53","-0.52","10355800"
"9613","エヌ・ティ・ティ・データ","202203","20220512","2551906","212590","215849","142979","3084513","1270874","142520","496480","41.2","12.2","4.78","1402500000"
"9616","共立メンテナンス","202203","20220513","173701","1431","1814","539","241723","70586","7964","135433","29.2","0.76","0.22","39219818"
"9619","イチネンホールディングス","202203","20220502","120644","8623","8728","5646","168507","43575","2529","97028","25.9","13.57","3.42","24262227"
"9621","建設技術研究所","202212","20230214","83485","8017","8235","5874","73296","47521","3025","1391","64.8","13.63","8.09","14159086"
"9622","スペース","202212","20230210","46707","2096","2126","1394","35404","29562","3395","60","83.5","4.74","3.98","26600319"
"9625","セレスポ","202203","20220513","27012","6650","6686","4636","15718","9264","1370","575","58.9","67.11","38.39","5703500"
"9627","アインホールディングス","202204","20220603","316247","15139","16041","7092","212461","118924","21894","8458","56","6.04","3.41","35428212"
"9628","燦ホールディングス","202203","20220512","20001","3376","3386","2040","33847","29629","2568","-","87.5","7.01","6.16","11700000"
"9629","ピー・シー・エー","202203","20220427","13382","2655","2697","2367","28381","16942","890","-","59.7","14.44","8.81","22000000"
"9632","スバル興業","202301","20230316","28907","5092","5206","3517","36246","31137","1331","-","85.9","11.77","10","2662000"
"9633","東京テアトル","202203","20220513","13056","-595","704","825","23927","12017","4552","5816","50.2","7.08","3.3","8013000"
"9635","武蔵野興業","202203","20220512","1290","79","63","50","5989","3535","1004","397","59","1.42","0.83","1050000"
"9636","きんえい","202301","20230314","3344","174","183","124","5765","2319","564","743","40.2","5.46","2.15","2821000"
"9637","オーエス","202301","20230316","7460","293","266","324","28802","11024","800","12233","38.3","2.97","1.08","3200000"
"9639","三協フロンテア","202203","20220627","53346","9833","10101","6382","69617","43756","1545","5653","62.9","15.32","9.53","11678400"
"9640","セゾン情報システムズ","202203","20220512","23218","2916","2943","2051","20833","14748","1367","-","70.8","14.25","9.93","16200000"
"9644","タナベコンサルティンググループ","202203","20220513","10572","926","931","604","13824","11200","1772","149","81","5.41","4.44","17508400"
"9647","協和コンサルタンツ","202211","20230113","7744","546","549","324","7130","2910","1000","1900","40.8","12.21","4.55","586100"
"9651","日本プロセス","202205","20220707","7947","775","808","532","11735","9671","1487","-","82.4","5.5","4.52","10645020"
"9656","グリーンランドリゾート","202212","20230213","5732","763","820","428","19247","9408","4180","6201","48.9","4.64","2.21","10346683"
"9658","ビジネスブレイン太田昭和","202203","20220428","32346","2744","2792","1763","28295","12892","2233","364","45.6","14.99","6.9","12725000"
"9661","歌舞伎座","202202","20220413","2469","-114","-102","-153","25048","11078","2365","-","44.2","-1.29","-0.58","12170000"
"9663","ナガワ","202203","20220513","30587","4432","4689","3017","55902","51009","2855","-","91.2","6.09","5.52","16357214"
"9672","東京都競馬","202212","20230214","35450","14163","14171","9386","124647","80288","10586","25041","64.4","12.26","8","28764854"
"9675","常磐興産","202203","20220513","11081","-2339","-2312","-2711","52344","7959","2141","32264","15.2","-28.88","-5.28","8808778"
"9678","カナモト","202210","20221209","188028","13229","13780","8345","305320","131959","17829","49552","43.2","6.45","2.74","38742241"
"9679","ホウライ","202209","20221031","4937","443","682","470","18877","8596","4340","2800","45.5","5.62","2.48","1404000"
"9682","DTS","202203","20220428","94452","11196","11403","7853","79116","62018","6113","-","78.4","12.95","10.18","47590832"
"9684","スクウェア・エニックス・ホールディングス","202203","20220513","365275","59261","70704","51013","380902","283520","24039","-","74.4","19.4","14.23","122531596"
"9685","KYCOMホールディングス","202203","20220513","5177","438","465","336","5922","3094","1612","1965","52.2","11.57","5.69","5115492"
"9686","東洋テック","202203","20220509","27465","848","895","459","29879","20446","4618","4021","68.4","2.18","1.48","11440000"
