"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230922","2376.27","-7.14","-0.3","2383.41","451770478204573","-1357029636686","453127507841259","20944389346526","19011746668422","2157","199123122979"
"0002","大型","20230922","2292.09","-8.01","-0.35","2300.1","287754765982923","-1004631957556","288759397940479","287754765982923","12554234103235","100","121271423734"
"0003","中型","20230922","2637.24","-8.52","-0.32","2645.76","125014766153544","-403793248372","125418559401916","31489865529860","4740356673918","397","51425589402"
"0004","小型","20230922","4069.35","5.36","0.13","4063.99","39000946068107","51395569242","38949550498864","2349454582416","958406520414","1660","26426109844"
"0028","TOPIX Core30","20230922","1189.39","-3.55","-0.3","1192.94","173324267111042","-517317167737","173841584278779","577747557036807","145724774378424","30","81343749521"
"0029","TOPIX Large70","20230922","2389.21","-10.17","-0.42","2399.38","114430498871881","-487314789819","114917813661700","163472141245544","47894717669451","70","39927674212"
"002A","TOPIX 100","20230922","1589.96","-5.55","-0.35","1595.51","287754765982923","-1004631957556","288759397940479","287754765982923","180982178594954","100","121271423734"
"002B","TOPIX Mid400","20230922","2506.28","-8.09","-0.32","2514.37","125014766153544","-403793248372","125418559401916","31489865529860","49880671063747","397","51425589402"
"002C","TOPIX 500","20230922","1852.66","-6.32","-0.34","1858.98","412769532136467","-1408425205929","414177957342395","83052219745768","222798862580324","497","172697013135"
"002D","TOPIX Small","20230922","2756.45","3.63","0.13","2752.82","39000946068107","51395569242","38949550498864","2349454582416","14148981600781","1660","26426109844"
"002E","TOPIX 1000","20230922","2246.8","-7.07","-0.31","2253.87","438366430714691","-1378799491372","439745230206063","44234755874338","195106637906304","991","187553376844"
"002F","TOPIX Small500","20230922","1209.59","1.4","0.12","1208.19","25596898578225","29625714556","25567272863668","5181558416645","21161581623407","494","14856363709"
"0040","水産・農林業","20230922","546.81","-3.81","-0.69","550.62","389701772559","-2713426545","392415199104","4871272156989","71268254593","8","283874093"
"0041","鉱業","20230922","647.78","10.82","1.7","636.96","1788170731720","29855612258","1758315119462","29802845528672","276046408423","6","758998021"
"0042","建設業","20230922","1546.63","-15.65","-1","1562.28","9641534437387","-97529704354","9739064141741","10043265038945","623389799016","96","4519265261"
"0043","食料品","20230922","2115.02","-7.86","-0.37","2122.88","15043659134187","-55926072815","15099585207002","17492626900217","711277291556","86","4196559378"
"0044","繊維製品","20230922","681.24","-3.27","-0.48","684.51","1893190737013","-9107638933","1902298375946","4854335223111","277905114716","39","1629040748"
"0045","パルプ・紙","20230922","562.15","1.62","0.29","560.53","847137675431","2438972736","844698702696","7059480628595","150697057473","12","936373311"
