"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230509","2097.55","26.34","1.27","2071.21","401182414708015","5037923165746","396144491542269","18573259940186","19126265227902","2160","158250226248"
"0002","大型","20230509","1999.1","26.54","1.35","1972.56","252518877633473","3351887912483","249166989720990","252518877633473","12631642166360","100","80606663615"
"0003","中型","20230509","2364.08","28.25","1.21","2335.83","112617099510681","1345748656633","111271350854048","28295753645900","4763668737668","398","50872648650"
"0004","小型","20230509","3729.15","35.21","0.95","3693.94","36046437563861","340286596630","35706150967231","2168859059197","966613382766","1662","26770913983"
"0028","TOPIX Core30","20230509","1023.76","15.06","1.49","1008.7","149471080563486","2198476501173","147272604062313","498236935211620","146002134673140","30","40149157126"
"0029","TOPIX Large70","20230509","2124.74","23.78","1.13","2100.96","103047797069987","1153411411309","101894385658678","147211138671410","48499078145296","70","40457506489"
"002A","TOPIX 100","20230509","1386.72","18.41","1.35","1368.31","252518877633473","3351887912483","249166989720990","252518877633473","182098095327906","100","80606663615"
"002B","TOPIX Mid400","20230509","2246.68","26.85","1.21","2219.83","112617099510681","1345748656633","111271350854048","28295753645900","50125973572330","398","50872648650"
"002C","TOPIX 500","20230509","1629.43","20.96","1.3","1608.47","365135977144154","4697636569116","360438340575038","73320477338183","224087767912635","498","131479312264"
"002D","TOPIX Small","20230509","2526","23.84","0.95","2502.16","36046437563861","340286596630","35706150967231","2168859059197","14270139733521","1662","26770913983"
"002E","TOPIX 1000","20230509","1981.12","25.12","1.28","1956","388864112714789","4930400047060","383933712667729","39081820373346","196285146987200","995","146440513825"
"002F","TOPIX Small500","20230509","1110","10.89","0.99","1099.11","23728135570635","232763477944","23495372092691","4774272750631","21376649720814","497","14961201561"
"0040","水産・農林業","20230509","500","3.74","0.75","496.26","356600416503","2663768160","353936648343","4457505206286","71320558945","8","284170158"
"0041","鉱業","20230509","435.1","4.52","1.05","430.58","1201984937415","12484593685","1189500343731","20033082290257","276257918095","6","762237128"
"0042","建設業","20230509","1323.85","17.97","1.38","1305.88","8298111183614","112655116895","8185456066719","8643865816265","626814227405","96","4543309946"
"0043","食料品","20230509","1999.27","14.81","0.75","1984.46","14542848051088","107746119940","14435101931148","17109233001279","727407620094","85","4322684506"
"0044","繊維製品","20230509","667.31","1.74","0.26","665.57","1866521402221","4863178834","1861658223387","4785952313387","279707064682","39","1651288124"
"0045","パルプ・紙","20230509","469.46","5.34","1.15","464.12","709780157638","8078646743","701701510896","5914834646986","151189548959","12","939587497"
"0046","化学","20230509","2196.71","10.25","0.47","2186.46","24610163391745","114781293584","24495382098161","16516888182379","11203192681616","149","9987854734"
"0047","医薬品","20230509","3586.27","35.08","0.99","3551.19","22403858578096","219180131966","22184678446130","62232940494710","6247119772935","36","6149745386"
"0048","石油・石炭製品","20230509","1129.42","8.63","0.77","1120.79","1825503925647","13958020948","1811545904698","20283376951630","161631873689","9","2655094112"
"0049","ゴム製品","20230509","3896.26","37.03","0.96","3859.23","3106632691031","29522030902","3077110660130","28242115373013","79733811605","11","815403955"
"004A","ガラス・土石製品","20230509","1158.81","9.24","0.8","1149.57","2830935481633","22578231992","2808357249641","8846673380102","244296078265","32","1045173513"
"004B","鉄鋼","20230509","644.93","37.21","6.12","607.72","3686186576594","212692048781","3473494527813","11890924440627","571560452791","31","1665078171"
"004C","非鉄金属","20230509","1114.46","7.15","0.65","1107.31","2892268470455","18566734927","2873701735528","12575080306324","259521139624","23","1346235412"
"004D","金属製品","20230509","1207.32","8.72","0.73","1198.6","2212530727035","15985268342","2196545458693","5267930302465","183259720024","42","1293181622"
"004E","機械","20230509","2414.49","21.17","0.88","2393.32","21730784793528","190533172188","21540251621341","15411904108885","900014900474","141","5905581509"
"004F","電気機器","20230509","3692.25","49.15","1.35","3643.1","71591375655609","952933238040","70638442417568","45599602328413","1938965194339","157","14831409069"
"0050","輸送用機器","20230509","3323.84","77.39","2.38","3246.45","29555627407345","688137574576","28867489832769","51851977907622","889201969113","57","14294316506"
"0051","精密機器","20230509","10160.92","33.41","0.33","10127.51","10446332695149","34354396647","10411978298502","31655553621663","102808891834","33","2681783354"
"0052","その他製品","20230509","3884.34","10.28","0.27","3874.06","9389406182763","24858419512","9364547763251","18410600358358","241724365873","51","2496381922"
"0053","電気・ガス業","20230509","395.76","6.87","1.77","388.89","5130444094365","89007008477","5041437085888","23320200428932","1296351378323","22","4333874609"
"0054","陸運業","20230509","2057.74","9.99","0.49","2047.75","12525192662394","60796477212","12464396185181","29821887291413","608685957843","42","3344802403"
"0055","海運業","20230509","1136.41","19.22","1.72","1117.19","2348955028573","39713090488","2309241938086","29361937857168","206700204527","8","777806751"
"0056","空運業","20230509","231.52","-1.26","-0.54","232.78","1972326139721","-10727841557","1983053981278","65744204657375","851902009419","3","693096319"
"0057","倉庫・運輸関連業","20230509","2335.48","12.4","0.53","2323.08","585856913244","3109583029","582747330215","2662985969291","25085076339","22","261975872"
"0058","情報・通信業","20230509","4979.95","42.31","0.86","4937.64","34061970582329","289362475277","33772608107052","14433038382343","683982466824","236","13195731336"
"0059","卸売業","20230509","2668.18","69.76","2.68","2598.42","25382820275906","663687092477","24719133183430","14504468729089","9513143867962","175","7836475982"
"005A","小売業","20230509","1505.95","12.79","0.86","1493.16","18267386195104","155074736594","18112311458510","9272784870611","12130150695702","197","6537453019"
"005B","銀行業","20230509","196.9","3.31","1.71","193.59","23827838142964","400513115542","23427325027422","30161820434132","121017347173145","79","19406051304"
"005C","証券、商品先物取引業","20230509","359.09","4.85","1.37","354.24","2796877451262","37751640779","2759125810483","12160336744618","7788844143601","23","4378975666"
"005D","保険業","20230509","1370.51","26.19","1.95","1344.32","8758447947474","167382984251","8591064963222","109480599343421","6390646083139","8","3004552190"
"005E","その他金融業","20230509","742.46","11","1.5","731.46","4471789370418","66248814039","4405540556379","16562182853401","6022931619827","27","2705604027"
"005F","不動産業","20230509","1472.25","11.75","0.8","1460.5","7549809395923","60231736663","7489577659261","10066412527898","512807882996","75","4842312110"
"0060","サービス業","20230509","2532.75","28.67","1.14","2504.08","20245247783229","229200265813","20016047517416","8997887903657","799338213609","225","9260998036"
"0070","マザーズ","20230509","760.64","5.53","0.73","755.11","2312235023974","16924878113","2295310145861","786474497950","3039858156644","294","2822757900"
"0075","REIT","20230509","1878.14","-4.1","-0.22","1882.24","14634110662760","-31946623054","14666057285814","24390184437933","7791812001959","60","8414537951"
"0080","TOPIX-17 食品","20230509","342.64","2.54","0.75","340.1","14899448467590","110409888099","14789038579491","16020912330742","4348416759721","93","4606854665"
"0081","TOPIX-17 エネルギー資源","20230509","144.13","1.26","0.88","142.87","3027488863062","26442614633","3001046248429","20183259087081","2100492477158","15","3417331240"
"0082","TOPIX-17 建設・資材","20230509","267.22","3.03","1.15","264.19","13341577392282","151218617230","13190358775052","7847986701342","4992707180082","170","6881665080"
"0083","TOPIX-17 素材・化学","20230509","280.88","1.32","0.47","279.56","27186464951604","127723119160","27058741832443","13593232475802","9678960923024","200","12578730355"
"0084","TOPIX-17 医薬品","20230509","277.24","2.71","0.99","274.53","22403858578096","219180131966","22184678446130","62232940494710","8081036916945","36","6149745386"
"0085","TOPIX-17 自動車・輸送機","20230509","249.9","5.49","2.25","244.41","32662260098376","717659605478","31944600492898","48032735438788","13069986440686","68","15109720460"
"0086","TOPIX-17 鉄鋼・非鉄","20230509","247.39","8.69","3.64","238.7","6578455047049","231258783708","6347196263341","12182324161202","2659090539835","54","3011313583"
"0087","TOPIX-17 機械","20230509","475.83","4.17","0.88","471.66","21730784793528","190533172188","21540251621341","15411904108885","4566887088810","141","5905581509"
"0088","TOPIX-17 電機・精密","20230509","296.47","3.57","1.22","292.9","82037708350757","987287634687","81050420716071","43177741237241","27671610913883","190","17513192422"
"0089","TOPIX-17 情報通信・サービスその他","20230509","295.14","2.52","0.86","292.62","63696624548321","543421160602","63153203387719","12440746982094","21581832646136","512","24953111295"
"008A","TOPIX-17 電力・ガス","20230509","65.54","1.14","1.77","64.4","5130444094365","89007008477","5041437085888","23320200428932","7828120984381","22","4333874609"
"008B","TOPIX-17 運輸・物流","20230509","185.38","0.99","0.54","184.39","17432330743932","92891309172","17339439434760","23243107658577","9403433301803","75","5077681346"
"008C","TOPIX-17 商社・卸売","20230509","648.31","16.95","2.68","631.36","25382820275906","663687092477","24719133183430","14504468729089","3915210801389","175","7836475982"
"008D","TOPIX-17 小売","20230509","261.61","2.22","0.86","259.39","18267386195104","155074736594","18112311458510","9272784870611","6982672145649","197","6537453019"
"008E","TOPIX-17 銀行","20230509","126.62","2.12","1.7","124.5","23827838142964","400513115542","23427325027422","30161820434132","18817683480861","79","19406051304"
"008F","TOPIX-17 金融（除く銀行）","20230509","159.7","2.71","1.73","156.99","16027114769154","271383439070","15755731330084","27632956498541","10035942567470","58","10089131884"
"0090","TOPIX-17 不動産","20230509","307.95","2.46","0.81","305.49","7549809395923","60231736663","7489577659261","10066412527898","2451664636594","75","4842312110"
"0099","東証インフラファンド指数","20230509","1169.58","-0.45","-0.04","1170.03","122849695357","-46443407","122896138764","2456993907140","105037086673","5","123786579"
"1000","TOPIX レバレッジ（2倍）指数","20230509","55885.44","1384.33","2.54","54501.11","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20230509","2345.69","-30.17","-1.27","2375.86","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20230509","371.34","-9.68","-2.54","381.02","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20230509","25781.53","663.13","2.64","25118.4","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20230509","3832.92","-51.27","-1.32","3884.19","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20230509","1061.76","-28.79","-2.64","1090.55","0","0","0","0","0","-","0"
"5000","東証プライム市場指数","20230509","1079.23","13.55","1.27","1065.68","400423658007867","5025535894650","395398122113218","21857186572482","371027418693781","1832","156341502026"
"5001","東証スタンダード市場指数","20230509","1082.7","5.3","0.49","1077.4","8668503433304","42446461614","8626056971690","601979405091","8006351442008","1440","11258193506"
"5002","東証グロース市場指数","20230509","966.51","6.55","0.68","959.96","2657413255602","18135825434","2639277430168","510060125835","2749483770976","521","3751835508"
"5003","東証プライム市場コンポジット指数","20230509","1079.22","13.54","1.27","1065.68","400612418837965","5025179590809","395587239247156","21843643339038","371206151405785","1834","156418591550"
"5004","旧東証市場第一部指数","20230509","2097.26","26.37","1.27","2070.89","400980470265863","5041552774969","395938917490894","18658933004461","19119258336677","2149","158966657804"
"8000","旧東証株価指数","20230509","2186.02","26.58","1.23","2159.44","751429801914149","9136724950440","742293076963709","34788416755285","34374376520960","2160","311785014470"
"8100","TOPIX バリュー","20230509","2277.95","32.94","1.47","2245.01","202268427042753","2925058215069","199343368827684","13041162285155","88793892911648","1551","104087980617"
"812C","TOPIX 500 バリュー","20230509","2197.89","32.69","1.51","2165.2","183942466821932","2736055657465","181206411164467","51380577324562","83690303231063","358","89110103201"
"812D","TOPIX Small バリュー","20230509","3219.6","33.2","1.04","3186.4","18325960220821","189002557604","18136957663217","1536124075509","5691995402185","1193","14977877415"
"8200","TOPIX グロース","20230509","2755.02","29.26","1.07","2725.76","198914357564948","2112875728561","196801481836387","16041480448786","72200584333912","1240","54162418790"
"822C","TOPIX 500 グロース","20230509","2757.74","29.86","1.09","2727.88","181193879032239","1961591686406","179232287345832","65888683284450","65703762334861","275","42369381078"
"822D","TOPIX Small グロース","20230509","2741.68","23.41","0.86","2718.27","17720478532709","151284042155","17569194490554","1836319018934","6463366046800","965","11793037712"
"8500","東証配当フォーカス100指数","20230509","2263.89","26.35","1.18","2237.54","184800307211940","2151126637716","182649180574224","184800307211940","81629543836671","100","76679850193"
"8501","東証REITオフィス指数","20230509","1688.32","-9.79","-0.58","1698.11","6113653776927","-35448343420","6149102120347","24454615107708","3621141264360","25","3413080035"
"8502","東証REIT住宅指数","20230509","3236.19","-14.23","-0.44","3250.42","1710636855929","-7521562803","1718158418732","21382960699113","528596490872","8","700787792"
"8503","東証REIT商業・物流等指数","20230509","2424.01","3.92","0.16","2420.09","6809820029904","11023283169","6798796746735","25221555666311","2809317172724","27","4300670124"
"8506","TOPIX Ex-Financials","20230509","1845.52","22.32","1.22","1823.2","359277490587747","4345310733371","354932179854375","17768421888613","194675519933267","2022","126953662385"
"8507","JPX日経インデックス400","20230509","18894.08","246.35","1.32","18647.73","290407019899704","3786483164790","286620536734914","72783714260577","153702648614303","399","98160214076"
"8508","JPX日経中小型株指数","20230509","16288.08","182.88","1.14","16105.2","5790238212581","65009383569","5725228829011","2939207214508","3554893778022","197","3676595504"
"8801","東証グロース市場Core指数","20230509","917.7","7.01","0.77","910.69","7412075775","56610098","7355465676","37060378873","8076761882","20","0"
"8802","東証スタンダード市場TOP20","20230509","1016.17","4.14","0.41","1012.03","9944833919","40497140","9904336779","49724169594","9786614900","20","0"
"A404","TOPIX高配当40指数","20230509","1352.74","21.89","1.64","1330.85","98255542659781","1589949725057","96665592934724","245638856649452","72634459345204","40","42889971082"
"A800","東証REIT Core指数","20230509","1109.13","-2.71","-0.24","1111.84","288861994520","-705503930","289567498450","962873315067","260440385684","30","0"
"A810","東証REIT物流フォーカス指数","20230509","1024.77","4.19","0.41","1020.58","96166815630","393208620","95773607010","641112104200","93842544895","15","0"
"A820","京大川北／JPX日本株指数","20230509","10781","92.1","0.86","10688.9","11129853894","95083456","11034770438","5592891404","10323579341","199","0"
