"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230327","1961.84","6.52","0.33","1955.32","376918339371399","1251207896124","375667131475275","17458005529013","19212517528149","2159","156496428345"
"0002","大型","20230327","1869.67","4.92","0.26","1864.75","237297315049995","624808814658","236672506235337","237297315049995","12691933671577","100","78698057073"
"0003","中型","20230327","2200.9","9.53","0.43","2191.37","105199070538016","455369151585","104743701386430","26431927270858","4779819616450","398","50696754228"
"0004","小型","20230327","3539.42","17.59","0.5","3521.83","34421953783388","171029929881","34250923853507","2072363262094","972531435045","1661","27101617045"
"0028","TOPIX Core30","20230327","962.76","0.66","0.07","962.1","141473311924722","96660488889","141376651435833","471577706415739","146945764951332","30","38856025871"
"0029","TOPIX Large70","20230327","1971.2","10.86","0.55","1960.34","95824003125274","528148325769","95295854799505","136891433036105","48611982141852","70","39842031202"
"002A","TOPIX 100","20230327","1296.94","3.42","0.26","1293.52","237297315049995","624808814658","236672506235337","237297315049995","182967259298811","100","78698057073"
"002B","TOPIX Mid400","20230327","2091.6","9.05","0.43","2082.55","105199070538016","455369151585","104743701386430","26431927270858","50295922107288","398","50696754228"
"002C","TOPIX 500","20230327","1521.78","4.79","0.32","1516.99","342496385588011","1080177966243","341416207621768","68774374616066","225062341307281","498","129394811301"
"002D","TOPIX Small","20230327","2397.49","11.91","0.5","2385.58","34421953783388","171029929881","34250923853507","2072363262094","14357508100731","1661","27101617045"
"002E","TOPIX 1000","20230327","1852.25","6.01","0.33","1846.24","365263393429514","1186321133239","364077072296275","36673031468827","197199553858916","996","144465921841"
"002F","TOPIX Small500","20230327","1055.1","4.92","0.47","1050.18","22767007841503","106143166995","22660864674507","4571688321587","21578060416237","498","15071110540"
"0040","水産・農林業","20230327","469.66","1.19","0.25","468.47","335272313892","846892176","334425421716","4190903923648","71386663524","8","284499648"
"0041","鉱業","20230327","402.46","-1.93","-0.48","404.39","1112851909426","-5316136561","1118168045986","18547531823762","276509255750","6","765476235"
"0042","建設業","20230327","1186.63","3.11","0.26","1183.52","7488268335674","19595877414","7468672458260","7800279516327","631055453179","96","4562150882"
"0043","食料品","20230327","1835.64","4.82","0.26","1830.82","13379317248143","35121629122","13344195619021","15740373233109","728863687347","85","4254794668"
"0044","繊維製品","20230327","637.95","5.07","0.8","632.88","1794962930008","14268347313","1780694582695","4602469051302","281363170727","39","1674869980"
"0045","パルプ・紙","20230327","444.98","1.21","0.27","443.77","674572483910","1838376746","672734107164","5621437365914","151596011460","12","942801682"
"0046","化学","20230327","2121.39","10.19","0.48","2111.2","23777940715062","114168430349","23663772284713","16066176158826","11208681109414","148","9112687373"
"0047","医薬品","20230327","3375.16","31.47","0.94","3343.69","21027780748898","196049637184","20831731111714","60079373568280","6230161884824","35","6133244112"
"0048","石油・石炭製品","20230327","1086.89","0.09","0.01","1086.8","1825992253707","145753847","1825846499860","20288802818965","168001590012","9","2804227317"
"0049","ゴム製品","20230327","3633.95","36.45","1.01","3597.5","2898518254806","29070374092","2869447880714","26350165952781","79762165918","11","816459034"
"004A","ガラス・土石製品","20230327","1118.31","1.77","0.16","1116.54","2739647541087","4330918488","2735316622599","8561398565898","244980429869","32","1052494264"
"004B","鉄鋼","20230327","605.74","0.75","0.12","604.99","3466479922548","4297908635","3462182013913","11182193298543","572274951614","31","1671198575"
"004C","非鉄金属","20230327","1071.22","6.63","0.62","1064.59","2781499500274","17209475763","2764290024511","12093476088149","259657500651","23","1357371189"
"004D","金属製品","20230327","1174.96","-2.71","-0.23","1177.67","2160782469951","-4995841014","2165778310966","5144720166551","183903065681","42","1250634581"
"004E","機械","20230327","2250.6","12.98","0.58","2237.62","20297909910087","117099256401","20180810653686","14395680787296","901888254289","141","5749203210"
"004F","電気機器","20230327","3483.32","-9.06","-0.26","3492.38","67586787958483","-175839530190","67762627488673","42776448074989","1940298512427","158","14178000125"
"0050","輸送用機器","20230327","3087.03","13.73","0.45","3073.3","27460221682010","122132663699","27338089018311","48175827512298","889535905680","57","14311078112"
"0051","精密機器","20230327","9291.68","-8.34","-0.09","9300.02","9612345055961","-8632870078","9620977926038","29128318351397","103451143236","33","2719045477"
"0052","その他製品","20230327","3508.66","23.3","0.67","3485.36","8531432590227","56663682756","8474768907471","16728299196524","243153675061","51","2260504249"
"0053","電気・ガス業","20230327","353.63","-0.89","-0.25","354.52","4584195867022","-11584960999","4595780828021","20837253941011","1296332343471","22","4333838099"
"0054","陸運業","20230327","1872.16","32.68","1.78","1839.48","11332294088961","197820159647","11134473929314","26981652592764","605305029428","42","3327690353"
"0055","海運業","20230327","1191.84","5.29","0.45","1186.55","2509798256869","11129607755","2498668649114","31372478210861","210581864173","8","792927774"
"0056","空運業","20230327","217.47","2.03","0.94","215.44","1853003173148","17299830145","1835703343003","61766772438279","852090106403","3","693384680"
"0057","倉庫・運輸関連業","20230327","2168.74","19.59","0.91","2149.15","549621692369","4964374022","544657318347","2498280419859","25342949632","22","268584974"
"0058","情報・通信業","20230327","4758.99","32.66","0.69","4726.33","33214207236014","227939872855","32986267363159","14014433432917","697925372661","237","13326021067"
"0059","卸売業","20230327","2384.94","27.86","1.18","2357.08","22995672875059","268554258502","22727118616557","13140384500034","9642045490297","175","7910949700"
"005A","小売業","20230327","1402.25","4.4","0.31","1397.85","17130127167614","53710742733","17076416424881","8695496024170","12216161133693","197","6643492370"
"005B","銀行業","20230327","183.34","-0.99","-0.54","184.33","22292295664559","-120742043333","22413037707891","28218095777923","121591277538113","79","19531006964"
"005C","証券、商品先物取引業","20230327","362.6","2.44","0.68","360.16","2838599415076","19067084474","2819532330602","12341736587289","7828565568527","23","4397568650"
"005D","保険業","20230327","1252.01","-0.49","-0.04","1252.5","8126006319258","-3178202101","8129184521359","101575078990730","6490374358998","8","3055951007"
"005E","その他金融業","20230327","692.14","1.82","0.26","690.32","4171950226631","10946670750","4161003555881","15451667506041","6027614013934","27","2709906857"
"005F","不動産業","20230327","1356.42","13.68","1.02","1342.74","6958699034017","70182806229","6888516227788","9278265378690","513021123315","75","4862117374"
"0060","サービス業","20230327","2425.76","-4.12","-0.17","2429.88","19409284530647","-32957150698","19442241681345","8664859165467","800133221496","224","8742247765"
"0070","マザーズ","20230327","751.3","-3.45","-0.46","754.75","2518422942279","-11569195250","2529992137530","493808420055","3352092100388","510","3096047560"
"0075","REIT","20230327","1760.8","-0.4","-0.02","1761.2","13691813349217","-3167964870","13694981314087","22819688915362","7775916269003","60","8405318185"
"0080","TOPIX-17 食品","20230327","314.77","0.82","0.26","313.95","13714589562035","35968521297","13678621040737","14746870496811","4357009893826","93","4539294316"
"0081","TOPIX-17 エネルギー資源","20230327","136.61","-0.24","-0.18","136.85","2938844163133","-5170382714","2944014545846","19592294420884","2151260749041","15","3569703551"
"0082","TOPIX-17 建設・資材","20230327","246.81","0.37","0.15","246.44","12388698346712","18930954888","12369767391825","7287469615713","5019447363109","170","6865279727"
"0083","TOPIX-17 素材・化学","20230327","270.93","1.34","0.5","269.59","26247476128980","130275154408","26117200974572","13189686496975","9687842569033","199","11730359035"
"0084","TOPIX-17 医薬品","20230327","260.92","2.43","0.94","258.49","21027780748898","196049637184","20831731111714","60079373568280","8059100836826","35","6133244112"
"0085","TOPIX-17 自動車・輸送機","20230327","232.19","1.15","0.5","231.04","30358739936816","151203037791","30207536899025","44645205789435","13074869719797","68","15127537146"
