"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230721","2262.2","1.3","0.06","2260.9","432192712477054","247849117066","431944863359988","20046044177971","19105011510772","2156","199637496071"
"0002","大型","20230721","2185.28","1.81","0.08","2183.47","275657881408196","228597978347","275429283429849","275657881408196","12614281427432","100","121654769453"
"0003","中型","20230721","2505.61","2.59","0.1","2503.02","119256757791272","123103933477","119133653857794","29964009495294","4759587056426","398","51151823385"
"0004","小型","20230721","3856.66","-10.74","-0.28","3867.4","37278073277586","-103852794758","37381926072345","2248375951604","966589443879","1658","26830903233"
"0028","TOPIX Core30","20230721","1134.13","0.51","0.04","1133.62","165442543580822","75007838480","165367535742342","551475145269407","145876260800309","30","81369433537"
"0029","TOPIX Large70","20230721","2277.4","3.18","0.14","2274.22","110215337827374","153590139867","110061747687507","157450482610535","48395339273712","70","40285335916"
"002A","TOPIX 100","20230721","1515.87","1.26","0.08","1514.61","275657881408196","228597978347","275429283429849","275657881408196","181847822445678","100","121654769453"
"002B","TOPIX Mid400","20230721","2381.18","2.46","0.1","2378.72","119256757791272","123103933477","119133653857794","29964009495294","50083023850736","398","51151823385"
"002C","TOPIX 500","20230721","1764.46","1.57","0.09","1762.89","394914639199468","351701911825","394562937287643","79300128353307","223815682931697","498","172806592838"
"002D","TOPIX Small","20230721","2612.38","-7.28","-0.28","2619.66","37278073277586","-103852794758","37381926072345","2248375951604","14269786323076","1658","26830903233"
"002E","TOPIX 1000","20230721","2139.41","1.49","0.07","2137.92","419353199095638","293178302898","419060020792740","42230936464817","196013230890296","993","187756189917"
"002F","TOPIX Small500","20230721","1147.99","-2.75","-0.24","1150.74","24438559896170","-58523608926","24497083505096","4937082807307","21288067634338","495","14949597079"
"0040","水産・農林業","20230721","503.77","0.48","0.1","503.29","359289302212","340575929","358948726283","4491116277644","71320558945","8","284170158"
"0041","鉱業","20230721","511.51","11.14","2.23","500.37","1413080470699","30777873585","1382302597113","23551341178309","276257918095","6","762237128"
"0042","建設業","20230721","1417.67","7.47","0.53","1410.2","8808096381811","46423727939","8761672653873","9175100397720","621306842581","96","4512931434"
"0043","食料品","20230721","2019.08","9.75","0.49","2009.33","14681316150902","70901602104","14610414548798","17272136648120","727129698222","85","4320974127"
"0044","繊維製品","20230721","672.32","-2.57","-0.38","674.89","1876526149396","-7177275353","1883703424748","4811605511271","279110966508","39","1651040392"
"0045","パルプ・紙","20230721","472.1","5.84","1.25","466.26","713769234185","8830979905","704938254280","5948076951540","151189548959","12","939587497"
"0046","化学","20230721","2298.92","-7.44","-0.32","2306.36","25726007935241","-83289360113","25809297295355","17265777137746","11190468538317","149","9971264875"
"0047","医薬品","20230721","3452.43","40.47","1.19","3411.96","21568442635918","252782411758","21315660224161","59912340655329","6247328623681","36","6151555696"
"0048","石油・石炭製品","20230721","1146.91","5.14","0.45","1141.77","1853778470630","8310167396","1845468303234","20597538562554","161631873689","9","2655094112"
"0049","ゴム製品","20230721","4079.17","-17.93","-0.44","4097.1","3251706492530","-14289216611","3265995709141","29560968113910","79714905347","11","815203955"
"004A","ガラス・土石製品","20230721","1195.34","3.22","0.27","1192.12","2917628004808","7872170108","2909755834701","9117587515026","244082759540","32","1064809915"
"004B","鉄鋼","20230721","681.42","2.28","0.34","679.14","3892928933133","13022413050","3879906520084","12557835268172","571299102800","31","1659208728"
"004C","非鉄金属","20230721","1116.62","2.85","0.26","1113.77","2897868469316","7398792988","2890469676328","12599428127460","259521139624","23","1346235412"
"004D","金属製品","20230721","1255.96","-6.97","-0.55","1262.93","2280226569820","-12655117937","2292881687757","5429110880523","181552141101","42","1282997034"
