"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230609","2224.32","32.82","1.5","2191.5","425329053772659","6276326542657","419052727230002","19727692661070","19121724616554","2156","158274712550"
"0002","大型","20230609","2151.05","33.98","1.61","2117.07","271523639290163","4289130864332","267234508425831","271523639290163","12622866601601","100","80446331289"
"0003","中型","20230609","2463.41","32.74","1.35","2430.67","117396912916710","1560188145213","115836724771497","29496711788118","4765619812550","398","51026844559"
"0004","小型","20230609","3762.7","44.13","1.19","3718.57","36408501565786","427007533113","35981494032674","2195928924354","967616652388","1658","26801536701"
"0028","TOPIX Core30","20230609","1113.35","19.46","1.78","1093.89","162551437418827","2841220973076","159710216445751","541838124729422","146002654501381","30","40149578453"
"0029","TOPIX Large70","20230609","2250.81","29.91","1.35","2220.9","108972201871336","1447909891256","107524291980079","155674574101909","48414740306659","70","40296752836"
"002A","TOPIX 100","20230609","1492.12","23.57","1.6","1468.55","271523639290163","4289130864332","267234508425831","271523639290163","181971586548842","100","80446331289"
"002B","TOPIX Mid400","20230609","2341.08","31.11","1.35","2309.97","117396912916710","1560188145213","115836724771497","29496711788118","50146503868065","398","51026844559"
"002C","TOPIX 500","20230609","1736.2","26.12","1.53","1710.08","388920552206873","5849319009545","383071233197328","78096496427083","224007310511441","498","131473175849"
"002D","TOPIX Small","20230609","2548.73","29.89","1.19","2518.84","36408501565786","427007533113","35981494032674","2195928924354","14284951030318","1658","26801536701"
"002E","TOPIX 1000","20230609","2103.71","31.16","1.5","2072.55","412745036290244","6114144274005","406630892016240","41523645502037","196198804413296","994","146417191596"
"002F","TOPIX Small500","20230609","1116.46","12.41","1.12","1104.05","23824484083372","264825264460","23559658818912","4803323403906","21339263559488","496","14944015748"
"0040","水産・農林業","20230609","502.41","1.85","0.37","500.56","358321844050","1318858637","357002985413","4479023050631","71320558945","8","284170158"
