"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230407","1965.44","4.16","0.21","1961.28","377229573319369","798017683467","376431555635902","17480517762714","19193119080960","2158","158949755946"
"0002","大型","20230407","1876.32","3.51","0.19","1872.81","237936630179286","444877078374","237491753100913","237936630179286","12681015749731","100","80847924245"
"0003","中型","20230407","2205.2","4.52","0.21","2200.68","105346472592877","215626096985","105130846495892","26468962963034","4777187911435","398","51012420853"
"0004","小型","20230407","3502.69","14.19","0.41","3488.5","33946470547206","137514508109","33808956039098","2044968105253","969154871849","1660","27089410848"
"0028","TOPIX Core30","20230407","962.55","2.07","0.22","960.48","141349833943064","304238733195","141045595209869","471166113143545","146848873146703","30","40346275166"
"0029","TOPIX Large70","20230407","1989.19","2.89","0.15","1986.3","96586796236223","140638345179","96446157891044","137981137480318","48555772604454","70","40501649080"
"002A","TOPIX 100","20230407","1301.55","2.43","0.19","1299.12","237936630179286","444877078374","237491753100913","237936630179286","182809866242002","100","80847924245"
"002B","TOPIX Mid400","20230407","2095.69","4.29","0.21","2091.4","105346472592877","215626096985","105130846495892","26468962963034","50268229842507","398","51012420853"
"002C","TOPIX 500","20230407","1526.45","2.94","0.19","1523.51","343283102772163","660503175358","342622599596805","68932349954250","224890124255508","498","131860345098"
"002D","TOPIX Small","20230407","2372.61","9.61","0.41","2363","33946470547206","137514508109","33808956039098","2044968105253","14307659806170","1660","27089410848"
"002E","TOPIX 1000","20230407","1856.47","3.82","0.21","1852.65","365765635625590","752507343624","365013128281967","36760365389507","197021935148235","995","146909439449"
"002F","TOPIX Small500","20230407","1045.02","4.28","0.41","1040.74","22482532853427","92004168265","22390528685162","4523648461454","21513993799078","497","15049094351"
"0040","水産・農林業","20230407","467.01","-0.64","-0.14","467.65","333382154762","-454585776","333836740537","4167276934522","71386663524","8","284499648"
"0041","鉱業","20230407","421.44","-3.22","-0.76","424.66","1165332156138","-8891046680","1174223202818","19422202602296","276509255750","6","765476235"
"0042","建設業","20230407","1186.12","1","0.08","1185.12","7476343357906","6268244612","7470075113294","7787857664485","630321323155","96","4560392413"
"0043","食料品","20230407","1860.19","-12.03","-0.64","1872.22","13557791522449","-87703550036","13645495072486","15950342967588","728840260867","85","4335879262"
"0044","繊維製品","20230407","637.96","5.08","0.8","632.88","1794982677976","14292991412","1780689686564","4602519687117","281363167358","39","1674868867"
"0045","パルプ・紙","20230407","446.78","2.35","0.53","444.43","677294485586","3553650014","673740835572","5644120713217","151596011460","12","942801682"
