"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20240209","2557.88","-4.75","-0.19","2562.63","485230642044823","-901100290463","486131742335286","22547892288328","18970011244335","2152","206746788323"
"0002","大型","20240209","2522.47","-1.26","-0.05","2523.73","317471656374093","-157569128943","317629225503036","320678440781912","12585725585873","99","123732913425"
"0003","中型","20240209","2716.41","-11.83","-0.43","2728.24","128248082342418","-558462168990","128806544511408","32142376526922","4721232472256","399","56806088591"
"0004","小型","20240209","4253.36","-19.92","-0.47","4273.28","39510903328311","-185068992531","39695972320842","2388809149233","928933566882","1654","26207786307"
"0028","TOPIX Core30","20240209","1328.58","2.06","0.16","1326.52","193216433658224","300380240165","192916053418059","644054778860747","145430658620918","30","82939458446"
"0029","TOPIX Large70","20240209","2570.15","-9.48","-0.37","2579.63","124255222715869","-457949369108","124713172084977","180080032921550","48345458905931","69","40793454979"
"002A","TOPIX 100","20240209","1749.77","-0.87","-0.05","1750.64","317471656374093","-157569128943","317629225503036","320678440781912","181436160660941","99","123732913425"
"002B","TOPIX Mid400","20240209","2581.51","-11.24","-0.43","2592.75","128248082342418","-558462168990","128806544511408","32142376526922","49679435570704","399","56806088591"
"002C","TOPIX 500","20240209","1999.49","-3.21","-0.16","2002.7","445719738716512","-716031297933","446435770014444","89501955565565","222917066065792","498","180539002016"
"002D","TOPIX Small","20240209","2881.09","-13.5","-0.47","2894.59","39510903328311","-185068992531","39695972320842","2388809149233","13713871583936","1654","26207786307"
"002E","TOPIX 1000","20240209","2420.01","-4.02","-0.17","2424.03","472122887799625","-782941398566","472905829198191","47354351835469","195090965824269","997","195799166436"
"002F","TOPIX Small500","20240209","1260.06","-3.2","-0.25","1263.26","26403149083113","-66910100633","26470059183746","5291212241105","20953801069647","499","15260164420"
"0040","水産・農林業","20240209","576.97","0.01","0","576.96","406730870519","8729362","406722141156","5084135881484","70493843833","8","281341718"
"0041","鉱業","20240209","590.72","-3.5","-0.59","594.22","1641724125094","-9702910424","1651427035517","27362068751561","277916955273","6","763377686"
