"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20230328","1966.67","4.83","0.25","1961.84","377847626486286","929287114887","376918339371399","17501048007702","19212517418573","2159","156496426800"
"0002","大型","20230328","1876.42","6.75","0.36","1869.67","238154533245622","857218195627","237297315049995","238154533245622","12691933671577","100","78698057073"
"0003","中型","20230328","2204.97","4.07","0.18","2200.9","105393660392001","194589853985","105199070538016","26480819193970","4779819616450","398","50696754228"
"0004","小型","20230328","3526.82","-12.6","-0.36","3539.42","34299432848662","-122520934726","34421953783388","2064986926470","972531374309","1661","27101615500"
"0028","TOPIX Core30","20230328","966.13","3.37","0.35","962.76","141969005764710","495693839988","141473311924722","473230019215699","146945764951332","30","38856025871"
"0029","TOPIX Large70","20230328","1978.64","7.44","0.38","1971.2","96185527480913","361524355639","95824003125274","137407896401304","48611982141852","70","39842031202"
"002A","TOPIX 100","20230328","1301.62","4.68","0.36","1296.94","238154533245622","857218195627","237297315049995","238154533245622","182967259298811","100","78698057073"
"002B","TOPIX Mid400","20230328","2095.47","3.87","0.19","2091.6","105393660392001","194589853985","105199070538016","26480819193970","50295922107288","398","50696754228"
"002C","TOPIX 500","20230328","1526.46","4.68","0.31","1521.78","343548193637623","1051808049612","342496385588011","68985581051732","225062341307281","498","129394811301"
"002D","TOPIX Small","20230328","2388.95","-8.54","-0.36","2397.49","34299432848662","-122520934726","34421953783388","2064986926470","14357507204087","1661","27101615500"
"002E","TOPIX 1000","20230328","1857.24","4.99","0.27","1852.25","366247029395982","983635966468","365263393429514","36771790099998","197199553858916","996","144465921841"
"002F","TOPIX Small500","20230328","1051.94","-3.16","-0.3","1055.1","22698835758358","-68172083144","22767007841503","4557999148265","21578060416237","498","15071110540"
"0040","水産・農林業","20230328","469.66","0","0","469.66","335271570397","-743495","335272313892","4190894629959","71386663524","8","284499648"
"0041","鉱業","20230328","409.49","7.03","1.75","402.46","1132266554208","19414644782","1112851909426","18871109236794","276509255750","6","765476235"
"0042","建設業","20230328","1187.81","1.18","0.1","1186.63","7495748715223","7480379549","7488268335674","7808071578357","631055453179","96","4562150882"
"0043","食料品","20230328","1846.7","11.06","0.6","1835.64","13459952884678","80635636535","13379317248143","15835238687857","728863687347","85","4254794668"
"0044","繊維製品","20230328","639.27","1.32","0.21","637.95","1798672376441","3709446433","1794962930008","4611980452413","281363170727","39","1674869980"
"0045","パルプ・紙","20230328","442.66","-2.32","-0.52","444.98","671055444450","-3517039460","674572483910","5592128703748","151596011460","12","942801682"
"0046","化学","20230328","2121.99","0.6","0.03","2121.39","23784690739919","6750024857","23777940715062","16070736986432","11208681109414","148","9112687373"
"0047","医薬品","20230328","3375.93","0.77","0.02","3375.16","21032599718517","4818969619","21027780748898","60093142052906","6230161884824","35","6133244112"
"0048","石油・石炭製品","20230328","1100.07","13.18","1.21","1086.89","1848133544362","22141290655","1825992253707","20534817159574","168001590012","9","2804227317"
"0049","ゴム製品","20230328","3640.87","6.92","0.19","3633.95","2904036882321","5518627515","2898518254806","26400335293828","79762165918","11","816459034"
"004A","ガラス・土石製品","20230328","1117.51","-0.8","-0.07","1118.31","2737675483340","-1972057747","2739647541087","8555235885438","244980429869","32","1052494264"
"004B","鉄鋼","20230328","607.06","1.32","0.22","605.74","3474058344955","7578422407","3466479922548","11206639822435","572274951614","31","1671198575"
"004C","非鉄金属","20230328","1083.91","12.69","1.18","1071.22","2814450452292","32950952018","2781499500274","12236741096923","259657500651","23","1357371189"
"004D","金属製品","20230328","1178.16","3.2","0.27","1174.96","2166671119967","5888650016","2160782469951","5158740761827","183903065681","42","1250634581"
"004E","機械","20230328","2254.36","3.76","0.17","2250.6","20331851050616","33941140529","20297909910087","14419752518167","901888254289","141","5749203210"
"004F","電気機器","20230328","3482.47","-0.85","-0.02","3483.32","67570304783916","-16483174566","67586787958483","42766015686023","1940298512427","158","14178000125"
"0050","輸送用機器","20230328","3107.59","20.56","0.67","3087.03","27643139271647","182917589637","27460221682010","48496735564293","889535905680","57","14311078112"
"0051","精密機器","20230328","9282.64","-9.04","-0.1","9291.68","9602993580983","-9351474977","9612345055961","29099980548435","103451143236","33","2719045477"
"0052","その他製品","20230328","3505.64","-3.02","-0.09","3508.66","8524081863907","-7350726320","8531432590227","16713886007660","243153675061","51","2260504249"
"0053","電気・ガス業","20230328","354.53","0.9","0.25","353.63","4595911116930","11715249907","4584195867022","20890505076953","1296332343471","22","4333838099"
"0054","陸運業","20230328","1864.2","-7.96","-0.43","1872.16","11284113849052","-48180239909","11332294088961","26866937735838","605305029428","42","3327690353"
"0055","海運業","20230328","1197.18","5.34","0.45","1191.84","2521049975565","11251718696","2509798256869","31513124694561","210581864173","8","792927774"
"0056","空運業","20230328","217.58","0.11","0.05","217.47","1853950595165","947422017","1853003173148","61798353172171","852090106403","3","693384680"
