"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20231020","2255.65","-8.51","-0.38","2264.16","428559519891433","-1618226301277","430177746192710","19895985138878","18999405014575","2154","205454052234"
"0002","大型","20231020","2178.41","-7.75","-0.35","2186.16","273386713034242","-972349123154","274359062157396","273386713034242","12549813299094","100","125473162698"
"0003","中型","20231020","2493.86","-11.8","-0.47","2505.66","118043368759561","-558265170665","118601633930226","29733846035154","4733356226013","397","53519059387"
"0004","小型","20231020","3874.79","-9.14","-0.24","3883.93","37129438097629","-87612007458","37217050105088","2240762709573","958230582714","1657","26461830149"
"0028","TOPIX Core30","20231020","1134.3","-3.19","-0.28","1137.49","165219689752675","-464477618874","165684167371549","550732299175582","145657561704405","30","84314772404"
"0029","TOPIX Large70","20231020","2258.86","-10.6","-0.47","2269.46","108167023281567","-507871504280","108674894785847","154524318973668","47885732444489","70","41158390294"
"002A","TOPIX 100","20231020","1511.1","-5.38","-0.35","1516.48","273386713034242","-972349123154","274359062157396","273386713034242","180918448162813","100","125473162698"
"002B","TOPIX Mid400","20231020","2370.02","-11.2","-0.47","2381.22","118043368759561","-558265170665","118601633930226","29733846035154","49807008454946","397","53519059387"
"002C","TOPIX 500","20231020","1758.1","-6.87","-0.39","1764.97","391430081793803","-1530614293819","392960696087622","78758567765353","222644228990741","497","178992222085"
"002D","TOPIX Small","20231020","2624.66","-6.19","-0.24","2630.85","37129438097629","-87612007458","37217050105088","2240762709573","14146384227717","1657","26461830149"
"002E","TOPIX 1000","20231020","2132.61","-8.22","-0.38","2140.83","415802242242149","-1601938082899","417404180325048","42000226489106","194972955517860","990","193850676677"
"002F","TOPIX Small500","20231020","1152.35","-3.37","-0.29","1155.72","24372160448346","-71323789080","24443484237426","4943643092971","21150048823809","493","14858454592"
"0040","水産・農林業","20231020","513.55","1.02","0.2","512.53","365999542312","731891327","365267650984","4574994278895","71268254593","8","283874093"
"0041","鉱業","20231020","634.02","12.64","2.03","621.38","1750190074885","34900585166","1715289489719","29169834581418","276046408423","6","758998021"
"0042","建設業","20231020","1465.6","-0.51","-0.03","1466.11","9128252006032","-3168940259","9131420946292","9608686322139","622833521953","95","4501294412"
"0043","食料品","20231020","2063.23","-1.85","-0.09","2065.08","14675432749642","-13141543666","14688574293308","17064456685630","711285126571","86","4266275600"
"0044","繊維製品","20231020","639.57","-2.25","-0.35","641.82","1777416966658","-6233224591","1783650191249","4557479401686","277906805421","39","1629608648"
"0045","パルプ・紙","20231020","529.79","1.89","0.36","527.9","796514871901","2841965896","793672906005","7241044290009","150345341616","11","933568172"
"0046","化学","20231020","2218.8","-20.12","-0.9","2238.92","24776147944297","-224650318333","25000798262630","16517431962865","11166446031355","150","10031106902"
"0047","医薬品","20231020","3455.1","80.92","2.4","3374.18","21427775794016","501872206053","20925903587963","59521599427821","6201772934589","36","6120515078"
"0048","石油・石炭製品","20231020","1321.65","9.1","0.69","1312.55","2135012514334","14707768390","2120304745944","23722361270377","161541319014","9","2654034907"
"0049","ゴム製品","20231020","4169.82","32.47","0.78","4137.35","3084310556977","24016000251","3060294556726","28039186881606","73967558610","11","768636510"
"004A","ガラス・土石製品","20231020","1195.12","-6.73","-0.56","1201.85","2873723810207","-16178906143","2889902716350","8980386906898","240455040730","32","1075339344"
"004B","鉄鋼","20231020","723.94","2.2","0.3","721.74","4157317616130","12601371853","4144716244277","13410701987515","574264089305","31","1654258047"
"004C","非鉄金属","20231020","1053.14","-5.13","-0.48","1058.27","2731708163308","-13318690111","2745026853419","11876992014384","259388104776","23","1335259989"
